Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
MCO,MONACO,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,9.0
MDA,"MOLDOVA, REPUBLIC OF",18.0,,,,19.0,,,,,,,,,,,,,,,,,,,,37.0
MDG,MADAGASCAR,58.0,,,,62.0,,,,,,,,,,,,,,,,,,,,159.0
MDV,MALDIVES,11.0,,,,15.0,,,,,,,,,,,,,,,,,,,,102.0
MEX,MEXICO,16.0,,,,17.0,,,,,,,,,,,,,,,,,,,,49.0
MHL,MARSHALL ISLANDS,38.0,,,,26.0,,,,,,,,,,,,,,,,,,,,51.0
MKD,MACEDONIA,7.0,,,,12.0,,,,,,,,,,,,,,,,,,,,39.0
MLI,MALI,128.0,,,,178.0,,,,,,,,,,,,,,,,,,,,255.0
MLT,MALTA,7.0,,,,6.0,,,,,,,,,,,,,,,,,,,,11.0
MMR,MYANMAR (Burma) ,52.0,,,,66.0,,,,,,,,,,,,,,,,,,,,112.0
MNE,MONTENEGRO,6.0,,,,8.0,,,,,,,,,,,,,,,,,,,,18.0
MNG,MONGOLIA,28.0,,,,32.0,,,,,,,,,,,,,,,,,,,,107.0
MOZ,MOZAMBIQUE,90.0,,,,135.0,,,,,,,,,,,,,,,,,,,,219.0
MRT,MAURITANIA,84.0,,,,111.0,,,,,,,,,,,,,,,,,,,,124.0
MUS,MAURITIUS,15.0,,,,15.0,,,,,,,,,,,,,,,,,,,,24.0
MWI,MALAWI,71.0,,,,92.0,,,,,,,,,,,,,,,,,,,,222.0
MYS,MALAYSIA,9.0,,,,6.0,,,,,,,,,,,,,,,,,,,,18.0
NAM,NAMIBIA,39.0,,,,40.0,,,,,,,,,,,,,,,,,,,,73.0
NER,NIGER,114.0,,,,143.0,,,,,,,,,,,,,,,,,,,,311.0
NGA,NIGERIA,124.0,,,,143.0,,,,,,,,,,,,,,,,,,,,213.0
NIC,NICARAGUA,24.0,,,,27.0,,,,,,,,,,,,,,,,,,,,68.0
NLD,NETHERLANDS,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,8.0
NOR,NORWAY,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,9.0
NPL,NEPAL,42.0,,,,50.0,,,,,,,,,,,,,,,,,,,,141.0
NRU,NAURU,37.0,,,,40.0,,,,,,,,,,,,,,,,,,,,40.0
NZL,NEW ZEALAND,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,11.0
OMN,OMAN,12.0,,,,9.0,,,,,,,,,,,,,,,,,,,,47.0
PAK,PAKISTAN,86.0,,,,87.0,,,,,,,,,,,,,,,,,,,,124.0
PAN,PANAMA,19.0,,,,20.0,,,,,,,,,,,,,,,,,,,,33.0
PER,PERU,18.0,,,,19.0,,,,,,,,,,,,,,,,,,,,78.0
PHL,PHILIPPINES,30.0,,,,29.0,,,,,,,,,,,,,,,,,,,,59.0
PLW,PALAU,21.0,,,,19.0,,,,,,,,,,,,,,,,,,,,33.0
PNG,PAPUA NEW GUINEA,63.0,,,,61.0,,,,,,,,,,,,,,,,,,,,90.0
POL,POLAND,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,17.0
PRK,"KOREA, D.P.R.O.",29.0,,,,33.0,,,,,,,,,,,,,,,,,,,,45.0
PRT,PORTUGAL,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,15.0
PRY,PARAGUAY,22.0,,,,25.0,,,,,,,,,,,,,,,,,,,,50.0
PSE,STATE OF PALESTINE,23.0,,,,22.0,,,,,,,,,,,,,,,,,,,,45.0
QAT,QATAR,7.0,,,,8.0,,,,,,,,,,,,,,,,,,,,21.0
ROU,ROMANIA,12.0,,,,14.0,,,,,,,,,,,,,,,,,,,,37.0
RUS,RUSSIA,10.0,,,,12.0,,,,,,,,,,,,,,,,,,,,27.0
RWA,RWANDA,55.0,,,,91.0,,,,,,,,,,,,,,,,,,,,163.0
SAU,SAUDI ARABIA,9.0,,,,18.0,,,,,,,,,,,,,,,,,,,,45.0
SDN,SUDAN,73.0,,,,103.0,,,,,,,,,,,,,,,,,,,,
SEN,SENEGAL,60.0,,,,75.0,,,,,,,,,,,,,,,,,,,,139.0
SGP,SINGAPORE,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,8.0
SLB,SOLOMON ISLANDS,31.0,,,,27.0,,,,,,,,,,,,,,,,,,,,45.0
SLE,SIERRA LEONE,182.0,,,,174.0,,,,,,,,,,,,,,,,,,,,276.0
SLV,EL SALVADOR,16.0,,,,16.0,,,,,,,,,,,,,,,,,,,,62.0
SMR,SAN MARINO,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,12.0
SOM,SOMALIA,147.0,,,,180.0,,,,,,,,,,,,,,,,,,,,180.0
SRB,SERBIA,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,29.0
SSD,SOUTH SUDAN,104.0,,,,,,,,,,,,,,,,,,,,,,,,
STP,SAO TOME AND PRINCIPE,53.0,,,,80.0,,,,,,,,,,,,,,,,,,,,94.0
SUR,SURINAME,21.0,,,,31.0,,,,,,,,,,,,,,,,,,,,52.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,18.0
SVN,SLOVENIA,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,10.0
SWE,SWEDEN,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,7.0
SWZ,SWAZILAND,80.0,,,,78.0,,,,,,,,,,,,,,,,,,,,96.0
SYC,SEYCHELLES,13.0,,,,14.0,,,,,,,,,,,,,,,,,,,,17.0
SYR,SYRIAN ARAB REPUBLIC,15.0,,,,16.0,,,,,,,,,,,,,,,,,,,,38.0
TCD,CHAD,150.0,,,,173.0,,,,,,,,,,,,,,,,,,,,207.0
TGO,TOGO,96.0,,,,103.0,,,,,,,,,,,,,,,,,,,,147.0
THA,THAILAND,13.0,,,,13.0,,,,,,,,,,,,,,,,,,,,32.0
TJK,TAJIKISTAN,58.0,,,,63.0,,,,,,,,,,,,,,,,,,,,116.0
TKM,TURKMENISTAN,53.0,,,,56.0,,,,,,,,,,,,,,,,,,,,98.0
TLS,EAST TIMOR,57.0,,,,55.0,,,,,,,,,,,,,,,,,,,,169.0
TON,TONGA,13.0,,,,16.0,,,,,,,,,,,,,,,,,,,,25.0
TTO,TRINIDAD AND TOBAGO,21.0,,,,27.0,,,,,,,,,,,,,,,,,,,,37.0
TUN,TUNISIA,16.0,,,,16.0,,,,,,,,,,,,,,,,,,,,49.0
TUR,TURKEY,14.0,,,,18.0,,,,,,,,,,,,,,,,,,,,80.0
TUV,TUVALU,30.0,,,,33.0,,,,,,,,,,,,,,,,,,,,57.0
TZA,"TANZANIA, UNITED REPUBLIC OF",54.0,,,,76.0,,,,,,,,,,,,,,,,,,,,155.0
UGA,UGANDA,69.0,,,,99.0,,,,,,,,,,,,,,,,,,,,175.0
UKR,UKRAINE,11.0,,,,13.0,,,,,,,,,,,,,,,,,,,,21.0
URY,URUGUAY,7.0,,,,11.0,,,,,,,,,,,,,,,,,,,,23.0
USA,UNITED STATES,7.0,,,,8.0,,,,,,,,,,,,,,,,,,,,11.0
UZB,UZBEKISTAN,40.0,,,,52.0,,,,,,,,,,,,,,,,,,,,77.0
VCT,SAINT VINCENT AND THE GRENADINES,23.0,,,,21.0,,,,,,,,,,,,,,,,,,,,27.0
VEN,VENEZUELA,15.0,,,,18.0,,,,,,,,,,,,,,,,,,,,33.0
VNM,VIET NAM,23.0,,,,23.0,,,,,,,,,,,,,,,,,,,,51.0
VUT,VANUATU,18.0,,,,14.0,,,,,,,,,,,,,,,,,,,,39.0
WSM,SAMOA,18.0,,,,20.0,,,,,,,,,,,,,,,,,,,,27.0
YEM,YEMEN,60.0,,,,77.0,,,,,,,,,,,,,,,,,,,,128.0
ZAF,SOUTH AFRICA,45.0,,,,57.0,,,,,,,,,,,,,,,,,,,,60.0
ZMB,ZAMBIA,89.0,,,,111.0,,,,,,,,,,,,,,,,,,,,183.0
ZWE,ZIMBABWE,90.0,,,,80.0,,,,,,,,,,,,,,,,,,,,78.0
