Country code,Country name,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
AZE,AZERBAIJAN,70.122,,,,,67.751,,,,,65.994,,,,,63.793,,,,,66.097,,,,,64.994,,,,,65.14,,,,,65.602,,,,,64.087,,,,,62.053,,,,,60.006,,,,,57.959
BDI,BURUNDI,51.323,,,,,48.948,,,,,47.709,,,,,46.167,,,,,48.717,,,,,48.02,,,,,46.432,,,,,44.236,,,,,43.533,,,,,42.036,,,,,40.529,,,,,39.031
BEL,BELGIUM,79.503,,,,,78.253,,,,,77.302,,,,,76.335,,,,,75.125,,,,,73.798,,,,,72.539,,,,,71.4,,,,,70.679,,,,,70.212,,,,,69.366,,,,,67.593
BEN,BENIN,58.204,,,,,56.029,,,,,54.793,,,,,54.75,,,,,51.782,,,,,48.361,,,,,46.336,,,,,43.797,,,,,40.96,,,,,38.411,,,,,36.136,,,,,33.712
BFA,BURKINA FASO,53.966,,,,,51.606,,,,,49.857,,,,,49.329,,,,,49.477,,,,,48.394,,,,,43.389,,,,,40.27,,,,,38.037,,,,,35.588,,,,,33.29,,,,,30.942
BGD,BANGLADESH,68.423,,,,,66.448,,,,,64.053,,,,,61.301,,,,,58.722,,,,,55.955,,,,,53.178,,,,,45.956,,,,,50.018,,,,,48.33,,,,,45.656,,,,,43.576
BGR,BULGARIA,72.951,,,,,72.064,,,,,70.875,,,,,71.134,,,,,71.362,,,,,71.269,,,,,71.128,,,,,71.131,,,,,70.957,,,,,70.12,,,,,66.347,,,,,62.056
BHR,BAHRAIN,75.844,,,,,74.961,,,,,73.995,,,,,72.872,,,,,71.848,,,,,70.476,,,,,68.363,,,,,65.369,,,,,61.09,,,,,55.298,,,,,48.478,,,,,42.986
BHS,BAHAMAS,74.313,,,,,73.165,,,,,71.663,,,,,71.124,,,,,70.203,,,,,69.084,,,,,67.932,,,,,66.614,,,,,65.237,,,,,63.705,,,,,61.989,,,,,60.025
BIH,BOSNIA AND HERZEGOWINA,75.516,,,,,74.818,,,,,73.643,,,,,63.687,,,,,71.954,,,,,70.715,,,,,69.848,,,,,67.55,,,,,64.721,,,,,61.923,,,,,58.462,,,,,53.669
BLR,BELARUS,69.267,,,,,67.839,,,,,67.44,,,,,69.457,,,,,71.37,,,,,70.145,,,,,70.416,,,,,70.514,,,,,70.357,,,,,69.095,,,,,66.313,,,,,60.698
BLZ,BELIZE,72.656,,,,,71.29,,,,,69.875,,,,,70.566,,,,,71.461,,,,,70.353,,,,,68.657,,,,,66.721,,,,,64.26,,,,,61.345,,,,,58.644,,,,,55.917
BOL,BOLIVIA,65.556,,,,,63.883,,,,,62.051,,,,,60.067,,,,,57.341,,,,,53.925,,,,,50.069,,,,,46.744,,,,,45.052,,,,,43.44,,,,,41.899,,,,,40.421
BRA,BRAZIL,72.424,,,,,71.026,,,,,69.41,,,,,67.454,,,,,65.478,,,,,63.499,,,,,61.834,,,,,59.817,,,,,57.907,,,,,55.884,,,,,53.453,,,,,51.008
BRB,BARBADOS,74.456,,,,,73.566,,,,,72.652,,,,,71.653,,,,,70.452,,,,,69.12,,,,,67.59,,,,,66.032,,,,,64.218,,,,,62.167,,,,,59.807,,,,,57.214
BRN,BRUNEI DARUSSALAM,77.461,,,,,76.481,,,,,75.346,,,,,74.195,,,,,72.872,,,,,71.461,,,,,69.983,,,,,68.206,,,,,66.166,,,,,63.847,,,,,60.884,,,,,57.846
BTN,BHUTAN,65.735,,,,,62.142,,,,,58.411,,,,,54.478,,,,,50.505,,,,,46.828,,,,,43.059,,,,,38.905,,,,,35.322,,,,,33.356,,,,,31.403,,,,,29.518
BWA,BOTSWANA,46.529,,,,,48.172,,,,,53.826,,,,,61.209,,,,,63.552,,,,,61.939,,,,,59.519,,,,,56.372,,,,,53.353,,,,,51.587,,,,,49.685,,,,,47.656
CAF,CENTRAL AFRICAN REPUBLIC,46.448,,,,,44.121,,,,,43.864,,,,,44.891,,,,,47.303,,,,,49.001,,,,,47.616,,,,,43.9,,,,,40.158,,,,,37.568,,,,,35.498,,,,,33.438
CAN,CANADA,80.535,,,,,79.679,,,,,78.489,,,,,77.702,,,,,76.732,,,,,75.735,,,,,74.165,,,,,72.926,,,,,72.068,,,,,71.272,,,,,70.231,,,,,68.894
CHE,SWITZERLAND,81.781,,,,,80.491,,,,,79.226,,,,,77.931,,,,,77.23,,,,,76.09,,,,,75.185,,,,,73.706,,,,,72.576,,,,,71.587,,,,,70.707,,,,,69.343
CHL,CHILE,78.553,,,,,77.859,,,,,75.819,,,,,74.455,,,,,72.769,,,,,70.759,,,,,67.223,,,,,63.581,,,,,60.637,,,,,58.049,,,,,56.199,,,,,54.805
CHN,CHINA,74.44,,,,,73.408,,,,,70.858,,,,,69.953,,,,,68.915,,,,,67.711,,,,,66.286,,,,,64.577,,,,,59.42,,,,,43.972,,,,,45.005,,,,,44.589
CIV,COTE D'IVOIRE,48.71,,,,,46.189,,,,,47.621,,,,,51.441,,,,,52.768,,,,,51.6,,,,,49.249,,,,,45.796,,,,,41.647,,,,,38.651,,,,,35.095,,,,,32.143
CMR,CAMEROON,52.73,,,,,51.587,,,,,52.656,,,,,53.629,,,,,53.282,,,,,52.175,,,,,50.058,,,,,47.42,,,,,44.854,,,,,42.681,,,,,40.454,,,,,38.543
COD,"CONGO, THE DRC",48.271,,,,,47.431,,,,,45.728,,,,,47.443,,,,,47.195,,,,,46.616,,,,,45.629,,,,,44.772,,,,,42.987,,,,,41.627,,,,,40.548,,,,,39.055
COG,CONGO,55.679,,,,,52.838,,,,,52.476,,,,,53.901,,,,,56.33,,,,,56.619,,,,,55.45,,,,,54.117,,,,,52.502,,,,,50.17,,,,,46.839,,,,,43.16
COL,COLOMBIA,72.887,,,,,71.679,,,,,70.31,,,,,68.659,,,,,67.991,,,,,66.851,,,,,63.984,,,,,61.753,,,,,60.069,,,,,57.943,,,,,55.168,,,,,50.642
COM,COMOROS,59.655,,,,,58.485,,,,,57.314,,,,,56.138,,,,,54.966,,,,,52.964,,,,,50.961,,,,,48.956,,,,,46.478,,,,,44.474,,,,,42.468,,,,,40.723
CPV,CAPE VERDE,73.164,,,,,70.997,,,,,68.711,,,,,66.802,,,,,65.171,,,,,62.037,,,,,58.447,,,,,54.438,,,,,50.448,,,,,49.434,,,,,48.761,,,,,48.065
CRI,COSTA RICA,78.78,,,,,78.122,,,,,77.26,,,,,76.191,,,,,75.114,,,,,73.713,,,,,70.977,,,,,68.029,,,,,65.607,,,,,63.012,,,,,60.14,,,,,57.26
CUB,CUBA,78.274,,,,,77.159,,,,,76.175,,,,,74.79,,,,,74.645,,,,,74.242,,,,,73.096,,,,,70.976,,,,,68.484,,,,,65.347,,,,,62.347,,,,,59.401
CUW,CURAÇAO,76.117,,,,,74.995,,,,,74.579,,,,,74.543,,,,,74.436,,,,,73.661,,,,,72.154,,,,,69.912,,,,,68.164,,,,,66.475,,,,,64.343,,,,,60.653
CYP,CYPRUS,78.964,,,,,78.34,,,,,77.666,,,,,76.939,,,,,76.144,,,,,75.263,,,,,74.282,,,,,73.178,,,,,71.912,,,,,70.415,,,,,68.738,,,,,66.726
CZE,CZECH REPUBLIC,76.844,,,,,75.405,,,,,74.04,,,,,72.302,,,,,71.407,,,,,70.691,,,,,70.64,,,,,69.938,,,,,70.06,,,,,70.372,,,,,69.427,,,,,66.381
DEU,GERMANY,79.757,,,,,78.573,,,,,77.21,,,,,75.876,,,,,75.002,,,,,73.651,,,,,72.308,,,,,71.154,,,,,70.67,,,,,69.982,,,,,68.914,,,,,67.53
DJI,DJIBOUTI,59.05,,,,,57.293,,,,,57.021,,,,,57.019,,,,,56.113,,,,,54.674,,,,,52.554,,,,,50.895,,,,,47.349,,,,,45.176,,,,,42.949,,,,,41.038
DNK,DENMARK,78.561,,,,,77.262,,,,,76.039,,,,,75.242,,,,,74.748,,,,,74.445,,,,,74.277,,,,,73.605,,,,,72.881,,,,,72.428,,,,,72.083,,,,,70.933
DOM,DOMINICAN REPUBLIC,72.173,,,,,71.077,,,,,70.03,,,,,68.997,,,,,66.491,,,,,63.978,,,,,62.008,,,,,59.831,,,,,56.917,,,,,53.578,,,,,49.896,,,,,45.951
DZA,ALGERIA,70.261,,,,,69.403,,,,,68.464,,,,,67.237,,,,,65.868,,,,,61.581,,,,,54.934,,,,,51.483,,,,,49.464,,,,,47.284,,,,,44.999,,,,,42.886
ECU,ECUADOR,74.993,,,,,74.172,,,,,72.312,,,,,70.032,,,,,67.529,,,,,64.509,,,,,61.418,,,,,58.883,,,,,56.77,,,,,54.733,,,,,51.404,,,,,48.366
EGY,EGYPT,69.916,,,,,69.02,,,,,67.999,,,,,65.466,,,,,63.56,,,,,59.926,,,,,56.783,,,,,52.982,,,,,51.6,,,,,49.315,,,,,46.363,,,,,41.143
ERI,ERITREA,59.951,,,,,57.445,,,,,54.547,,,,,50.255,,,,,46.511,,,,,43.955,,,,,42.9,,,,,41.45,,,,,39.586,,,,,37.986,,,,,36.85,,,,,35.844
ESH,WESTERN SAHARA,65.951,,,,,63.914,,,,,61.276,,,,,58.724,,,,,56.181,,,,,51.879,,,,,47.559,,,,,43.262,,,,,41.236,,,,,39.312,,,,,37.428,,,,,35.522
ESP,SPAIN,81.196,,,,,79.636,,,,,78.482,,,,,77.409,,,,,76.699,,,,,75.945,,,,,74.138,,,,,72.52,,,,,71.239,,,,,69.748,,,,,67.508,,,,,64.176
EST,ESTONIA,73.632,,,,,71.302,,,,,69.442,,,,,68.48,,,,,70.335,,,,,69.319,,,,,69.426,,,,,70.258,,,,,70.318,,,,,69.387,,,,,66.94,,,,,61.788
ETH,ETHIOPIA,59.259,,,,,54.033,,,,,50.814,,,,,47.918,,,,,46.057,,,,,43.52,,,,,44.255,,,,,43.53,,,,,42.144,,,,,40.08,,,,,36.675,,,,,34.08
FIN,FINLAND,79.457,,,,,78.283,,,,,77.04,,,,,75.69,,,,,74.739,,,,,74.258,,,,,72.548,,,,,70.793,,,,,69.595,,,,,69.054,,,,,68.033,,,,,66.078
FJI,FIJI,68.804,,,,,68.003,,,,,67.069,,,,,66.051,,,,,64.931,,,,,63.677,,,,,62.235,,,,,60.71,,,,,58.927,,,,,56.909,,,,,54.729,,,,,52.206
FRA,FRANCE,80.893,,,,,79.496,,,,,78.347,,,,,77.26,,,,,75.999,,,,,74.678,,,,,73.528,,,,,72.347,,,,,71.349,,,,,70.667,,,,,69.207,,,,,67.059
FSM,"MICRONESIA, FEDERATED STATES OF",68.348,,,,,67.578,,,,,67.053,,,,,66.494,,,,,65.926,,,,,65.346,,,,,64.767,,,,,62.686,,,,,60.585,,,,,58.582,,,,,56.579,,,,,54.576
GAB,GABON,61.319,,,,,59.294,,,,,60.614,,,,,61.389,,,,,60.635,,,,,56.965,,,,,52.774,,,,,48.733,,,,,44.611,,,,,40.483,,,,,38.991,,,,,36.994
GBR,UNITED KINGDOM,79.645,,,,,78.351,,,,,77.079,,,,,76.164,,,,,75.024,,,,,74.106,,,,,72.932,,,,,72.146,,,,,71.68,,,,,71.009,,,,,70.542,,,,,69.281
GEO,GEORGIA,73.511,,,,,72.594,,,,,71.082,,,,,70.103,,,,,70.461,,,,,69.645,,,,,69.642,,,,,68.162,,,,,66.66,,,,,64.655,,,,,62.646,,,,,60.645
GHA,GHANA,60.024,,,,,57.49,,,,,56.979,,,,,57.753,,,,,55.305,,,,,53.048,,,,,51.596,,,,,50.031,,,,,48.62,,,,,46.9,,,,,44.665,,,,,42.172
GIN,GUINEA,54.465,,,,,51.311,,,,,51.607,,,,,51.285,,,,,47.923,,,,,43.053,,,,,39.874,,,,,37.428,,,,,36.144,,,,,35.378,,,,,34.328,,,,,33.075
GLP,GUADELOUPE,79.378,,,,,77.891,,,,,76.308,,,,,74.608,,,,,72.781,,,,,70.797,,,,,68.629,,,,,66.215,,,,,63.638,,,,,60.517,,,,,57.191,,,,,53.336
GMB,GAMBIA,57.452,,,,,55.929,,,,,54.292,,,,,52.71,,,,,51.337,,,,,48.201,,,,,44.214,,,,,40.042,,,,,35.798,,,,,32.809,,,,,31.534,,,,,30.254
GNB,GUINEA-BISSAU,52.993,,,,,51.86,,,,,51.072,,,,,49.941,,,,,48.146,,,,,46.563,,,,,45.328,,,,,44.442,,,,,43.653,,,,,42.676,,,,,41.64,,,,,40.584
GNQ,EQUATORIAL GUINEA,50.088,,,,,47.947,,,,,47.745,,,,,47.225,,,,,45.637,,,,,43.893,,,,,42.045,,,,,40.514,,,,,38.998,,,,,37.493,,,,,35.987,,,,,34.483
GRC,GREECE,79.779,,,,,79.081,,,,,78.001,,,,,77.417,,,,,75.664,,,,,74.517,,,,,72.837,,,,,71.818,,,,,70.101,,,,,69.24,,,,,67.156,,,,,65.748
GRD,GRENADA,71.999,,,,,70.893,,,,,69.829,,,,,69.008,,,,,68.158,,,,,67.113,,,,,65.951,,,,,64.603,,,,,62.998,,,,,61.119,,,,,58.907,,,,,56.342
GTM,GUATEMALA,70.26,,,,,68.978,,,,,66.323,,,,,63.489,,,,,60.871,,,,,58.247,,,,,56.137,,,,,53.846,,,,,50.115,,,,,47.028,,,,,44.19,,,,,42.046
GUF,FRENCH GUIANA,75.888,,,,,75.14,,,,,74.238,,,,,72.749,,,,,71.061,,,,,69.2,,,,,66.529,,,,,65.719,,,,,64.36,,,,,59.528,,,,,56.138,,,,,53.318
GUM,GUAM,77.355,,,,,75.917,,,,,74.09,,,,,72.538,,,,,71.344,,,,,70.004,,,,,68.449,,,,,66.663,,,,,64.573,,,,,62.236,,,,,59.671,,,,,57.133
GUY,GUYANA,65.238,,,,,63.72,,,,,62.997,,,,,62.403,,,,,61.644,,,,,60.901,,,,,60.332,,,,,59.746,,,,,59.143,,,,,58.52,,,,,57.884,,,,,57.227
HKG,HONG KONG,82.368,,,,,81.316,,,,,79.38,,,,,78.164,,,,,76.883,,,,,75.652,,,,,74.171,,,,,72.759,,,,,70.918,,,,,68.837,,,,,65.951,,,,,63.175
HND,HONDURAS,72.051,,,,,70.965,,,,,69.839,,,,,67.687,,,,,65.419,,,,,61.557,,,,,57.685,,,,,54.072,,,,,51.036,,,,,47.998,,,,,44.585,,,,,41.788
HRV,CROATIA (LOCAL NAME: HRVATSKA),76.091,,,,,74.933,,,,,74.573,,,,,72.801,,,,,71.937,,,,,70.699,,,,,70.028,,,,,69.117,,,,,67.509,,,,,65.734,,,,,63.643,,,,,61.267
HTI,HAITI,60.674,,,,,58.129,,,,,56.926,,,,,55.269,,,,,53.6,,,,,51.545,,,,,49.982,,,,,48.029,,,,,46.262,,,,,43.578,,,,,40.689,,,,,37.576
HUN,HUNGARY,73.839,,,,,72.594,,,,,70.912,,,,,69.416,,,,,69.418,,,,,69.073,,,,,69.584,,,,,69.61,,,,,69.452,,,,,68.794,,,,,66.912,,,,,64.022
IDN,INDONESIA,69.58,,,,,68.099,,,,,66.409,,,,,64.503,,,,,62.35,,,,,59.916,,,,,57.165,,,,,54.065,,,,,50.6,,,,,46.8,,,,,42.69,,,,,38.252
IND,INDIA,64.925,,,,,63.095,,,,,61.153,,,,,59.252,,,,,57.831,,,,,56.261,,,,,54.154,,,,,50.566,,,,,47.058,,,,,43.213,,,,,39.63,,,,,36.185
IRL,IRELAND,79.568,,,,,77.616,,,,,75.94,,,,,75.303,,,,,74.106,,,,,73.093,,,,,71.932,,,,,71.157,,,,,70.75,,,,,70.103,,,,,68.955,,,,,66.678
IRN,IRAN (ISLAMIC REPUBLIC OF),72.258,,,,,70.605,,,,,68.515,,,,,66.389,,,,,59.62,,,,,52.104,,,,,56.707,,,,,52.666,,,,,49.18,,,,,46.377,,,,,43.503,,,,,40.586
IRQ,IRAQ,68.495,,,,,70.443,,,,,70.85,,,,,70.257,,,,,65.574,,,,,58.993,,,,,61.719,,,,,59.508,,,,,56.354,,,,,50.879,,,,,44.915,,,,,37.935
ISL,ICELAND,81.369,,,,,80.547,,,,,78.947,,,,,78.526,,,,,77.573,,,,,76.759,,,,,76.234,,,,,74.104,,,,,73.656,,,,,73.549,,,,,73.161,,,,,72.048
ISR,ISRAEL,80.802,,,,,79.599,,,,,78.349,,,,,77.073,,,,,75.822,,,,,74.626,,,,,73.524,,,,,72.57,,,,,71.771,,,,,70.975,,,,,70.042,,,,,68.87
ITA,ITALY,81.477,,,,,80.208,,,,,78.686,,,,,77.385,,,,,76.292,,,,,74.762,,,,,73.444,,,,,72.143,,,,,70.825,,,,,69.618,,,,,68.39,,,,,66.319
JAM,JAMAICA,72.24,,,,,70.846,,,,,70.343,,,,,70.444,,,,,70.95,,,,,71.012,,,,,69.901,,,,,68.884,,,,,67.494,,,,,65.604,,,,,62.594,,,,,58.512
JOR,JORDAN,72.993,,,,,72.167,,,,,71.275,,,,,70.427,,,,,69.149,,,,,67.25,,,,,64.968,,,,,61.85,,,,,58.383,,,,,54.593,,,,,50.649,,,,,46.485
JPN,JAPAN,82.673,,,,,81.829,,,,,80.475,,,,,79.447,,,,,78.511,,,,,76.949,,,,,75.314,,,,,73.139,,,,,71.29,,,,,68.967,,,,,66.252,,,,,62.167
KAZ,KAZAKHSTAN,65.716,,,,,64.602,,,,,62.97,,,,,65.452,,,,,67.5,,,,,65.887,,,,,64.308,,,,,63.256,,,,,61.662,,,,,59.507,,,,,57.322,,,,,55.084
KEN,KENYA,57.231,,,,,53.037,,,,,53.951,,,,,58.08,,,,,59.459,,,,,58.99,,,,,56.3,,,,,53.671,,,,,50.745,,,,,48.02,,,,,44.728,,,,,42.302
KGZ,KYRGYZSTAN,66.717,,,,,66.596,,,,,65.936,,,,,66.255,,,,,66.076,,,,,64.035,,,,,62.398,,,,,61.264,,,,,59.57,,,,,57.349,,,,,55.092,,,,,52.825
KHM,CAMBODIA,69.507,,,,,64.497,,,,,59.775,,,,,56.251,,,,,53.189,,,,,48.563,,,,,14.491,,,,,37.976,,,,,42.02,,,,,41.378,,,,,41.001,,,,,40.244
KIR,KIRIBATI,67.116,,,,,65.503,,,,,63.695,,,,,61.501,,,,,59.76,,,,,57.049,,,,,54.803,,,,,52.549,,,,,50.295,,,,,48.038,,,,,45.777,,,,,43.515
KOR,"KOREA, REPUBLIC OF",79.97,,,,,77.37,,,,,74.932,,,,,72.881,,,,,70.419,,,,,67.397,,,,,64.948,,,,,63.171,,,,,58.838,,,,,54.854,,,,,51.231,,,,,47.924
KWT,KUWAIT,73.768,,,,,73.352,,,,,72.902,,,,,72.426,,,,,71.597,,,,,70.246,,,,,68.639,,,,,66.878,,,,,64.663,,,,,61.822,,,,,58.09,,,,,53.387
LAO,LAOS ,65.766,,,,,63.196,,,,,59.989,,,,,56.173,,,,,52.353,,,,,49.872,,,,,48.39,,,,,47.023,,,,,45.468,,,,,43.964,,,,,42.419,,,,,40.916
LBN,LEBANON,78.245,,,,,75.642,,,,,73.237,,,,,71.046,,,,,69.556,,,,,68.365,,,,,67.587,,,,,66.695,,,,,65.365,,,,,64.009,,,,,62.428,,,,,60.465
LBR,LIBERIA,58.114,,,,,52.386,,,,,52.594,,,,,47.685,,,,,47.331,,,,,46.965,,,,,44.516,,,,,40.781,,,,,37.913,,,,,35.389,,,,,34.182,,,,,33.121
LBY,LIBYA,74.184,,,,,72.702,,,,,71.01,,,,,69.347,,,,,67.513,,,,,65.566,,,,,62.47,,,,,58.407,,,,,53.317,,,,,46.887,,,,,38.987,,,,,36.672
LCA,SAINT LUCIA,73.985,,,,,72.066,,,,,71.154,,,,,71.321,,,,,70.747,,,,,69.986,,,,,67.442,,,,,64.532,,,,,61.598,,,,,59.416,,,,,55.183,,,,,52.551
LKA,SRI LANKA,73.424,,,,,73.241,,,,,69.081,,,,,70.037,,,,,68.933,,,,,69.114,,,,,66.976,,,,,65.164,,,,,62.939,,,,,60.269,,,,,58.308,,,,,54.517
LSO,LESOTHO,45.593,,,,,43.734,,,,,52.225,,,,,60.041,,,,,57.32,,,,,55.292,,,,,52.245,,,,,49.797,,,,,48.52,,,,,47.787,,,,,45.08,,,,,42.163
LTU,LITHUANIA,71.336,,,,,71.634,,,,,70.276,,,,,69.728,,,,,71.572,,,,,70.535,,,,,70.669,,,,,71.195,,,,,71.287,,,,,69.884,,,,,66.88,,,,,60.837
LUX,LUXEMBURG,79.504,,,,,78.314,,,,,76.987,,,,,75.765,,,,,74.495,,,,,72.885,,,,,71.442,,,,,70.246,,,,,69.782,,,,,69.124,,,,,67.545,,,,,65.979
LVA,LATVIA,71.544,,,,,70.739,,,,,68.692,,,,,67.681,,,,,70.413,,,,,69.086,,,,,68.924,,,,,69.99,,,,,70.478,,,,,70.083,,,,,67.583,,,,,62.42
MAC,MACAU,79.211,,,,,78.137,,,,,77.107,,,,,75.975,,,,,74.704,,,,,73.313,,,,,71.78,,,,,70.076,,,,,68.252,,,,,66.134,,,,,63.651,,,,,61.049
MAR,MOROCCO,69.656,,,,,68.667,,,,,67.664,,,,,66.001,,,,,63.22,,,,,59.605,,,,,55.759,,,,,53.541,,,,,51.637,,,,,49.524,,,,,47.445,,,,,45.67
MDA,"MOLDOVA, REPUBLIC OF",68.239,,,,,67.608,,,,,66.606,,,,,67.299,,,,,67.534,,,,,65.097,,,,,65.16,,,,,65.175,,,,,64.641,,,,,62.871,,,,,61.071,,,,,59.035
MDG,MADAGASCAR,62.228,,,,,60.025,,,,,56.676,,,,,52.657,,,,,49.914,,,,,49.658,,,,,48.081,,,,,45.967,,,,,43.533,,,,,41.168,,,,,38.747,,,,,36.319
MDV,MALDIVES,75.547,,,,,71.758,,,,,66.749,,,,,62.696,,,,,58.6,,,,,54.681,,,,,49.905,,,,,46.088,,,,,42.128,,,,,37.621,,,,,34.676,,,,,33.026
MEX,MEXICO,76.255,,,,,74.956,,,,,73.711,,,,,71.811,,,,,69.828,,,,,67.726,,,,,65.305,,,,,62.573,,,,,60.293,,,,,58.468,,,,,55.267,,,,,50.694
MKD,MACEDONIA,74.358,,,,,73.76,,,,,72.65,,,,,71.532,,,,,70.67,,,,,68.907,,,,,68.453,,,,,67.309,,,,,65.017,,,,,62.12,,,,,58.958,,,,,54.9
MLI,MALI,52.705,,,,,50.339,,,,,48.026,,,,,47.321,,,,,45.177,,,,,41.551,,,,,37.713,,,,,34.197,,,,,30.795,,,,,28.606,,,,,27.978,,,,,26.962
MLT,MALTA,78.786,,,,,77.853,,,,,76.859,,,,,75.833,,,,,74.751,,,,,73.615,,,,,72.419,,,,,71.175,,,,,69.827,,,,,68.408,,,,,66.851,,,,,65.831
MMR,MYANMAR (Burma) ,64.161,,,,,62.818,,,,,61.277,,,,,59.624,,,,,57.826,,,,,55.948,,,,,53.97,,,,,51.872,,,,,49.611,,,,,44.198,,,,,41.241,,,,,36.067
MNE,MONTENEGRO,74.198,,,,,73.434,,,,,74.905,,,,,74.756,,,,,74.123,,,,,73.51,,,,,72.49,,,,,71.206,,,,,68.305,,,,,65.582,,,,,62.095,,,,,59.769
MNG,MONGOLIA,66.143,,,,,64.083,,,,,61.818,,,,,60.767,,,,,59.598,,,,,57.294,,,,,56.846,,,,,56.43,,,,,53.869,,,,,50.731,,,,,46.092,,,,,43.18
MOZ,MOZAMBIQUE,48.353,,,,,47.619,,,,,47.067,,,,,44.566,,,,,43.07,,,,,42.976,,,,,42.486,,,,,40.366,,,,,38.139,,,,,36.18,,,,,33.789,,,,,31.287
MRT,MAURITANIA,60.663,,,,,59.971,,,,,59.498,,,,,58.888,,,,,57.771,,,,,55.762,,,,,52.726,,,,,50.277,,,,,47.936,,,,,45.19,,,,,41.724,,,,,38.589
MTQ,MARTINIQUE,80.106,,,,,78.935,,,,,77.367,,,,,75.675,,,,,73.857,,,,,71.875,,,,,69.695,,,,,67.264,,,,,64.65,,,,,61.859,,,,,58.883,,,,,55.566
MUS,MAURITIUS,72.762,,,,,72.089,,,,,70.391,,,,,70.28,,,,,68.522,,,,,68.124,,,,,65.663,,,,,63.533,,,,,62.952,,,,,61.223,,,,,55.75,,,,,50.199
MWI,MALAWI,51.556,,,,,46.841,,,,,46.12,,,,,47.266,,,,,46.699,,,,,45.344,,,,,43.439,,,,,41.813,,,,,39.551,,,,,38.467,,,,,37.274,,,,,36.323
MYS,MALAYSIA,74.046,,,,,73.251,,,,,72.333,,,,,71.3,,,,,70.141,,,,,68.791,,,,,67.24,,,,,65.442,,,,,63.342,,,,,60.877,,,,,57.944,,,,,54.792
MYT,MAYOTTE,77.944,,,,,76.467,,,,,74.859,,,,,73.087,,,,,71.139,,,,,69.019,,,,,66.608,,,,,63.869,,,,,60.713,,,,,57.067,,,,,52.809,,,,,47.257
NAM,NAMIBIA,60.05,,,,,53.41,,,,,58.355,,,,,61.197,,,,,60.674,,,,,58.85,,,,,56.501,,,,,53.904,,,,,51.201,,,,,48.429,,,,,45.27,,,,,41.746
NCL,NEW CALEDONIA,75.155,,,,,74.056,,,,,72.816,,,,,71.452,,,,,69.878,,,,,68.076,,,,,66.023,,,,,63.694,,,,,61.04,,,,,58.027,,,,,54.602,,,,,50.738
