Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
BDI,BURUNDI,771.71542954274,750.101695608758,731.329864172999,710.628836311793,699.605627792865,694.389878460888,671.55538730411,646.417177448719,615.944543642419,611.867340720814,587.318719290583,601.7468521943,583.879574035726,573.21474896576,576.42603594317,582.779140952954,557.130931436635,563.19479390538,609.398022912813,658.615659392251,682.747978485329,725.872024457456,718.830133805558,679.661722421841,476.223473590815,467.285351461536,444.590022019214,423.594306411026,414.861090364337,371.758095936512,368.740696722071,352.01079180332,344.786231745757,288.769070329654
BEL,BELGIUM,41574.7563087295,41406.0668179178,40954.0642795348,39211.3365794801,37740.972993791,37953.79451981,36621.0906457356,35169.0313592112,33007.8069639739,31946.2202306923,31007.4433500576,30711.4059795178,29136.4319171026,28218.2472670836,25869.4457621048,24769.9060766074,24253.7984607545,23249.2393450664,22862.8882898373,21919.980706418,20856.4497938245,20650.1375761174,19966.3716335352,19045.9734426658,17487.5797757056,16343.7960503104,15133.4028318131,14383.0837589603,13821.5971211656,13197.992469973,12413.8930051293,11903.4730525668,11150.478191919,10223.2524175832
BEN,BENIN,1790.75363672991,1715.62185335774,1643.31011828375,1603.46293022843,1588.66887480373,1581.12383612568,1522.21424727504,1461.39683353618,1410.18911017474,1371.69438508392,1338.04814673539,1305.60788202785,1272.59898979261,1209.09546892599,1162.27614078569,1120.00449045408,1096.79816055624,1050.30586430475,1020.24525268396,974.793904379228,969.869507737171,929.042871080561,915.547167307851,881.052397349776,726.358360902344,743.775415483271,716.365785397292,727.650374030593,717.277587408225,666.445091881447,612.578791333039,633.918691866046,601.140534143713,513.87607889495
BFA,BURKINA FASO,1684.47965093318,1601.21346273061,1485.03808844392,1404.53716552153,1317.20545109717,1308.21121150421,1249.27133549931,1203.6807835769,1131.84565835271,1039.17122113227,996.720069172065,933.249755101446,906.635974151081,855.680033301474,845.396707619193,798.232107791523,756.787124029533,719.508705103603,654.352939526862,623.190046716687,618.961156674947,600.379410785926,601.613910954245,548.370293352249,510.071974570851,494.091799527171,463.297116339399,463.087451353436,430.58993250118,395.089428922644,397.73587135955,391.0116206366,344.726040881976,309.51337156443
BGD,BANGLADESH,2948.01488976887,2773.66358217385,2588.50045113465,2409.54851146896,2279.20369227375,2175.07543779063,2033.64976775795,1870.5200355652,1722.53279211735,1596.23374759975,1483.40464839129,1403.77241900458,1346.4720982193,1272.69964581277,1196.35453945806,1146.65878724092,1099.85784794979,1047.30431078451,1003.88058990083,957.154390309442,919.838492441976,877.97915440827,835.777871686386,801.396912255072,492.996963435822,475.01231234067,461.323326797966,443.778365700278,427.704207034256,412.945965540324,388.572932905885,369.01053535405,348.949186343779,315.802340752428
BGR,BULGARIA,15731.6726237737,15671.8776751216,15278.438477765,14690.4921407297,14409.6445062569,14565.9088480033,12984.9038587141,11229.4346073519,9947.10586168254,9096.6635566204,8396.4700951379,7752.29730419792,6975.8505840403,6445.29985335285,5849.43980206686,6123.11931849816,5408.94945477468,5280.89271581925,5543.3740166973,5255.54641877981,5037.21483461614,4954.22711384317,5167.8435120209,5409.57115873851,5624.22045363664,5539.37294312468,4830.31837883636,4431.42909660013,4158.39272130312,3929.65135062917,3671.57662428043,3423.26846340644,3162.4048940637,2765.54747437726
BHR,BAHRAIN,43850.9397176741,41465.0864023261,40083.3778671827,39732.9094847489,39514.6230344889,40821.1506001224,40750.02201674,39789.7988695571,39202.1189087239,38131.5477489479,36867.038692512,35931.9778772663,35806.3700054718,35717.7363980059,34578.0229544639,33921.7968464995,33103.3122502584,32530.9473410217,31556.6289383565,30530.8859173921,30723.787820044,27246.1415538438,25610.2970672141,22901.4530530455,12223.9552118755,12138.5976065044,11359.425987857,10354.3203281515,10345.1337371117,10855.9082312364,10235.2157766147,9507.32419711951,10000.209026205,10038.3094246932
BHS,BAHAMAS,23264.2722108642,23102.6293137408,22807.3017109175,22468.5422105021,22230.4014117663,23424.116054836,23960.2288495658,23445.7250984362,22628.7433217463,21643.3808338255,21328.5620211655,21630.9164935094,21156.1134219471,20510.9175388133,19538.1489831222,18196.0469996649,17374.6716729113,16922.4566376166,16152.6641760858,15391.0144120776,14864.9280921528,14746.8322357427,15278.3044423329,15720.252591024,20831.8860638652,19135.7105133949,18385.2909478755,17653.4241877326,17284.2251036821,16324.2134333178,14076.0459331791,13361.6465168914,12070.4561468927,12431.635444597
BIH,BOSNIA AND HERZEGOWINA,9535.5397905006,9356.48198471447,9248.09459479205,8746.08060920619,8488.88611054727,8569.02490435249,7797.85480735348,7086.91193401818,6154.41539657692,5668.58689619641,5187.73346738284,4888.46567090904,4593.7495692384,4352.64160090076,4122.32596504932,3821.4012999971,3367.18385073152,2498.78619882349,1285.67127735256,1003.09702110543,,,,,,,,,,,,,,
BLR,BELARUS,17619.7696564982,17211.1368472344,16603.3895298874,15385.5992256832,14082.0193884491,13913.276957401,12345.0418182631,11021.4934527608,9661.43504774447,8497.1224057239,7369.5587788852,6703.58808454049,6245.30484997231,5785.84517318928,5330.80373394967,5065.59069908448,4600.97730340219,4043.08816075568,3849.68886825411,4195.07133706335,4646.66507126975,4922.87910649901,5335.72206204204,5229.79363978289,,,,,,,,,,
BLZ,BELIZE,8486.89853967369,8436.07068304126,8178.01696405173,8042.98022427493,7883.58148314419,7964.22989353657,7763.40357142867,7672.40790036673,7302.47043303706,7076.09569171806,6751.51163414446,6212.95493212893,5977.04397558851,5719.0575452532,5090.11992630944,4752.12146279971,4668.4749581496,4559.86143903289,4530.64385895346,4510.13173835326,4496.6525802244,4207.38168691304,3739.30261215266,3342.12583710075,2710.56140424621,2367.45677090357,2150.28343634188,1930.50201535265,1856.38949363605,1833.20560313155,1783.20900883511,1802.24964872451,1748.96523578718,1616.11763612198
BMU,BERMUDA,,53056.4377612925,54984.5103947777,55254.7167361817,55318.1233432764,58269.8503663912,56640.6963906211,53946.5214068492,49874.087703949,47832.6309998744,45795.6444257559,43704.810955403,43975.2456863238,40535.0045512244,36577.9925992736,35077.5683478399,33644.8509516891,31814.6427661377,30648.5037869091,28963.1218676909,28387.895035215,27062.095403408,26283.3750551072,26236.4647227903,,,,,,,,,,
BOL,BOLIVIA,6131.06168856137,5752.10186055037,5461.75263193709,5172.14797745405,4987.13961011943,4864.9804747799,4569.6856752968,4327.85538920643,4076.29279216927,3850.80804976693,3665.85396427087,3567.96537522162,3497.75933114847,3432.04805602716,3341.46158178875,3349.60329140198,3222.87887542604,3085.14245254189,2968.54722441572,2841.73752550359,2720.89940350184,2609.39195445219,2569.97228683579,2419.63822349037,2051.34442853719,1950.0470120425,1874.60146993658,1819.63854058127,1870.31602995683,1889.8289771233,1868.61709490446,1917.9407978607,1926.84754714397,1798.84456290932
BRA,BRAZIL,15037.4574693446,14580.8594358617,14300.7406589422,13759.4200659945,12752.8019753014,12808.9626009294,12060.0689838686,11181.592237074,10547.0969526645,10020.4817812953,9339.98141057037,9172.69748618058,8920.97740230162,8730.65623681013,8302.59022557039,8286.62236395648,8319.82715929118,8033.96776969769,7843.46123634013,7471.48345844931,7052.71472410599,6684.26931063043,6671.36110533494,6467.58519664532,5308.09067631225,5043.13051700529,4970.8236294562,4753.54544100685,4394.1466602346,4034.7343074704,3776.4043831641,3847.37009684236,3689.83165850485,3611.86664899622
BRB,BARBADOS,,15573.9931836007,15374.2134863361,15025.026884244,14879.2836936102,15476.5608749628,15206.0193540555,14639.4336442598,13502.7422196532,12642.1151104852,12191.1654142881,11779.0534022565,11576.2993083071,11662.800619151,11187.1271773871,10784.9481267778,10277.383866094,9522.24543826084,9208.47868955722,8912.21933820389,8416.55651067997,8163.6429810426,8425.25489398203,8426.66479450087,11814.2601511416,10879.2574924102,9933.19072003661,9592.19646180539,8610.74532916249,,,,,
BRN,BRUNEI DARUSSALAM,71776.6480123078,72953.8679809207,71991.0849847106,69208.2210588498,67680.421820757,69481.8504201376,70713.7088225958,70008.5010713861,66277.2145387425,65207.7952425311,64422.0040105044,62663.8115289735,60694.0807635143,59030.6888007135,57378.5387562715,56154.2976794802,57181.4574917394,58447.8018612491,57215.7401979122,55067.8462428555,53720.9580401604,53795.8713533439,51651.2591262944,49865.5502931046,35018.3742730528,35096.0047175477,34510.0957234107,33808.5303466956,34963.2745114706,35418.1275917799,34891.3406442739,34352.5990985987,32074.1579947687,37729.6519865921
BTN,BHUTAN,7404.73678431865,7266.85038218828,6909.26883256977,6383.7626990272,5743.63531588145,5438.61189313545,5188.73536273154,4374.5692893203,4064.59805137741,3771.90729250618,3565.11903581176,3343.87625863353,3064.22007637161,2849.97827388781,2680.61877069823,2515.53499137735,2406.3536520458,2282.4580967222,2137.98553152122,1946.40238458583,1789.87254440848,1684.16026448366,1554.75326003192,1508.67577998005,1144.14050787459,1050.57920189995,998.08863997145,779.59751965965,704.516416307378,674.526334885744,638.096991440142,564.661569405628,527.418295871524,434.973152184626
BWA,BOTSWANA,15751.9022060328,14792.4701444261,14050.7045922619,13079.2888757608,12005.775173283,13045.6572874339,12437.335218362,11259.6788122344,10227.1949380953,9584.25136754691,9191.93052880676,8726.33272463808,8219.11532048304,8143.75629031091,7944.90610993817,7280.65375391313,7301.04671681705,6793.26876222349,6453.60183836937,6053.89628182176,5870.79382848043,5780.85496462908,5648.11347948514,5236.66713175052,4659.31764909455,4094.2757184992,3416.93928071405,3062.97202125354,2860.99141714317,2678.49151507116,2459.28491954232,2163.45172548417,1882.94576133265,1636.71967212125
CAF,CENTRAL AFRICAN REPUBLIC,603.742959794015,948.251481086742,912.754028902023,882.904458358963,833.979820959847,774.513913307902,745.315748200725,683.875849334536,627.704578212284,613.084758295689,572.344355359842,602.999294665006,582.939365802199,555.455722337808,567.675182403369,551.239136737373,532.008464430151,507.71919191009,531.237738219722,496.806259222939,474.951681731578,473.617039364885,506.670289929619,504.43876434206,624.311719708505,601.907457906599,583.236631939055,608.6204129575,588.160797057815,563.570614830965,510.415125650832,550.666730461125,496.498318621221,474.446655674395
CAN,CANADA,42752.6574456961,42023.4712847831,41332.5189285225,40055.2721379216,38709.0500766164,40108.2894784759,39226.3476832151,37822.2482362751,35973.4915112799,33594.0479835876,32019.2610384339,30630.7396948016,29936.9334000574,29075.9454241459,27584.7856856468,26090.8946557504,25000.5753114498,23827.6281571889,23263.1352259042,22364.8974034699,21147.3197013381,20352.5033358077,19974.00649599,20019.8112659983,19019.1425489794,18178.7532574923,16956.3854707355,16009.9441733816,15444.0833211414,14436.2798652516,13276.2384337519,12558.4739754412,12333.4378744304,11030.900884683
CHE,SWITZERLAND,56950.0243389194,55915.4999953379,54550.6893664757,51321.5096954081,49919.2432317424,50438.7629476633,47409.4649185232,43377.7759016363,39152.8734196707,37771.0145740134,36415.7849665122,36376.6924506913,35372.6305452726,34509.2886428683,32558.013189599,32000.5731175559,30943.4867827326,29704.7132821539,28986.8471117094,28448.1920374876,27726.2785404359,27364.182033536,27062.771287262,26765.4557705998,23722.8233143599,22086.2457770948,20823.4871927617,20040.0489671713,19344.4880842578,18186.1834912322,17077.1872023481,16393.220946857,15748.5397963841,14249.8135090028
CHL,CHILE,21942.1546463448,21184.1084774209,20154.4226265404,18113.23161598,16075.8987030452,16260.9369871422,16637.6263683844,15428.7597973258,12773.4183706063,11802.0648818713,10948.1573348129,10352.4450708373,10065.755130967,9667.90264204574,8681.24142731559,8740.24968100329,8438.4371024013,7848.0740570224,7213.44326332864,6428.57096766634,5999.58754680836,5522.72286975596,4849.84132738533,4382.94265061581,4204.52803683852,3691.43372470972,3348.63305608997,3073.01673888133,2894.56674895718,2666.15195375909,2419.44371368507,2458.45859098866,2624.96992533731,2326.45212957995
CHN,CHINA,11906.5073908244,10950.0041936598,10040.6298710262,9043.79838128397,8128.34975209763,7421.19505232521,6675.01247067467,5724.9167282411,4956.94828283294,4339.92956174417,3859.7817249393,3461.01747776375,3145.92012914273,2860.83441241671,2599.99209499825,2402.51967538302,2225.33720563139,2022.19256550278,1824.33525403589,1628.61824275238,1426.30218187866,1236.54096992921,1071.31274222796,962.804924120225,748.747316711423,703.873505790141,621.048556662993,549.39417232585,501.315483054426,434.474576775658,368.296998878289,324.111452346947,284.170857319422,250.160845981986
CIV,COTE D'IVOIRE,3210.45464438594,2980.04620300194,2706.39673613884,2833.75984563001,2799.42960200329,2740.35168625194,2667.23888561387,2594.33996354223,2517.66293267885,2444.01743639649,2369.15559028495,2392.78341610135,2427.93726649601,2416.89231506361,2504.92732268569,2488.61171799199,2411.8241595967,2305.56415743363,2163.18627279233,2037.99562332072,2042.22758477195,2064.03211656291,2090.91043404237,2092.15773920717,1436.72344499377,1391.86996537798,1377.08896738668,1391.61058077355,1368.24877904579,1320.76618107975,1362.00152926241,1421.12858961991,1394.83525123007,1286.53247245453
CMR,CAMEROON,2830.12953902169,2709.1944918044,2609.89751431769,2518.7851679284,2471.89143000816,2468.56970372276,2415.25814431807,2337.81737765285,2254.71750162059,2191.30520630257,2110.51262364827,2041.3854194971,1984.06914891984,1905.36138342167,1835.99270252996,1786.13481911601,1730.14013922551,1659.31957729934,1596.51935838702,1544.28293595717,1524.08560428316,1663.92055980689,1728.36113064306,1791.00277643195,1603.82328741373,1622.26269962157,1752.97449617679,1794.11561694539,1694.30016489372,1568.29672981429,1449.62072761612,1344.76233551149,1214.73467270365,977.16639478754
COD,"CONGO, THE DRC",809.217533443526,755.241356039221,712.009424161831,671.009524908668,636.340581326725,631.236935300782,599.60957145634,565.431421914803,535.923639902012,503.566500136683,472.808143667882,451.982447382769,444.524915566025,455.465737038987,489.426982054725,514.448069262469,527.688157950206,561.817028549984,572.194923086657,574.378517859583,606.941608492687,712.804397157749,810.415755210016,889.47655091685,507.193205554476,510.948374549372,505.968355721649,492.234041825072,472.513793631597,468.803686784447,439.42738040784,427.671769348265,415.551260894904,381.11649199783
COG,CONGO,5868.48055101527,5732.62819777544,5568.55281678706,5421.31330260051,5068.35354640994,4822.478751758,4621.70720374014,4714.78965390561,4431.83843088426,4093.26747030193,3947.77616899128,3932.5891047252,3793.68649873144,3664.12448314814,3419.60598384838,3557.80283799517,3490.68206201684,3552.894937364,3440.3724345894,3329.97336073855,3543.09479055457,3587.54673218179,3508.78421427475,3405.44198827953,2523.04795680557,2434.63967731701,2375.78308984413,2368.37285892941,2558.0362305148,2584.85160406294,2397.60552965354,2243.96640652186,1762.56081317618,1410.96139779979
COL,COLOMBIA,12423.9230431716,11845.9345489371,11332.3419836931,10558.9839138977,10173.2988707954,10072.5878823839,9683.8466728012,8955.70534736626,8267.23311269929,7767.59810317442,7289.50484477595,6986.99079712923,6822.16952883343,6668.8138127899,6349.85576744731,6647.82489417887,6654.25927001211,6437.72665711814,6307.31205867213,5980.45141086244,5635.94215001285,5478.91629539814,5197.83044062673,5015.06539177708,4067.45383326172,3867.12525385923,3665.22690378632,3450.25858316847,3256.65811533183,3131.96702896185,2984.97137872349,2889.7937676164,2759.29167706321,2523.39085330174
COM,COMOROS,1446.17149475964,1410.19535929911,1378.12539696624,1349.05574439759,1337.27785203354,1335.12824904679,1338.77312036625,1327.67170508505,1287.85072745379,1245.08716968333,1220.01943342377,1202.00026323393,1186.93748165234,1064.40859213295,1052.60500898535,1044.31556886037,1046.06918918998,1013.53555211354,1033.64310685372,1001.36008901517,1060.44961907368,1029.99023435544,950.499583423359,996.449266747582,869.77327718743,887.8065716774,857.159716405914,841.039637670843,829.424587857658,808.55386663028,769.507340116795,726.712337313368,663.74835540664,603.665061925606
CPV,CAPE VERDE,6416.317160988,6345.68503289963,6205.6623958375,5883.5287698981,5750.49625865145,5791.6184204726,5338.00760943497,4531.10346846055,4098.95622173544,3754.23758129674,3362.87790468068,3218.74245570984,3067.59202394606,2989.42158044154,2606.11213362905,2354.7473254848,2111.83047358983,1908.46388649817,1722.55151582095,1515.1899420746,1279.04027135929,1181.0587431051,1067.59176531429,1041.2663311578,991.358326885164,914.594567613105,841.61897743772,791.984096865546,763.394450557875,694.75796231562,660.154207803996,593.602525505074,554.257174280692,471.671752228058
CRI,COSTA RICA,13875.8563536715,13394.2410885353,12693.6014897915,12073.4928421449,11532.8293027739,11735.3034115092,11381.5185127681,10436.2941032443,9463.82401125813,8809.62544928661,8372.01548367314,7860.01318425058,7673.5277019379,7581.24259047848,7447.67406921224,6949.5948326043,6502.89061947839,6210.31433312495,6199.22597005924,5989.03279808127,5737.01678069235,5343.77568447859,4904.22689623523,4744.22254657637,4274.24082941308,4023.6022729062,3845.36686380539,3590.52141110128,3411.22973035129,3367.17638452028,3141.75479716525,3021.33573856015,3158.76778874402,3038.4704240326
CUB,CUBA,,,18796.1925231461,17921.0874819137,17280.2716075651,16888.9717582538,15906.6494617495,14445.2908063365,12515.6590480758,10922.2230826841,10074.7006565396,9545.68477016623,9299.4339972133,8841.25471651836,8188.48127855204,7628.12158951097,7561.64748934098,7260.95312411404,6642.1308123462,6381.29058025544,6236.92400178037,7198.88171225178,8014.62440882172,8755.05281297439,,,,,,,,,,
CYP,CYPRUS,28224.4574448048,29717.9219541278,30260.2052614127,31089.8609147151,31679.362860871,31815.6252245413,28487.9426001365,26337.0820633757,24408.2280232324,23216.6028251266,21835.5185022211,21375.4538630359,20942.1216961009,19448.6974665969,17984.0980698261,17169.4248510211,16264.6922870645,15807.3394369355,15440.1118243236,14515.5754211338,13702.2746567638,13615.1952906156,12495.8836790318,12320.9558718435,11274.3601414461,10209.9177245896,9177.91971179174,8419.31569595589,8032.64379229824,7522.63888276883,6753.43684892946,6203.94829761581,5581.1883531373,5060.97747194103
CZE,CZECH REPUBLIC,29017.8364426335,28674.4897114726,28603.4944491847,27050.957822152,27017.4542645953,27111.5481990756,26683.1977097244,24415.8833003245,22286.457189578,20990.2819335853,19607.3356955461,18318.354946634,17646.017309915,16286.8209502626,15387.3753011263,14976.7184015466,14904.0614589627,14699.9276585884,13821.881487228,12738.6636813508,12124.9723920517,11848.1822977616,11655.0135961086,12731.225349088,,,,,,,,,,
DEU,GERMANY,43883.9100960419,43522.4443570681,42079.8757469686,39553.2006202008,37070.1356271734,38382.9227959824,36735.8408847459,34667.6486449271,32141.5322066069,30662.0496235888,29319.4703528595,28397.1594920658,27679.7478800403,26600.1145421289,25759.9238118182,24846.9028831222,24172.3435474357,23659.9204316755,23110.8092650558,22325.8792191995,21411.0058436603,21254.3903010311,20544.4835334242,19054.6664680575,17072.6487907423,15955.6662777167,14929.6094316377,14325.7544996792,13705.3668438952,12967.6469285107,12113.1742520284,11441.8460249596,10817.2124300604,9853.19001981605
DJI,DJIBOUTI,2998.74058570901,2857.54435346111,2767.04880123682,2611.45908219548,2506.49137104298,2402.87562578816,2259.99270117078,2124.12197806139,1994.15202977184,1899.07527132625,1805.38123482345,1739.75426351121,1694.09677058949,1647.4866096627,1629.41844365944,1598.51195450005,1607.40539917417,1620.36877870897,1689.39477726475,1744.08761998034,1753.2282021762,1870.34213746701,1879.07542436508,1973.05444517246,,,,,,,,,,
DMA,DOMINICA,10343.1557312332,10331.1675739566,10332.5256113498,10165.2033950373,9959.27417229673,10011.6577557359,9151.42402784362,8417.55196881496,7802.70880644537,7589.53637857721,7181.34079910465,6561.9852587331,6591.9428744333,6413.06008370939,6226.76605950409,6063.13449668299,5676.41835335348,5468.27941360433,5215.98114499216,5010.00806268062,4847.92297605713,4671.71120525076,4484.05017773649,4309.12892841041,4829.40889676924,4632.9700210214,4088.46383677143,3661.08252718771,3316.38095814583,3152.67063583878,2861.52647787923,2665.5879607082,2406.09521365545,1964.37002493604
DNK,DENMARK,43782.165053723,43560.0603456731,43314.0563639927,41806.9299938892,39624.811163851,40838.1887464738,38674.4095784538,37189.6598813732,34079.9597620429,33152.6479238749,31265.7916382586,31597.6898560098,30239.8737151692,29566.1862400184,27544.0065605429,26622.069642475,25702.1797221745,24476.6561509781,23379.1181058367,22336.4299475706,20795.9165100585,20398.7050229865,19622.510830647,18795.2982985754,17486.0178891548,16762.0479413583,16233.1949792112,15745.1143439728,14694.1193556223,13712.5913605232,12681.0696683781,11875.2639110468,10784.5244649268,9945.78412112085
DOM,DOMINICAN REPUBLIC,12186.388560558,11623.3968461827,11263.691090319,10862.0837033926,10040.8035889782,10005.6399329434,9650.86686087025,8789.92667209242,7817.64935890905,7034.2720800548,6858.8847330929,6844.58689556479,6470.78085934733,6311.7280168541,5933.51097259189,5570.05864277255,5234.13594909587,4845.18717956853,4519.99262008331,4273.91184516074,4168.57034338078,3871.70874503924,3493.86066810594,3418.20822350604,2859.32537400473,2694.51569858991,2602.83145817358,2345.79173835335,2264.91883600337,2295.45751428867,2234.4391508122,2101.48855726309,1992.90328096423,1788.23969247628
DZA,ALGERIA,13320.2321901285,13008.4776364606,12605.771553359,12241.4405437418,11890.944079474,11826.016347966,11578.3178953413,11093.2174770792,10752.7846215075,9984.10733317338,9445.78469483032,8753.34223311708,8271.25256935972,7835.48256580733,7602.16025727568,7369.88580810439,7045.59487222624,6965.87989918658,6690.51528719462,6437.31817841409,6495.12735678417,6626.5221156288,6516.00744189146,6542.60681193943,4241.26635938113,4020.72191515721,4034.69460000982,4062.57924555963,4077.76307228283,3935.79853569994,3708.91212735086,3496.93257816675,3199.9524403904,2932.22788059513
ECU,ECUADOR,10889.9891270309,10416.9297861606,9881.89586674044,9122.69376235025,8849.6419243429,8877.78642706083,8329.19577096262,8077.65011398692,7640.49152345963,7159.24731035828,6559.96782600173,6381.30276698276,6155.23954283557,5900.22825251571,5820.72506408339,6146.40678712632,6009.46157217634,5781.36732451133,5700.2780365425,5579.18776903704,5355.64757697465,5245.05783808288,5137.05849037835,4879.24888630778,4305.26296416191,4208.19275101304,3935.74087722938,3929.63349506855,3808.2191899377,3644.63588545951,3508.72234478069,3471.88159279325,3335.14156702242,2961.67072120588
EGY,EGYPT,11089.2111773151,10878.7091637413,10628.7473175029,10405.8496179216,9942.22466280154,9584.21071881947,8924.07231827972,8254.75285098581,7622.31239294708,7187.4463315279,6832.41695105944,6598.94493940742,6452.53108914018,6191.79608086989,5837.07617779049,5509.32099280598,5320.98043901837,5036.14190184457,4784.55101213098,4548.40789715196,4350.35573301408,4195.61697997739,3995.26389491606,3897.15518106465,2194.2889309864,2059.12436483564,1933.8614997332,1876.43863823029,1830.6405848553,1705.5405971132,1585.47403467315,1452.69770651385,1274.19878479497,1148.16694237428
