Indicator name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Number of Disasters,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0
Number of reports in ReliefWeb,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,18.0,3.0,0.0,189.0,7.0,35.0,41.0,98.0,20.0,30.0,131.0,112.0,475.0,209.0,132.0,266.0,302.0,0.0
