Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
ABW,ARUBA,78.9,74.0,69.0,62.0,58.0,52.0,30.9,28.0,25.4,23.0,20.8,18.8,17.1,15.4428229480349,4.50617909808825,,,2.76838266270266,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,AFGHANISTAN,5.9,5.45454545454545,5.0,4.0,3.55,1.84,1.9,2.10712364546412,1.22414808372471,0.105809030021958,0.0878912528559713,0.00456139517022146,0.00472256824217368,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,ANGOLA,19.1,16.9372101137398,14.776,10.0,6.0,4.6,3.2,1.90764750723428,1.1433668265595,0.464814617985909,0.370682065225727,0.270376745595134,0.136013867429868,0.105045562462262,0.0719640870420026,0.0184537240759316,0.00567374598866159,7.75928524568031E-4,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,ALBANIA,60.1,54.6559590399494,49.0,45.0,41.2,23.86,15.0361154084109,9.60999131577118,6.04389086404814,2.42038779776014,0.971900415195857,0.39008127343332,0.325798377067964,0.114097346552109,0.0814370446040466,0.0650273700200414,0.0485939187626304,0.0321968282260578,0.011168695486794,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,ANDORRA,94.0,86.4344246167258,81.0,81.0,78.53,70.04,70.87,48.9368469989479,37.6057662174867,26.8379543894637,13.546412876439,11.2604687170103,,10.53883560922,7.63568614275679,6.88620921833874,3.05017538508464,1.52660102282269,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,UNITED ARAB EMIRATES,88.0,84.9999915049492,78.0,68.0,64.0,63.0,61.0,52.0,40.0,30.1312961695367,29.4779534120864,28.3164853110439,26.2717542010006,23.6253008751553,14.9426989907479,6.90830298573401,3.29559269403717,0.375393534255,0.102939174586567,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,ARGENTINA,59.9,55.8,51.0,45.0,34.0,28.1126234799907,25.9466329403819,20.9272021035896,17.7205833696065,16.0366841054923,11.9136965509954,10.8821243775325,9.78080728532407,7.0386830862178,3.28448195590463,0.830766679676473,0.280339881830012,0.14195470435477,0.0862770809737151,0.0437059511392524,0.0295270652905125,0.00299287414623027,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,ARMENIA,46.3,39.16,32.0,25.0,15.3,6.21,6.02125339712607,5.63178777731609,5.25298335195804,4.8990085713054,4.57521722477781,1.9604050458212,1.63109466677715,1.30047002237784,0.970737757459877,0.128659477603923,0.111650934518322,0.0945729024675962,0.0527431233050454,0.00911701414140063,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,AMERICAN SAMOA,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,ANTIGUA AND BARBUDA,63.4,59.0,53.0,47.0,42.0,38.0,34.0,30.0,27.0,24.2665437161785,17.2286487816884,12.5,8.89928551450583,6.48222573702907,5.30068113752617,4.0717164999525,3.48053683800189,2.85844957694946,2.20076880190146,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,AUSTRALIA,83.0,79.0,79.4876977139029,76.0,74.25,71.67,69.45,66.0,63.0,,,,52.6892664310395,46.7561156116738,40.7837839021856,30.8132394396276,16.3693583751403,3.27524987017728,2.75965451333217,2.23210125436278,1.97461101573426,1.76876491254256,1.09720389137797,0.585094712206538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,AUSTRIA,80.6188,80.0299939169903,78.7399930986888,75.17,73.45,72.87,69.37,63.6,58.0,54.28,42.7,36.56,39.1854501811114,33.7301329516915,23.0443171023274,15.4212193219603,9.53397431748034,6.90916235325567,1.89021052408733,1.3934229675881,0.765342730041297,0.642817618756698,0.259081553302726,0.130369376859149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,AZERBAIJAN,58.7,54.2,50.0,46.0,27.4,17.08,14.54,11.9921773343674,8.03037535616454,,,4.99971367812957,0.305564637615618,0.147757575623251,0.0992289415099966,0.0374851090404337,0.0251879334685925,0.00635458454679421,0.0020555557625386,0.00143141529756131,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,BURUNDI,1.3,1.21999994477793,1.11,1.0,0.9,0.81,0.7,0.657592590351907,0.542142865759056,0.349060461879596,0.201273196735924,0.118228412267794,0.106001245363203,0.077248447383456,0.0392044691840327,0.0158427762881167,0.0079794385826602,8.03592121068546E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,,,0.0
BEL,BELGIUM,82.1702,80.7199905482042,81.6099959955952,75.0,70.0,66.0,64.44,59.72,55.82,53.86,49.97,46.33,31.2883955056566,29.4316916924341,13.7722144589561,7.88662270071677,4.93808090966561,2.96841164745362,0.991662990076131,0.695994689759373,0.199446058517075,0.100041026825101,0.0200726449091909,0.00100673961837521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,BENIN,4.9,4.5,4.14832306562512,3.13,2.24,1.85,1.79,1.53785434624704,1.27103143947107,1.18254096518994,0.951327114915695,0.7029455951039,0.363417890016082,0.225247851473369,0.15490674072035,0.0478773038758114,0.0246487957420027,0.0016931001934367,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,BURKINA FASO,4.4,3.72503491597675,3.0,2.4,1.13,0.92,0.75,0.632707564461829,0.469914488656657,0.400295285492178,0.373440303233526,0.200992597925001,0.157732464653607,0.0770801689426014,0.0617802926867843,0.0454234840502704,0.0186863531133987,9.60518557074445E-4,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,BANGLADESH,6.5,5.75,5.0,3.7,3.1,2.5,1.8,1.0,0.24163732563671,0.199036333744363,0.163877665498048,0.13992028850905,0.129807973947512,0.0710394230507683,0.0361704074704913,0.00368481262469867,7.5104582943988E-4,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,BULGARIA,53.0615,51.8999876658503,47.9799930506026,46.23,45.0,39.67,33.64,27.09,19.97,18.13,12.04,9.08,7.6122977487982,5.37092346908696,2.90815402505996,1.84496512093439,1.21981313194706,0.725251166566501,0.119665549149992,0.0195266688142058,0.002339042311872,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,BAHRAIN,90.0,88.0,76.9999665032303,55.0,53.0,51.95,32.91,28.2439524318043,21.3037335136591,21.4586805077435,21.5549449917804,18.0507208881153,15.0386342513918,6.15373254647607,4.72035811783587,3.21820215136814,1.64629920170952,0.843254219222486,0.346205843608434,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,BAHAMAS,72.0,71.7482028146963,65.0,43.0,33.88,31.54,27.0,26.0,25.0,22.0,20.0,18.0,11.8,8.0,3.76455782177031,2.33559071038067,1.36295390281695,1.74695069755741,0.960030720983071,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,BOSNIA AND HERZEGOWINA,67.9,65.3560944772989,60.0,52.0,37.74,34.66,27.92,25.1223856852117,21.3267010007738,15.4689716227665,3.96503683387051,2.64826791361244,1.20052695129649,1.08296074971207,0.194374199768361,0.143671059936118,0.0594255627972207,0.015125563351607,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,BELARUS,54.17,46.91,39.6488956598961,31.8,27.43,23.0,19.7,16.2,,,,8.95097131467325,4.30061602151712,1.86039812615388,0.494881245327084,0.0738688972841164,0.0490208910370497,0.0292982941361222,0.00292125437494358,4.8595086881212E-4,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,BELIZE,31.7,25.0,18.7,14.0,11.73,11.31,10.86,10.4016781374062,9.21028860085089,5.7936168825996,,5.68425121358763,,5.96383530272428,4.07674056438396,2.09151639121396,1.28858230175161,0.882807327300817,0.0453971799271829,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,BERMUDA,95.3,91.2993045243401,88.336,84.21,83.25,82.3,74.3505940302669,69.8996551617012,65.4470657898838,60.9908670086326,56.5220121836337,52.0315973700393,47.5096998970623,42.9498600152711,39.9475887635422,32.1037593502199,24.1892567447711,16.2024660153275,6.83816346466949,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,BOLIVIA,39.5,35.5,30.0,22.4,16.8,12.5,10.4992443168903,6.20067125473576,5.22758395663196,4.43992460120042,3.50859640072336,3.11719294696997,2.1204625341365,1.4427635847914,0.981815187281861,0.626484062433397,0.44783903590236,0.196081173945832,0.0668075682820113,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
