Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
ECU,ECUADOR,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.1
EGY,EGYPT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ERI,ERITREA,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.9,1.8,1.8,1.6,1.4,1.2,1.0,0.8,0.5
ESP,SPAIN,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4
EST,ESTONIA,,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.0,0.9,0.8,0.7,0.6,0.5,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ETH,ETHIOPIA,1.2,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.9,2.1,2.4,2.6,2.8,3.1,3.2,3.4,3.4,3.4,3.3,3.1,2.8,2.5,2.1,1.7,1.3
FIN,FINLAND,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FJI,FIJI,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FRA,FRANCE,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
GAB,GABON,3.9,4.1,4.3,4.5,4.7,5.0,5.2,5.5,5.6,5.7,5.8,5.9,5.9,5.7,5.5,5.2,4.8,4.3,3.8,3.3,2.8,2.3,1.9,1.5,1.2
GBR,UNITED KINGDOM,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO,GEORGIA,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GHA,GHANA,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9,1.9,2.0,2.1,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.2,2.1,1.9,1.8,1.6,1.4,1.3
GIN,GUINEA,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.7,1.5,1.3,1.1,0.9,0.7
GMB,GAMBIA,1.8,1.9,1.9,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.0,1.9,1.8,1.7,1.5,1.3,1.1,0.9,0.8,0.6,0.5,0.4,0.3,0.2,0.1
GNB,GUINEA-BISSAU,3.7,3.8,3.8,3.9,3.9,3.9,3.8,3.7,3.6,3.5,3.3,3.0,2.8,2.5,2.2,1.9,1.6,1.4,1.1,0.9,0.7,0.6,0.5,0.4,0.3
GNQ,EQUATORIAL GUINEA,6.2,6.3,6.3,6.2,6.1,5.7,5.4,4.9,4.4,3.9,3.3,2.8,2.3,1.9,1.5,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1,0.1,0.1
GRC,GREECE,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GTM,GUATEMALA,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GUY,GUYANA,1.8,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.2,1.1,1.0,0.9,0.8,0.6,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
HND,HONDURAS,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.4,1.4,1.5,1.4,1.4,1.3,1.2,1.0
HRV,CROATIA (LOCAL NAME: HRVATSKA),,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HTI,HAITI,1.9,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.4,2.6,2.8,2.9,3.1,3.2,3.4,3.4,3.4,3.4,3.3,3.1,2.9,2.6,2.2,1.9
HUN,HUNGARY,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IDN,INDONESIA,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IND,INDIA,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1
IRL,IRELAND,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IRN,IRAN (ISLAMIC REPUBLIC OF),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ISL,ICELAND,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ISR,ISRAEL,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ITA,ITALY,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
JAM,JAMAICA,1.6,1.7,1.7,1.7,1.8,1.9,1.9,2.0,2.1,2.1,2.2,2.3,2.3,2.4,2.4,2.4,2.4,2.3,2.2,2.1,1.9,1.8,1.6,1.3,1.0
JPN,JAPAN,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KAZ,KAZAKHSTAN,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KEN,KENYA,5.3,5.4,5.5,5.5,5.6,5.7,5.9,6.1,6.4,6.8,7.3,7.9,8.5,9.2,9.9,9.9,10.4,10.8,10.8,10.3,9.1,7.5,5.6,3.9,2.5
KGZ,KYRGYZSTAN,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KHM,CAMBODIA,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.5,1.6,1.7,1.8,1.8,1.8,1.6,1.3,1.0,0.6,0.3,0.1,0.1
KOR,"KOREA, REPUBLIC OF",,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LAO,LAOS ,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LBN,LEBANON,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LBR,LIBERIA,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.2,2.3,2.3,2.3,2.3,2.2,2.1,2.0,1.8,1.6,1.3,1.1,0.9,0.7,0.5
LKA,SRI LANKA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LSO,LESOTHO,23.4,23.4,23.4,23.4,23.3,23.2,23.2,23.1,23.0,22.9,22.9,22.8,22.8,22.7,22.5,22.1,21.3,19.9,17.6,14.2,10.3,6.8,4.0,2.3,1.2
LTU,LITHUANIA,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LUX,LUXEMBURG,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
LVA,LATVIA,,,,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MAR,MOROCCO,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MDA,"MOLDOVA, REPUBLIC OF",0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MDG,MADAGASCAR,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.1
MDV,MALDIVES,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MEX,MEXICO,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7
MKD,MACEDONIA,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MLI,MALI,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.2,2.2,2.2,2.0,1.9,1.6
MLT,MALTA,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MMR,MYANMAR (Burma) ,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.1
MNG,MONGOLIA,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MOZ,MOZAMBIQUE,10.6,10.7,10.9,11.0,11.2,11.3,11.4,11.5,11.5,11.4,11.2,10.8,10.3,9.7,8.9,8.0,7.1,6.2,5.3,4.5,3.7,3.1,2.5,2.0,1.6
MRT,MAURITANIA,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.6,0.6,0.5,0.4,0.3,0.3,0.2,0.2
MUS,MAURITIUS,0.9,1.0,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.0,0.9,0.8,0.7,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1
MWI,MALAWI,10.0,10.5,10.9,11.3,11.7,12.1,12.5,13.0,13.5,14.1,14.7,15.3,15.9,16.3,16.6,16.8,16.7,16.4,15.9,15.2,14.3,13.2,11.9,10.4,8.8
MYS,MALAYSIA,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.3,0.1
NAM,NAMIBIA,16.0,16.2,16.4,14.2,14.3,14.4,14.4,14.6,14.9,15.3,15.7,16.1,16.3,16.3,16.0,15.3,14.2,12.7,10.9,8.9,6.9,5.1,3.6,2.5,1.6
NER,NIGER,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.0,0.8,0.7,0.6,0.5,0.4,0.3,0.3
NGA,NIGERIA,3.2,3.3,3.4,3.4,3.5,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.5,3.3,3.1,2.9,2.6,2.4,2.1,1.8,1.6,1.4,1.2
NIC,NICARAGUA,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2
NLD,NETHERLANDS,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1
NOR,NORWAY,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NPL,NEPAL,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NZL,NEW ZEALAND,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OMN,OMAN,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PAK,PAKISTAN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PAN,PANAMA,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.1,1.1,1.1,1.1,1.0,0.9,0.8,0.6,0.5,0.4,0.3,0.3,0.2,0.2
PER,PERU,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
PHL,PHILIPPINES,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PNG,PAPUA NEW GUINEA,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1.0,1.0,0.9,0.9,0.8,0.7,0.6,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.1
POL,POLAND,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PRT,PORTUGAL,,,,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.1
PRY,PARAGUAY,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
QAT,QATAR,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ROU,ROMANIA,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RWA,RWANDA,2.8,2.9,3.0,3.0,3.1,3.2,3.3,3.4,3.5,3.7,3.9,4.3,4.6,5.0,5.3,5.7,6.0,6.2,6.3,6.3,6.1,5.7,5.2,4.5,3.8
SDN,SUDAN,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
