Country code,Country name,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
BIH,BOSNIA AND HERZEGOWINA,9.257,,,,,8.331,,,,,7.444,,,,,11.964,,,,,6.713,,,,,6.65,,,,,6.4,,,,,6.738,,,,,7.342,,,,,8.881,,,,,11.47,,,,,15.37
BLR,BELARUS,15.12,,,,,15.377,,,,,14.576,,,,,12.229,,,,,10.406,,,,,10.691,,,,,9.776,,,,,9.176,,,,,8.939,,,,,9.474,,,,,10.685,,,,,12.889
BLZ,BELIZE,4.756,,,,,5.224,,,,,5.667,,,,,5.591,,,,,5.409,,,,,6.098,,,,,7.159,,,,,7.899,,,,,8.869,,,,,10.412,,,,,11.997,,,,,13.815
BOL,BOLIVIA,7.501,,,,,8.089,,,,,8.852,,,,,9.864,,,,,11.265,,,,,13.254,,,,,15.98,,,,,18.964,,,,,20.208,,,,,21.539,,,,,22.999,,,,,24.353
BRA,BRAZIL,6.342,,,,,6.358,,,,,6.458,,,,,6.754,,,,,7.372,,,,,8.326,,,,,9.019,,,,,9.884,,,,,11.011,,,,,12.507,,,,,13.912,,,,,15.343
BRB,BARBADOS,9.506,,,,,10.001,,,,,9.778,,,,,9.563,,,,,10.018,,,,,10.386,,,,,10.291,,,,,10.147,,,,,10.648,,,,,11.663,,,,,13.089,,,,,13.532
BRN,BRUNEI DARUSSALAM,2.871,,,,,2.754,,,,,2.988,,,,,3.318,,,,,3.784,,,,,4.135,,,,,5.255,,,,,5.872,,,,,6.645,,,,,8.263,,,,,10.354,,,,,12.948
BTN,BHUTAN,6.941,,,,,8.142,,,,,9.885,,,,,12.062,,,,,14.788,,,,,17.378,,,,,20.541,,,,,24.298,,,,,27.999,,,,,30.193,,,,,32.348,,,,,34.599
BWA,BOTSWANA,17.152,,,,,15.223,,,,,11.329,,,,,7.755,,,,,7.11,,,,,8.273,,,,,9.822,,,,,11.828,,,,,14.02,,,,,15.621,,,,,17.34,,,,,18.772
CAF,CENTRAL AFRICAN REPUBLIC,17.335,,,,,19.184,,,,,19.579,,,,,19.089,,,,,17.963,,,,,17.159,,,,,18.188,,,,,21.032,,,,,24.314,,,,,26.886,,,,,28.982,,,,,31.044
CAN,CANADA,7.313,,,,,7.199,,,,,7.295,,,,,7.11,,,,,7.054,,,,,6.983,,,,,7.133,,,,,7.283,,,,,7.395,,,,,7.694,,,,,8.075,,,,,8.61
CHE,SWITZERLAND,8.054,,,,,8.505,,,,,8.904,,,,,9.219,,,,,9.233,,,,,9.395,,,,,9.075,,,,,9.15,,,,,9.414,,,,,9.676,,,,,9.87,,,,,10.121
CHL,CHILE,5.37,,,,,5.01,,,,,5.272,,,,,5.462,,,,,5.823,,,,,6.324,,,,,7.324,,,,,8.79,,,,,10.311,,,,,12.19,,,,,13.242,,,,,13.521
CHN,CHINA,6.55,,,,,6.216,,,,,6.75,,,,,6.78,,,,,7.023,,,,,6.962,,,,,7.074,,,,,7.861,,,,,10.493,,,,,21.297,,,,,20.55,,,,,22.149
CIV,COTE D'IVOIRE,15.49,,,,,17.401,,,,,16.328,,,,,14.03,,,,,13.602,,,,,14.609,,,,,16.555,,,,,19.316,,,,,22.961,,,,,25.994,,,,,29.394,,,,,31.972
CMR,CAMEROON,13.235,,,,,14.028,,,,,13.746,,,,,13.718,,,,,14.352,,,,,15.211,,,,,16.553,,,,,18.384,,,,,20.181,,,,,21.596,,,,,23.077,,,,,24.662
COD,"CONGO, THE DRC",16.887,,,,,17.755,,,,,19.327,,,,,18.129,,,,,18.169,,,,,18.479,,,,,19.093,,,,,19.732,,,,,21.177,,,,,22.327,,,,,23.387,,,,,25.34
COG,CONGO,11.938,,,,,13.471,,,,,13.603,,,,,12.795,,,,,11.833,,,,,12.037,,,,,12.925,,,,,13.781,,,,,14.771,,,,,16.168,,,,,18.275,,,,,20.867
COL,COLOMBIA,5.514,,,,,5.582,,,,,5.789,,,,,6.206,,,,,6.251,,,,,6.557,,,,,7.703,,,,,8.755,,,,,10.031,,,,,11.44,,,,,13.219,,,,,16.474
COM,COMOROS,9.559,,,,,10.245,,,,,10.744,,,,,11.259,,,,,12.317,,,,,14.179,,,,,15.415,,,,,16.751,,,,,18.768,,,,,20.711,,,,,22.608,,,,,23.626
CPV,CAPE VERDE,5.28,,,,,5.748,,,,,6.626,,,,,7.681,,,,,8.611,,,,,9.992,,,,,11.54,,,,,13.632,,,,,16.643,,,,,18.724,,,,,20.647,,,,,21.768
CRI,COSTA RICA,4.124,,,,,3.976,,,,,3.959,,,,,4.093,,,,,4.34,,,,,4.725,,,,,5.623,,,,,6.737,,,,,8.168,,,,,10.172,,,,,11.833,,,,,13.461
CUB,CUBA,7.279,,,,,7.174,,,,,7.052,,,,,7.172,,,,,6.702,,,,,6.141,,,,,5.821,,,,,6.33,,,,,7.228,,,,,8.517,,,,,9.191,,,,,10.751
CUW,CURAÇAO,8.198,,,,,8.203,,,,,7.487,,,,,6.597,,,,,6.014,,,,,5.777,,,,,5.975,,,,,6.389,,,,,6.847,,,,,8.0,,,,,9.289,,,,,11.121
CYP,CYPRUS,6.812,,,,,6.777,,,,,6.904,,,,,6.908,,,,,7.114,,,,,7.416,,,,,7.891,,,,,8.347,,,,,6.559,,,,,7.108,,,,,7.9,,,,,8.354
CZE,CZECH REPUBLIC,10.355,,,,,10.755,,,,,11.073,,,,,11.931,,,,,12.596,,,,,12.99,,,,,12.532,,,,,12.603,,,,,11.518,,,,,10.456,,,,,10.216,,,,,11.059
DEU,GERMANY,10.35,,,,,10.273,,,,,10.675,,,,,11.25,,,,,11.698,,,,,12.136,,,,,12.279,,,,,12.317,,,,,12.167,,,,,11.777,,,,,11.427,,,,,10.927
DJI,DJIBOUTI,9.674,,,,,10.178,,,,,10.326,,,,,10.857,,,,,10.557,,,,,11.849,,,,,12.128,,,,,14.002,,,,,16.234,,,,,17.384,,,,,19.187,,,,,20.964
DNK,DENMARK,10.114,,,,,10.77,,,,,11.448,,,,,11.78,,,,,11.502,,,,,11.116,,,,,10.441,,,,,10.11,,,,,10.035,,,,,9.75,,,,,9.157,,,,,9.079
DOM,DOMINICAN REPUBLIC,5.985,,,,,5.985,,,,,5.97,,,,,6.041,,,,,6.651,,,,,7.46,,,,,8.286,,,,,9.65,,,,,11.811,,,,,14.519,,,,,17.564,,,,,20.518
DZA,ALGERIA,5.632,,,,,5.312,,,,,5.327,,,,,5.874,,,,,6.746,,,,,9.232,,,,,13.353,,,,,15.79,,,,,17.312,,,,,19.358,,,,,21.607,,,,,23.653
ECU,ECUADOR,4.993,,,,,4.952,,,,,5.297,,,,,5.896,,,,,6.773,,,,,8.041,,,,,9.695,,,,,11.382,,,,,12.98,,,,,14.505,,,,,16.885,,,,,19.424
EGY,EGYPT,6.776,,,,,6.877,,,,,7.065,,,,,7.968,,,,,9.095,,,,,11.098,,,,,12.853,,,,,15.127,,,,,16.487,,,,,18.504,,,,,20.912,,,,,25.293
ERI,ERITREA,8.033,,,,,8.932,,,,,10.528,,,,,13.933,,,,,16.141,,,,,18.074,,,,,19.011,,,,,20.626,,,,,22.666,,,,,24.509,,,,,26.113,,,,,27.8
ESH,WESTERN SAHARA,5.882,,,,,6.524,,,,,7.578,,,,,9.098,,,,,11.016,,,,,14.278,,,,,17.305,,,,,19.985,,,,,22.571,,,,,24.675,,,,,26.186,,,,,27.896
ESP,SPAIN,8.428,,,,,8.948,,,,,9.059,,,,,8.726,,,,,8.31,,,,,7.892,,,,,8.228,,,,,8.631,,,,,8.674,,,,,8.827,,,,,9.491,,,,,10.323
EST,ESTONIA,13.013,,,,,13.621,,,,,13.933,,,,,13.909,,,,,12.098,,,,,12.338,,,,,12.091,,,,,11.167,,,,,10.741,,,,,10.667,,,,,11.44,,,,,13.197
ETH,ETHIOPIA,9.488,,,,,12.502,,,,,15.135,,,,,17.375,,,,,19.069,,,,,21.47,,,,,20.821,,,,,20.937,,,,,21.837,,,,,23.546,,,,,26.698,,,,,29.936
FIN,FINLAND,9.337,,,,,9.499,,,,,9.689,,,,,9.94,,,,,9.887,,,,,9.355,,,,,9.441,,,,,9.667,,,,,9.822,,,,,9.36,,,,,9.179,,,,,9.824
FJI,FIJI,6.523,,,,,6.236,,,,,5.988,,,,,6.167,,,,,6.465,,,,,6.94,,,,,7.544,,,,,8.05,,,,,8.926,,,,,10.543,,,,,12.64,,,,,14.894
FRA,FRANCE,8.618,,,,,8.947,,,,,9.25,,,,,9.299,,,,,9.733,,,,,10.219,,,,,10.417,,,,,10.747,,,,,11.116,,,,,11.202,,,,,11.812,,,,,12.772
FSM,"MICRONESIA, FEDERATED STATES OF",6.305,,,,,6.359,,,,,6.289,,,,,6.415,,,,,6.709,,,,,7.206,,,,,7.747,,,,,8.762,,,,,9.617,,,,,10.924,,,,,12.524,,,,,14.175
GAB,GABON,10.157,,,,,11.209,,,,,10.806,,,,,10.842,,,,,11.509,,,,,13.682,,,,,16.305,,,,,18.979,,,,,21.95,,,,,25.087,,,,,26.025,,,,,27.709
GBR,UNITED KINGDOM,9.452,,,,,10.165,,,,,10.889,,,,,11.191,,,,,11.621,,,,,11.751,,,,,11.961,,,,,11.871,,,,,11.739,,,,,11.8,,,,,11.641,,,,,11.78
GEO,GEORGIA,10.937,,,,,10.145,,,,,10.005,,,,,9.774,,,,,9.261,,,,,9.444,,,,,9.055,,,,,9.707,,,,,10.463,,,,,12.228,,,,,13.878,,,,,15.442
GHA,GHANA,9.557,,,,,10.518,,,,,10.609,,,,,10.33,,,,,11.729,,,,,13.205,,,,,14.274,,,,,15.511,,,,,16.627,,,,,17.785,,,,,19.208,,,,,21.14
GIN,GUINEA,12.655,,,,,14.902,,,,,15.32,,,,,16.101,,,,,18.47,,,,,21.916,,,,,24.334,,,,,26.234,,,,,27.404,,,,,28.714,,,,,30.751,,,,,33.183
GLP,GUADELOUPE,6.762,,,,,6.61,,,,,6.502,,,,,6.497,,,,,6.757,,,,,7.073,,,,,7.335,,,,,7.8,,,,,8.677,,,,,10.739,,,,,12.07,,,,,14.794
GMB,GAMBIA,10.545,,,,,11.613,,,,,12.739,,,,,13.861,,,,,15.084,,,,,17.618,,,,,20.795,,,,,24.259,,,,,28.001,,,,,30.882,,,,,31.816,,,,,32.697
GNB,GUINEA-BISSAU,13.493,,,,,14.417,,,,,15.26,,,,,16.385,,,,,17.769,,,,,19.275,,,,,20.179,,,,,21.632,,,,,18.86,,,,,20.592,,,,,22.137,,,,,25.391
GNQ,EQUATORIAL GUINEA,15.184,,,,,16.922,,,,,17.786,,,,,19.011,,,,,20.535,,,,,21.319,,,,,22.147,,,,,23.69,,,,,25.333,,,,,26.869,,,,,28.674,,,,,30.404
GRC,GREECE,9.971,,,,,9.415,,,,,9.325,,,,,9.148,,,,,9.527,,,,,9.95,,,,,10.18,,,,,10.273,,,,,9.653,,,,,9.517,,,,,9.665,,,,,9.503
GRD,GRENADA,7.718,,,,,8.097,,,,,8.29,,,,,8.723,,,,,8.361,,,,,8.819,,,,,9.082,,,,,8.915,,,,,9.542,,,,,11.282,,,,,13.047,,,,,14.638
GTM,GUATEMALA,5.678,,,,,6.053,,,,,6.935,,,,,8.094,,,,,9.365,,,,,10.893,,,,,12.19,,,,,13.524,,,,,15.819,,,,,17.981,,,,,20.156,,,,,22.307
GUF,FRENCH GUIANA,3.634,,,,,3.724,,,,,4.005,,,,,4.494,,,,,5.201,,,,,6.185,,,,,7.394,,,,,8.155,,,,,9.337,,,,,12.387,,,,,14.228,,,,,15.785
GUM,GUAM,4.734,,,,,4.61,,,,,4.524,,,,,4.673,,,,,4.732,,,,,4.794,,,,,5.037,,,,,5.344,,,,,6.167,,,,,7.502,,,,,8.455,,,,,9.26
GUY,GUYANA,7.558,,,,,8.777,,,,,9.301,,,,,9.585,,,,,9.275,,,,,9.034,,,,,9.47,,,,,9.568,,,,,9.664,,,,,10.236,,,,,11.136,,,,,11.884
HKG,HONG KONG,5.835,,,,,5.478,,,,,5.296,,,,,5.434,,,,,5.262,,,,,4.753,,,,,4.701,,,,,4.521,,,,,4.872,,,,,5.438,,,,,6.489,,,,,7.599
HND,HONDURAS,5.074,,,,,5.273,,,,,5.571,,,,,6.333,,,,,7.272,,,,,9.18,,,,,11.362,,,,,13.732,,,,,16.008,,,,,18.305,,,,,21.5,,,,,24.684
HRV,CROATIA (LOCAL NAME: HRVATSKA),11.761,,,,,11.687,,,,,11.099,,,,,11.148,,,,,10.415,,,,,10.578,,,,,10.329,,,,,10.098,,,,,10.339,,,,,10.79,,,,,11.742,,,,,13.406
HTI,HAITI,9.431,,,,,10.603,,,,,11.317,,,,,12.461,,,,,13.858,,,,,15.602,,,,,16.149,,,,,17.155,,,,,18.621,,,,,21.052,,,,,23.563,,,,,26.451
HUN,HUNGARY,13.166,,,,,13.192,,,,,13.728,,,,,14.202,,,,,13.934,,,,,13.898,,,,,12.824,,,,,11.683,,,,,10.94,,,,,10.187,,,,,10.291,,,,,11.262
IDN,INDONESIA,6.439,,,,,6.677,,,,,6.944,,,,,7.492,,,,,8.301,,,,,9.494,,,,,11.016,,,,,13.037,,,,,15.625,,,,,18.659,,,,,21.99,,,,,25.168
IND,INDIA,8.072,,,,,8.583,,,,,9.272,,,,,10.158,,,,,10.947,,,,,11.82,,,,,13.026,,,,,15.178,,,,,17.661,,,,,20.652,,,,,23.883,,,,,27.112
IRL,IRELAND,6.61,,,,,7.534,,,,,8.62,,,,,8.783,,,,,9.185,,,,,9.439,,,,,10.196,,,,,10.941,,,,,11.412,,,,,11.834,,,,,12.182,,,,,12.838
IRN,IRAN (ISLAMIC REPUBLIC OF),5.317,,,,,5.219,,,,,5.44,,,,,6.179,,,,,9.318,,,,,13.618,,,,,11.745,,,,,14.315,,,,,17.279,,,,,20.294,,,,,23.65,,,,,26.877
IRQ,IRAQ,5.622,,,,,5.122,,,,,5.14,,,,,5.449,,,,,7.224,,,,,9.936,,,,,9.37,,,,,10.841,,,,,12.865,,,,,15.874,,,,,19.946,,,,,27.661
ISL,ICELAND,6.388,,,,,6.326,,,,,6.901,,,,,6.752,,,,,6.926,,,,,6.946,,,,,6.478,,,,,7.118,,,,,7.062,,,,,6.92,,,,,7.088,,,,,7.477
ISR,ISRAEL,5.575,,,,,5.727,,,,,5.97,,,,,6.141,,,,,6.328,,,,,6.59,,,,,6.737,,,,,6.671,,,,,6.386,,,,,6.126,,,,,6.014,,,,,6.261
ITA,ITALY,9.723,,,,,9.745,,,,,9.949,,,,,9.788,,,,,9.642,,,,,9.867,,,,,9.927,,,,,9.855,,,,,9.983,,,,,9.862,,,,,9.688,,,,,9.906
JAM,JAMAICA,7.368,,,,,7.606,,,,,7.624,,,,,7.593,,,,,7.195,,,,,6.819,,,,,6.73,,,,,7.275,,,,,8.203,,,,,8.603,,,,,9.805,,,,,10.795
JOR,JORDAN,3.796,,,,,3.998,,,,,4.339,,,,,4.785,,,,,5.52,,,,,6.459,,,,,7.415,,,,,9.308,,,,,11.678,,,,,14.58,,,,,17.151,,,,,20.438
JPN,JAPAN,8.802,,,,,7.92,,,,,7.517,,,,,7.001,,,,,6.448,,,,,6.266,,,,,6.247,,,,,6.623,,,,,6.914,,,,,7.393,,,,,7.944,,,,,9.404
KAZ,KAZAKHSTAN,10.422,,,,,10.758,,,,,11.647,,,,,9.515,,,,,8.154,,,,,8.554,,,,,8.817,,,,,9.044,,,,,9.804,,,,,11.536,,,,,13.012,,,,,14.796
KEN,KENYA,10.235,,,,,12.201,,,,,11.749,,,,,10.068,,,,,10.012,,,,,10.663,,,,,12.498,,,,,14.393,,,,,16.537,,,,,18.763,,,,,21.607,,,,,23.568
KGZ,KYRGYZSTAN,7.886,,,,,7.647,,,,,7.872,,,,,8.262,,,,,8.602,,,,,9.446,,,,,9.821,,,,,10.537,,,,,11.818,,,,,14.245,,,,,16.315,,,,,18.005
KHM,CAMBODIA,6.364,,,,,7.649,,,,,9.528,,,,,11.486,,,,,13.703,,,,,16.766,,,,,61.38,,,,,23.958,,,,,20.934,,,,,21.512,,,,,22.169,,,,,23.223
KIR,KIRIBATI,6.248,,,,,6.718,,,,,7.655,,,,,8.878,,,,,9.803,,,,,11.233,,,,,12.247,,,,,13.401,,,,,16.55,,,,,18.676,,,,,21.034,,,,,23.027
KOR,"KOREA, REPUBLIC OF",5.102,,,,,5.266,,,,,5.456,,,,,5.466,,,,,5.737,,,,,6.373,,,,,7.003,,,,,7.821,,,,,9.946,,,,,12.974,,,,,15.396,,,,,16.383
KWT,KUWAIT,3.068,,,,,3.139,,,,,3.064,,,,,2.703,,,,,2.842,,,,,3.579,,,,,4.463,,,,,5.483,,,,,6.537,,,,,7.9,,,,,10.287,,,,,13.581
LAO,LAOS ,6.836,,,,,7.681,,,,,9.452,,,,,12.016,,,,,14.523,,,,,16.143,,,,,17.015,,,,,17.822,,,,,18.77,,,,,19.746,,,,,20.933,,,,,22.182
LBN,LEBANON,4.506,,,,,5.161,,,,,5.881,,,,,6.583,,,,,6.992,,,,,7.203,,,,,7.302,,,,,7.69,,,,,8.619,,,,,9.794,,,,,11.214,,,,,12.854
LBR,LIBERIA,10.265,,,,,13.865,,,,,14.409,,,,,17.633,,,,,18.288,,,,,18.635,,,,,20.345,,,,,23.178,,,,,25.651,,,,,28.184,,,,,29.374,,,,,30.522
LBY,LIBYA,4.181,,,,,4.347,,,,,4.582,,,,,4.967,,,,,5.615,,,,,6.708,,,,,8.549,,,,,11.105,,,,,14.797,,,,,20.107,,,,,27.571,,,,,30.302
LCA,SAINT LUCIA,6.489,,,,,7.214,,,,,7.377,,,,,6.956,,,,,5.967,,,,,6.214,,,,,7.278,,,,,8.547,,,,,10.132,,,,,12.045,,,,,15.005,,,,,16.322
LKA,SRI LANKA,6.895,,,,,6.156,,,,,7.724,,,,,6.592,,,,,6.505,,,,,6.092,,,,,6.682,,,,,7.285,,,,,8.725,,,,,10.964,,,,,13.992,,,,,18.933
LSO,LESOTHO,17.303,,,,,18.784,,,,,13.466,,,,,9.916,,,,,11.567,,,,,12.956,,,,,15.064,,,,,16.847,,,,,17.768,,,,,18.306,,,,,20.335,,,,,22.723
LTU,LITHUANIA,13.988,,,,,12.457,,,,,12.32,,,,,11.829,,,,,10.48,,,,,10.546,,,,,9.964,,,,,9.073,,,,,8.399,,,,,8.3,,,,,10.171,,,,,12.491
LUX,LUXEMBURG,8.188,,,,,8.565,,,,,9.251,,,,,9.871,,,,,10.671,,,,,11.362,,,,,11.987,,,,,12.352,,,,,12.385,,,,,12.043,,,,,12.688,,,,,12.434
LVA,LATVIA,15.022,,,,,14.212,,,,,14.419,,,,,14.523,,,,,12.413,,,,,12.768,,,,,12.526,,,,,11.442,,,,,10.621,,,,,10.288,,,,,11.23,,,,,13.131
MAC,MACAU,4.748,,,,,4.887,,,,,4.894,,,,,5.162,,,,,5.956,,,,,7.182,,,,,6.948,,,,,6.588,,,,,6.836,,,,,8.504,,,,,9.928,,,,,10.397
MAR,MOROCCO,6.276,,,,,6.128,,,,,6.109,,,,,6.585,,,,,7.78,,,,,9.816,,,,,12.019,,,,,13.573,,,,,15.289,,,,,17.43,,,,,19.277,,,,,20.172
MDA,"MOLDOVA, REPUBLIC OF",13.572,,,,,12.691,,,,,11.828,,,,,10.787,,,,,10.201,,,,,11.219,,,,,10.238,,,,,9.618,,,,,9.702,,,,,10.967,,,,,12.405,,,,,14.136
MDG,MADAGASCAR,7.945,,,,,9.221,,,,,11.41,,,,,14.142,,,,,15.943,,,,,15.992,,,,,18.0,,,,,19.758,,,,,21.672,,,,,23.758,,,,,25.904,,,,,27.736
MDV,MALDIVES,3.641,,,,,4.386,,,,,6.038,,,,,8.078,,,,,10.744,,,,,13.058,,,,,15.561,,,,,19.137,,,,,23.683,,,,,28.276,,,,,29.886,,,,,28.858
MEX,MEXICO,4.492,,,,,4.581,,,,,4.725,,,,,5.184,,,,,5.687,,,,,6.337,,,,,7.419,,,,,9.091,,,,,10.371,,,,,11.451,,,,,13.483,,,,,16.65
MKD,MACEDONIA,9.205,,,,,8.558,,,,,8.146,,,,,8.085,,,,,7.447,,,,,7.649,,,,,7.144,,,,,7.259,,,,,8.026,,,,,9.826,,,,,12.18,,,,,15.543
MLI,MALI,14.904,,,,,16.722,,,,,18.575,,,,,19.38,,,,,20.982,,,,,23.632,,,,,26.753,,,,,29.932,,,,,33.492,,,,,36.015,,,,,36.727,,,,,38.28
MLT,MALTA,7.918,,,,,7.565,,,,,7.216,,,,,7.25,,,,,7.452,,,,,7.861,,,,,8.211,,,,,8.509,,,,,8.658,,,,,8.936,,,,,9.675,,,,,9.579
MMR,MYANMAR (Burma) ,8.463,,,,,8.627,,,,,9.07,,,,,9.702,,,,,10.699,,,,,12.032,,,,,13.275,,,,,14.664,,,,,16.293,,,,,20.459,,,,,23.275,,,,,28.26
MNE,MONTENEGRO,10.001,,,,,9.709,,,,,7.788,,,,,7.353,,,,,7.199,,,,,7.003,,,,,7.024,,,,,7.25,,,,,8.207,,,,,9.277,,,,,11.227,,,,,13.185
MNG,MONGOLIA,6.86,,,,,7.227,,,,,8.269,,,,,9.42,,,,,10.771,,,,,12.442,,,,,13.145,,,,,14.001,,,,,16.088,,,,,18.595,,,,,20.859,,,,,21.73
MOZ,MOZAMBIQUE,15.8,,,,,16.789,,,,,17.441,,,,,19.588,,,,,20.85,,,,,21.22,,,,,21.725,,,,,23.528,,,,,25.618,,,,,27.543,,,,,30.009,,,,,32.848
MRT,MAURITANIA,9.197,,,,,9.595,,,,,9.909,,,,,10.292,,,,,10.902,,,,,12.023,,,,,13.886,,,,,15.453,,,,,17.036,,,,,19.045,,,,,21.659,,,,,23.786
MTQ,MARTINIQUE,7.493,,,,,7.175,,,,,7.09,,,,,7.105,,,,,7.253,,,,,7.414,,,,,7.161,,,,,7.621,,,,,8.719,,,,,9.904,,,,,11.777,,,,,14.455
MUS,MAURITIUS,7.171,,,,,6.701,,,,,6.598,,,,,6.06,,,,,6.317,,,,,5.902,,,,,6.183,,,,,6.775,,,,,7.309,,,,,8.629,,,,,11.414,,,,,15.358
MWI,MALAWI,13.488,,,,,16.607,,,,,18.229,,,,,18.311,,,,,18.712,,,,,20.94,,,,,22.536,,,,,23.225,,,,,24.884,,,,,25.544,,,,,26.453,,,,,27.828
MYS,MALAYSIA,4.582,,,,,4.394,,,,,4.488,,,,,4.727,,,,,5.024,,,,,5.512,,,,,6.044,,,,,6.736,,,,,7.722,,,,,9.488,,,,,11.812,,,,,14.425
MYT,MAYOTTE,2.424,,,,,2.937,,,,,3.244,,,,,3.708,,,,,4.544,,,,,5.586,,,,,7.104,,,,,8.869,,,,,11.077,,,,,14.117,,,,,18.817,,,,,26.889
NAM,NAMIBIA,8.89,,,,,12.144,,,,,9.668,,,,,8.71,,,,,9.287,,,,,10.519,,,,,12.136,,,,,13.817,,,,,15.439,,,,,17.407,,,,,19.897,,,,,22.941
NCL,NEW CALEDONIA,5.869,,,,,5.599,,,,,5.519,,,,,5.825,,,,,6.104,,,,,6.556,,,,,7.244,,,,,8.252,,,,,9.589,,,,,10.944,,,,,12.861,,,,,15.602
