Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
CZE,CZECH REPUBLIC,2.83570669119667E11,2.82408096165872E11,2.77168208912469E11,2.62029820988785E11,2.62302430123866E11,2.63273627825658E11,2.57224872435597E11,2.34822664915434E11,2.17280785256683E11,2.04183708762876E11,1.93239408198296E11,1.8030020504397E11,1.75364698988132E11,1.63958271825302E11,1.55485310824213E11,1.52109440386062E11,1.51597628474595E11,1.49615391822509E11,1.41693260228215E11,1.31810443333583E11,1.25413069690366E11,1.2156284042702E11,,,,,,,,,,,,
DEU,GERMANY,3.63050475502998E12,3.59236875200481E12,3.53059970057055E12,3.30256305306401E12,3.10918108317205E12,3.19023940092478E12,3.07239897998743E12,2.90947280886633E12,2.67712184571017E12,2.54923318102953E12,2.39960379397287E12,2.31476748988452E12,2.2597064656716E12,2.1718820650515E12,2.09705107913743E12,2.02475375226218E12,1.97693588760144E12,1.93611065238669E12,1.88386969091522E12,1.8191477948342E12,1.7450436707911E12,1.7276322958162E12,1.65813098310164E12,1.53760785705981E12,1.36040552347178E12,1.26004016721402E12,1.16859516469887E12,1.12123286394201E12,1.0748077712605E12,1.01915420702804E12,9.51570838992504E11,8.98381691254795E11,8.50901640252868E11,7.75219930470594E11
DJI,DJIBOUTI,,,,,,,,,1.69546292277281E9,1.59618379458059E9,1.47498323285816E9,1.32865410704668E9,1.27015694814473E9,1.22505869357036E9,1.1863578071918E9,1.14186505583995E9,1.13253836253393E9,1.13008791788104E9,1.16076648117414E9,1.17705757789004E9,1.18098862382358E9,1.22635614436487E9,1.20210777440421E9,,,,,,,,,,,
DMA,DOMINICA,7.24451465628237E8,7.14472659967043E8,7.2270745031442E8,7.09838994139066E8,6.87646550978958E8,6.81628835250389E8,6.18222751102386E8,5.72321193092944E8,5.07486027223576E8,4.86262604017924E8,4.64285855515844E8,4.20179911559614E8,4.25594132926612E8,3.94540831186549E8,3.93736057374098E8,4.00728642540649E8,3.74029791030176E8,3.58191869020372E8,3.50057991864703E8,3.39281912198393E8,3.34224172643231E8,3.1886314028226E8,3.04198505350371E8,2.96558667246667E8,3.27905305903979E8,3.22441741977201E8,2.84633620271199E8,2.61386835419142E8,2.31336691667693E8,2.29027621299969E8,2.12828617508964E8,2.00923090059713E8,1.82731252111439E8,1.48693577351399E8
DNK,DENMARK,2.54332017192797E11,2.49309229260731E11,2.46322808006655E11,2.35751024747121E11,2.21045456593958E11,2.26857063193523E11,2.12296042943467E11,2.04659104578339E11,1.86098434671702E11,1.79955238012027E11,1.67501812388999E11,1.67872229637252E11,1.59787013977651E11,1.54641497150143E11,1.45361782795607E11,1.39693951371125E11,1.34006122826057E11,1.27244885962084E11,1.21103673619714E11,1.14631335407327E11,1.0624502514926E11,1.0316234310495E11,9.85010142597133E10,9.41816262619844E10,8.76364032557575E10,8.42285468039545E10,8.16916321150466E10,7.8852589175742E10,7.3286234185166E10,6.84413703573873E10,6.36378644322398E10,5.95062212317299E10,5.44677608300787E10,5.06792607455163E10
DOM,DOMINICAN REPUBLIC,1.20964316928131E11,1.15033902048913E11,1.10165821897803E11,1.05342862126348E11,9.56797494286938E10,9.40150589780722E10,8.81971751885302E10,7.90291481880755E10,6.8952929263547E10,5.94353932499585E10,5.81436690121177E10,5.85070257170541E10,5.44414957231854E10,5.23084161631731E10,4.83280805960636E10,4.47815313746567E10,4.14612757198785E10,3.77635767426743E10,3.43651789526255E10,3.19099264228282E10,3.03273538586552E10,2.80768719761576E10,2.48717383453344E10,2.36633944368534E10,1.93481220830868E10,1.76168826376657E10,1.68152535186897E10,1.50127494595017E10,1.38409940947924E10,1.41414716948999E10,1.34632709887042E10,1.24108569583401E10,1.14025912001578E10,1.0087064111719E10
DZA,ALGERIA,5.12532952611904E11,4.94917485107926E11,4.7151719003254E11,4.53108799173359E11,4.28804060678966E11,4.19290576369206E11,4.00998408341483E11,3.6833033483488E11,3.48942409667362E11,3.20322043460511E11,3.00467580269583E11,2.74111031990724E11,2.58172672417693E11,2.3624416086148E11,2.26573309846719E11,2.17715665826439E11,2.03950031542949E11,1.96560212642079E11,1.85850710002094E11,1.7754285133573E11,1.76479040966136E11,1.74252041249908E11,1.66729462268809E11,1.65893151292362E11,1.04791797161916E11,9.6729413911732E10,9.55028193121584E10,9.34836737956803E10,9.06408992186974E10,8.47812919462274E10,7.75711819795024E10,7.05109334232822E10,6.2514618959153E10,5.54904120490514E10
ECU,ECUADOR,1.68764637499466E11,1.5898304792055E11,1.48345588034768E11,1.34807342497211E11,1.27915840220608E11,1.25850444703417E11,1.1425886347121E11,1.08851439088159E11,1.00661382661724E11,9.19885001370742E10,8.31070061711089E10,7.95021962806106E10,7.43771913270994E10,6.82537989274462E10,6.67597584549122E10,7.09200610354025E10,6.83205166903413E10,6.41054656469117E10,6.20626111110372E10,5.92329460321896E10,5.53982445834158E10,5.26864546928719E10,4.97219771819507E10,4.54716395681252E10,3.89295645257154E10,3.71635135421192E10,3.43162568110058E10,3.37429952837639E10,3.202085646681E10,3.02423584731294E10,2.87202468097094E10,2.77478965103938E10,2.63271039477955E10,2.28699427735359E10
EGY,EGYPT,8.85147814528412E11,8.56517666780628E11,8.22210899215793E11,7.96250716165422E11,7.63934389529332E11,7.29572714957007E11,6.68407522258165E11,6.05497171480734E11,5.45564731388497E11,5.05992257361172E11,4.73778939254688E11,4.51219364178741E11,4.38396236173253E11,4.13326210493454E11,3.84188043435224E11,3.58111582684016E11,3.39862520565135E11,3.15354853302459E11,2.93348281068813E11,2.73315072251584E11,2.54840936515214E11,2.42997783413309E11,2.27029208962149E11,2.13927011905993E11,1.19583553838173E11,1.10554393340693E11,1.00748259846675E11,8.6443239621113E10,8.34413394273698E10,7.82480331218799E10,7.11290430603022E10,6.35057122836421E10,5.43792384587015E10,4.83027149781707E10
ERI,ERITREA,7.50374138355128E9,7.29650230653613E9,6.69780686943669E9,6.03679499400545E9,5.83897359824366E9,5.57817564959237E9,6.08458597033976E9,5.83319691051762E9,5.70663982792597E9,5.36167285963908E9,5.15763411321274E9,5.20917301857656E9,5.00705561224057E9,4.51863206032853E9,4.59852125290041E9,4.51919874860838E9,4.3474031759845E9,3.9348511255862E9,3.62337183264132E9,3.40742199530119E9,2.75140970136546E9,2.3686759427637E9,,,,,,,,,,,,
ESP,SPAIN,1.53212050630529E12,1.51986670792097E12,1.50140560566049E12,1.48566067667276E12,1.49313792102125E12,1.50840891007028E12,1.44786548659932E12,1.34711242893284E12,1.1989734753455E12,1.12464241713499E12,1.06016925929769E12,1.01032043948792E12,9.36070792917462E11,8.77501260681722E11,8.06484941625425E11,7.63823646759689E11,7.13475058098912E11,6.72262085617569E11,6.44482091815737E11,6.0644529920102E11,5.8766089756342E11,5.77670981002278E11,5.60163137668601E11,5.28518790493953E11,4.75238466199559E11,4.35389822477459E11,4.01108085795839E11,3.69123086937785E11,3.49343060691798E11,3.28930851118238E11,3.11275760600884E11,2.94925835665706E11,2.74770554920101E11,2.52895593935122E11
EST,ESTONIA,3.28451138089115E10,3.08509829165268E10,2.92697677435602E10,2.62857535491111E10,2.58127011730966E10,2.81051217996724E10,2.70422966714124E10,2.44205124456866E10,2.14424877485159E10,1.89959523505602E10,1.72332114621418E10,1.56264728369589E10,1.40383162665771E10,1.311308208865E10,1.19052526908526E10,1.15816418297852E10,1.08821571382738E10,9.8575633480769E9,9.07660936367388E9,,,,,,,,,,,,,,,
ETH,ETHIOPIA,1.29567292981086E11,1.15549274372854E11,1.04477152060005E11,9.19396099586624E10,8.08868425845743E10,7.39106561925435E10,6.54494442792846E10,5.70122935476386E10,4.98866187333909E10,4.3076545813157E10,3.68626039479844E10,3.69718605362263E10,3.58915555472117E10,3.23676901532908E10,2.98488258055214E10,2.79357358018632E10,2.85452861266329E10,2.73799751576491E10,2.38508817301683E10,2.19344860924738E10,2.082632780372E10,1.80664263094155E10,1.93530109248884E10,2.0170701635514E10,1.77209656932044E10,1.71625793970771E10,1.65247404634577E10,1.41200005261468E10,1.25904123056805E10,1.37650206485697E10,1.36664875752429E10,1.2151686203251E10,1.13518327964808E10,
FIN,FINLAND,2.16797548053956E11,2.17982998067071E11,2.17822872944002E11,2.08141036056014E11,2.02967380736718E11,2.11334864089954E11,1.98880248701314E11,1.8345316163444E11,1.68886201024936E11,1.63685842006035E11,1.49311209043422E11,1.48278907319952E11,1.4279596394372E11,1.36175125402757E11,1.25295909026547E11,1.17654796879547E11,1.09304089646969E11,9.93669845855019E10,9.57333973723972E10,8.90139866924715E10,8.32138190491613E10,8.24007712865883E10,8.44642293224817E10,8.78116003382802E10,8.18995820385624E10,7.58504981153358E10,6.95361557266506E10,6.53127125700118E10,6.2048448586288E10,5.81326473628347E10,5.42528613857124E10,5.0659003931418E10,4.6470772445245E10,4.21688315109039E10
FJI,FIJI,6.68626234726467E9,6.26209686881234E9,6.07678515601826E9,5.79878982960443E9,5.71926811062886E9,5.63456006351803E9,5.48559247880326E9,5.29651760272353E9,5.32536982107158E9,5.05124294687116E9,4.67025715954236E9,4.56812753050966E9,4.2885466242713E9,4.22748324623447E9,3.98566590361583E9,3.61089787151225E9,3.58349988083245E9,3.61964392410952E9,3.36866045015607E9,3.12972297380187E9,2.95885716260761E9,2.83116081544421E9,2.61971482937533E9,2.58761646326358E9,1.61797314526485E9,1.45517892594296E9,1.39900407824384E9,1.45984658812722E9,1.32163317852085E9,1.32440210601618E9,1.17605553093832E9,1.17176894794224E9,1.20081890849918E9,1.0262685302547E9
FRA,FRANCE,2.51783489607239E12,2.4885925276662E12,2.49510029182695E12,2.3799201042869E12,2.29258713737771E12,2.31055530304147E12,2.22432354644098E12,2.09546257122811E12,1.95266285006292E12,1.8471751286161E12,1.7703778609733E12,1.7795639634463E12,1.71274427683383E12,1.6120648875782E12,1.4970100180024E12,1.42310518564452E12,1.35051491393479E12,1.28530032598065E12,1.23880421225565E12,1.18909626963997E12,1.13995098812359E12,1.1191501896601E12,1.07488697033661E12,1.02992400575406E12,9.37029499366017E11,8.6830469530384E11,8.03518440313465E11,7.6011741688776E11,7.24489590177844E11,6.8864768485814E11,6.5501336016293E11,6.26405500334555E11,5.78915237842844E11,5.24791088171464E11
FSM,"MICRONESIA, FEDERATED STATES OF",3.81523277689805E8,3.7979311917369E8,3.65828851984681E8,3.51427300986724E8,3.46268005655647E8,3.29831283816131E8,3.36229691256554E8,3.32293255568844E8,3.2308439100965E8,3.05230589676518E8,3.02887128065732E8,2.92252942099923E8,2.86770702084327E8,2.77000350613433E8,2.59199506653679E8,2.53441748485778E8,2.60804181819362E8,2.58526455006237E8,2.62832738184615E8,2.52147870771506E8,2.47346669992374E8,,,,,,,,,,,,,
GAB,GABON,2.87992257850579E10,2.69423335564993E10,2.45697299915429E10,2.25271670593468E10,2.16297661707867E10,2.12828788201758E10,2.0420138685144E10,1.85466100187754E10,1.84451200623632E10,1.62648801464031E10,1.65217972789308E10,1.61785054354084E10,1.53323135110019E10,1.43364956841193E10,1.4820311195138E10,1.61743113409196E10,1.5120327306548E10,1.40659657401805E10,1.33281669215858E10,1.26575152517654E10,1.16012204116339E10,1.10846853186814E10,1.15392167623096E10,1.05138243789917E10,8.66962395752174E9,7.56360377707555E9,6.46587537987065E9,7.59458468238714E9,7.48498040431341E9,7.51686995380238E9,6.56570021230141E9,5.98326569933695E9,5.83045939374859E9,4.99430773500407E9
GBR,UNITED KINGDOM,2.43387326514398E12,2.37392731724651E12,2.33884979075671E12,2.27940995626466E12,2.26361432557289E12,2.3373547844872E12,2.31668293741187E12,2.26431617483878E12,2.13361931424314E12,2.01952485563943E12,1.88986797220369E12,1.80746844861677E12,1.71139397732316E12,1.6193520578158E12,1.47291019299955E12,1.44942511105017E12,1.38347838816768E12,1.28569199497445E12,1.20890952131115E12,1.16908592347955E12,1.0915580685151E12,1.04104532309653E12,1.00654328108646E12,9.84576972988883E11,8.79629131832538E11,8.31474181303315E11,7.63410883093607E11,7.09089312290074E11,6.63655026204719E11,6.27732179635184E11,5.88555470172962E11,5.42887292164558E11,5.02850096568043E11,4.65492415932433E11
GEO,GEORGIA,3.15209906351889E10,3.03563453300993E10,2.75161818228421E10,2.54126796396579E10,2.38914970560343E10,2.46058723950263E10,2.39022600799872E10,2.10836739749126E10,1.84917522181682E10,1.64386407798717E10,1.49350927060406E10,1.31856918529125E10,1.23941411476963E10,1.18862642742661E10,1.15599969159715E10,1.10912883861611E10,1.0472722918381E10,8.78270911904609E9,7.58675774333096E9,7.44498956971537E9,8.1436794331782E9,1.13671206447537E10,2.0306061311471E10,2.49105848553825E10,2.40695829038381E10,2.49948037828434E10,2.28824371569525E10,2.19496773951922E10,2.33810916592788E10,2.16198263490979E10,1.97646313233859E10,1.82284171367321E10,1.68444332279188E10,1.46303543089775E10
GHA,GHANA,1.00979752601484E11,8.98427306586099E10,8.2810842638048E10,7.16520566033343E10,6.64000916327333E10,6.3323607642529E10,5.72029999271906E10,5.23062971365506E10,4.7407920693135E10,4.29275443326403E10,3.95923822076088E10,3.6923369705469E10,3.48227729442471E10,3.24318414398194E10,3.08379421342898E10,2.91492092346727E10,2.75666300710293E10,2.5974257498011E10,2.4390166933597E10,2.29522939689596E10,2.17917573437113E10,2.03469400533753E10,1.91135636349727E10,1.75605857861386E10,8.99418590423143E9,8.28690572324823E9,7.36644416624009E9,6.8324846733116E9,6.47097793388921E9,6.00592648869994E9,5.36403929434555E9,5.44929839382225E9,5.38642220597487E9,4.44895231871776E9
GIN,GUINEA,1.36459382244377E10,1.30945858134015E10,1.2226926977894E10,1.14755152550907E10,1.09091982328227E10,1.07695184808539E10,1.03674518865173E10,9.64339246417439E9,9.33729868117474E9,8.98759197925208E9,8.57255577425077E9,8.83906746627518E9,8.1129852533392E9,7.70258959473815E9,7.35907868163549E9,6.91356212713883E9,6.62633801228378E9,6.23374793157898E9,5.86760497381403E9,5.49550211167312E9,5.15579167033698E9,4.70778653114596E9,4.40067526220657E9,4.14741200523263E9,3.19072845064327E9,3.00375486425167E9,2.71364732183485E9,2.50308479625965E9,,,,,,
GMB,GAMBIA,2.97810662998874E9,2.80083798206179E9,2.58245208892583E9,2.65879940497389E9,2.46660369517349E9,2.30994511223668E9,2.13039701885974E9,1.99009840094338E9,1.91394910529366E9,1.87251567536336E9,1.65725949625934E9,1.52729336158356E9,1.57379696454546E9,1.46476764939609E9,1.36194029511884E9,1.26893580696074E9,1.21355991813968E9,1.14969361347848E9,1.10392263661805E9,1.06685321255862E9,1.04207848587237E9,9.87082743295616E8,9.30523256972195E8,8.27390027814575E8,9.30034769334398E8,9.17476056365331E8,8.54670036219956E8,6.67788937223657E8,7.15780407648054E8,7.29782126336418E8,6.31765855552681E8,5.68438678939498E8,5.47056731054517E8,4.84077076347842E8
GNB,GUINEA-BISSAU,2.39545699889996E9,2.35256534175502E9,2.36468535989585E9,2.12412080052066E9,1.98672326609616E9,1.90160119135829E9,1.82627830856051E9,1.71675135095621E9,1.6114555795517E9,1.49754711485159E9,1.412921860984E9,1.38041968400579E9,1.34575435396754E9,1.29700720616137E9,1.16522478961596E9,1.13155197186482E9,1.57955081949554E9,1.43639468781712E9,1.26110446957285E9,1.1974574408205E9,1.1304053194214E9,1.08709627614656E9,1.04407196740965E9,9.846918062023E8,7.58883903643397E8,6.87038683750697E8,6.43547512217254E8,6.34070248386017E8,6.97662628633254E8,5.85700451727612E8,5.16365736757515E8,5.08025721334993E8,4.61330786324755E8,3.41583273145033E8
GNQ,EQUATORIAL GUINEA,1.76120434142588E10,1.81588864166039E10,1.98035115171531E10,1.95434874845362E10,2.27984313648723E10,1.70233338254075E10,1.8368587763143E10,1.76486934045873E10,9.88902587983654E9,5.4276148771403E9,4.23909577121561E9,4.45788945150895E9,3.25115992820466E9,3.12571285787068E9,3.35139869297642E9,2.45906387304404E9,2.19723547460846E9,7.95634887251184E8,4.83951266358604E8,4.44357200368296E8,4.44496177546612E8,3.98188629266487E8,2.84019688854703E8,2.71059520367839E8,4.68323262979793E8,4.60792775699986E8,4.3747187040125E8,4.04739145009959E8,4.07693291033014E8,,,,,
GRC,GREECE,2.82953619883177E11,2.84231637949716E11,2.88687445459596E11,3.1573389952477E11,3.32458270845938E11,3.34423189398154E11,3.15313547611394E11,3.0550908640781E11,2.79043663003458E11,2.74922764929237E11,2.5898956294657E11,2.47240792033601E11,2.28347115449143E11,2.09553339256146E11,1.94048290696239E11,1.89712396394764E11,1.83453181476322E11,1.72625630922908E11,1.66383646098102E11,1.59591884980309E11,1.53148074389534E11,1.52516146117512E11,1.47622878988987E11,1.38000350523855E11,1.24795973397183E11,1.15645397988107E11,1.0743335150097E11,1.06154214366242E11,1.03896040832769E11,9.86244493080523E10,9.41612166904798E10,9.19318919103325E10,8.74828501549258E10,8.16128046249624E10
GRD,GRENADA,1.18952307691727E9,1.13552990142759E9,1.13091836446605E9,1.08712689444797E9,1.04530680273446E9,1.14690094576363E9,1.1117414005157E9,1.03421787072043E9,1.04583758742828E9,8.30972339203102E8,8.35380426338022E8,7.46070649501297E8,7.16964837991432E8,7.26937739310741E8,6.94400171980548E8,6.22672194678022E8,5.86008126254943E8,5.53231921822311E8,5.23656963929861E8,5.08444449830763E8,4.82159692563891E8,4.89166766436442E8,4.77735320362166E8,4.40761470533755E8,3.79407879569409E8,3.44233085385058E8,3.2327788968393E8,2.83529916881368E8,,,,,,
GTM,GUATEMALA,1.10264921499437E11,1.04490423344509E11,9.87743094906697E10,9.3423337207881E10,8.97273475633404E10,8.90372368732307E10,8.45125662577881E10,7.76101996094286E10,7.17951396756226E10,6.74096289352844E10,6.38142038578961E10,6.10588098241212E10,5.84606648101928E10,5.54053635508341E10,5.23238835957978E10,4.982707384015E10,4.66853243492193E10,4.39223702704243E10,4.20580100308363E10,3.9251244198666E10,3.70030202634036E10,3.47326701703741E10,3.2371468312976E10,2.99471490170587E10,1.96352708368742E10,1.81837490780473E10,1.68646335210881E10,1.57539805467113E10,1.55794497550778E10,1.51432286780555E10,1.46619489354381E10,1.44677383133062E10,1.41799269737853E10,1.29371780181028E10
GUY,GUYANA,5.28427644332386E9,4.94265741745951E9,4.57708195154092E9,4.29279944304754E9,4.00694830423632E9,3.8504359867576E9,3.6561676061137E9,3.29503185980761E9,3.27864205927712E9,2.95857540717391E9,3.02038194082113E9,2.96533015788504E9,2.86369354933091E9,2.77375417131063E9,2.72485730180524E9,2.56449863153796E9,2.56821361026874E9,2.43930294848565E9,2.19774508910088E9,2.000413562727E9,1.71405871903356E9,1.3987889299362E9,1.18034742040251E9,1.0513679005847E9,5.48986008975825E8,6.36028811100188E8,6.12540485429296E8,6.58061823993993E8,6.67539642038688E8,6.20737420868429E8,6.48703102385142E8,6.80760061543741E8,7.54722117535204E8,7.10381309154871E8
HKG,HONG KONG,3.90078681803386E11,3.71439476868632E11,3.63860688847995E11,3.38185902257238E11,3.15617374452083E11,3.30043441472891E11,3.09004127485781E11,2.80410206122531E11,2.49620419228895E11,2.28777175911144E11,2.05720944953174E11,1.92059481702579E11,1.89140497715872E11,1.81198066321446E11,1.66558141463674E11,1.58113883416371E11,1.63859484178142E11,1.52247313707928E11,1.4621247656608E11,1.39101658417943E11,1.28739652226877E11,1.14092184216651E11,1.05158112246118E11,9.68026493591002E10,8.9652004722235E10,8.44712664549886E10,7.50462945615791E10,6.43745521811432E10,5.67895363869357E10,5.48203985471015E10,4.80335344748229E10,4.37453209432772E10,4.01189645583074E10,3.36948685209951E10
HND,HONDURAS,3.45619168700619E10,3.32538272262227E10,3.19947161516583E10,3.04177858404365E10,2.97645539823887E10,2.99737303516026E10,2.8124327145935E10,2.53599909596123E10,2.31345986816949E10,2.10351630535778E10,1.94093000952179E10,1.83274759425804E10,1.74733582026179E10,1.66793366478929E10,1.5430059258887E10,1.53491522855609E10,1.46736445155299E10,1.34732091162458E10,1.27310512631017E10,1.21547100429379E10,1.20200609788881E10,1.06029800122033E10,9.91084894779585E9,9.32761799128331E9,8.61470385906812E9,7.92443605645043E9,7.2737505353677E9,6.71899130056915E9,6.55362557552177E9,6.09258747336007E9,5.62897666640534E9,5.34985502596574E9,5.21560966020596E9,4.62213109408276E9
HRV,CROATIA (LOCAL NAME: HRVATSKA),8.85748430605033E10,8.74097535939622E10,8.56465162648481E10,8.1446348966002E10,8.31597034348143E10,8.82675288166337E10,8.22515524167426E10,7.38174560344989E10,6.75648400454779E10,6.39786237031663E10,5.86185456226475E10,5.56918149742233E10,5.14086227291956E10,4.80262400831244E10,4.5050307561001E10,4.56722822173537E10,4.44322507815653E10,4.09343270863963E10,3.78676445978148E10,,,,,,,,,,,,,,,
HTI,HAITI,1.76984303220759E10,1.67440977887352E10,1.59358584461388E10,1.47655600654545E10,1.54134998382154E10,1.48192784324043E10,1.44102863355828E10,1.35953453235619E10,1.31101372865957E10,1.25181964197707E10,,,,,,,,,,,,,,,,,,,,,,,,
HUN,HUNGARY,2.24171545102749E11,2.13634292861058E11,2.13826231987599E11,2.04751905128993E11,1.98970871205507E11,1.95416014943447E11,1.81111628616918E11,1.77764653916049E11,1.64801477284022E11,1.57433915591098E11,1.50848584501767E11,1.43587334112427E11,1.31890646648336E11,1.17350992947576E11,1.08543803250195E11,1.04804225233473E11,9.82979961592255E10,9.37209906878048E10,9.13386260556034E10,8.95763165073166E10,8.55470730550908E10,7.93206173460208E10,7.93742085886705E10,8.85726002194539E10,8.80788467584934E10,8.51068754647911E10,8.22042198531393E10,7.65645743138415E10,7.37329603178529E10,7.17522431051765E10,6.77549960188057E10,6.39386608584296E10,5.92942422509933E10,5.37344690275897E10
IDN,INDONESIA,2.31507114041919E12,2.1595571915136E12,1.99699499167742E12,1.8396478502861E12,1.69868595601763E12,1.60994168986093E12,1.48123950734288E12,1.35459514067385E12,1.2378014985877E12,1.13793996301889E12,1.06268946290037E12,9.11084366017854E11,8.71180601514932E11,8.37534044214177E11,7.91550637378932E11,7.90830395403308E11,9.26466634315653E11,8.72098370901155E11,7.9354453916074E11,7.19020700511824E11,6.47132022506153E11,5.36803142026237E11,4.83959388517198E11,4.7376369624112E11,2.25721265372108E11,1.99147770505511E11,1.79661559575498E11,1.66172704988079E11,1.53135777726225E11,1.42677010363513E11,1.30686297565746E11,1.15006414406068E11,1.08965859785672E11,9.13448586439436E10
IND,INDIA,6.70013252623444E12,6.17981785767823E12,5.79451728162083E12,5.31420543600477E12,4.78367470053529E12,4.37533534845666E12,4.13896363474879E12,3.65823837957546E12,3.25042929688055E12,2.88206232486203E12,2.59806304668636E12,2.36333849278234E12,2.23795509127237E12,2.08337865746694E12,1.96717984614353E12,1.78059431772692E12,1.6587309534537E12,1.56590669927302E12,1.42736594345701E12,1.29772630270099E12,1.19014629927763E12,1.10805968984571E12,1.02712902901639E12,9.85852593549251E11,6.89056515535806E11,6.2749640048108E11,5.54902396828782E11,5.19349545790844E11,4.85142836270326E11,4.46989408457354E11,4.15550760642817E11,3.72917756257752E11,3.40870949823227E11,2.94613373550872E11
IRL,IRELAND,1.78695326685036E11,1.71320082020875E11,1.67159798869361E11,1.64487894678783E11,1.56661879794579E11,1.69630837040517E11,1.77066377849565E11,1.632260097801E11,1.43633059271416E11,1.31981754884208E11,1.21897221336235E11,1.11340992810027E11,1.03546322241064E11,9.74872270669684E10,8.69092492915562E10,8.16414412699276E10,7.34206446233764E10,6.68154434668297E10,6.08562925263072E10,5.53016746003613E10,5.09679704436506E10,4.82648164064215E10,4.62497871669557E10,4.37328677758863E10,3.71348047889533E10,3.42191725764711E10,3.18201142549865E10,2.94665627161034E10,2.87260808954332E10,2.73630836662938E10,2.58275429611724E10,2.51975860320669E10,2.38415428068305E10,2.12331473520577E10
IRN,IRAN (ISLAMIC REPUBLIC OF),1.20861597245451E12,1.26403446392786E12,,,9.68523382499518E11,9.6209015009937E11,9.84649967453515E11,8.84629223513224E11,8.08664028712563E11,7.49261905398793E11,6.92612598504185E11,6.35541307051712E11,5.93653086581115E11,5.58944949940595E11,5.18874985395585E11,5.03039080385446E11,4.82996826402419E11,4.56997351332233E11,4.18809451555865E11,3.95567238574991E11,3.90074406020484E11,3.93413215412473E11,3.68875183008251E11,3.16165284546113E11,2.08210290452909E11,1.88760821254114E11,1.9444249942735E11,1.91690271087734E11,2.06242937116364E11,1.96504488908817E11,1.92474573921978E11,1.6450514323997E11,1.37854790966711E11,1.3291934982884E11
IRQ,IRAQ,4.98973680090827E11,4.74721331424163E11,4.20294877136849E11,3.78336630644313E11,3.59824792779234E11,3.45862071854224E11,3.07216086717564E11,2.94272131498133E11,2.59442170653163E11,2.37247351797873E11,,,,,,,,,,,,,,,,,,,,,,,,
ISL,ICELAND,1.33023025504371E10,1.17214330281642E10,1.10189573433338E10,1.0302886102056E10,1.03645716071342E10,1.04832683678345E10,1.15420440369784E10,1.05067869833539E10,1.02504113330866E10,9.78232632770606E9,9.04719025289017E9,9.18458417903195E9,8.64317006329147E9,8.08084229041337E9,7.93024545461197E9,7.58947462159298E9,7.05558792805396E9,6.4919478429525E9,6.1725030738318E9,6.02211377724686E9,5.73028095877393E9,5.53460521068631E9,5.57785592128757E9,5.37084082655824E9,4.9757283053478E9,4.83132219412345E9,4.68518776389227E9,4.1497143744565E9,3.79322244282813E9,3.54298171144331E9,3.298872191068E9,3.26835906448922E9,3.03381622566697E9,2.67881217306995E9
ISR,ISRAEL,2.56158524440158E11,2.43869643214383E11,2.31162936784795E11,2.1443671990472E11,1.99800483602719E11,1.94754609595302E11,1.95089831219507E11,1.78182568678284E11,1.6848904541562E11,1.66171466929817E11,1.51362125733072E11,1.57786059105732E11,1.51555354164818E11,1.42514559582067E11,1.24796805150656E11,1.20113608673009E11,1.15060586931449E11,1.08717099900265E11,9.85654072858335E10,8.6029057231274E10,7.85845031078761E10,7.36173819147049E10,6.73441190616952E10,6.11228372400054E10,5.47287312041169E10,5.14196442496101E10,4.74222951826235E10,4.30971166688852E10,4.05631907881197E10,3.83584547191341E10,3.66667380305177E10,3.41339636548397E10,3.27041051646819E10,2.79798157275481E10
ITA,ITALY,2.12145806915708E12,2.12755957276285E12,2.1247541520979E12,2.052602573994E12,2.01714726398292E12,2.05060694872627E12,1.97210861786787E12,1.86630409335662E12,1.72165220862959E12,1.65753033694729E12,1.62343161010807E12,1.58512011147083E12,1.60431838254512E12,1.51191216659647E12,1.42969782871666E12,1.39681901813182E12,1.32857817909381E12,1.27687800345246E12,1.23407279306327E12,1.17091299792542E12,1.12395435604609E12,1.10497141799969E12,1.07350327498372E12,1.02526901400226E12,9.34939330593419E11,8.73261481938763E11,8.09795864977334E11,7.60815256675901E11,7.25470812733077E11,6.85675575803596E11,6.40320743006544E11,6.08002677387848E11,5.71318785057521E11,5.21923247085246E11
JAM,JAMAICA,2.30411338084134E10,2.27980134048369E10,2.20539847920209E10,2.12431482709003E10,2.09087181616906E10,2.202358438984E10,2.15298581059385E10,2.42741884142863E10,1.76388821845923E10,,,,1.64581751198953E10,1.60619454056471E10,1.55921816722059E10,1.52493812139677E10,1.57183237286026E10,1.55920134111364E10,1.49870323427198E10,1.42431867905291E10,1.39047343107994E10,1.1820100742354E10,1.11144566060897E10,1.03467554322197E10,,,,,,,,,,
