Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
AFG,AFGHANISTAN,2.04506627207077E10,2.06076488888173E10,1.79528848359216E10,1.59987847803197E10,1.25408593984978E10,1.02335349432724E10,9.87363108398933E9,7.10090145843304E9,6.28622088104141E9,5.29354503897191E9,4.57656055078155E9,4.11988374116169E9,2.46166631478366E9,,,,,,,,,,,,,,,,,,,,3.55151499636364E9,3.71655337594128E9,3.77574372318847E9,3.37111103715556E9,3.01777769813333E9,2.61111116231111E9,2.41777777777778E9,2.20222222791111E9,1.77110894364444E9,1.63110893795556E9,1.86888665315556E9,1.78444442737778E9,1.43777773795556E9,1.4022221824E9,1.7088888832E9,1.42888887182222E9,1.02666667804444E9,8.15555561244444E8,7.66666706488889E8,5.57777806222222E8,5.60000022755556E8,5.48888849066667E8
AGO,ANGOLA,1.12289113253467E11,1.03175440985461E11,9.30562970572658E10,7.39463438708835E10,6.82989690505054E10,7.02504780512888E10,5.26279494089148E10,3.54216659326122E10,2.422956398626E10,1.71572388240616E10,1.24624682689613E10,1.08626899091221E10,7.37507925103346E9,7.44875481433482E9,4.71625807733132E9,5.23023522897913E9,6.3905578390391E9,5.88226683156824E9,3.68755659905827E9,1.94327902973498E9,3.23944225953159E9,3.51057081566916E9,9.85460471464063E9,8.21413101359485E9,7.78301259413122E9,6.6332148995629E9,6.9261214312385E9,5.86484868258717E9,6.27227824002025E9,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,ALBANIA,1.29511198680404E10,1.22525479596911E10,1.28563258833441E10,1.18074611012119E10,1.18531429876993E10,1.29457438261819E10,1.09980879794842E10,9.3465669895233E9,8.54085303150753E9,7.64634695013099E9,5.81978787790134E9,4.57696878287347E9,4.236568354448E9,3.79048479528915E9,3.49546433236785E9,2.78813238952104E9,2.24582371370143E9,3.08501785290146E9,2.46809895334364E9,1.99067284970171E9,1.216071331782E9,6.80665047400927E8,1.11746667543609E9,2.0997249625E9,2.3350249875E9,2.1262E9,2.1570249E9,2.1738500125E9,1.96678458625335E9,1.92744245303639E9,,,,,,,,,,,,,,,,,,,,,,,,
AND,ANDORRA,,,,,,3.71203426650674E9,3.2454115837197E9,2.82350385262328E9,2.53975928592747E9,2.32216350226295E9,1.91794847527513E9,1.45619879629382E9,1.26476024644075E9,1.1336442945425E9,1.23984026563345E9,1.21195395356155E9,1.18064603701274E9,1.22402346969136E9,1.17874526182826E9,1.01754461909316E9,1.00709089643735E9,1.20999260428817E9,1.10689094298847E9,1.02898943940715E9,7.95489397964069E8,7.21426027475386E8,6.1130019845912E8,4.81996232885864E8,3.46742901743383E8,3.30073024937292E8,3.2784994900321E8,3.75914742918141E8,3.88983013897495E8,4.46377494880496E8,4.11548246761169E8,3.0802038439595E8,2.53998069145235E8,2.27284165925171E8,2.20112850775998E8,1.86557164008677E8,1.50841699110766E8,1.13414331870944E8,8.94066595140116E7,7.86175703229253E7,,,,,,,,,,
ARE,UNITED ARAB EMIRATES,,3.72613965706546E11,3.47554060299355E11,2.85949293398982E11,2.56847454485551E11,3.19374644818135E11,2.66523084536251E11,2.2684384582624E11,1.83503340844184E11,1.4853233916451E11,1.24291902801563E11,1.1073737552534E11,1.08376313510994E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,ARGENTINA,5.99313422148362E11,5.90708900940494E11,5.45311012131632E11,4.51417860903793E11,3.69577527203497E11,3.98486291022357E11,3.23855910541182E11,2.58348057865756E11,2.15600634560458E11,1.74015397924997E11,1.21639834961669E11,9.4675108544395E10,2.6097E11,2.76656E11,2.76059E11,2.91542E11,2.8664125E11,2.66648E11,2.5336275E11,2.537435E11,2.33681495182835E11,2.24521517435096E11,1.83857369880641E11,1.35150027050147E11,7.02194625421818E10,1.20715908148068E11,1.05942857983875E11,1.05922220616456E11,8.36725021137452E10,7.49968018945786E10,9.80721742346778E10,7.92438292930471E10,7.68421075262031E10,7.62865740028184E10,6.86261651408373E10,5.77164741157851E10,5.63392032232592E10,5.11850028209017E10,5.31481094378496E10,7.26798901166383E10,5.27222206532214E10,3.41995002205778E10,3.36346001902731E10,3.03963179960972E10,3.10365716025545E10,2.60445718264729E10,2.434424303741E10,2.97961911279573E10,2.90782340188837E10,2.62678612132167E10,1.87449519477684E10,2.50834076269357E10,,
ARM,ARMENIA,1.09729664536316E10,1.03813186813816E10,1.05024190155289E10,9.71856897332444E9,9.00671825624795E9,1.23533210386398E10,9.70372247909913E9,6.68648494904336E9,5.10644171273133E9,3.6840338213288E9,2.90155457366335E9,2.46453952319859E9,2.18292320466323E9,1.96446366539006E9,1.90042218148539E9,1.95412643735976E9,1.73809242438103E9,1.64166459384626E9,1.46646458603425E9,1.31462431544319E9,1.10257757826264E9,1.06330521757718E9,2.06619037700437E9,2.17385034942117E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,AMERICAN SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89699984E8,1.78200032E8,1.65999968E8,1.51100016E8,1.39299968E8,1.27200032E8,1.056E8,8.47E7,7.92E7,6.85E7,6.77E7,7.7E7,7.56E7,,,,,,,,,,,,,
ATG,ANTIGUA AND BARBUDA,1.16967392592593E9,1.15362322222222E9,1.09044737037037E9,1.10404962962963E9,1.15559007407407E9,1.28626577777778E9,1.23658690408701E9,1.08840027707445E9,9.55333834980048E8,8.53270799745509E8,8.01300059922605E8,7.61082579151389E8,7.48976986772589E8,7.39318949906119E8,6.28407396309332E8,5.98999989421279E8,5.57696286447025E8,4.97977768983173E8,4.67485176929099E8,4.73588880525008E8,4.33637029378731E8,3.9406295600356E8,3.78088882211598E8,3.46270364255015E8,3.2980369787916E8,3.08896290840991E8,2.46474069721185E8,2.09896292589394E8,1.99162959445618E8,1.73111108053859E8,1.52270367681179E8,1.34251849480879E8,1.22462960800189E8,1.08866664744012E8,9.04407391434997E7,7.4455554240623E7,6.59444432798236E7,,,,,,,,,,,,,,,,,
AUS,AUSTRALIA,1.52103855904316E12,1.48767526176313E12,1.33223175134555E12,1.09690131698791E12,8.93930058575024E11,1.01194483509842E12,8.15373321818325E11,7.1814465408805E11,6.6756202074876E11,5.95383411580595E11,4.53301106581246E11,3.83522917538719E11,3.67867339272298E11,4.02996922690448E11,3.76540919914776E11,3.86733364986773E11,4.21012678040382E11,3.87226100151745E11,3.55343777843778E11,3.15642338291249E11,3.03741568296796E11,3.12861647312159E11,3.12780786437485E11,3.00485571373605E11,2.9165214559075E11,2.31728754365541E11,1.85989941768131E11,1.79155707890319E11,1.78058602439211E11,1.91279659481978E11,1.75977538605522E11,1.90417080436941E11,1.76372924648787E11,1.48479108635098E11,1.33307963194366E11,1.17109181141439E11,1.09613443450333E11,1.05098953737552E11,9.75447221084255E10,8.86912306558585E10,6.38975016015375E10,5.1839953271028E10,4.47351327136297E10,4.08836375853959E10,3.61630641729197E10,3.24224437227013E10,3.02396684959122E10,2.72594915444059E10,2.60622690110875E10,2.38078172247732E10,2.14872886101467E10,1.99888005375742E10,1.96696158584388E10,1.86459849927203E10
