Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
ABW,ARUBA,73.6288,74.588,75.6546,76.7212,77.7878,78.8544,79.921,81.121,82.321,83.521,84.721,85.921,86.2546,86.5882,86.9218,87.2554,87.589,87.9434,88.2978,88.6522,89.0066,89.361,89.7196,90.0782,90.4368,90.7954,91.154,92.2546,93.3552,94.4558,95.5564,96.657,98.4278,100.1986,101.9694,103.7402,105.511,109.0478,112.5846,116.1214,119.6582,123.195,128.9474,134.6998,140.4522,146.2046,151.957,155.6082,159.2594,162.9106,166.5618,170.213,175.8484,181.4838
AFG,AFGHANISTAN,231.5058,235.388,240.445,245.502,250.559,255.616,260.673,266.152,271.631,277.11,282.589,288.068,292.3896,296.7112,301.0328,305.3544,309.676,316.2388,322.8016,329.3644,335.9272,342.49,351.371,360.252,369.133,378.014,386.895,395.767,404.639,413.511,422.383,431.255,437.2646,443.2742,449.2838,455.2934,461.303,466.822,472.341,477.86,483.379,488.898,494.9818,501.0656,507.1494,513.2332,519.317,525.8016,532.2862,538.7708,545.2554,551.74,558.3968,565.0536
AGO,ANGOLA,324.5962,328.404,332.8742,337.3444,341.8146,346.2848,350.755,354.6716,358.5882,362.5048,366.4214,370.338,375.75,381.162,386.574,391.986,397.398,398.5284,399.6588,400.7892,401.9196,403.05,403.1414,403.2328,403.3242,403.4156,403.507,406.1854,408.8638,411.5422,414.2206,416.899,417.9708,419.0426,420.1144,421.1862,422.258,426.828,431.398,435.968,440.538,445.108,449.6822,454.2564,458.8306,463.4048,467.979,472.6518,477.3246,481.9974,486.6702,491.343,496.1142,500.8854
ALB,ALBANIA,49.2874,49.896,50.5774,51.2588,51.9402,52.6216,53.303,53.2242,53.1454,53.0666,52.9878,52.909,56.6838,60.4586,64.2334,68.0082,71.783,72.8388,73.8946,74.9504,76.0062,77.062,75.793,74.524,73.255,71.986,70.717,74.5434,78.3698,82.1962,86.0226,89.849,93.6684,97.4878,101.3072,105.1266,108.946,112.0748,115.2036,118.3324,121.4612,124.59,126.425,128.26,130.095,131.93,133.765,132.7428,131.7206,130.6984,129.6762,128.654,139.8564,151.0588
ARE,UNITED ARAB EMIRATES,58.3668,59.203,60.2782,61.3534,62.4286,63.5038,64.579,67.5624,70.5458,73.5292,76.5126,79.496,82.7214,85.9468,89.1722,92.3976,95.623,98.7864,101.9498,105.1132,108.2766,111.44,114.6266,117.8132,120.9998,124.1864,127.373,130.8142,134.2554,137.6966,141.1378,144.579,148.3872,152.1954,156.0036,159.8118,163.62,167.9256,172.2312,176.5368,180.8424,185.148,190.139,195.13,200.121,205.112,210.103,216.023,221.943,227.863,233.783,239.703,246.8484,253.9938
ARG,ARGENTINA,78.1358,79.133,80.0364,80.9398,81.8432,82.7466,83.65,85.1594,86.6688,88.1782,89.6876,91.197,92.0024,92.8078,93.6132,94.4186,95.224,96.5226,97.8212,99.1198,100.4184,101.717,103.4698,105.2226,106.9754,108.7282,110.481,111.4324,112.3838,113.3352,114.2866,115.238,117.2714,119.3048,121.3382,123.3716,125.405,126.998,128.591,130.184,131.777,133.37,134.9964,136.6228,138.2492,139.8756,141.502,142.709,143.916,145.123,146.33,147.537,151.892,156.247
ARM,ARMENIA,77.3376,78.013,78.666,79.319,79.972,80.625,81.278,82.9598,84.6416,86.3234,88.0052,89.687,93.8148,97.9426,102.0704,106.1982,110.326,113.1684,116.0108,118.8532,121.6956,124.538,127.4816,130.4252,133.3688,136.3124,139.256,131.6024,123.9488,116.2952,108.6416,100.988,100.8936,100.7992,100.7048,100.6104,100.516,99.7424,98.9688,98.1952,97.4216,96.648,98.924,101.2,103.476,105.752,108.028,111.809,115.59,119.371,123.152,126.933,131.9248,136.9166
ATG,ANTIGUA AND BARBUDA,109.2358,110.91,112.4402,113.9704,115.5006,117.0308,118.561,120.4754,122.3898,124.3042,126.2186,128.133,130.1998,132.2666,134.3334,136.4002,138.467,140.7068,142.9466,145.1864,147.4262,149.666,152.0776,154.4892,156.9008,159.3124,161.724,164.3296,166.9352,169.5408,172.1464,174.752,177.5618,180.3716,183.1814,185.9912,188.801,191.8268,194.8526,197.8784,200.9042,203.93,207.1854,210.4408,213.6962,216.9516,220.207,223.7112,227.2154,230.7196,234.2238,237.728,241.326,244.924
AUS,AUSTRALIA,,,,,47.282,46.274,47.457,47.131,47.039,48.948,50.234,53.056,53.151,55.448,55.394,57.438,60.024,59.737,60.267,61.374,62.051,65.404,65.611,67.043,70.278,72.764,72.819,74.849,78.64,75.427,79.508,82.818,81.046,84.307,87.011,92.445,96.834,98.221,101.013,107.527,105.453,108.406,113.131,117.004,113.527,116.731,117.011,119.336,117.299,118.666,115.795,112.499,109.11,115.893
AUT,AUSTRIA,,,,48.488,49.868,50.111,51.706,51.582,54.979,54.974,59.5,58.777,60.189,63.086,63.655,62.302,61.936,67.344,67.807,70.396,72.383,71.571,73.028,74.515,73.305,73.124,76.616,80.393,82.648,83.971,90.61,89.881,89.612,91.553,92.152,93.223,96.938,98.131,99.27,99.87,100.93,101.461,103.892,107.566,110.577,105.005,108.787,108.257,109.451,108.695,112.629,113.059,112.97,117.967
