Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
CAF,CENTRAL AFRICAN REPUBLIC,890.0,,,,890.0,,,,,1000.0,,,,,1000.0,,,,,,,,,,930.0
CAN,CANADA,12.0,,,,12.0,,,,,11.0,,,,,7.0,,,,,,,,,,6.0
CHE,SWITZERLAND,8.0,,,,8.0,,,,,6.0,,,,,6.0,,,,,,,,,,7.0
CHL,CHILE,25.0,,,,25.0,,,,,26.0,,,,,29.0,,,,,,,,,,56.0
CHN,CHINA,37.0,,,,37.0,,,,,45.0,,,,,61.0,,,,,,,,,,120.0
CIV,COTE D'IVOIRE,400.0,,,,400.0,,,,,510.0,,,,,590.0,,,,,,,,,,710.0
CMR,CAMEROON,690.0,,,,690.0,,,,,720.0,,,,,730.0,,,,,,,,,,670.0
COG,CONGO,540.0,,,,540.0,,,,,660.0,,,,,770.0,,,,,,,,,,930.0
COL,COLOMBIA,92.0,,,,92.0,,,,,100.0,,,,,130.0,,,,,,,,,,170.0
COM,COMOROS,280.0,,,,280.0,,,,,310.0,,,,,340.0,,,,,,,,,,440.0
CPV,CAPE VERDE,79.0,,,,79.0,,,,,110.0,,,,,170.0,,,,,,,,,,200.0
CRI,COSTA RICA,40.0,,,,40.0,,,,,50.0,,,,,47.0,,,,,,,,,,38.0
CUB,CUBA,73.0,,,,73.0,,,,,67.0,,,,,63.0,,,,,,,,,,63.0
CYP,CYPRUS,10.0,,,,10.0,,,,,12.0,,,,,15.0,,,,,,,,,,17.0
CZE,CZECH REPUBLIC,5.0,,,,5.0,,,,,7.0,,,,,7.0,,,,,,,,,,15.0
DEU,GERMANY,7.0,,,,7.0,,,,,7.0,,,,,7.0,,,,,,,,,,13.0
DJI,DJIBOUTI,200.0,,,,200.0,,,,,220.0,,,,,290.0,,,,,,,,,,290.0
DNK,DENMARK,12.0,,,,12.0,,,,,7.0,,,,,8.0,,,,,,,,,,13.0
DOM,DOMINICAN REPUBLIC,150.0,,,,150.0,,,,,130.0,,,,,130.0,,,,,,,,,,220.0
DZA,ALGERIA,97.0,,,,97.0,,,,,110.0,,,,,140.0,,,,,,,,,,220.0
ECU,ECUADOR,110.0,,,,110.0,,,,,110.0,,,,,130.0,,,,,,,,,,180.0
EGY,EGYPT,66.0,,,,66.0,,,,,78.0,,,,,100.0,,,,,,,,,,230.0
ERI,ERITREA,240.0,,,,240.0,,,,,300.0,,,,,390.0,,,,,,,,,,880.0
ESP,SPAIN,6.0,,,,6.0,,,,,6.0,,,,,5.0,,,,,,,,,,7.0
EST,ESTONIA,2.0,,,,2.0,,,,,23.0,,,,,28.0,,,,,,,,,,48.0
ETH,ETHIOPIA,350.0,,,,350.0,,,,,510.0,,,,,700.0,,,,,,,,,,950.0
FIN,FINLAND,5.0,,,,5.0,,,,,6.0,,,,,5.0,,,,,,,,,,7.0
FJI,FIJI,26.0,,,,26.0,,,,,29.0,,,,,31.0,,,,,,,,,,32.0
FRA,FRANCE,8.0,,,,8.0,,,,,8.0,,,,,10.0,,,,,,,,,,13.0
FSM,"MICRONESIA, FEDERATED STATES OF",100.0,,,,100.0,,,,,110.0,,,,,130.0,,,,,,,,,,140.0
GAB,GABON,230.0,,,,230.0,,,,,260.0,,,,,270.0,,,,,,,,,,270.0
GBR,UNITED KINGDOM,12.0,,,,12.0,,,,,13.0,,,,,12.0,,,,,,,,,,10.0
GEO,GEORGIA,67.0,,,,67.0,,,,,61.0,,,,,58.0,,,,,,,,,,63.0
GHA,GHANA,350.0,,,,350.0,,,,,440.0,,,,,550.0,,,,,,,,,,580.0
GIN,GUINEA,610.0,,,,610.0,,,,,800.0,,,,,970.0,,,,,,,,,,1200.0
GMB,GAMBIA,360.0,,,,360.0,,,,,430.0,,,,,520.0,,,,,,,,,,700.0
GNB,GUINEA-BISSAU,790.0,,,,790.0,,,,,890.0,,,,,970.0,,,,,,,,,,1100.0
GNQ,EQUATORIAL GUINEA,240.0,,,,240.0,,,,,270.0,,,,,450.0,,,,,,,,,,1200.0
GRC,GREECE,3.0,,,,3.0,,,,,3.0,,,,,5.0,,,,,,,,,,6.0
GRD,GRENADA,24.0,,,,24.0,,,,,25.0,,,,,27.0,,,,,,,,,,34.0
GTM,GUATEMALA,120.0,,,,120.0,,,,,120.0,,,,,130.0,,,,,,,,,,160.0
GUY,GUYANA,280.0,,,,280.0,,,,,280.0,,,,,220.0,,,,,,,,,,180.0
HND,HONDURAS,100.0,,,,100.0,,,,,130.0,,,,,160.0,,,,,,,,,,220.0
HRV,CROATIA (LOCAL NAME: HRVATSKA),17.0,,,,17.0,,,,,14.0,,,,,11.0,,,,,,,,,,8.0
HTI,HAITI,350.0,,,,350.0,,,,,410.0,,,,,460.0,,,,,,,,,,620.0
HUN,HUNGARY,21.0,,,,21.0,,,,,10.0,,,,,10.0,,,,,,,,,,23.0
IDN,INDONESIA,220.0,,,,220.0,,,,,270.0,,,,,340.0,,,,,,,,,,600.0
IND,INDIA,200.0,,,,200.0,,,,,280.0,,,,,390.0,,,,,,,,,,600.0
IRL,IRELAND,6.0,,,,6.0,,,,,2.0,,,,,6.0,,,,,,,,,,6.0
IRN,IRAN (ISLAMIC REPUBLIC OF),21.0,,,,21.0,,,,,30.0,,,,,48.0,,,,,,,,,,120.0
IRQ,IRAQ,63.0,,,,63.0,,,,,74.0,,,,,78.0,,,,,,,,,,89.0
ISL,ICELAND,5.0,,,,5.0,,,,,6.0,,,,,7.0,,,,,,,,,,8.0
ISR,ISRAEL,7.0,,,,7.0,,,,,7.0,,,,,9.0,,,,,,,,,,12.0
ITA,ITALY,4.0,,,,4.0,,,,,5.0,,,,,4.0,,,,,,,,,,10.0
JAM,JAMAICA,110.0,,,,110.0,,,,,89.0,,,,,83.0,,,,,,,,,,59.0
JOR,JORDAN,63.0,,,,63.0,,,,,72.0,,,,,79.0,,,,,,,,,,110.0
JPN,JAPAN,5.0,,,,5.0,,,,,7.0,,,,,10.0,,,,,,,,,,12.0
KAZ,KAZAKHSTAN,51.0,,,,51.0,,,,,50.0,,,,,70.0,,,,,,,,,,92.0
KEN,KENYA,360.0,,,,360.0,,,,,450.0,,,,,490.0,,,,,,,,,,400.0
KGZ,KYRGYZSTAN,71.0,,,,71.0,,,,,77.0,,,,,82.0,,,,,,,,,,73.0
KHM,CAMBODIA,250.0,,,,250.0,,,,,340.0,,,,,510.0,,,,,,,,,,830.0
KOR,"KOREA, REPUBLIC OF",16.0,,,,16.0,,,,,17.0,,,,,19.0,,,,,,,,,,18.0
KWT,KUWAIT,14.0,,,,14.0,,,,,8.0,,,,,9.0,,,,,,,,,,11.0
LAO,LAOS ,470.0,,,,470.0,,,,,650.0,,,,,870.0,,,,,,,,,,1600.0
LBN,LEBANON,25.0,,,,25.0,,,,,31.0,,,,,38.0,,,,,,,,,,52.0
LBR,LIBERIA,770.0,,,,770.0,,,,,1100.0,,,,,1300.0,,,,,,,,,,1200.0
LBY,LIBYA,58.0,,,,58.0,,,,,61.0,,,,,67.0,,,,,,,,,,99.0
LCA,SAINT LUCIA,35.0,,,,35.0,,,,,40.0,,,,,46.0,,,,,,,,,,64.0
LKA,SRI LANKA,35.0,,,,35.0,,,,,44.0,,,,,58.0,,,,,,,,,,85.0
LSO,LESOTHO,620.0,,,,620.0,,,,,720.0,,,,,690.0,,,,,,,,,,520.0
LTU,LITHUANIA,8.0,,,,8.0,,,,,11.0,,,,,21.0,,,,,,,,,,34.0
LUX,LUXEMBURG,20.0,,,,20.0,,,,,17.0,,,,,11.0,,,,,,,,,,6.0
LVA,LATVIA,34.0,,,,34.0,,,,,21.0,,,,,43.0,,,,,,,,,,57.0
MAR,MOROCCO,100.0,,,,100.0,,,,,130.0,,,,,170.0,,,,,,,,,,300.0
MDA,"MOLDOVA, REPUBLIC OF",41.0,,,,41.0,,,,,25.0,,,,,39.0,,,,,,,,,,62.0
MDG,MADAGASCAR,240.0,,,,240.0,,,,,310.0,,,,,400.0,,,,,,,,,,640.0
MDV,MALDIVES,60.0,,,,60.0,,,,,94.0,,,,,190.0,,,,,,,,,,830.0
MEX,MEXICO,50.0,,,,50.0,,,,,54.0,,,,,82.0,,,,,,,,,,92.0
MKD,MACEDONIA,10.0,,,,10.0,,,,,10.0,,,,,15.0,,,,,,,,,,16.0
MLI,MALI,540.0,,,,540.0,,,,,620.0,,,,,740.0,,,,,,,,,,1100.0
MLT,MALTA,8.0,,,,8.0,,,,,10.0,,,,,12.0,,,,,,,,,,14.0
MMR,MYANMAR (Burma) ,200.0,,,,200.0,,,,,230.0,,,,,300.0,,,,,,,,,,520.0
MNE,MONTENEGRO,8.0,,,,8.0,,,,,9.0,,,,,11.0,,,,,,,,,,8.0
MNG,MONGOLIA,63.0,,,,63.0,,,,,84.0,,,,,96.0,,,,,,,,,,120.0
MOZ,MOZAMBIQUE,490.0,,,,490.0,,,,,630.0,,,,,710.0,,,,,,,,,,910.0
MRT,MAURITANIA,510.0,,,,510.0,,,,,560.0,,,,,630.0,,,,,,,,,,760.0
MUS,MAURITIUS,60.0,,,,60.0,,,,,32.0,,,,,28.0,,,,,,,,,,68.0
MWI,MALAWI,460.0,,,,460.0,,,,,630.0,,,,,840.0,,,,,,,,,,1100.0
MYS,MALAYSIA,29.0,,,,29.0,,,,,34.0,,,,,39.0,,,,,,,,,,53.0
NAM,NAMIBIA,200.0,,,,200.0,,,,,310.0,,,,,280.0,,,,,,,,,,200.0
NER,NIGER,590.0,,,,590.0,,,,,720.0,,,,,870.0,,,,,,,,,,1200.0
NGA,NIGERIA,630.0,,,,630.0,,,,,820.0,,,,,970.0,,,,,,,,,,1100.0
NIC,NICARAGUA,95.0,,,,95.0,,,,,110.0,,,,,130.0,,,,,,,,,,170.0
NLD,NETHERLANDS,6.0,,,,6.0,,,,,8.0,,,,,13.0,,,,,,,,,,10.0
NOR,NORWAY,7.0,,,,7.0,,,,,9.0,,,,,8.0,,,,,,,,,,9.0
NPL,NEPAL,170.0,,,,170.0,,,,,250.0,,,,,360.0,,,,,,,,,,770.0
NZL,NEW ZEALAND,15.0,,,,15.0,,,,,15.0,,,,,12.0,,,,,,,,,,18.0
OMN,OMAN,32.0,,,,32.0,,,,,39.0,,,,,51.0,,,,,,,,,,110.0
PAK,PAKISTAN,260.0,,,,260.0,,,,,310.0,,,,,380.0,,,,,,,,,,490.0
PAN,PANAMA,92.0,,,,92.0,,,,,100.0,,,,,110.0,,,,,,,,,,100.0
PER,PERU,67.0,,,,67.0,,,,,90.0,,,,,120.0,,,,,,,,,,200.0
PHL,PHILIPPINES,99.0,,,,99.0,,,,,110.0,,,,,120.0,,,,,,,,,,170.0
PNG,PAPUA NEW GUINEA,230.0,,,,230.0,,,,,270.0,,,,,310.0,,,,,,,,,,390.0
POL,POLAND,5.0,,,,5.0,,,,,5.0,,,,,8.0,,,,,,,,,,17.0
PRK,"KOREA, D.P.R.O.",81.0,,,,81.0,,,,,85.0,,,,,120.0,,,,,,,,,,97.0
PRT,PORTUGAL,8.0,,,,8.0,,,,,8.0,,,,,8.0,,,,,,,,,,15.0
PRY,PARAGUAY,99.0,,,,99.0,,,,,110.0,,,,,110.0,,,,,,,,,,120.0
PSE,STATE OF PALESTINE,64.0,,,,64.0,,,,,67.0,,,,,64.0,,,,,,,,,,90.0
QAT,QATAR,7.0,,,,7.0,,,,,9.0,,,,,11.0,,,,,,,,,,15.0
ROU,ROMANIA,27.0,,,,27.0,,,,,30.0,,,,,52.0,,,,,,,,,,170.0
RUS,RUSSIA,34.0,,,,34.0,,,,,37.0,,,,,57.0,,,,,,,,,,74.0
RWA,RWANDA,340.0,,,,340.0,,,,,550.0,,,,,840.0,,,,,,,,,,910.0
SAU,SAUDI ARABIA,24.0,,,,24.0,,,,,25.0,,,,,27.0,,,,,,,,,,44.0
SDN,SUDAN,730.0,,,,730.0,,,,,800.0,,,,,870.0,,,,,,,,,,1000.0
SEN,SENEGAL,370.0,,,,370.0,,,,,430.0,,,,,500.0,,,,,,,,,,670.0
SGP,SINGAPORE,3.0,,,,3.0,,,,,9.0,,,,,15.0,,,,,,,,,,6.0
SLB,SOLOMON ISLANDS,93.0,,,,93.0,,,,,110.0,,,,,120.0,,,,,,,,,,150.0
SLE,SIERRA LEONE,890.0,,,,890.0,,,,,1000.0,,,,,1300.0,,,,,,,,,,1300.0
SLV,EL SALVADOR,81.0,,,,81.0,,,,,94.0,,,,,110.0,,,,,,,,,,150.0
SOM,SOMALIA,1000.0,,,,1000.0,,,,,1000.0,,,,,1000.0,,,,,,,,,,890.0
SRB,SERBIA,12.0,,,,12.0,,,,,10.0,,,,,12.0,,,,,,,,,,23.0
STP,SAO TOME AND PRINCIPE,70.0,,,,70.0,,,,,87.0,,,,,110.0,,,,,,,,,,150.0
SUR,SURINAME,130.0,,,,130.0,,,,,110.0,,,,,130.0,,,,,,,,,,84.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),6.0,,,,6.0,,,,,6.0,,,,,13.0,,,,,,,,,,15.0
SVN,SLOVENIA,12.0,,,,12.0,,,,,14.0,,,,,12.0,,,,,,,,,,11.0
SWE,SWEDEN,4.0,,,,4.0,,,,,4.0,,,,,5.0,,,,,,,,,,6.0
SWZ,SWAZILAND,320.0,,,,320.0,,,,,420.0,,,,,360.0,,,,,,,,,,300.0
SYR,SYRIAN ARAB REPUBLIC,70.0,,,,70.0,,,,,89.0,,,,,120.0,,,,,,,,,,240.0
TCD,CHAD,1100.0,,,,1100.0,,,,,1100.0,,,,,1100.0,,,,,,,,,,920.0
TGO,TOGO,300.0,,,,300.0,,,,,370.0,,,,,440.0,,,,,,,,,,620.0
THA,THAILAND,48.0,,,,48.0,,,,,54.0,,,,,66.0,,,,,,,,,,54.0
TJK,TAJIKISTAN,65.0,,,,65.0,,,,,79.0,,,,,120.0,,,,,,,,,,94.0
TKM,TURKMENISTAN,67.0,,,,67.0,,,,,76.0,,,,,91.0,,,,,,,,,,82.0
TLS,EAST TIMOR,300.0,,,,300.0,,,,,410.0,,,,,610.0,,,,,,,,,,1000.0
TON,TONGA,110.0,,,,110.0,,,,,100.0,,,,,87.0,,,,,,,,,,67.0
TTO,TRINIDAD AND TOBAGO,46.0,,,,46.0,,,,,59.0,,,,,59.0,,,,,,,,,,86.0
TUN,TUNISIA,56.0,,,,56.0,,,,,68.0,,,,,84.0,,,,,,,,,,130.0
TUR,TURKEY,20.0,,,,20.0,,,,,28.0,,,,,39.0,,,,,,,,,,67.0
TZA,"TANZANIA, UNITED REPUBLIC OF",460.0,,,,460.0,,,,,610.0,,,,,730.0,,,,,,,,,,870.0
UGA,UGANDA,310.0,,,,310.0,,,,,420.0,,,,,530.0,,,,,,,,,,600.0
UKR,UKRAINE,32.0,,,,32.0,,,,,25.0,,,,,35.0,,,,,,,,,,49.0
URY,URUGUAY,29.0,,,,29.0,,,,,31.0,,,,,35.0,,,,,,,,,,39.0
USA,UNITED STATES,21.0,,,,21.0,,,,,18.0,,,,,14.0,,,,,,,,,,12.0
UZB,UZBEKISTAN,28.0,,,,28.0,,,,,32.0,,,,,33.0,,,,,,,,,,59.0
VCT,SAINT VINCENT AND THE GRENADINES,48.0,,,,48.0,,,,,64.0,,,,,88.0,,,,,,,,,,59.0
VEN,VENEZUELA,92.0,,,,92.0,,,,,94.0,,,,,91.0,,,,,,,,,,94.0
VNM,VIET NAM,59.0,,,,59.0,,,,,74.0,,,,,100.0,,,,,,,,,,240.0
VUT,VANUATU,110.0,,,,110.0,,,,,110.0,,,,,120.0,,,,,,,,,,220.0
WSM,SAMOA,100.0,,,,,,,,,,,,,,,,,,,,,,,,
YEM,YEMEN,200.0,,,,200.0,,,,,270.0,,,,,380.0,,,,,,,,,,610.0
ZAF,SOUTH AFRICA,300.0,,,,300.0,,,,,360.0,,,,,330.0,,,,,,,,,,250.0
ZMB,ZAMBIA,440.0,,,,440.0,,,,,500.0,,,,,540.0,,,,,,,,,,470.0
ZWE,ZIMBABWE,570.0,,,,570.0,,,,,690.0,,,,,640.0,,,,,,,,,,450.0
