Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
BEN,BENIN,101.71,93.26,83.65,79.4,74.4,54.47,40.4,23.56,12.5,7.29,5.8,3.08,2.95,1.74,0.8,0.11,0.1,0.07,0.04,0.02,0.0,0.0,0.0,0.0,0.0
BFA,BURKINA FASO,71.74,66.38,60.61,48.03,36.73,25.33,20.63,13.05,7.35,4.72,3.04,1.88,0.9,0.64,0.22,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
BGD,BANGLADESH,75.92,74.43,62.82,55.19,44.95,34.35,30.17,23.47,13.21,6.29,1.97,0.98,0.78,0.39,0.21,0.11,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,BULGARIA,137.71,145.19,148.13,142.85,138.04,140.4,138.98,130.86,108.27,81.28,61.07,44.84,33.0,19.53,9.22,4.34,1.56,0.85,0.32,0.25,0.08,0.01,0.0,0.0,0.0
BHR,BAHRAIN,173.27,165.91,161.17,131.01,125.21,117.66,129.1,108.1,95.42,87.22,79.19,57.39,53.1,42.87,30.79,20.82,14.91,9.8,6.91,4.9,3.21,2.12,1.85,1.44,1.04
BHS,BAHAMAS,71.44,76.05,80.65,81.56,118.83,101.22,102.79,109.34,75.38,69.21,57.69,38.73,39.4,19.98,10.59,5.42,2.78,2.16,1.74,1.46,,0.89,0.98,0.77,0.75
BIH,BOSNIA AND HERZEGOWINA,91.28,91.1,87.57,82.6,80.87,84.53,82.33,63.34,48.72,41.09,36.21,27.59,19.21,11.46,2.44,1.4,0.69,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.0
BLR,BELARUS,122.5,118.79,113.52,113.17,108.87,101.68,85.06,72.61,61.95,42.42,23.04,11.43,4.7,1.39,0.49,0.23,0.12,0.08,0.06,0.06,0.02,0.0,0.0,0.0,0.0
BLZ,BELIZE,50.71,52.61,53.21,70.32,62.93,53.75,54.52,41.34,42.3,35.3,28.3,23.38,20.55,15.97,7.05,2.84,1.57,1.16,1.03,0.75,0.41,0.2,0.0,0.0,0.0
BMU,BERMUDA,90.88,144.32,139.54,,135.79,131.15,122.16,106.96,93.41,82.2,76.67,62.83,47.32,21.12,20.69,20.46,20.19,16.58,12.93,10.3,8.39,5.59,3.2,2.39,1.86
BOL,BOLIVIA,96.34,97.7,90.44,80.91,70.69,64.69,51.24,33.63,30.22,25.88,19.6,14.18,11.57,9.0,6.86,5.05,2.94,1.48,0.43,0.09,0.05,0.04,0.02,0.0,0.0
BRA,BRAZIL,138.95,135.31,125.0,119.0,100.88,87.54,78.55,63.67,53.11,46.31,35.65,25.51,19.44,16.24,13.29,8.74,4.35,2.73,1.52,0.79,0.36,0.12,0.02,0.0,0.0
BRB,BARBADOS,106.78,108.1,123.33,123.46,124.85,120.81,103.97,93.24,86.25,75.37,73.52,51.69,36.06,19.8,10.65,7.63,4.52,3.03,2.38,1.75,1.13,0.6,0.31,0.19,0.0
BRN,BRUNEI DARUSSALAM,110.06,112.21,113.95,109.02,108.62,104.69,102.79,95.99,80.44,63.32,56.11,50.15,44.35,42.17,28.63,20.34,15.49,14.52,14.39,12.16,5.44,2.97,1.51,1.14,0.69
BTN,BHUTAN,82.07,72.2,75.61,66.38,55.0,48.11,36.61,22.0,12.33,5.53,3.02,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,BOTSWANA,167.3,160.64,153.79,145.98,120.01,96.02,76.84,60.14,43.41,30.06,28.19,24.28,18.37,18.63,12.66,5.33,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAF,CENTRAL AFRICAN REPUBLIC,31.36,29.47,25.26,22.37,22.51,20.24,13.62,8.28,2.73,2.52,1.54,1.04,0.33,0.3,0.14,0.12,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0
CAN,CANADA,82.98,80.61,79.57,77.83,75.68,70.55,66.2,61.47,57.49,52.76,47.06,42.07,37.95,34.37,28.43,22.72,17.74,14.05,11.82,8.84,6.44,4.65,3.62,2.77,2.11
CHE,SWITZERLAND,140.54,136.78,132.06,127.38,123.16,120.4,116.25,108.52,99.39,92.25,85.43,84.91,79.21,73.27,64.73,42.84,23.88,14.73,9.39,6.37,4.77,3.74,3.16,2.59,1.87
CHL,CHILE,133.26,134.29,137.08,128.93,115.75,96.81,87.91,83.72,75.44,64.69,57.28,45.44,39.47,32.62,22.01,14.81,6.4,2.76,2.18,1.37,0.81,0.61,0.47,0.27,0.11
CHN,CHINA,92.27,88.71,80.76,72.07,63.17,55.3,47.76,41.02,34.77,29.84,25.55,20.72,15.9,11.24,6.66,3.4,1.89,1.05,0.55,0.29,0.13,0.05,0.01,0.0,0.0
CIV,COTE D'IVOIRE,106.25,95.45,91.23,89.45,82.2,70.88,57.22,41.61,23.02,13.51,9.77,7.57,6.16,4.44,2.93,1.63,0.59,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0
CMR,CAMEROON,75.69,70.39,60.41,49.57,41.88,39.81,31.44,23.75,16.85,12.42,8.66,6.25,4.18,2.55,0.65,0.04,0.03,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.0
COD,"CONGO, THE DRC",53.49,41.82,30.58,24.47,19.01,15.64,16.9,11.53,7.94,5.08,3.79,2.44,1.13,0.31,0.03,0.03,0.02,0.02,0.02,0.02,,,,0.0,0.0
COG,CONGO,108.15,104.77,98.76,91.94,90.44,73.8,46.61,34.26,25.16,15.76,11.12,9.81,6.75,4.68,2.24,0.16,0.11,,0.04,0.0,0.0,0.0,0.0,0.0,0.0
COK,COOK ISLANDS,,55.75,54.09,46.75,38.46,34.5,33.34,33.32,27.48,20.64,19.14,18.11,8.19,5.23,3.1,2.84,1.59,1.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,COLOMBIA,113.08,104.08,102.85,98.13,95.76,92.05,91.61,76.27,67.89,50.6,24.46,14.77,11.15,8.05,5.66,5.01,4.67,3.34,1.4,0.75,0.24,0.0,0.0,0.0,0.0
COM,COMOROS,50.9,47.28,39.51,30.91,24.2,18.41,14.13,9.82,5.98,2.58,1.43,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPV,CAPE VERDE,121.79,100.11,86.03,80.81,76.27,59.83,57.29,31.47,22.59,17.07,13.89,11.42,9.35,6.99,4.46,1.86,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRI,COSTA RICA,143.83,145.97,111.92,87.66,66.99,42.39,41.62,33.79,32.87,25.49,21.74,18.66,12.27,8.15,5.39,3.6,2.9,1.76,1.3,0.54,0.21,0.14,0.09,0.0,0.0
CUB,CUBA,22.48,17.71,14.92,11.66,8.89,5.5,2.94,1.75,1.35,1.2,0.67,0.31,0.16,0.08,0.06,0.05,0.04,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.0
CYM,CAYMAN ISLANDS,153.75,167.77,171.68,170.98,181.17,200.27,185.8,197.19,185.02,166.47,71.46,45.71,42.47,39.25,25.67,21.13,13.7,11.54,,8.0,6.03,4.4,3.61,2.13,0.0
CYP,CYPRUS,96.34,96.36,98.4,97.71,93.69,89.64,94.4,92.97,82.78,75.78,64.8,55.28,42.65,32.69,23.15,16.39,12.82,10.32,8.11,5.2,2.74,1.87,1.22,0.66,0.41
CZE,CZECH REPUBLIC,130.03,127.73,126.85,124.09,122.56,124.57,132.35,127.96,120.74,115.1,105.63,95.15,84.3,67.9,42.4,18.93,9.38,5.1,1.94,0.47,0.29,0.14,0.04,0.01,0.0
DEU,GERMANY,120.42,120.92,111.59,109.66,106.48,126.23,126.56,115.14,102.28,94.55,85.06,77.34,70.66,67.15,57.72,28.08,16.66,9.91,6.61,4.48,3.01,2.16,1.19,0.66,0.34
DJI,DJIBOUTI,32.39,27.97,24.72,22.8,19.86,15.67,13.93,8.71,5.69,5.67,4.5,3.05,2.01,0.41,0.03,0.04,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0
DMA,DOMINICA,127.45,129.96,152.47,152.55,148.34,138.74,128.38,125.72,101.15,73.71,59.49,33.95,17.44,11.07,1.72,1.14,0.92,0.79,0.65,0.0,0.0,0.0,0.0,0.0,0.0
DNK,DENMARK,125.96,127.12,130.28,128.66,115.67,123.7,119.3,115.37,107.12,100.58,95.71,88.56,83.4,73.96,63.01,49.41,36.44,27.37,25.06,15.71,9.66,6.89,4.08,3.41,2.88
DOM,DOMINICAN REPUBLIC,78.86,88.43,86.94,86.43,88.78,87.31,73.95,57.34,48.59,38.78,27.52,23.06,19.03,14.43,8.14,4.98,2.49,1.71,1.02,0.7,0.27,0.13,0.1,0.08,0.04
DZA,ALGERIA,93.31,100.79,97.52,94.31,88.44,89.96,75.66,78.53,60.85,40.23,14.59,4.38,1.38,0.31,0.27,0.23,0.06,0.06,0.04,0.02,0.0,0.02,0.02,0.02,0.0
ECU,ECUADOR,103.9,105.64,106.23,100.57,98.53,89.74,80.51,69.66,60.51,45.34,26.2,18.06,11.98,6.72,3.85,3.12,2.02,1.07,0.52,0.48,0.17,0.0,0.0,0.0,0.0
EGY,EGYPT,114.31,121.51,119.92,105.08,90.5,72.1,54.69,40.54,24.66,18.99,10.83,8.35,6.58,4.16,2.06,0.74,0.14,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ERI,ERITREA,6.39,5.6,4.98,4.08,3.23,2.54,2.02,1.62,1.23,0.83,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,SPAIN,107.85,106.89,108.36,113.06,111.28,111.58,109.68,108.41,103.76,98.4,90.43,88.59,81.1,72.76,60.24,37.56,16.2,10.95,7.59,2.4,1.05,0.66,0.46,0.28,0.14
EST,ESTONIA,160.69,159.66,160.41,143.93,127.28,120.54,124.21,128.08,125.76,109.07,94.28,78.41,65.37,48.0,40.77,28.13,17.83,10.32,4.92,2.12,0.94,0.48,0.16,0.04,0.0
ETH,ETHIOPIA,31.59,27.25,22.37,15.8,7.87,4.78,2.37,1.5,1.11,0.54,0.21,0.07,0.07,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,FINLAND,139.66,136.58,172.32,165.89,156.31,144.09,128.42,114.88,107.63,100.45,95.4,91.06,86.86,80.48,72.03,63.38,55.23,42.07,29.3,20.34,13.28,9.66,7.67,6.37,5.17
FJI,FIJI,98.78,105.6,98.18,83.76,81.1,75.08,71.1,63.45,34.38,24.92,17.36,13.45,11.01,9.93,6.78,2.9,1.0,0.66,0.47,0.28,0.14,0.0,0.0,0.0,0.0
FLK,FALKLAND ISLANDS (MALVINAS),136.7,118.5,113.87,108.56,107.86,108.32,99.97,100.0,76.74,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,FRANCE,100.36,98.5,97.38,94.08,91.39,92.1,92.68,88.98,83.53,78.26,73.02,68.9,64.26,62.08,49.06,36.39,19.12,9.96,4.23,2.25,1.53,0.99,0.76,0.66,0.5
FRO,FAROE ISLANDS,124.12,120.68,118.62,118.01,119.9,114.91,110.6,105.28,101.12,85.51,84.66,78.72,72.75,51.95,36.5,23.5,14.46,10.58,7.41,5.8,4.39,3.53,3.69,3.01,0.0
FSM,"MICRONESIA, FEDERATED STATES OF",,30.32,30.19,26.69,26.56,26.45,26.32,26.11,17.61,13.27,11.99,5.49,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAB,GABON,210.37,214.75,179.47,148.69,103.46,95.45,87.67,80.77,63.56,53.4,36.33,22.8,21.73,11.95,9.79,0.74,0.83,0.84,0.61,0.37,0.25,0.12,0.03,0.0,0.0
GBR,UNITED KINGDOM,123.58,124.61,124.76,123.6,123.63,123.95,122.19,121.1,115.6,108.59,99.51,90.88,82.83,78.2,73.71,46.28,25.42,15.15,12.46,9.89,6.81,3.93,2.62,2.2,1.95
GEO,GEORGIA,124.94,115.03,107.81,101.28,90.65,64.46,62.44,58.74,38.32,26.24,18.62,15.58,10.9,6.44,4.11,2.77,1.23,0.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0
GHA,GHANA,114.82,108.19,100.99,85.27,71.87,63.77,50.07,33.76,23.73,13.44,8.14,3.92,1.95,1.26,0.69,0.38,0.23,0.12,0.07,0.04,0.02,0.01,0.0,0.0,0.0
GIB,GIBRALTAR,129.54,,118.67,111.07,102.55,97.72,88.75,81.9,75.23,68.78,63.87,55.96,43.47,35.47,20.32,13.4,8.99,5.95,3.67,2.42,0.0,0.0,0.0,0.0,0.0
GIN,GUINEA,72.1,63.32,48.77,43.55,36.78,32.94,26.66,19.91,,1.97,1.65,1.21,1.0,0.63,0.48,0.29,0.26,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0
GLP,GUADELOUPE,,,,,,,,,,,71.13,65.94,68.72,67.82,39.76,20.83,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMB,GAMBIA,119.63,99.98,85.2,80.76,87.96,80.63,73.9,52.33,27.28,17.23,12.57,11.07,7.65,4.35,0.46,0.44,0.44,0.42,0.28,0.14,0.08,0.05,0.02,0.0,0.0
GNB,GUINEA-BISSAU,63.48,55.15,63.07,45.11,42.69,36.13,32.97,19.96,10.83,6.95,2.84,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNQ,EQUATORIAL GUINEA,66.39,67.47,68.05,66.88,57.36,29.55,27.35,23.45,19.31,16.05,10.56,7.3,5.8,2.81,0.96,0.12,0.06,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
GRC,GREECE,114.96,116.82,120.1,109.08,110.65,119.8,124.51,111.1,99.34,92.92,84.5,81.0,84.47,72.31,54.0,35.66,18.79,8.66,4.94,2.56,1.45,0.46,0.0,0.0,0.0
GRD,GRENADA,126.53,125.59,123.16,115.02,116.5,109.71,57.75,49.6,44.73,45.51,42.19,41.31,7.4,6.3,4.23,1.98,1.39,0.97,0.57,0.4,0.35,0.29,0.19,0.15,0.16
GRL,GREENLAND,106.36,105.99,104.7,103.74,101.42,94.52,98.48,116.87,94.69,81.61,68.62,52.44,35.24,28.19,26.91,24.12,15.91,11.6,7.38,3.68,1.73,0.78,0.31,0.0,0.0
GTM,GUATEMALA,106.63,140.39,137.82,132.45,125.98,123.72,109.53,89.33,55.24,35.57,25.62,16.87,13.4,9.99,7.65,3.09,1.04,0.61,0.43,0.3,0.11,0.03,0.02,0.01,0.0
GUF,FRENCH GUIANA,,,,,,96.58,,,,,50.29,49.13,48.66,43.82,24.14,11.34,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUM,GUAM,,,,,,,,,,,61.95,50.56,44.84,20.84,17.51,12.99,8.43,3.77,3.92,3.41,2.87,1.36,0.95,0.65,0.0
GUY,GUYANA,70.54,69.41,68.78,66.86,71.29,62.55,57.72,69.93,52.26,36.98,22.68,18.31,10.58,10.07,5.35,0.38,0.2,0.19,0.16,0.17,0.17,0.14,0.12,0.0,0.0
HKG,HONG KONG,239.3,237.35,229.24,215.5,195.67,179.78,166.19,155.04,136.66,123.89,119.1,106.41,92.53,83.8,79.69,63.5,48.16,34.68,21.7,12.99,8.02,4.87,3.95,3.24,2.31
HND,HONDURAS,93.52,95.92,92.87,103.67,124.72,112.33,84.82,58.3,31.84,18.58,10.46,5.72,5.03,3.73,2.49,1.29,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.0
HRV,CROATIA (LOCAL NAME: HRVATSKA),104.43,110.05,115.41,118.3,113.61,107.47,104.46,115.23,100.38,83.16,64.45,57.52,52.25,39.47,23.08,6.54,4.01,2.62,1.4,0.72,0.46,0.24,0.13,0.04,0.01
HTI,HAITI,64.71,69.4,59.91,41.86,40.42,37.36,33.2,26.28,12.78,5.4,4.38,3.56,1.58,1.05,0.64,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,HUNGARY,118.05,116.43,116.07,116.94,119.94,117.56,121.68,109.63,98.9,92.31,86.26,78.33,67.72,48.72,30.09,15.88,10.41,6.84,4.58,2.56,1.38,0.44,0.22,0.08,0.03
IDN,INDONESIA,126.18,125.36,114.22,102.46,87.79,68.92,60.01,40.43,28.02,20.9,13.71,8.48,5.44,3.08,1.76,1.08,0.53,0.46,0.29,0.11,0.04,0.03,0.02,0.01,0.01
IND,INDIA,74.48,70.78,69.92,73.2,62.39,44.12,29.53,20.16,14.52,8.0,4.7,3.08,1.21,0.62,0.34,0.18,0.12,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0
IRL,IRELAND,104.26,105.47,107.21,108.48,105.24,106.67,116.0,115.85,110.98,102.69,94.47,87.27,76.22,76.83,64.7,44.71,25.52,14.85,7.93,4.38,2.45,1.71,1.24,0.9,0.71
IRN,IRAN (ISLAMIC REPUBLIC OF),87.79,84.25,76.1,74.3,72.59,71.46,59.18,41.46,21.68,12.13,7.32,5.03,3.37,3.12,1.46,0.76,0.61,0.38,0.1,0.03,0.02,0.0,0.0,0.0,0.0
IRQ,IRAQ,94.91,96.1,81.63,80.16,75.14,66.69,59.56,48.79,33.3,5.6,2.15,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,ICELAND,111.08,108.11,108.05,106.84,107.24,108.26,108.9,106.93,100.41,95.4,98.94,96.46,90.77,87.35,76.42,62.01,37.84,23.96,17.33,11.55,8.25,6.63,5.87,5.01,3.93
ISR,ISRAEL,121.45,122.85,120.68,121.98,122.78,124.03,126.39,128.45,124.34,117.46,111.65,104.25,100.98,89.74,73.17,48.89,37.25,29.71,19.09,8.35,2.58,1.29,0.75,0.5,0.34
ITA,ITALY,154.25,158.82,159.63,158.15,154.8,149.51,150.89,150.96,136.12,121.86,107.69,98.1,94.26,89.59,74.13,53.27,36.04,20.63,11.28,6.89,3.93,2.12,1.38,1.0,0.47
JAM,JAMAICA,102.92,102.24,98.05,106.92,116.07,108.29,100.16,99.12,84.36,73.88,68.93,59.55,47.4,22.95,14.21,5.64,3.1,2.63,2.2,1.83,1.07,0.63,0.32,0.1,0.0
JOR,JORDAN,147.8,141.8,128.17,111.16,102.56,97.3,89.89,84.37,80.0,59.89,31.89,26.59,24.87,17.9,8.16,2.52,1.78,0.99,0.54,0.27,0.03,0.04,0.04,0.04,0.04
JPN,JAPAN,120.23,116.32,110.91,104.27,96.81,91.32,86.71,84.35,78.52,75.98,72.16,68.49,64.25,59.39,53.12,45.3,37.77,30.59,21.56,9.41,3.49,1.72,1.39,1.12,0.71
KAZ,KAZAKHSTAN,168.62,184.69,185.82,156.79,121.87,108.38,95.78,80.04,51.06,35.83,16.42,9.02,7.02,4.0,1.35,0.34,0.2,0.07,0.06,0.03,0.0,0.0,0.0,0.0,0.0
KEN,KENYA,73.84,71.76,71.17,66.81,61.03,48.62,42.05,30.06,19.97,12.89,7.31,4.69,3.6,1.87,0.41,0.08,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0
KGZ,KYRGYZSTAN,134.46,121.45,124.18,116.17,98.9,85.22,65.3,42.23,24.83,10.74,5.25,2.76,1.06,0.54,0.18,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHM,CAMBODIA,155.11,133.89,128.53,94.19,56.74,44.31,30.39,18.79,12.7,7.95,6.55,3.85,2.99,1.79,1.07,0.75,0.52,0.29,0.21,0.13,0.1,0.05,0.0,0.0,0.0
KIR,KIRIBATI,17.41,16.61,15.88,13.89,10.84,10.29,1.05,0.8,0.76,0.72,0.69,0.6,0.58,0.47,0.36,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNA,SAINT KITTS AND NEVIS,139.81,142.09,141.83,145.36,152.81,145.95,145.76,127.78,102.36,103.79,59.89,46.14,10.65,4.54,2.63,1.56,0.99,0.47,0.69,,,,,,0.0
KOR,"KOREA, REPUBLIC OF",115.54,111.0,109.43,107.74,104.77,99.54,95.28,93.27,85.0,81.52,78.17,72.1,69.71,62.88,58.33,51.25,30.82,15.21,7.08,3.68,2.16,1.07,0.62,0.38,0.19
KWT,KUWAIT,218.43,190.29,156.9,157.91,133.01,91.87,55.51,55.83,48.79,60.19,80.79,67.1,59.91,44.33,24.97,16.5,14.52,12.84,9.53,7.41,5.17,3.66,2.7,2.15,1.01
LAO,LAOS ,66.99,68.14,64.7,84.05,62.59,51.61,32.94,24.59,17.12,11.36,3.58,2.0,0.99,0.54,0.24,0.23,0.12,0.1,0.08,0.03,0.01,0.01,0.01,0.0,0.0
LBN,LEBANON,88.35,80.56,80.81,77.19,65.97,56.28,34.09,30.44,27.12,24.92,22.95,21.56,22.05,22.84,22.96,19.86,16.23,12.09,6.45,3.96,0.0,0.0,0.0,0.0,0.0
LBR,LIBERIA,73.35,59.4,56.79,49.53,39.7,28.39,23.27,15.98,8.27,4.89,2.96,1.51,0.16,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,LIBYA,161.12,165.04,155.77,163.85,180.45,159.85,125.56,77.83,69.07,35.75,9.08,2.34,1.31,0.95,0.77,0.59,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,SAINT LUCIA,102.59,116.31,119.42,120.78,111.73,108.3,101.34,86.39,62.99,63.88,61.79,61.2,8.93,1.7,1.59,1.48,1.24,1.06,0.94,0.68,0.36,,,,0.0
LIE,LIECHTENSTEIN,104.32,104.07,98.43,101.6,98.28,97.63,95.55,90.67,82.09,79.17,74.03,73.23,33.71,32.86,30.22,27.54,23.27,,,,,,,,0.0
LKA,SRI LANKA,103.16,95.5,91.63,87.55,83.62,79.15,54.19,39.32,26.88,16.85,11.2,7.14,4.84,3.51,2.28,1.37,0.94,0.62,0.39,0.28,0.16,0.08,0.01,0.01,0.01
LSO,LESOTHO,101.9,86.3,75.3,60.72,49.15,33.22,30.08,24.67,18.45,12.97,10.26,6.63,7.32,3.05,1.16,0.65,0.54,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0
LTU,LITHUANIA,147.04,151.34,165.06,162.22,159.4,159.95,159.79,153.98,145.68,132.45,91.54,62.22,48.1,29.41,14.98,9.4,7.52,4.61,1.41,0.41,0.12,0.03,0.01,0.0,0.0
LUX,LUXEMBURG,148.37,148.64,145.36,148.15,143.14,144.54,145.08,143.71,152.94,111.39,104.09,120.58,106.65,92.94,69.54,48.51,30.65,16.0,10.87,6.58,3.2,1.28,0.29,0.29,0.22
LVA,LATVIA,124.2,124.76,127.69,111.36,110.31,109.05,107.5,102.3,99.38,84.02,68.07,53.31,39.58,28.01,16.92,11.46,6.94,3.17,1.16,0.6,0.33,0.15,0.04,0.0,0.0
MAC,MACAU,322.59,304.08,289.78,247.71,209.92,198.88,183.75,161.05,132.63,113.8,94.31,80.77,62.17,44.39,32.66,27.76,19.61,12.83,11.05,9.0,5.47,3.93,2.78,1.31,0.62
MAR,MOROCCO,131.71,128.53,119.97,114.02,101.07,80.93,73.71,65.31,52.66,41.14,31.27,24.88,21.15,16.44,8.16,1.3,0.42,0.27,0.16,0.11,0.05,0.03,0.01,0.01,0.0
MCO,MONACO,88.46,93.74,88.33,85.31,63.55,63.34,61.65,58.26,53.27,50.85,47.23,45.74,45.55,44.19,43.41,41.14,36.41,23.05,17.44,9.79,8.41,3.82,0.0,0.0,0.0
MDA,"MOLDOVA, REPUBLIC OF",108.0,106.01,101.99,90.81,71.38,59.28,66.64,51.27,36.55,28.93,20.56,12.21,8.52,5.57,3.38,0.43,0.17,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
