Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
CZE,CZECH REPUBLIC,,,,,,,,,,,,,2.1,2.1,,,,,,,,,,0.9,
DEU,GERMANY,,,,,,,,,,1.1,,,,,,,,,,,,,,,
DJI,DJIBOUTI,,,29.8,,22.9,,,,29.6,,,,25.4,,,,,,16.0,,,,,,
DOM,DOMINICAN REPUBLIC,,4.0,,,,,,3.4,4.6,,,,4.2,,3.5,,,,4.7,,,,,8.4,
DZA,ALGERIA,,,,,,,,,,3.7,,,11.1,,5.4,,,,,11.3,,,9.2,,
ECU,ECUADOR,,6.4,,,,,,,,,6.2,,,,,,12.5,,,,,,,,
EGY,EGYPT,,,,,,,6.8,,,5.4,,8.7,,,,,9.4,10.2,10.8,10.8,,8.2,,10.5,
ERI,ERITREA,,,,,38.8,,,,,,,,34.5,,,,,,39.6,39.6,,36.9,,,
ETH,ETHIOPIA,25.2,,,29.2,,,,,,34.6,,,,,42.0,,,,,,,,41.9,,
FJI,FIJI,,,,,,,,,,,5.3,,,,,,,,,,,6.9,,,
GAB,GABON,,,6.5,,,,,,,,,,,8.8,8.8,,,,,,,,,,
GEO,GEORGIA,,,,,,1.1,,,,2.3,,,,,,2.7,,,,,,,,,
GHA,GHANA,,,,13.4,,,14.3,,13.9,,,18.8,,,,20.3,,,,,23.7,25.8,,,
GIN,GUINEA,,,18.7,16.3,,,20.8,20.8,,22.5,,,,,29.1,21.2,,,,21.2,21.2,,,,
GMB,GAMBIA,,,,,17.4,,,,15.8,,,,,,15.4,,,,23.2,,,,,,
GNB,GUINEA-BISSAU,,,,,18.1,,16.6,,17.4,,,,,,21.9,,,,,,,,,,
GNQ,EQUATORIAL GUINEA,,,,,5.6,,,,,,10.6,,,,15.7,,,13.8,,,,,,,
GTM,GUATEMALA,,,,,,13.0,,,,,,,17.7,,19.6,20.3,,,,21.7,,,,,
GUY,GUYANA,,,,,,11.1,,10.8,10.8,,,,,,11.9,,,10.3,,,,16.1,,,
HND,HONDURAS,,,7.1,,,,,,8.6,,,,,12.5,,,,,19.2,,16.1,,15.8,,
HTI,HAITI,,,11.6,,,,,,18.9,,,,,,13.9,,,,,24.0,24.0,,,,23.7
IDN,INDONESIA,,19.9,,,18.6,,,19.6,,24.4,19.7,23.1,23.0,23.4,24.8,22.8,25.8,,,30.3,,,29.8,,
IND,INDIA,,,,,,,,,43.5,,,,,,,46.3,,38.4,,,,51.2,52.8,,
IRN,IRAN (ISLAMIC REPUBLIC OF),,,,4.1,,,,,,,4.6,,,,,,9.5,,,13.8,,,,,
IRQ,IRAQ,,,,8.5,,,,,7.1,,8.0,10.1,,,12.9,,,,,,,,,10.4,
JAM,JAMAICA,,,,,3.2,,2.0,1.8,3.7,,3.1,,2.6,4.1,3.8,2.3,3.4,3.5,5.6,4.0,4.5,8.9,7.0,4.0,
JOR,JORDAN,,,3.0,,,1.9,,,,,,,3.6,,,,,3.8,,,,,,,4.8
KAZ,KAZAKHSTAN,,,,,3.7,,,,4.9,,,,,,,3.8,,,,4.4,,,,,
KEN,KENYA,,,,,,16.4,,,,18.4,,16.5,,,17.5,,17.5,,,,19.8,20.1,,,
KGZ,KYRGYZSTAN,2.8,,3.7,,,4.7,,,2.7,,,,,,,,,10.4,,,,,,,
KHM,CAMBODIA,,,,,29.0,,28.8,,28.4,28.4,,,,,39.5,,,,42.6,,,,,,
KIR,KIRIBATI,,,,,,14.9,,,,,,,,,,,,,,,,,,,
KOR,"KOREA, REPUBLIC OF",,,,,0.6,,,,,,,,,,,,,,,,,,,,
KWT,KUWAIT,,,2.2,2.1,1.7,1.7,2.3,2.9,2.7,2.7,2.8,2.3,2.1,2.2,,,,1.5,1.5,,,,,,
LAO,LAOS ,,,,26.5,,,,,31.6,,,,,,36.4,,,,,,35.9,39.8,,,
LBN,LEBANON,,,,,,,,,,,4.2,,,,,,,,3.5,,,,,,
LBR,LIBERIA,,15.3,,,14.9,,,20.4,,,,,,,22.8,,,,,,,,,,
LBY,LIBYA,,,,,,,,5.6,,,,,,,,,,,,4.2,,,,,
LCA,SAINT LUCIA,,,2.8,,,,,,,,,,,,,,,,,,,,,,
LKA,SRI LANKA,,,26.3,,,21.6,,21.1,,,,,,,22.8,,,,,29.3,,33.8,,,
LSO,LESOTHO,,,,,,13.5,,,,16.6,16.6,,,,15.0,,,,,,,18.9,13.8,,
MAR,MOROCCO,,,,3.1,,,,,,,9.9,9.9,,,,,,7.7,,,,,8.1,,
MDA,"MOLDOVA, REPUBLIC OF",,,2.2,,,,,,,3.2,,,,,,,,,,,,,,,
MDG,MADAGASCAR,,,,,,,,,,,36.8,,,,,,,38.0,,30.4,40.9,40.9,35.5,,
MDV,MALDIVES,,,,,,17.8,,,,,,,,25.7,,,41.5,41.5,,39.0,32.5,,,,
MEX,MEXICO,,,2.8,,,,,,3.4,,,,,,,6.0,6.0,,10.3,,,,,,
MKD,MACEDONIA,,,,1.3,,,,,,1.8,,,,,,1.9,,,,,,,,,
MLI,MALI,,,,,18.9,,,,27.9,,,,,30.1,,,,,37.7,,,,,,
MMR,MYANMAR (Burma) ,,,,,,22.6,,,,,,29.6,,,30.1,,,28.1,,38.7,31.2,,,37.0,32.5
MNE,MONTENEGRO,,1.0,,,,,,,2.2,2.2,,,,,,,,,,,,,,,
MNG,MONGOLIA,,1.6,,,4.7,,,,,5.3,4.8,,,,11.6,10.8,,,,,,,11.8,,
MOZ,MOZAMBIQUE,,,,15.6,,,18.3,,,,,21.2,,23.0,,,,26.3,,23.9,,,,,
MRT,MAURITANIA,,,19.5,24.4,14.7,,15.9,23.2,,,,,,30.4,30.4,,,,20.3,13.0,,,,,43.3
MUS,MAURITIUS,,,,,,,,,,,,,,,,,,,,13.0,,,,,
MWI,MALAWI,16.7,,,,13.8,12.1,,,15.5,18.4,18.4,,,,21.5,,26.3,,,26.5,,,24.4,,
MYS,MALAYSIA,,,,,,,,,12.9,,,,,,,16.7,,,,17.7,19.7,20.5,22.6,23.1,22.1
NAM,NAMIBIA,,13.2,,,,,,17.5,,,,,,,20.3,,,,,,,,21.5,,
NER,NIGER,,,37.9,38.5,40.2,,,,39.9,,,,,,43.6,,46.9,,,,,,41.0,,
NGA,NIGERIA,,31.0,,24.4,,,26.7,25.7,,,,27.2,,,,,,,,,,35.1,,,35.1
NIC,NICARAGUA,,,,,,,,5.7,5.7,,4.3,,,7.8,,,10.3,,,,,9.6,,,
NPL,NEPAL,,,,29.1,,,,,38.8,,,,,43.0,,,38.2,,47.1,42.6,,,,,
NRU,NAURU,,,,,,,,4.8,,,,,,,,,,,,,,,,,
OMN,OMAN,,,,,,8.6,,,,,,,,,,11.3,,,,10.4,10.4,,,18.6,
PAK,PAKISTAN,,,31.6,30.9,,,,,,,,,,31.3,,,,,,34.2,,,35.3,39.0,
PAN,PANAMA,,,,,,,3.9,,,,,5.1,,,,,,6.3,,,,,,,
PER,PERU,,,3.5,4.2,4.3,4.3,4.5,,,5.4,,,,,5.2,,,,5.7,,,,8.8,,
PHL,PHILIPPINES,,19.9,,20.2,,,20.7,,,,,20.7,,,,,28.3,,,,,26.3,29.8,,29.9
PNG,PAPUA NEW GUINEA,,,,,27.9,,,,,18.1,,,,,,,,,,,,,,,
PRK,"KOREA, D.P.R.O.",,,15.2,,,18.8,,,,,20.6,,17.8,,24.7,,55.5,,,,,,,,
PRY,PARAGUAY,,,2.6,,,,,,,3.4,,,,,,,,,,,,,,,2.8
PSE,STATE OF PALESTINE,1.4,,,,3.7,,,2.2,,,,,,,,,,,3.6,,,,,,
QAT,QATAR,,,,,,,,,,,,,,,,,,,,4.8,,,,,
ROU,ROMANIA,,,,,,,,,,,,,3.5,3.8,3.7,3.4,,,,,,,,5.0,
RWA,RWANDA,,,,,11.7,,,,,18.0,,,,,20.3,,,,22.6,,,,24.3,,
SAU,SAUDI ARABIA,,,,,,,,,,5.3,,,,,,,,,,,13.5,,,,
SDN,SUDAN,,,,,32.2,,,,27.0,,,,,,38.4,,,,,,,31.8,,,
SEN,SENEGAL,,16.8,14.4,19.2,,,,,,14.5,,,,,20.3,,,,19.6,,,21.9,20.4,,
SGP,SINGAPORE,,,,,,,,,,,,,,,3.3,,,,,,,,,,
SLB,SOLOMON ISLANDS,,,,,,,,11.5,,,,,,,,,,,,,,,,,
SLE,SIERRA LEONE,,18.1,,,21.1,,21.3,,,28.3,,,,,24.7,,,,,,,,,,25.4
SLV,EL SALVADOR,,,,,,,6.6,,,,,6.1,,,,,9.6,,,,,7.2,,,
SOM,SOMALIA,,,,,,,,,32.8,,,,,,22.8,,,,,,,,,,
SRB,SERBIA,1.8,,,,1.6,,,,1.8,1.8,,,,,,,,,,,,,,,
SSD,SOUTH SUDAN,,,,,27.6,,,,32.5,,,,,,,,,,,,,,,,
STP,SAO TOME AND PRINCIPE,,,,,,14.4,14.4,,8.0,,,,,,10.1,,,,,,,,,,
SUR,SURINAME,,,,,5.8,,,,7.5,,,,,,11.4,,,,,,,,,,
SWZ,SWAZILAND,,,,,5.8,,7.3,6.1,6.1,,,,,,9.1,,,,,,,,,,
SYC,SEYCHELLES,,,3.6,,,,,,,,,,,,,,,,,,,,,,
SYR,SYRIAN ARAB REPUBLIC,,,,,,10.1,,,10.0,,,,,11.1,6.0,,,,,11.3,,11.5,,,
TCD,CHAD,,,,,30.3,,,,,,33.9,,,,29.4,,,34.3,,,,,,,
TGO,TOGO,,,,,16.5,,20.5,,22.3,,,,,,,,23.8,,16.7,,,,,,
THA,THAILAND,,,9.2,,,,,,7.0,,,,,,,,,,,15.4,,16.3,,,
TJK,TAJIKISTAN,,,13.3,,,8.3,,15.0,,14.9,,,,,,,,,,,,,,,
TKM,TURKMENISTAN,,,,,,,,,,8.2,,,,,10.5,,,,,,,,,,
TLS,EAST TIMOR,,,,,45.3,45.3,,48.6,,,,41.5,40.6,,,,,,,,,,,,
TTO,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,4.4,,,,,,,,,,
TUN,TUNISIA,,,2.3,,,,,,3.3,,,,,,3.5,,,3.3,,8.1,8.1,,,,
TUR,TURKEY,,1.9,,,,,1.7,,,,3.5,,,,,,7.0,,,9.0,,8.7,,,
TUV,TUVALU,,,,,,,,1.6,,,,,,,,,,,,,,,,,
TZA,"TANZANIA, UNITED REPUBLIC OF",13.4,,,13.6,16.2,15.9,,,,16.7,16.7,,,,,25.3,,,26.9,,,,25.1,,
UGA,UGANDA,,,,14.1,,,,,16.4,,,,,19.0,19.0,,,,,20.8,,,,,
UKR,UKRAINE,,,,,,,,,,,,,0.8,,4.1,,,,,,,,,,
URY,URUGUAY,,,,4.0,,,,4.2,,,6.0,5.1,5.4,,,4.7,,,,,,,,,
USA,UNITED STATES,,,0.5,4.0,,0.8,,4.2,,1.1,6.0,5.1,1.3,1.1,,4.7,,,,,,,,0.9,
UZB,UZBEKISTAN,,,,,,,,,4.4,,,,7.1,,,,,,13.3,,,,,,
VEN,VENEZUELA,,,,,,2.9,3.2,3.7,3.9,4.1,4.5,4.6,4.2,4.0,3.9,4.1,4.6,4.5,4.4,4.1,3.9,4.0,4.5,5.4,6.7
VNM,VIET NAM,,,,12.0,17.5,,20.2,22.6,22.1,22.7,23.8,24.6,23.4,,26.7,31.1,35.8,,,,40.6,36.9,,,
VUT,VANUATU,,,,,,,,11.7,,,,,,,,,,,10.6,,,,,,
WSM,SAMOA,,,,,,,,,,,,,,,,1.7,,,,,,,,,
YEM,YEMEN,,,,35.5,,,,,,,,43.1,,,,,,47.6,34.2,,,,29.6,29.6,
ZAF,SOUTH AFRICA,,,,,,,8.7,,,,11.6,9.2,,,,9.8,,,,8.0,,,,,
ZMB,ZAMBIA,,,,,,,,14.9,,,,,23.3,,,19.6,,19.6,19.6,,,,21.2,,
ZWE,ZIMBABWE,11.2,,,9.7,10.1,12.7,,,14.0,14.0,,,,,,11.5,,,,,11.8,,,,
