Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
IRL,IRELAND,38870.0,37350.0,36520.0,36070.0,34540.0,37780.0,40250.0,38190.0,34530.0,32430.0,30500.0,28320.0,26780.0,25620.0,23150.0,21990.0,19980.0,18370.0,16860.0,15400.0,14250.0,13560.0,13090.0,12450.0,10580.0,9710.0,8990.0,8320.0,8120.0,7750.0,7360.0,7230.0,6900.0,6220.0
IRN,IRAN (ISLAMIC REPUBLIC OF),15610.0,16540.0,,,13170.0,13240.0,13710.0,12460.0,11530.0,10810.0,10100.0,9380.0,8880.0,8480.0,8000.0,7900.0,7720.0,7440.0,6930.0,6630.0,6610.0,6750.0,6420.0,5610.0,3790.0,3540.0,3780.0,3880.0,4340.0,4300.0,4390.0,3910.0,3410.0,3420.0
IRQ,IRAQ,14930.0,14570.0,13230.0,12220.0,11930.0,11750.0,10690.0,10490.0,9480.0,8890.0,,,,,,,,,,,,,,,,,,,,,,,,
ISL,ICELAND,41090.0,36550.0,34540.0,32390.0,32540.0,33030.0,37050.0,34590.0,34540.0,33490.0,31250.0,31940.0,30330.0,28740.0,28590.0,27690.0,26020.0,24140.0,23080.0,22640.0,21730.0,21200.0,21640.0,21080.0,19680.0,19350.0,19060.0,17060.0,15710.0,14790.0,13920.0,13980.0,13150.0,11740.0
ISR,ISRAEL,31780.0,30830.0,29770.0,28130.0,26690.0,26650.0,27170.0,25260.0,24310.0,24400.0,22630.0,24020.0,23540.0,22660.0,20370.0,20120.0,19720.0,19100.0,17780.0,15930.0,14940.0,14370.0,13610.0,13120.0,12110.0,11580.0,10850.0,10020.0,9580.0,9220.0,8930.0,8470.0,8270.0,7220.0
ITA,ITALY,35220.0,35730.0,35780.0,34630.0,34130.0,34860.0,33750.0,32100.0,29700.0,28730.0,28330.0,27780.0,28160.0,26550.0,25120.0,24550.0,23350.0,22460.0,21710.0,20600.0,19780.0,19450.0,18910.0,18080.0,16500.0,15420.0,14310.0,13440.0,12820.0,12120.0,11320.0,10750.0,10110.0,9250.0
JAM,JAMAICA,8490.0,8420.0,8170.0,7890.0,7800.0,8240.0,8090.0,9150.0,6660.0,,,,6320.0,6200.0,6060.0,5960.0,6200.0,6210.0,6040.0,5790.0,5700.0,4880.0,4620.0,4330.0,,,,,,,,,,
JOR,JORDAN,11660.0,11400.0,11190.0,10940.0,11110.0,10800.0,10180.0,9280.0,8490.0,7760.0,7050.0,6770.0,6520.0,6170.0,5750.0,5630.0,5490.0,5290.0,5260.0,4960.0,4790.0,4630.0,3940.0,4330.0,2240.0,2580.0,2680.0,2650.0,2530.0,2470.0,2330.0,2310.0,2110.0,1900.0
JPN,JAPAN,37550.0,36730.0,35380.0,34650.0,32740.0,34620.0,34440.0,32700.0,31150.0,29920.0,28400.0,27680.0,27000.0,26270.0,24920.0,24660.0,24960.0,24160.0,23110.0,22290.0,21730.0,21230.0,20600.0,19350.0,17690.0,16230.0,14700.0,13760.0,13170.0,12070.0,11200.0,10510.0,9630.0,8530.0
KAZ,KAZAKHSTAN,20680.0,18870.0,17710.0,16690.0,15970.0,15440.0,15210.0,13870.0,12600.0,11570.0,10450.0,9520.0,8450.0,7170.0,6600.0,6400.0,6350.0,6060.0,5850.0,6150.0,6810.0,,,,,,,,,,,,,
KEN,KENYA,2780.0,2670.0,2590.0,2440.0,2290.0,2260.0,2270.0,2120.0,1990.0,1860.0,1760.0,1730.0,1740.0,1680.0,1670.0,1660.0,1630.0,1620.0,1550.0,1470.0,1430.0,1460.0,1490.0,1470.0,950.0,900.0,850.0,810.0,770.0,740.0,730.0,710.0,690.0,640.0
KGZ,KYRGYZSTAN,3080.0,2850.0,2610.0,2560.0,2640.0,2570.0,2420.0,2180.0,2030.0,1980.0,1840.0,1700.0,1690.0,1550.0,1450.0,1420.0,1410.0,1300.0,1210.0,1280.0,1580.0,1830.0,2100.0,2250.0,1690.0,1620.0,1410.0,,,,,,,
KHM,CAMBODIA,2890.0,2710.0,2530.0,2340.0,2230.0,2250.0,2090.0,1870.0,1660.0,1450.0,1310.0,1190.0,1130.0,1050.0,970.0,880.0,860.0,810.0,780.0,,,,,,,,,,,,,,,
KIR,KIRIBATI,2780.0,2660.0,2390.0,2390.0,2420.0,2560.0,2470.0,2350.0,2420.0,2390.0,2290.0,2320.0,2500.0,2320.0,2060.0,2220.0,1910.0,1520.0,1660.0,1570.0,1480.0,1480.0,1450.0,1600.0,2090.0,2190.0,1920.0,1940.0,1850.0,1760.0,2050.0,1810.0,1430.0,1450.0
KNA,SAINT KITTS AND NEVIS,20990.0,19790.0,19740.0,19220.0,19740.0,21030.0,20080.0,19160.0,17540.0,15570.0,14440.0,15010.0,14800.0,14040.0,13280.0,12670.0,12770.0,11710.0,11370.0,10750.0,10130.0,9420.0,9120.0,8950.0,6830.0,6300.0,5640.0,5000.0,4330.0,4000.0,3530.0,3390.0,3240.0,2800.0
KOR,"KOREA, REPUBLIC OF",33360.0,32350.0,31510.0,30500.0,28330.0,28720.0,27790.0,25770.0,24030.0,22920.0,21310.0,20700.0,19070.0,17960.0,16250.0,14520.0,15470.0,14540.0,13450.0,12230.0,11130.0,10330.0,9650.0,8590.0,7080.0,6420.0,5580.0,4840.0,4260.0,3900.0,3470.0,3010.0,2670.0,2340.0
KWT,KUWAIT,,,84800.0,80250.0,84920.0,94260.0,98580.0,95730.0,89370.0,82110.0,73710.0,64650.0,67070.0,69840.0,67910.0,75450.0,74610.0,71280.0,70440.0,,,,,,25990.0,20450.0,21390.0,23160.0,18810.0,20210.0,19550.0,18320.0,21120.0,22410.0
LAO,LAOS ,4550.0,4170.0,3840.0,3570.0,3450.0,3190.0,3000.0,2710.0,2550.0,2300.0,2100.0,2010.0,1890.0,1770.0,1710.0,1580.0,1540.0,1480.0,1390.0,1310.0,1210.0,1150.0,1100.0,1050.0,630.0,540.0,550.0,560.0,540.0,510.0,,,,
LBN,LEBANON,17400.0,17090.0,16360.0,15720.0,14800.0,13800.0,12740.0,11260.0,10820.0,10240.0,8350.0,9590.0,9970.0,9960.0,9780.0,9790.0,9520.0,9730.0,9320.0,8670.0,8040.0,7630.0,7610.0,6100.0,4360.0,,,,,,,,,
LBR,LIBERIA,790.0,730.0,670.0,580.0,540.0,460.0,410.0,340.0,300.0,250.0,260.0,420.0,320.0,360.0,230.0,240.0,190.0,,,,,,,,380.0,530.0,510.0,550.0,590.0,590.0,570.0,650.0,680.0,670.0
LBY,LIBYA,,,,,28080.0,27970.0,27610.0,25480.0,23140.0,20700.0,20190.0,17630.0,,,,,,,,,,,,,,,,,,,,,,
LCA,SAINT LUCIA,10290.0,10180.0,10370.0,9980.0,10010.0,9770.0,9430.0,9440.0,8340.0,8320.0,7690.0,7370.0,7220.0,7460.0,7040.0,6840.0,6490.0,6410.0,6000.0,5800.0,5630.0,5460.0,4990.0,4800.0,4150.0,3710.0,3330.0,3230.0,2810.0,2950.0,2360.0,2190.0,2330.0,2090.0
LKA,SRI LANKA,9470.0,8830.0,8020.0,7330.0,6770.0,6480.0,6140.0,5630.0,5140.0,4750.0,4450.0,4150.0,3940.0,3840.0,3560.0,3420.0,3280.0,3060.0,2930.0,2780.0,2630.0,2430.0,2280.0,2140.0,1330.0,1280.0,1220.0,1180.0,1130.0,1030.0,980.0,930.0,850.0,750.0
LSO,LESOTHO,3160.0,2990.0,2850.0,2600.0,2510.0,2450.0,2340.0,2260.0,2210.0,2240.0,2230.0,2130.0,2090.0,1710.0,1650.0,1600.0,1630.0,1580.0,1500.0,1510.0,1450.0,1460.0,1440.0,1410.0,1070.0,1040.0,1000.0,1000.0,950.0,990.0,920.0,880.0,670.0,600.0
LTU,LITHUANIA,24530.0,23050.0,21490.0,19440.0,18410.0,19980.0,18360.0,16420.0,14440.0,12840.0,11870.0,10520.0,9450.0,8470.0,7830.0,7820.0,7170.0,6600.0,6200.0,5860.0,6310.0,7330.0,9070.0,9320.0,,,,,,,,,,
LUX,LUXEMBURG,57830.0,59450.0,60010.0,55020.0,52500.0,67240.0,65750.0,56020.0,59250.0,53130.0,48090.0,48470.0,43580.0,41890.0,39490.0,35620.0,35200.0,33560.0,32330.0,30700.0,30470.0,29510.0,28860.0,25870.0,26220.0,23480.0,21480.0,19980.0,18300.0,17180.0,15800.0,14400.0,12260.0,10880.0
LVA,LATVIA,22510.0,21020.0,19660.0,18010.0,18130.0,18520.0,17100.0,14950.0,13140.0,11710.0,10780.0,10020.0,9010.0,8040.0,7340.0,6980.0,6490.0,5820.0,5420.0,5280.0,4980.0,5010.0,7100.0,7820.0,8160.0,7490.0,6950.0,6670.0,6280.0,6170.0,5650.0,5200.0,4810.0,4230.0
MAC,MACAU,,112230.0,101840.0,86530.0,70040.0,69020.0,75100.0,59170.0,53580.0,49370.0,39960.0,35900.0,31420.0,32280.0,30930.0,32200.0,33890.0,33880.0,34350.0,33570.0,32110.0,30610.0,27290.0,26110.0,16240.0,15560.0,14590.0,13060.0,12380.0,12470.0,11640.0,10570.0,,
MAR,MOROCCO,7000.0,6670.0,6490.0,6160.0,5950.0,5750.0,5420.0,5180.0,4710.0,4460.0,4170.0,3870.0,3720.0,3420.0,3330.0,3310.0,3060.0,3120.0,2740.0,2900.0,2580.0,2610.0,2660.0,2450.0,1730.0,1690.0,1510.0,1540.0,1410.0,1330.0,1270.0,1270.0,1110.0,1080.0
MDA,"MOLDOVA, REPUBLIC OF",5180.0,4710.0,4520.0,4160.0,3740.0,4090.0,3700.0,3560.0,3300.0,2990.0,2680.0,2340.0,2130.0,1870.0,1800.0,1830.0,1940.0,1890.0,1860.0,1850.0,2640.0,2600.0,3590.0,4150.0,3280.0,,,,,,,,,
MDG,MADAGASCAR,1370.0,1360.0,1350.0,1350.0,1370.0,1460.0,1370.0,1280.0,1220.0,1160.0,1110.0,1020.0,1190.0,1130.0,1090.0,1050.0,1030.0,990.0,970.0,970.0,990.0,970.0,950.0,1030.0,650.0,630.0,610.0,610.0,610.0,590.0,590.0,580.0,570.0,600.0
MDV,MALDIVES,9900.0,9310.0,9310.0,8940.0,8490.0,8740.0,7760.0,7980.0,6590.0,6880.0,6030.0,5280.0,4990.0,,,,,,,,,,,,,,,,,,,,,
MEX,MEXICO,16020.0,16030.0,15650.0,14560.0,13800.0,14030.0,13380.0,12810.0,11750.0,10930.0,10290.0,10060.0,10000.0,9990.0,9400.0,8930.0,8600.0,7970.0,7590.0,8550.0,8180.0,6380.0,6140.0,5790.0,5380.0,5060.0,4580.0,4410.0,4620.0,4410.0,4160.0,4230.0,4230.0,3660.0
MHL,MARSHALL ISLANDS,4630.0,4330.0,4280.0,4160.0,4060.0,4120.0,4170.0,3920.0,3780.0,3510.0,3430.0,3380.0,3320.0,3090.0,2850.0,2810.0,2780.0,2880.0,3300.0,,,,,,,,,,,,,,,
MKD,MACEDONIA,11520.0,11430.0,11170.0,11210.0,10880.0,10360.0,8820.0,8530.0,7540.0,6800.0,6200.0,5810.0,5660.0,5710.0,5360.0,5160.0,4970.0,4870.0,4760.0,4680.0,4610.0,4780.0,5100.0,5220.0,,,,,,,,,,
MLI,MALI,1540.0,1550.0,1590.0,1560.0,1490.0,1480.0,1420.0,1370.0,1270.0,1190.0,1180.0,1070.0,1050.0,990.0,960.0,910.0,870.0,830.0,810.0,770.0,770.0,790.0,730.0,710.0,,450.0,440.0,430.0,390.0,440.0,410.0,380.0,390.0,380.0
MLT,MALTA,27020.0,26410.0,26760.0,26060.0,24420.0,25140.0,22680.0,21470.0,20070.0,19700.0,19620.0,19450.0,18440.0,18570.0,17200.0,15990.0,15600.0,14700.0,15570.0,14560.0,13870.0,13210.0,12620.0,11760.0,10540.0,9420.0,8540.0,8010.0,7870.0,7690.0,7240.0,7300.0,6760.0,5940.0
MNE,MONTENEGRO,14410.0,13810.0,14180.0,13230.0,13130.0,14090.0,12590.0,10670.0,8480.0,8210.0,7720.0,7380.0,7100.0,6880.0,,,,,,,,,,,,,,,,,,,,
MNG,MONGOLIA,8810.0,7670.0,6770.0,5770.0,5730.0,5910.0,5450.0,4930.0,4430.0,4110.0,3650.0,3390.0,3230.0,3090.0,3020.0,2920.0,2790.0,2660.0,2550.0,2360.0,2250.0,2320.0,2580.0,2740.0,1650.0,1680.0,1600.0,1550.0,1400.0,1320.0,1240.0,1160.0,1040.0,
MOZ,MOZAMBIQUE,1100.0,1040.0,960.0,880.0,840.0,780.0,740.0,670.0,650.0,600.0,560.0,530.0,480.0,440.0,440.0,410.0,370.0,340.0,310.0,300.0,290.0,270.0,300.0,280.0,250.0,240.0,210.0,180.0,190.0,180.0,190.0,220.0,230.0,210.0
MRT,MAURITANIA,2850.0,2740.0,2610.0,2560.0,2490.0,2610.0,2590.0,2470.0,2350.0,2250.0,2140.0,2180.0,1910.0,1960.0,1960.0,1860.0,1830.0,1930.0,1720.0,1580.0,1640.0,1570.0,2620.0,2520.0,1190.0,1110.0,1070.0,1040.0,1000.0,1000.0,990.0,970.0,950.0,890.0
MUS,MAURITIUS,17730.0,17010.0,16220.0,15470.0,14470.0,14150.0,13400.0,12150.0,11340.0,10900.0,10070.0,9670.0,9390.0,8940.0,8100.0,7880.0,7440.0,6970.0,6580.0,6220.0,5980.0,5640.0,5240.0,4860.0,3960.0,3640.0,3320.0,2940.0,2630.0,2400.0,2240.0,2150.0,1950.0,1740.0
MWI,MALAWI,750.0,730.0,730.0,710.0,680.0,640.0,600.0,550.0,530.0,520.0,490.0,470.0,470.0,490.0,480.0,480.0,470.0,460.0,420.0,350.0,390.0,350.0,380.0,340.0,380.0,370.0,370.0,370.0,390.0,370.0,350.0,330.0,310.0,300.0
MYS,MALAYSIA,22530.0,21460.0,20580.0,19330.0,18330.0,18600.0,17890.0,16560.0,15260.0,14190.0,13150.0,12270.0,11610.0,11430.0,10640.0,10280.0,11270.0,10660.0,9760.0,8920.0,8200.0,7440.0,6880.0,6290.0,4260.0,3880.0,3490.0,3290.0,3260.0,3300.0,3050.0,2890.0,2660.0,2330.0
NAM,NAMIBIA,9490.0,8890.0,8440.0,7890.0,7670.0,7720.0,7490.0,7020.0,6380.0,6270.0,5680.0,5220.0,4920.0,4880.0,4650.0,4680.0,4590.0,4470.0,4480.0,4240.0,4220.0,4260.0,4120.0,3750.0,2650.0,2440.0,2630.0,2290.0,2100.0,2440.0,2490.0,2400.0,2380.0,1970.0
NER,NIGER,890.0,890.0,820.0,820.0,780.0,810.0,750.0,740.0,700.0,670.0,670.0,650.0,650.0,610.0,630.0,640.0,600.0,590.0,580.0,570.0,560.0,560.0,600.0,580.0,520.0,490.0,460.0,460.0,430.0,390.0,480.0,490.0,470.0,450.0
NGA,NIGERIA,5360.0,5130.0,4930.0,4740.0,4310.0,4170.0,3960.0,3870.0,3240.0,3140.0,2340.0,2160.0,2120.0,1950.0,1200.0,1960.0,1990.0,1950.0,1840.0,1750.0,1710.0,1770.0,1790.0,1780.0,870.0,860.0,710.0,740.0,750.0,690.0,720.0,750.0,730.0,770.0
NIC,NICARAGUA,4510.0,4310.0,4110.0,3860.0,3720.0,3870.0,3720.0,3460.0,3310.0,3090.0,2880.0,2780.0,2740.0,2660.0,2530.0,2370.0,2260.0,2140.0,1990.0,1810.0,1510.0,1460.0,1560.0,1950.0,1370.0,1500.0,1950.0,1920.0,1860.0,1930.0,1930.0,1820.0,1760.0,1600.0
NLD,NETHERLANDS,46260.0,46620.0,46420.0,45030.0,44120.0,44890.0,43610.0,41010.0,36990.0,35910.0,34080.0,33860.0,32550.0,32190.0,29230.0,27150.0,26020.0,24360.0,23430.0,22190.0,21090.0,20340.0,19780.0,18760.0,16480.0,15270.0,14420.0,13670.0,13060.0,12580.0,11770.0,11080.0,10620.0,9930.0
NOR,NORWAY,65450.0,66490.0,62470.0,58410.0,55400.0,61060.0,55640.0,53910.0,48160.0,42570.0,38570.0,37170.0,37140.0,35660.0,29550.0,27090.0,27650.0,25760.0,23320.0,21940.0,20440.0,19570.0,18390.0,17400.0,16470.0,15810.0,15560.0,14900.0,14030.0,12840.0,11690.0,10830.0,10250.0,9260.0
NPL,NEPAL,2260.0,2170.0,2060.0,1970.0,1890.0,1810.0,1690.0,1610.0,1520.0,1440.0,1360.0,1310.0,1320.0,1250.0,1180.0,1140.0,1120.0,1070.0,1030.0,1000.0,930.0,900.0,860.0,810.0,510.0,480.0,440.0,430.0,410.0,390.0,350.0,350.0,330.0,280.0
NZL,NEW ZEALAND,,30970.0,30380.0,29090.0,28870.0,27080.0,26770.0,25500.0,23810.0,23410.0,22600.0,21920.0,21170.0,20090.0,19140.0,18190.0,17710.0,16780.0,16510.0,15680.0,14550.0,13740.0,13350.0,14070.0,13670.0,13150.0,12480.0,12220.0,11600.0,11300.0,10610.0,10190.0,9340.0,8310.0
OMN,OMAN,,52780.0,39440.0,41420.0,39440.0,39840.0,37330.0,35300.0,35450.0,34980.0,34320.0,34920.0,36460.0,34770.0,32390.0,31980.0,31040.0,28870.0,27870.0,26460.0,25780.0,24670.0,23580.0,22170.0,10660.0,9420.0,9150.0,9570.0,9350.0,8400.0,7310.0,6370.0,5620.0,4590.0
PAK,PAKISTAN,4840.0,4640.0,4450.0,4290.0,4200.0,4100.0,4020.0,3810.0,3550.0,3260.0,3030.0,2820.0,2690.0,2630.0,2540.0,2470.0,2450.0,2460.0,2390.0,2280.0,2220.0,2190.0,2070.0,2000.0,1160.0,1110.0,1050.0,950.0,960.0,910.0,870.0,790.0,730.0,640.0
PAN,PANAMA,19300.0,16630.0,15290.0,15340.0,14630.0,14240.0,13140.0,11710.0,9210.0,8470.0,7960.0,7930.0,7550.0,7470.0,7200.0,7060.0,6700.0,6360.0,6120.0,6120.0,5880.0,5450.0,4990.0,4590.0,3670.0,3680.0,4390.0,3980.0,4030.0,3690.0,3700.0,3620.0,3130.0,2740.0
PER,PERU,11160.0,10390.0,9610.0,8980.0,8330.0,8240.0,7410.0,6690.0,6230.0,5820.0,5570.0,5360.0,5100.0,5000.0,4860.0,4790.0,4790.0,4490.0,4310.0,4010.0,3550.0,3390.0,3390.0,3420.0,2870.0,3310.0,3850.0,3530.0,3160.0,3040.0,2870.0,3270.0,3180.0,2760.0
PHL,PHILIPPINES,7840.0,7310.0,6850.0,7330.0,6810.0,6480.0,6140.0,5730.0,5390.0,4960.0,4590.0,4240.0,4090.0,3940.0,3660.0,3600.0,3380.0,3180.0,2990.0,2850.0,2710.0,2640.0,2590.0,2550.0,1700.0,1580.0,1470.0,1390.0,1350.0,1450.0,1580.0,1530.0,1450.0,1320.0
PLW,PALAU,14540.0,14300.0,13370.0,12690.0,12190.0,13370.0,13740.0,13150.0,12950.0,12540.0,11370.0,11440.0,10940.0,10450.0,11360.0,11600.0,11870.0,11690.0,10610.0,9320.0,9140.0,10070.0,10820.0,,,,,,,,,,,
PNG,PAPUA NEW GUINEA,2510.0,2460.0,2180.0,2020.0,1930.0,1890.0,1770.0,1490.0,1510.0,1370.0,1300.0,1340.0,1350.0,1380.0,1390.0,1400.0,1480.0,1520.0,1470.0,1500.0,1400.0,1180.0,1110.0,1000.0,1190.0,1200.0,1140.0,1130.0,1070.0,1030.0,1000.0,960.0,940.0,900.0
POL,POLAND,22830.0,22060.0,21250.0,19910.0,18530.0,17930.0,16400.0,14920.0,13720.0,12840.0,12070.0,11700.0,11100.0,10700.0,9990.0,9450.0,8850.0,8120.0,7430.0,6860.0,6190.0,5800.0,5610.0,,,,,,,,,,,
PRI,PUERTO RICO,23840.0,23170.0,22350.0,22060.0,22490.0,23060.0,23170.0,22710.0,21830.0,20730.0,19650.0,18890.0,18690.0,17280.0,16460.0,15670.0,15100.0,14490.0,13940.0,13320.0,12840.0,12240.0,11950.0,11550.0,,,,,,,,,,
PRT,PORTUGAL,27190.0,26410.0,26370.0,25990.0,25260.0,25080.0,24420.0,23130.0,21730.0,20000.0,19570.0,18990.0,18210.0,17510.0,16720.0,15730.0,15000.0,14250.0,13800.0,12940.0,12640.0,12610.0,12130.0,11190.0,10040.0,9030.0,8050.0,7270.0,6690.0,6290.0,6260.0,6040.0,5700.0,5260.0
PRY,PARAGUAY,7670.0,6700.0,6820.0,6380.0,5640.0,6030.0,5590.0,4970.0,4510.0,4350.0,4070.0,4280.0,4180.0,4130.0,4470.0,4570.0,4620.0,4620.0,4330.0,,,,,,,,,,,,,,,
PSE,STATE OF PALESTINE,,5300.0,4670.0,4350.0,4350.0,3770.0,4160.0,4180.0,4300.0,3780.0,3500.0,3220.0,3360.0,3720.0,4370.0,3740.0,2920.0,2390.0,2310.0,2190.0,,,,,,,,,,,,,,
QAT,QATAR,128530.0,125710.0,123280.0,113520.0,108330.0,115080.0,113820.0,111830.0,93350.0,102260.0,,,,,,,78240.0,61130.0,58820.0,56950.0,,,,,,,,,,,,,,
ROU,ROMANIA,18390.0,17720.0,17070.0,16000.0,15280.0,15280.0,12740.0,10970.0,9250.0,8500.0,7650.0,6990.0,6440.0,5660.0,5280.0,5280.0,5450.0,5680.0,5340.0,4890.0,4590.0,4420.0,4720.0,5170.0,5310.0,,,,,,,,,
RUS,RUSSIA,24280.0,23270.0,21860.0,19930.0,18870.0,19710.0,16360.0,14540.0,11570.0,10030.0,8970.0,7870.0,7270.0,6650.0,5680.0,5220.0,5580.0,5440.0,5570.0,5710.0,6350.0,6790.0,7820.0,8000.0,7990.0,,,,,,,,,
RWA,RWANDA,1450.0,1410.0,1310.0,1230.0,1160.0,1120.0,1020.0,940.0,860.0,790.0,730.0,720.0,640.0,600.0,580.0,580.0,590.0,550.0,510.0,360.0,670.0,660.0,570.0,550.0,500.0,490.0,480.0,490.0,480.0,460.0,480.0,460.0,440.0,390.0
SAU,SAUDI ARABIA,53640.0,52820.0,49940.0,45850.0,43170.0,42650.0,39170.0,37030.0,34810.0,32150.0,29550.0,28320.0,29050.0,29450.0,28630.0,28960.0,28130.0,27220.0,26360.0,26070.0,26460.0,26850.0,26160.0,24360.0,14040.0,14170.0,13210.0,14040.0,13460.0,14170.0,15130.0,16120.0,17450.0,16170.0
SDN,SUDAN,3230.0,3470.0,3380.0,3000.0,2960.0,2950.0,2880.0,2610.0,2340.0,2160.0,2080.0,1980.0,1880.0,1790.0,1720.0,1710.0,1670.0,1510.0,1400.0,1330.0,1290.0,1210.0,1120.0,1110.0,710.0,660.0,660.0,570.0,550.0,580.0,620.0,610.0,550.0,500.0
SEN,SENEGAL,2210.0,2180.0,2140.0,2120.0,2050.0,2070.0,2000.0,1910.0,1840.0,1750.0,1650.0,1550.0,1560.0,1490.0,1450.0,1390.0,1320.0,1290.0,1250.0,1190.0,1210.0,1210.0,1190.0,1160.0,990.0,940.0,950.0,900.0,870.0,840.0,810.0,850.0,770.0,690.0
SGP,SINGAPORE,76860.0,74150.0,73520.0,69960.0,58550.0,60310.0,62180.0,57630.0,51310.0,47130.0,44030.0,41010.0,39820.0,40560.0,37710.0,35440.0,37270.0,34070.0,32880.0,30840.0,27460.0,25210.0,23350.0,21910.0,16480.0,14720.0,12970.0,11860.0,11540.0,11120.0,9820.0,8610.0,7850.0,6850.0
SLB,SOLOMON ISLANDS,1810.0,1830.0,1540.0,1310.0,1190.0,1480.0,1520.0,1530.0,1420.0,1340.0,1260.0,1190.0,1250.0,1360.0,1570.0,1600.0,1600.0,1000.0,1020.0,960.0,880.0,940.0,880.0,790.0,,,,,,,,,,
SLE,SIERRA LEONE,1690.0,1430.0,1450.0,1330.0,1370.0,1330.0,1230.0,1070.0,1010.0,970.0,930.0,870.0,710.0,770.0,720.0,730.0,740.0,760.0,710.0,700.0,750.0,670.0,840.0,770.0,640.0,620.0,670.0,600.0,630.0,670.0,630.0,640.0,590.0,530.0
SLV,EL SALVADOR,7490.0,7300.0,7150.0,6910.0,6760.0,7020.0,6810.0,6410.0,5970.0,5610.0,5380.0,5200.0,5050.0,4870.0,4670.0,4520.0,4330.0,4140.0,4040.0,3750.0,3490.0,3240.0,2970.0,2820.0,,,,,,,,,,
SRB,SERBIA,12480.0,12440.0,12290.0,11540.0,11610.0,11560.0,10240.0,9760.0,8750.0,8040.0,7170.0,6730.0,6220.0,5780.0,5190.0,5830.0,5630.0,,,,,,,,,,,,,,,,,
SSD,SOUTH SUDAN,1860.0,1760.0,2250.0,2640.0,2670.0,2560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,SAO TOME AND PRINCIPE,2950.0,2860.0,2800.0,2680.0,2610.0,2570.0,2450.0,2390.0,2020.0,1960.0,1880.0,1730.0,1700.0,,,,,,,,,,,,,,,,,,,,,
SUR,SURINAME,15960.0,15350.0,14670.0,13910.0,13310.0,12960.0,12300.0,11430.0,10640.0,9780.0,8870.0,8300.0,7410.0,7840.0,7230.0,7780.0,7690.0,7330.0,7160.0,6960.0,,7100.0,7010.0,6720.0,3740.0,3320.0,3000.0,3460.0,3560.0,3570.0,3550.0,3610.0,3510.0,3080.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),25970.0,25190.0,24580.0,23860.0,23030.0,23330.0,20820.0,18300.0,16140.0,14440.0,13250.0,13120.0,12240.0,11100.0,10500.0,10510.0,9970.0,9280.0,8520.0,7640.0,7070.0,6450.0,6770.0,7700.0,7610.0,7310.0,6920.0,6630.0,6270.0,5910.0,,,,
SVN,SLOVENIA,28650.0,28240.0,28250.0,27300.0,27140.0,28880.0,27180.0,25680.0,23770.0,22490.0,20800.0,20030.0,18850.0,17920.0,17070.0,16010.0,15150.0,14170.0,13380.0,12070.0,11030.0,10440.0,,,,,,,,,,,,
SWE,SWEDEN,46170.0,45240.0,44960.0,42880.0,40690.0,43580.0,42010.0,38480.0,34800.0,34460.0,32600.0,30860.0,29820.0,29390.0,27130.0,25390.0,24220.0,23280.0,22410.0,21120.0,19710.0,19890.0,20040.0,19890.0,18400.0,17400.0,16480.0,15470.0,14660.0,13940.0,12890.0,12210.0,11530.0,10630.0
SWZ,SWAZILAND,6060.0,6020.0,5970.0,6230.0,6140.0,6260.0,6190.0,5860.0,5930.0,5300.0,4920.0,4870.0,5090.0,4720.0,4760.0,4550.0,4680.0,4570.0,4270.0,3850.0,3930.0,3900.0,3770.0,3660.0,,,,,,,,,,
SYC,SEYCHELLES,23730.0,22210.0,21340.0,18870.0,17970.0,17800.0,18400.0,16720.0,15070.0,13550.0,13190.0,13060.0,14110.0,13790.0,13560.0,13460.0,12690.0,11180.0,10530.0,10930.0,10800.0,10100.0,9260.0,8750.0,8770.0,7520.0,6990.0,6630.0,6520.0,5760.0,5390.0,5300.0,5210.0,4920.0
SYR,SYRIAN ARAB REPUBLIC,,5200.0,,4840.0,4790.0,4630.0,4530.0,4280.0,4080.0,3820.0,3520.0,3470.0,3300.0,3110.0,3050.0,3220.0,3020.0,3140.0,3090.0,2940.0,2640.0,2520.0,2230.0,2060.0,1880.0,2120.0,1870.0,1900.0,2030.0,1920.0,1990.0,1950.0,1880.0,1630.0
TCD,CHAD,2010.0,1990.0,1850.0,1850.0,1640.0,1410.0,1420.0,1350.0,1360.0,1160.0,860.0,890.0,860.0,780.0,810.0,830.0,790.0,760.0,760.0,760.0,680.0,840.0,780.0,710.0,620.0,590.0,510.0,520.0,550.0,450.0,440.0,370.0,340.0,310.0
TGO,TOGO,1180.0,1140.0,1080.0,1060.0,1050.0,1030.0,1140.0,1110.0,1060.0,1040.0,1020.0,980.0,990.0,1010.0,1020.0,1020.0,1050.0,930.0,840.0,770.0,690.0,820.0,860.0,860.0,650.0,620.0,570.0,570.0,560.0,530.0,500.0,540.0,550.0,540.0
