Country code,Country name,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
MWI,MALAWI,,6.80010612708826E9,6.29540435494825E9,5.61072457565458E9,5.91526594420886E9,4.91448771812416E9,5.10106869086968E9,5.22363445232229E9,5.02577789752679E9,4.75230118284632E9,,,,,,,,,,,,,,,,,,,,,,,
MYS,MALAYSIA,1.79787894301343E11,1.66924212263982E11,1.55815765143731E11,1.462312649119E11,1.45426250137198E11,1.3376252255543E11,1.21114047170531E11,1.13604517453754E11,1.04120400505497E11,9.47849571902307E10,8.76717381419069E10,8.44035449587738E10,8.19233745653367E10,7.24803246509723E10,7.04650969767791E10,7.85002382725781E10,7.52566292757402E10,7.04221432838385E10,6.30699122247898E10,5.7656462666398E10,5.42633883291184E10,5.18504414061591E10,4.75494003105645E10,4.2497587913693E10,3.75016103917621E10,3.35553383704805E10,3.28781597495397E10,3.65351769300077E10,3.64102354460362E10,3.4203781505654E10,3.31480312438258E10,3.2092284500485E10,3.05417680732221E10
NAM,NAMIBIA,8.18279688117734E9,7.88323398957354E9,7.68900791948047E9,7.27791965041772E9,6.63582160183741E9,6.08871445122145E9,5.73785445363397E9,5.27947284388258E9,5.2378385354131E9,5.14022022963271E9,4.74590694893388E9,4.81644274337975E9,4.41869362169072E9,4.17602575524964E9,4.12070491979659E9,3.97519717612596E9,3.69905787983094E9,3.3420292947222E9,3.23743107642862E9,3.08123107044356E9,3.00607909311566E9,3.112259981237E9,2.71698154898701E9,3.2880384262782E9,3.19345713097685E9,3.41028028907335E9,2.87580674298361E9,2.66522951948249E9,3.09441445382166E9,2.98734128932955E9,3.13189006139389E9,3.0712152681817E9,2.24764417796331E9
NER,NIGER,,,,,,,,5.01836777036485E9,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,NETHERLANDS,,2.7543549781686E11,2.78208873687054E11,2.77249578265075E11,2.82903040620063E11,2.79269379176489E11,2.7445750053459E11,2.75404694752851E11,2.72669822712668E11,2.70016358770222E11,2.70542211077224E11,2.68125270661986E11,2.63413501978114E11,2.53870052682623E11,2.41047177179657E11,2.29113190095221E11,2.21301313040779E11,2.1192288015962E11,2.06415732358672E11,2.02469639837297E11,2.00903084010579E11,1.99569751382783E11,1.94302427437329E11,1.86655566797219E11,1.80861290435335E11,1.78081575712901E11,1.74561764997668E11,1.70460408325202E11,1.68252395978639E11,1.67195947673322E11,1.65152147243749E11,1.67616263680017E11,1.71711350637857E11
NOR,NORWAY,,1.02233848300712E11,9.9776630140951E10,9.62525937817231E10,9.60859992554602E10,9.43569933654063E10,8.95415939145645E10,8.53029385813307E10,8.16971380374339E10,7.74473423340389E10,7.50334591921524E10,7.27512163875828E10,7.13379224555815E10,6.84168969582864E10,6.59359671849714E10,6.41415499471824E10,6.22055784646854E10,5.83789124169518E10,5.62310694909317E10,5.43128817186002E10,5.31177959544339E10,5.19995685238564E10,5.10381239173814E10,5.08091842003086E10,5.11881611962487E10,5.23491104133158E10,5.28087273363856E10,5.01984057408322E10,4.57942801388747E10,4.43234446619127E10,4.34868948475194E10,4.30215544315228E10,4.29826142385742E10
NPL,NEPAL,2.34856845484214E10,2.28978640440768E10,2.13802167686082E10,2.01621680452446E10,1.90685536495949E10,1.88319911994694E10,1.82918461739394E10,1.73623292712941E10,1.65583533695014E10,1.64416657537583E10,1.59780139755744E10,1.5448670079878E10,,,,,,,,,,,,,,,,,,,,,
NZL,NEW ZEALAND,,6.47376601551117E10,6.3416325958278E10,6.24312168598286E10,6.21884977514789E10,6.33606670647272E10,6.1302296924541E10,5.97444397376594E10,5.72100223351193E10,5.47821867871465E10,5.15414792445288E10,4.92304645947868E10,4.79064808587553E10,4.720507410443E10,4.57523140718479E10,4.44099776474793E10,4.34821992886209E10,4.16262292405327E10,4.00111297928408E10,3.77658285102815E10,3.6327050650041E10,3.61397387322398E10,3.66541521704987E10,3.64615571523976E10,3.60282499726525E10,3.51129860799307E10,3.41781751378382E10,3.28213379803929E10,3.23935491470455E10,3.11798885619756E10,3.02466062708451E10,3.06824016975097E10,3.00670085331932E10
OMN,OMAN,,,,,,,,1.27209059485325E10,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,PAKISTAN,3.17343132928795E11,2.84433955659156E11,2.74242507993885E11,2.789526276177E11,2.50790685758455E11,2.55435224510873E11,2.43934856594663E11,2.41479504559377E11,2.13930407358408E11,1.94235423726319E11,1.93432783329188E11,1.90759354667683E11,1.89724559696216E11,1.88956176020267E11,1.7588923964493E11,1.7318536774359E11,1.66210327223237E11,1.55159064636411E11,1.4492694539393E11,1.40070201469934E11,1.37124301584499E11,1.21333998652568E11,1.22963457572842E11,1.17666796522741E11,1.16710454944251E11,1.0593322100203E11,1.02328548898489E11,,,,,,
PAN,PANAMA,2.96542996004542E10,2.19312893410896E10,1.85590428621305E10,1.6148796711641E10,1.61840267556076E10,1.65268232764368E10,1.63836090511955E10,1.56981798702069E10,1.44298982874069E10,1.38314791219824E10,1.27205529402113E10,1.18959568925208E10,1.1533988673347E10,1.1549227715621E10,1.14976116046931E10,9.70071550172353E9,8.94045115292289E9,8.07443128526065E9,8.50665179082099E9,8.4138167775203E9,7.76605399958723E9,6.90049380698424E9,6.06208634982661E9,6.76225433923703E9,5.58995074846946E9,6.38731134384855E9,6.31561745061731E9,5.99174780718357E9,5.74149035417695E9,4.95474981786365E9,4.65448617845364E9,5.19687768424093E9,4.1478686291853E9
PER,PERU,1.60835477268168E11,1.51388384742405E11,1.42339451291407E11,1.34306567346215E11,1.31221755928226E11,1.20697231708183E11,1.11402282150154E11,1.04660104661228E11,1.0003621578399E11,9.6030676507928E10,9.31215502031878E10,8.8989349460428E10,8.77133633162712E10,8.46220986384815E10,8.49660247283738E10,8.57434197954677E10,8.20497756939612E10,7.95954865554395E10,7.25561945735602E10,6.60734930389326E10,6.3888850095149E10,6.40943917228362E10,6.19636780180002E10,6.72998295361916E10,7.58045541996438E10,8.24654380333691E10,7.68050104759433E10,6.99985455159525E10,6.73508419378942E10,6.33203405730325E10,6.76059760545934E10,6.74768921227092E10,6.51377786207075E10
PHL,PHILIPPINES,2.37887889460365E11,2.23774907528764E11,2.10507680424747E11,2.03683252770842E11,1.99039341565834E11,1.91974918863317E11,1.83515460948118E11,1.76148617043723E11,1.68685056664868E11,1.59180854143001E11,1.5089034978481E11,1.43556688470668E11,1.37923005263696E11,1.31109128221283E11,1.26032218085994E11,1.21832710864375E11,1.16041920127969E11,1.10913600409523E11,1.0684032053317E11,1.03009525345467E11,9.99686747712236E10,9.68137032825728E10,9.46744257357284E10,8.98402210728236E10,8.55572150854372E10,8.05408798524242E10,7.74126137259592E10,7.49231398629828E10,7.58017462789014E10,7.56000317765229E10,7.51430140116474E10,7.26311076444344E10,7.07521183610295E10
PNG,PAPUA NEW GUINEA,,,,,,,,5.17075150319932E9,,,,,,,,,,,,,,,,,,,,,,,,,
POL,POLAND,,,3.58294898874114E11,3.47237815412902E11,3.40369140153659E11,3.21854919533405E11,3.06733735718108E11,2.92165755708282E11,2.86325440715915E11,2.73568966404837E11,2.67962507581459E11,2.59030731147738E11,2.53349003880363E11,2.45671983994525E11,2.3232479804546E11,2.21126327176045E11,2.06178735817373E11,1.89370182833792E11,1.84172262099264E11,1.75803719036384E11,1.66596651478356E11,1.61979619971124E11,1.51620216891445E11,,,,,,,,,,
PRT,PORTUGAL,,1.3763313122129E11,1.43102329178047E11,1.39608937266573E11,1.4296352984473E11,1.41101492785399E11,1.37624955524126E11,1.35165824029483E11,1.32956195877396E11,1.29501079367932E11,1.29801101076723E11,1.28105734728839E11,1.2652248132952E11,1.218785425649E11,1.15511253867069E11,1.09960269651554E11,1.06082392479885E11,1.02759871924023E11,1.02156785061289E11,1.01166822354971E11,1.0004531835455E11,9.54418948903273E10,9.16376810539526E10,8.60670470366305E10,8.36470438754965E10,7.83203532773627E10,7.4373326408723E10,7.04186684256533E10,7.00238955593479E10,7.22201605973938E10,7.3169147421671E10,7.15387947173951E10,6.96401507740088E10
PRY,PARAGUAY,2.25476758535457E10,2.23349525552945E10,2.05750165579968E10,1.80945217290337E10,1.8464738960778E10,1.71737620871714E10,1.62756008075162E10,1.58380953289847E10,1.5491984223655E10,1.47319847147702E10,1.35461243880499E10,1.41476115285953E10,1.34070173262617E10,1.34289842372904E10,1.38002355425212E10,1.39572664987599E10,1.36271005091235E10,1.38610630026205E10,1.36086687588375E10,1.2878773284574E10,1.24203078105016E10,1.18829164688181E10,,,,,,,,,,,
QAT,QATAR,,,,,,,,8.44722750425135E9,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,ROMANIA,1.68344096352586E11,1.18749776755737E11,1.19684849708729E11,1.18024276852096E11,1.53795558184315E11,1.41877821203242E11,1.28629031009286E11,1.30450331901776E11,1.21416627030991E11,1.09224116583651E11,1.01793208559487E11,9.88075161436593E10,8.90327234880115E10,8.89427934547675E10,8.99320525306888E10,8.9458228344678E10,9.28697701400192E10,8.59519140560714E10,7.61093461002816E10,7.43426185838233E10,7.36424428870871E10,7.82576231001287E10,9.28388587845464E10,,,,,,,,,,
RUS,RUSSIA,1.54992463971156E12,1.21330697932181E12,1.13678738581771E12,1.08103535217433E12,1.13940014346152E12,1.03116809172074E12,9.03041902445096E11,8.05946195952587E11,7.21255723653182E11,6.43671431309464E11,5.98510897794508E11,5.5247263992297E11,5.05369884214942E11,4.71607194177209E11,4.85509584727121E11,5.0212284889435E11,4.78867465101642E11,5.02859045612471E11,5.17344697132171E11,5.1121017503179E11,5.05148394300188E11,5.20771540515657E11,5.45882117940941E11,,,,,,,,,,
RWA,RWANDA,9.3430266014155E9,8.93410898395024E9,8.469214384681E9,7.83318499199998E9,6.88243291306918E9,6.53710667830708E9,6.05125263127011E9,5.28800860686927E9,4.85875139334021E9,4.57522150050665E9,4.92611175607861E9,4.35024669423655E9,4.21671771088212E9,3.72591656998555E9,3.69076092890416E9,3.24404000941779E9,2.95285857088894E9,2.73842671095567E9,2.69530863285911E9,3.4368173095272E9,3.61221255764617E9,3.56774709078094E9,3.2072467712471E9,3.24609206859374E9,3.22743740695607E9,2.9223718872385E9,3.07794329942672E9,2.73385017413941E9,2.79709584423307E9,3.23091190693865E9,2.81563451635752E9,2.89599614485251E9,2.84860310267401E9
SAU,SAUDI ARABIA,,,,,,1.29045017360768E11,1.18867128708526E11,1.07823518039394E11,9.91234573114702E10,9.41080273846456E10,9.28557121630646E10,9.12068653631934E10,9.05001646499578E10,8.64404721327182E10,8.48767855535791E10,8.8178190535824E10,,,,,,,,,,,,,,,,,
SDN,SUDAN,,,,,4.28633795387068E10,4.31294501318769E10,4.20303763838703E10,3.78006483326729E10,3.56218677921853E10,3.13668540867461E10,3.15284013221786E10,3.09145218275346E10,2.81176475166962E10,2.92829026669074E10,2.81771402200843E10,2.70025859935997E10,2.55517763907636E10,2.46787019543819E10,2.46041792558514E10,2.37961369155693E10,2.23454370654682E10,2.10952750811083E10,1.98413367343415E10,1.87593053202467E10,1.80469245074217E10,1.71457644617224E10,1.73084645670605E10,1.94486355493785E10,2.10771508746816E10,2.13980082695935E10,2.04492327845864E10,1.82949285976683E10,1.65869981227068E10
SEN,SENEGAL,,1.48725147057132E10,1.41962093695751E10,1.39965169751998E10,1.51396126835807E10,1.37028921700093E10,1.28011551167272E10,1.16664455740397E10,1.11640627502772E10,1.07037993770634E10,1.04108640735589E10,9.97887138682215E9,9.50131392747066E9,9.1934472748406E9,8.82047219902453E9,8.18545356589088E9,8.08382405687808E9,7.87520975263006E9,7.63618483736895E9,7.9912182229411E9,7.59610040562473E9,7.40072680645897E9,7.24011903386833E9,7.26124079922146E9,7.03760381385421E9,6.81910199457865E9,6.57607393652926E9,5.92979276484723E9,5.8922543437758E9,5.64126713337795E9,5.71468773671892E9,5.16421190932353E9,5.25833068286773E9
SGP,SINGAPORE,7.39538415129942E10,7.23788184486364E10,6.92212754554863E10,6.52015930523784E10,6.55171428917543E10,6.36633727770623E10,5.96532318377801E10,5.70981641319049E10,5.51285333850447E10,5.19559966630258E10,5.11436091715873E10,4.87582432151821E10,4.60689134826179E10,4.04578512200226E10,3.68171012374179E10,3.80574915347486E10,3.60135736766746E10,3.39158147012989E10,3.30223247673425E10,3.08543678795354E10,2.76804680912558E10,2.61722352736773E10,2.46933083807061E10,2.29431313018352E10,2.12093110180938E10,1.89527548233345E10,1.71869024824643E10,1.64965094213676E10,1.64808341593684E10,1.56064271530633E10,1.47790459327559E10,1.42201887658267E10,1.35611462287285E10
SLB,SOLOMON ISLANDS,,,,,,,,5.88651749461366E8,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,SIERRA LEONE,,4.78454026632696E9,3.99962968675094E9,3.89747977793537E9,3.6670517040484E9,3.37816904152716E9,3.081765748915E9,3.0458883623216E9,2.98673198431679E9,2.87304083030739E9,2.68114737276685E9,2.17818513874072E9,1.69178769401998E9,1.66291827237948E9,1.7705636085062E9,1.82782176602041E9,2.19789325517895E9,2.08580864461779E9,1.68958219461943E9,2.07331081468136E9,1.96083034525343E9,2.17603619060686E9,2.18395336794216E9,2.60135817568507E9,2.4026620186905E9,2.7963931597825E9,2.48618074342356E9,2.54695480547404E9,2.73835319366258E9,2.79841746306978E9,3.02001740237695E9,3.07139132897894E9,3.1595265998121E9
SLV,EL SALVADOR,3.10985558501489E10,3.06271455906358E10,3.0240383754882E10,2.94183377651525E10,3.27851491302401E10,3.2197922826504E10,3.02881977180933E10,2.88566122417958E10,2.74363604456669E10,2.66309607986851E10,2.60947360557078E10,2.56822660110373E10,2.49036184645666E10,2.39645354502671E10,2.31080139340203E10,2.25701900423248E10,2.19066243377439E10,2.15769130417204E10,1.97371007087577E10,1.82831554473249E10,1.68674240746185E10,1.55755150218463E10,1.51154104811199E10,1.18955569379507E10,1.16731275011049E10,1.15163591087982E10,1.14630003239775E10,1.15427817666962E10,1.13073504924459E10,1.09940465822602E10,1.08565246887497E10,1.19557664303167E10,1.34113718998908E10
SRB,SERBIA,4.16214204840221E10,4.16301723460852E10,4.08497888602801E10,4.24626331639637E10,4.34425228292561E10,4.12310138191997E10,4.11023427916884E10,3.93202575295849E10,3.98883609559033E10,3.94501517553446E10,4.25360057798146E10,3.9052282302282E10,3.62994616814255E10,3.45585473116381E10,,,,,,,,,,,,,,,,,,,
SUR,SURINAME,,,,,,,,1.77729564020452E9,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,SLOVAKIA (SLOVAK REPUBLIC),,,5.48733869044801E10,5.52664629813921E10,5.51678503060302E10,5.20198010720624E10,4.87164225114395E10,4.59937246296366E10,4.32043274335909E10,4.13063166347418E10,4.05973122399779E10,3.84260205654802E10,3.64380781616834E10,3.56336160739628E10,3.55607739570432E10,3.3369086879312E10,3.19251668121833E10,2.92182850728691E10,2.77258417376845E10,2.74785424442644E10,2.53511878160125E10,,,,,,,,,,,,
SVN,SLOVENIA,,,2.64965789547286E10,2.66737765582678E10,2.67145243440541E10,2.57619551698115E10,2.42773840011607E10,2.36159736580448E10,2.31362128432504E10,2.24611243800007E10,2.17192819590357E10,2.11736492974004E10,2.06675640585679E10,2.0508856912741E10,1.92186043477141E10,1.87039708425163E10,1.8181248921974E10,1.76149007056554E10,1.61297734007333E10,1.54985165218469E10,1.35867242839857E10,1.41045244929417E10,1.58743810611202E10,,,,,,,,,,
SWE,SWEDEN,,1.57081491788441E11,1.53804745124779E11,1.47935400824218E11,1.48256115217208E11,1.4822902433281E11,1.42980686459221E11,1.39210885699513E11,1.35439730395586E11,1.31678890466872E11,1.28716085475101E11,1.25434337417397E11,1.24547840323323E11,1.17925369436494E11,1.13254484183422E11,1.096664007406E11,1.06417161744174E11,1.04443590815771E11,1.03127182225441E11,1.00759959907592E11,1.04687095621232E11,1.06346199985549E11,1.0538258232908E11,1.06062463860809E11,1.04911940385051E11,1.02162945313592E11,9.67240186076703E10,9.16709962375342E10,8.87308824976272E10,8.71734812148188E10,8.91366023556134E10,8.83429931537186E10,8.89304789380427E10
SWZ,SWAZILAND,,,,,4.18312144663125E9,3.36268078789155E9,3.28251281997453E9,3.25656639429227E9,3.04476665687838E9,2.70778891235771E9,2.91294208185387E9,3.12741926338186E9,2.53874875831612E9,2.44710946264401E9,2.33012291264206E9,2.17599085149299E9,2.15557414981016E9,1.90826369520191E9,1.52149275345664E9,1.73807267470595E9,1.55436680242417E9,1.45981852466319E9,1.39344386082116E9,1.11658802239181E9,1.03946500549625E9,1.22545082401846E9,1.20114115202621E9,1.45417920745995E9,1.61059990839413E9,1.59879457247457E9,1.59879457247457E9,1.43489198101242E9,1.56576034301545E9
SYR,SYRIAN ARAB REPUBLIC,,,,,,,,4.02865060519742E10,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,CHAD,,,,,,,5.11509802805817E9,5.10498729521821E9,6.09891714905294E9,4.81275997371789E9,7.50525117310493E9,4.53447974831081E9,4.04003773277982E9,4.37900599006102E9,4.18496319856009E9,3.8112898996313E9,3.48868497001637E9,3.74059183780045E9,3.80343836555279E9,3.16588457846561E9,4.06097174646412E9,3.82270495979484E9,3.53149495155765E9,3.48999339953156E9,3.61388490533007E9,2.98173589064199E9,3.34773015612927E9,3.65223596792676E9,,2.78107947448022E9,,,
TGO,TOGO,,3.78898942923325E9,3.73175605662709E9,3.79617801930582E9,3.59309763305891E9,3.7694761619858E9,3.51087586182405E9,3.54751287155207E9,4.16897049454322E9,4.33978963568289E9,4.03628892585988E9,4.1626540709465E9,3.99698353619967E9,4.09224230141171E9,4.02420028075818E9,3.85506717608711E9,3.56757663547195E9,2.78917500187385E9,2.5355067185444E9,2.37575068042534E9,3.08710644743381E9,2.93358660449213E9,2.73542185970502E9,2.84406364819546E9,2.78836215289828E9,2.34365939012932E9,2.45578461232716E9,2.67662121843125E9,2.25316337206919E9,1.95961070444482E9,2.09375069256912E9,1.94405796046831E9,1.76909397030695E9
THA,THAILAND,2.76900520780998E11,2.63714781696189E11,2.60244315232701E11,2.48282293615523E11,2.51138969818112E11,2.44063573950161E11,2.39852128509475E11,2.32481906111105E11,2.22289174323016E11,2.0924020719444E11,1.96475485905845E11,1.86335216707842E11,1.78958712024525E11,1.70037755046614E11,1.62985062942052E11,1.84189757044212E11,1.86753923210424E11,1.76531438182243E11,1.63791838161404E11,1.52120012301452E11,1.40307784121647E11,1.2908045244624E11,1.22442278724833E11,1.08472356245647E11,9.75416188730403E10,8.9691519889946E10,8.25399654254784E10,7.97077578101739E10,7.85804726546729E10,7.52407205487229E10,6.99325189617971E10,6.83941319421907E10,6.6925729389971E10
TJK,TAJIKISTAN,8.68962687508586E9,8.33499677100728E9,7.98036666692873E9,7.62573656285015E9,7.27110645877157E9,6.91647635469299E9,6.56184625061444E9,6.20721614653586E9,5.85258604245728E9,5.4979559383787E9,5.14332583430012E9,4.7200176273879E9,4.5081298219846E9,3.7480031885848E9,4.12862422162169E9,3.60396843787607E9,2.70397952269563E9,3.82974684027255E9,3.18097894361355E9,5.02568122178687E9,7.79175368853406E9,1.31231265201285E10,1.50983897735459E10,,,,,,,,,,
TKM,TURKMENISTAN,,,,,,,,8.7247507328404E9,,,,,,,,,,,,,,,,,,,,,,,,,
TON,TONGA,,,,,,,,3.93973935052705E8,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,TRINIDAD AND TOBAGO,,,,,1.31617860023491E10,1.12782408239102E10,6.76705416218763E9,6.85040172175756E9,1.0305212899852E10,8.21083129605361E9,8.17930179161104E9,6.97487472190476E9,8.08251992145253E9,7.29514721240059E9,5.67804986367336E9,5.2233987875517E9,5.57627979122286E9,5.20764423882639E9,5.26742089798769E9,6.30908529169574E9,6.75972220897367E9,6.8284104242979E9,6.15550062084824E9,6.44024592455428E9,7.17428335459817E9,7.14714440657834E9,8.51907597918874E9,8.41129056421581E9,8.9033032454994E9,1.0621020716011E10,1.18076990545083E10,1.08196567256006E10,1.03627478605979E10
TUN,TUNISIA,4.58259637053503E10,4.37078128294237E10,4.49194004498357E10,4.44746539107283E10,4.27857688859038E10,4.09423109733361E10,3.88234747285005E10,3.71648528219696E10,3.5458483632674E10,3.37127955787799E10,3.22316506210711E10,3.11408407840434E10,2.9381029258699E10,2.81614169801632E10,2.66193295227991E10,2.53150956239582E10,2.42244837837936E10,2.32074697723424E10,2.25277554623701E10,2.18559982200109E10,2.11578125940998E10,1.98015108418443E10,1.95534366695126E10,1.79422405051789E10,1.82204372515049E10,1.79328639940368E10,1.7668877323249E10,1.73713605046807E10,1.70084874502396E10,1.60849627544231E10,1.54254221833074E10,1.50531711628173E10,1.40532071142107E10
TUR,TURKEY,5.98907282408159E11,5.91926011555722E11,5.49311023455814E11,5.14953937985549E11,5.26971572690203E11,5.28644946204434E11,5.01082867743489E11,4.78842881558402E11,4.43984018672713E11,4.00086505079856E11,3.63127960502271E11,3.46687549167988E11,3.71173526125651E11,3.50630575138853E11,3.50335254500889E11,3.48124616274832E11,3.2118389247669E11,2.96058681670855E11,2.80282824579849E11,2.96006207604625E11,2.72967850048099E11,2.64223966328234E11,2.59245208984459E11,2.29204478812102E11,2.31594515555186E11,2.2881608102274E11,,,,,,,
TZA,"TANZANIA, UNITED REPUBLIC OF",3.43131681260751E10,3.23715987293495E10,2.89271978345784E10,2.72524212022287E10,2.63561585856362E10,2.51254781127778E10,2.37073459201784E10,2.19336458712677E10,1.97222050470865E10,1.85783703501388E10,1.80852826942563E10,1.71145010157109E10,1.65864266901898E10,1.63124375686237E10,1.56209776269308E10,1.36763100610701E10,1.2581360090956E10,1.17413618953371E10,1.12590126536256E10,1.10808844775704E10,1.08833751261617E10,1.08669712374087E10,1.06572550109385E10,,,,,,,,,,
UGA,UGANDA,2.65507906777783E10,2.55434152386193E10,2.45380122339675E10,2.21130454558124E10,1.97339227080929E10,1.951278629163E10,1.78333245355665E10,1.58720948534412E10,1.50480002717318E10,1.46880498592076E10,1.41769518823158E10,1.3090486075344E10,1.27974211396209E10,1.25493261215426E10,1.16406086206656E10,1.08883861250758E10,1.06094228946486E10,9.91569850089942E9,8.59997610627449E9,8.18718519551438E9,7.64493259210217E9,7.44945977227645E9,7.1070268104898E9,6.74075915915168E9,6.31787549548244E9,5.82074320900657E9,5.6697160671077E9,5.64210953218495E9,5.83754402024878E9,6.01636168952752E9,5.56128701221192E9,,
UKR,UKRAINE,,2.30048078718813E11,2.00041807581576E11,1.86954960356613E11,2.1968855506065E11,1.94242754253448E11,1.65877672291587E11,1.43121373849514E11,1.19930374399284E11,1.06915083692587E11,9.51632393025133E10,8.72087163943561E10,7.99722064747327E10,7.8105671332973E10,7.97419422064258E10,7.84280929941201E10,7.86347196772474E10,8.66789110872796E10,8.81791067197311E10,9.67533185163562E10,1.30679080364326E11,1.44013676577098E11,1.58911643119556E11,,,,,,,,,,
URY,URUGUAY,3.11162168097781E10,2.9203395316562E10,2.68072781117835E10,2.35796526748991E10,2.3973208369976E10,2.19745493810638E10,2.0519186269982E10,1.92754021459596E10,1.8669254745367E10,1.68802892829571E10,1.65433514095426E10,1.99006327535422E10,2.03065768665182E10,2.06317581213408E10,2.09543835895129E10,1.96234150948594E10,1.853763173287E10,1.71216407356456E10,1.77748146106062E10,1.63247464580429E10,1.54303915161704E10,1.34891011693951E10,1.28420611823957E10,1.33222934940107E10,1.32226178146441E10,1.32752670196429E10,1.14635550560442E10,1.01877915530399E10,1.00795965848385E10,1.03298080979152E10,1.21527655227757E10,1.34539171880507E10,1.30954255138843E10
USA,UNITED STATES,,9.43E12,9.2027E12,9.0398E12,9.2135E12,9.2621E12,9.0542E12,8.8035E12,8.5152E12,8.2431E12,8.0166E12,7.8112E12,7.6069E12,7.2356E12,6.8567E12,6.5098E12,6.2741E12,6.0574E12,5.8931E12,5.6694E12,5.4667E12,5.2801E12,5.273E12,5.1685E12,5.024E12,4.8255E12,4.6805E12,4.5001E12,4.2782E12,4.0594E12,3.8369E12,3.7866E12,3.7299E12
UZB,UZBEKISTAN,,,,,,,,2.25709000698541E10,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,SAINT VINCENT AND THE GRENADINES,,,,,,,,6.18843267640515E8,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,VENEZUELA,1.78934003286369E11,1.61556176422218E11,1.55306841780384E11,1.58263319304425E11,1.63029525737446E11,1.53343216836261E11,1.31190332868578E11,1.13626666923741E11,9.81972943147737E10,8.50578285597594E10,8.88451215203441E10,9.56431979388627E10,9.02383588239061E10,8.62001698984131E10,8.76956711571773E10,8.61135386243572E10,8.38595522576288E10,8.77239401971379E10,8.69048277693501E10,9.095398835624E10,9.08600738377218E10,8.38815026924305E10,7.7685089445451E10,7.55186648866106E10,8.03033039661582E10,7.6445862366776E10,7.35117282970885E10,7.13967066551887E10,7.12213810303806E10,7.25197873704123E10,7.41313432590364E10,7.17973698465875E10,6.86020547396007E10
VNM,VIET NAM,1.45610411128292E11,1.40010003894714E11,1.34109250657007E11,1.22570330177897E11,1.18215366201454E11,1.08114652580809E11,9.75754698908635E10,9.0059211163764E10,8.39645264894334E10,7.84024454868522E10,7.25876873934876E10,6.74431959807165E10,6.45565194687832E10,6.26299451239304E10,6.10452280195492E10,5.84360008622017E10,5.5174555387888E10,5.0576469336699E10,4.71731139190119E10,,,,,,,,,,,,,,
VUT,VANUATU,,,,,,,,4.09528131561056E8,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,YEMEN,,,,,,,,2.26057680481549E10,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,SOUTH AFRICA,2.82410009837456E11,2.72829233394397E11,2.60262885771628E11,2.49265554345801E11,2.53237639264283E11,2.47726505417642E11,2.3476620851693E11,2.16720881708185E11,2.0419653200955E11,1.92202187363918E11,1.86909792705475E11,1.81162201796393E11,1.75047566529515E11,1.68091660344829E11,1.65220489760546E11,1.6239087962202E11,1.57268007834431E11,1.50536309317647E11,1.42113756876095E11,1.36638277517131E11,1.34102871586731E11,1.36038932141469E11,1.36746115936912E11,1.32926492232604E11,1.29381167470296E11,1.22855740007983E11,1.18295246673249E11,1.18107787188964E11,1.22336453175201E11,1.16961812581996E11,1.13548825028548E11,1.11215971586419E11,1.03645627022086E11
ZMB,ZAMBIA,,9.46339122199913E9,9.2514544691253E9,9.86912522003624E9,1.04004941573188E10,9.8273823356819E9,6.05423803562475E9,6.78546198482473E9,6.19829825933628E9,6.82481714369706E9,7.04032782052347E9,6.34650513379521E9,5.84957410811008E9,5.25859168520092E9,4.53811398583251E9,4.3861168692624E9,4.35361580755924E9,3.73317204467898E9,3.19602497504436E9,3.89914811251927E9,4.96614590246039E9,3.86345357470386E9,4.70860821398115E9,5.39151212491358E9,6.54170278632721E9,6.19250144106836E9,5.14023996565145E9,5.15998293850741E9,4.82612731862285E9,4.63447640688943E9,4.81211928705259E9,5.17563171121946E9,4.52532018433608E9
