Country code,Country name,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
CAF,CENTRAL AFRICAN REPUBLIC,,2.47979020295188E9,2.41930751507501E9,2.3665851574798E9,2.36148256474422E9,2.35451988164448E9,2.24239988728046E9,2.07629619192635E9,2.05573880388747E9,1.97667192681488E9,1.97807376785818E9,2.07544833060331E9,2.02916436855686E9,,,,,,,,,,,,,,,,,,,,
CAN,CANADA,,7.17843488669477E11,7.01151343523291E11,6.78571107595281E11,6.75684063945096E11,6.56076345490103E11,6.27418898296419E11,6.02357149751454E11,5.81008466506333E11,5.62541280411976E11,5.46128881453216E11,5.26977885169067E11,5.15414827762457E11,4.95400027629136E11,4.77121979276246E11,4.64334767764484E11,4.4338688991147E11,4.31969243926353E11,4.23097169076978E11,4.10340998824279E11,4.03039629623227E11,3.96907709403998E11,4.03547837735502E11,3.99099064492987E11,3.85797295696128E11,3.6988694091297E11,3.54877158311208E11,3.41968129042398E11,3.25760846930148E11,3.12336839847368E11,3.04294475379633E11,3.12394880418826E11,3.09905396982194E11
CHE,SWITZERLAND,,1.70524564211082E11,1.68434398081399E11,1.65858930627893E11,1.62978013125771E11,1.61045692797453E11,1.57546866185052E11,1.55100502876723E11,1.52578460471802E11,1.50142510728719E11,1.48709459723013E11,1.48556446173081E11,1.45619346957265E11,1.42122702273607E11,1.38805810359928E11,1.35634112688272E11,1.33451453391298E11,1.31821516446299E11,1.30665691040608E11,1.29097642708467E11,1.29574627574425E11,1.28973185966863E11,1.2666784762782E11,1.24729399940462E11,1.21708566011289E11,1.19192202764784E11,1.15720218527965E11,1.12572270310355E11,1.1025441001404E11,1.0849652698361E11,1.07164017412398E11,1.06900186725284E11,1.05900828945721E11
CHL,CHILE,1.66351513751182E11,1.51973004305444E11,1.38960143617684E11,1.24467518478227E11,1.25453537817527E11,1.20433826796601E11,1.13439592538618E11,1.06869444325959E11,9.97741434527795E10,9.4253302152857E10,9.09562000117508E10,8.88655640430064E10,8.6728036566395E10,7.99253625583425E10,8.06938957303701E10,7.70926439509828E10,7.23255712603797E10,6.65042419550044E10,6.05593371264147E10,5.59820537839073E10,5.2111169074456E10,4.57958155810515E10,4.20646963960011E10,4.11624600082566E10,3.73708335702536E10,3.49166313274008E10,3.25629376980603E10,3.09773704713067E10,3.12842725313067E10,2.9749615433825E10,3.17431709917141E10,3.8686005554916E10,3.41179577033744E10
CHN,CHINA,,2.99152895543775E12,2.7338871966165E12,2.52532443740584E12,2.30835162675579E12,2.13562000712178E12,1.93394916887868E12,1.77771169786547E12,1.67472923102391E12,1.55996308563903E12,1.46467403395967E12,1.37434294108261E12,1.2990583413456E12,1.20564292229369E12,1.11050815880446E12,1.04459289541661E12,9.99258886999671E11,9.11666526908485E11,8.20784506582865E11,7.78990850295037E11,7.03941185859044E11,6.20037618715309E11,5.8758778100789E11,5.79089891378182E11,5.74286767967904E11,5.25612586246569E11,4.85431593805218E11,4.66684895183156E11,4.04334536526493E11,3.65140438667898E11,3.33230068628457E11,3.12549121544597E11,2.93561588891657E11
CIV,COTE D'IVOIRE,,,,,,,,1.95708235878032E10,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,CAMEROON,,2.49424772527671E10,2.51155793453811E10,2.48296747623008E10,2.53195697080389E10,2.39484894229413E10,2.29873237747646E10,2.21565321228578E10,2.14833618245987E10,2.08185022931675E10,1.9641995224713E10,1.88384764881844E10,1.81816293735272E10,1.60899378315543E10,1.58054404963663E10,1.56180234253905E10,1.44344029081312E10,1.40276018225737E10,1.33342226019104E10,1.28460715084598E10,1.2090563820268E10,1.34129625425081E10,1.37447124392913E10,1.40430150557936E10,1.62041413730763E10,1.83713609817906E10,1.75671889045577E10,1.41563763367937E10,1.33776695429973E10,1.32958332539098E10,1.33950789470875E10,1.17494026360577E10,9.90814053597569E9
COD,"CONGO, THE DRC",1.36649778997347E10,1.30429610075012E10,1.24882469712956E10,1.1704571256312E10,1.15703963089597E10,1.0989655757565E10,9.93982324554179E9,9.30488896697387E9,8.57770797370897E9,7.99266476204446E9,7.56113033428325E9,7.27966210887048E9,7.85406793247208E9,7.97119616056715E9,8.44352080157156E9,7.96555929377361E9,8.45992031697978E9,8.80895062920516E9,8.66751583819973E9,8.3045063678191E9,,,,,,,,,,,,,
COG,CONGO,4.38926994217481E9,4.08729266297078E9,4.45825633981431E9,3.70835373343368E9,3.478128122522E9,2.8537660720895E9,2.59044079268869E9,2.48139262697699E9,2.13786269946237E9,1.99003785162453E9,1.78353130238942E9,2.41255162765083E9,1.96903309282165E9,2.02007704448062E9,1.04932117271291E9,1.86725964867038E9,1.8891842872426E9,1.65272232012399E9,1.39125671166331E9,1.16633010569309E9,1.02447001744092E9,1.32225977359027E9,1.14608470839801E9,1.22798889440268E9,1.22298662177758E9,1.21866064490075E9,1.20269108300925E9,1.2905208569113E9,1.24320363649203E9,1.15983520051522E9,1.39847734849884E9,9.50056556987357E8,7.95323613213909E8
COL,COLOMBIA,2.58442640612563E11,2.47787651601312E11,2.33983491558463E11,2.22854406721778E11,2.21596584345982E11,2.14115939595997E11,1.99610285553038E11,1.87556504079843E11,1.80258784798787E11,1.7354760176902E11,1.6855910675627E11,1.65281552253361E11,1.62758355532867E11,1.54257288849921E11,1.63226582298573E11,1.64635856244623E11,1.60858612294531E11,1.59164640199461E11,1.51518059148177E11,1.51539254613033E11,1.35288734462034E11,1.31589638250612E11,1.28821781443031E11,1.25510699530784E11,1.21578791349309E11,1.17465802482033E11,1.12938937911642E11,1.09395044029342E11,1.07377354416169E11,1.04402555518846E11,1.03936931578741E11,1.02410727309613E11,9.95135295768509E10
COM,COMOROS,,,,,,,,5.30360892229466E8,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,CAPE VERDE,,,9.68212490358253E8,9.69148362923224E8,9.42084453297476E8,8.48437351829696E8,8.02619237827245E8,7.07918008157481E8,6.68394113048098E8,6.16670565285761E8,5.68552217032874E8,5.3552643964108E8,5.09459960282995E8,4.51781171875717E8,4.1281080597524E8,3.68990759847878E8,3.51228749226386E8,3.24543585998646E8,2.93098669089645E8,2.76292240372997E8,2.69245873925721E8,2.62008022424174E8,2.41246650486597E8,2.40552071807361E8,2.27067418506462E8,2.04693797832314E8,1.96977401912281E8,1.88498379749845E8,1.7709173302176E8,1.64790157135032E8,1.51287043480355E8,1.5162246689552E8,1.53617986458279E8
CRI,COSTA RICA,3.13511680136416E10,3.00748307302871E10,2.87985827730717E10,2.75384465909221E10,2.70764345046062E10,2.61741300153327E10,2.4344310442023E10,2.30225553357275E10,2.20485063357915E10,2.13887835575532E10,2.07206789326934E10,2.01019954727131E10,1.98675661895939E10,1.96645439018069E10,1.9246535758231E10,1.82606620475428E10,1.73664809607835E10,1.69517188145507E10,1.64165473030541E10,1.53627365766185E10,1.39650748811037E10,1.27714567846303E10,1.24097254201798E10,1.19902061191446E10,1.14740822432302E10,1.11242202032011E10,1.07524662773866E10,1.01373068624139E10,9.75308111955954E9,9.08174800664684E9,7.96113559845653E9,8.53770271412513E9,9.97146768805393E9
CYP,CYPRUS,,,1.34911924688609E10,1.33857124104661E10,1.37871226326908E10,1.28744271274134E10,1.17712815167008E10,1.12482762271597E10,1.07985209781707E10,1.0140735614014E10,9.92831049641333E9,9.80378542747499E9,9.38390598337418E9,8.79119634302454E9,8.54256317196187E9,8.06622276671444E9,7.89616198304388E9,7.62925616375049E9,6.13412676790139E9,5.741799728658E9,6.02110375840261E9,5.83571392501428E9,5.30922345075191E9,4.87298777268193E9,4.55831318410064E9,4.12492379289021E9,3.91188810715451E9,3.84521281619906E9,3.63055090385468E9,3.47402646267211E9,3.23863029116533E9,2.90484714963778E9,2.8560603513777E9
CZE,CZECH REPUBLIC,,1.16235208534437E11,1.15686911994318E11,1.14610337989601E11,1.14354612589703E11,1.1122332323923E11,1.06753815222609E11,1.0226275843367E11,9.91764953759743E10,9.59400559976108E10,9.11733877503683E10,8.85810837420974E10,8.59011214563065E10,8.50951042595947E10,8.33711359655139E10,8.43794721912212E10,8.30997810548295E10,7.70049369334774E10,7.33147096738395E10,7.03630599345815E10,6.95461944653144E10,6.3604946762199E10,8.12384618594462E10,,,,,,,,,,
DEU,GERMANY,,1.52902555483303E12,1.50338400525681E12,1.48949853137719E12,1.48747540910408E12,1.47616565432117E12,1.47902052049679E12,1.45720193794144E12,1.45489852020306E12,1.44989302742096E12,1.44575405346405E12,1.45422091650768E12,1.43512095467904E12,1.40659925212866E12,1.37349692629877E12,1.35698849339061E12,1.34685916828511E12,1.33186415249929E12,1.30782385487738E12,1.28413475164132E12,1.27815054380225E12,1.23864735772528E12,1.18704768953777E12,1.13922482077505E12,1.10603209121488E12,1.07750066005442E12,1.04035167992341E12,1.0016974368172E12,9.83201668993359E11,9.64262955314772E11,9.5045200217081E11,9.60196354061496E11,9.64151766370601E11
DJI,DJIBOUTI,,,,,,,,7.50761228009401E8,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,DOMINICA,,,,,,,,4.50725264856835E8,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,DENMARK,,8.51452619560588E10,8.55829679350115E10,8.41477634964786E10,8.72522173713446E10,8.7512793340203E10,8.49427018450746E10,8.20301296405594E10,7.90145159882826E10,7.54375686371427E10,7.46963527527643E10,7.35652086547413E10,7.35349347251105E10,7.34075640466275E10,7.37298988319327E10,7.21098582921268E10,6.99629412897283E10,6.84570609863846E10,6.73686306508953E10,6.33096122530164E10,6.36964580301894E10,6.2037006338355E10,6.09904090692645E10,6.05028372935281E10,6.04879117709585E10,6.15675815806313E10,6.28895027960568E10,5.8310174173608E10,5.58640026447851E10,5.36661156886533E10,5.25549885560668E10,5.18548511281183E10,5.28116736906182E10
DOM,DOMINICAN REPUBLIC,6.48806476617562E10,6.37329795879581E10,6.13422674485938E10,5.69405063985015E10,5.4106878507232E10,5.01805757714995E10,4.60790467011854E10,4.11401112370612E10,3.5567669450479E10,3.45138679741358E10,3.61726501251883E10,3.42704096229401E10,3.31913219461914E10,3.16898288470025E10,2.97985839545939E10,2.78520833460723E10,2.54474693498233E10,2.43588114200661E10,2.28337906776009E10,2.26439960855381E10,2.15603361602534E10,1.89613553234057E10,1.84269731034069E10,2.0268889183388E10,1.92633490297895E10,1.78990524057171E10,1.59706994138463E10,1.53191218363223E10,1.55884322605576E10,1.52265893454374E10,1.48233554912272E10,1.4213738739052E10,1.42093418541745E10
DZA,ALGERIA,,,,5.85291708367672E10,7.27282290833319E10,6.99309895032039E10,6.67917760298031E10,6.49725447760732E10,6.19967007992768E10,5.85980197620309E10,5.63442497711835E10,4.98992500761318E10,4.85881437783889E10,4.75651234070893E10,4.62008032191397E10,4.52520304232802E10,4.62501007645729E10,4.73886656532995E10,4.64252448390314E10,4.66892351208975E10,4.78993510853841E10,4.56974121643947E10,4.93324814016168E10,5.1134256806896E10,4.59985361112692E10,5.04212548804998E10,5.34688180766196E10,5.39479455728879E10,5.07511316133402E10,4.82349467680955E10,4.53350342147144E10,4.44750483625334E10,4.08740310763995E10
ECU,ECUADOR,7.43636451477727E10,7.14368418535864E10,6.76794472310394E10,6.44489719913928E10,6.5093417143663E10,6.17572090754344E10,5.92465682451772E10,5.67756458162835E10,5.436837550628E10,5.10808979526827E10,4.95923591128753E10,4.63150060035539E10,4.30917385944362E10,4.27480115721734E10,4.86859302468388E10,4.5550324937635E10,4.29887605521803E10,4.24518822725956E10,4.08252916221573E10,3.90754666005702E10,3.78762975103684E10,3.74897941065125E10,3.60326572267023E10,3.3948610218724E10,3.38997848397425E10,3.48701820391699E10,3.27802813427595E10,3.2700011221819E10,3.14326421041739E10,3.08722002640369E10,3.20668381864533E10,3.10844006548934E10,2.89503712948785E10
EGY,EGYPT,2.66585071908491E11,2.44277149924598E11,2.54728001273248E11,2.4230126423608E11,2.29271287536911E11,2.16844550499741E11,2.02778285168817E11,1.90516983088319E11,1.81741127284513E11,1.78006720559489E11,1.73961113274045E11,1.70292260460149E11,1.63771249605093E11,1.55736125410319E11,1.48839377778235E11,1.45581277656113E11,1.39737640374249E11,1.34308921725574E11,1.29991849241537E11,1.24715427316604E11,1.21117866913241E11,1.17649491633452E11,1.12435841176517E11,1.06247295748686E11,1.01675961046278E11,9.70236395562926E10,9.16399804604442E10,9.10925489241121E10,8.59634868424077E10,7.95221060465669E10,7.6339790173612E10,7.44953760314376E10,7.29630570758565E10
ERI,ERITREA,1.38782641297819E9,1.54992895049675E9,1.88195640463881E9,2.00513197160144E9,1.80125627072326E9,2.06074150006934E9,2.20532832364893E9,2.33633030466609E9,2.53869131721519E9,2.20268143979426E9,2.11634604508782E9,1.83255280069713E9,1.64700451388228E9,2.14945006582044E9,2.82753178777167E9,3.76205831529863E9,3.19970219342699E9,2.91709220718086E9,3.26700268301209E9,2.66468282747968E9,2.95692576581343E9,,,,,,,,,,,,
ESP,SPAIN,,6.81480332489534E11,6.88038577772934E11,6.83537578945715E11,7.10476080713091E11,7.14845488208391E11,6.90511210716269E11,6.6381781499866E11,6.37496435391642E11,6.11798665613705E11,5.94747996292139E11,5.78770190551806E11,5.59446814508156E11,5.3298292808361E11,5.0617043132885E11,4.8298846132398E11,4.68013508970234E11,4.57589625564168E11,4.49876354798173E11,4.45053181755221E11,4.53658257398701E11,4.44000467877399E11,4.31526726435706E11,4.16878487890888E11,3.95407862584009E11,3.7697416098015E11,3.55783883725222E11,3.440711666663E11,3.3638254947528E11,3.37046149280191E11,3.35730625108001E11,3.35580103559946E11,3.38950199808434E11
EST,ESTONIA,,1.12121040041044E10,1.08398847472973E10,1.10946101684226E10,1.29597602672809E10,1.36409673719321E10,1.25428205788429E10,1.10547536011915E10,1.0092042230416E10,9.32115005449501E9,8.5321707935895E9,7.77430318306834E9,7.25447244268521E9,6.7021042129386E9,6.63840894516976E9,6.28735481037109E9,5.55315834862768E9,4.87281035989157E9,4.69347308626841E9,4.66638442773407E9,,,,,,,,,,,,,
ETH,ETHIOPIA,,5.84326553447264E10,5.55681257038277E10,5.21416214445404E10,4.76787911947732E10,4.00259942009075E10,3.5920031969731E10,3.28035100468296E10,2.75769960231727E10,2.55797543387232E10,2.55715362940155E10,2.30803835535411E10,2.07964110004806E10,2.03541995080544E10,2.06190842818954E10,2.33102884725111E10,2.025134908695E10,1.75913325289421E10,1.71051213505831E10,1.69066813494195E10,1.47823551785244E10,1.6279039081874E10,1.65392651521619E10,1.63915293358243E10,1.55037139590335E10,1.72507119790071E10,1.44314559949208E10,1.5840039190611E10,1.46812293081014E10,1.61422721672749E10,1.50355114434892E10,1.53588806231301E10,
FIN,FINLAND,,8.51564190888003E10,8.32866689351613E10,8.07236019730617E10,8.30719396761372E10,8.15101517127296E10,7.8783443295838E10,7.55463645930474E10,7.32895857234684E10,7.08336062884185E10,6.75463476987799E10,6.59246431616427E10,6.39799635760519E10,6.25390321633218E10,6.08315157404022E10,5.80888229989235E10,5.62585481120988E10,5.4184684779629E10,5.17819572076906E10,5.05203501757919E10,5.23385827683287E10,5.4419690384258E10,5.66052575698804E10,5.7344139894221E10,5.43070004849881E10,5.11545687162338E10,4.88124177517922E10,4.70546084175693E10,4.54246604898393E10,4.39547419092217E10,4.25358215211629E10,4.05006033491409E10,3.99254005314686E10
