Country code,Country name,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
BHR,BAHRAIN,25.2017358189647,,,,,31.6265204073975,,,,,35.8204175452196,,,,,36.5382363897611,,,,,34.9232977916862,,,,,32.6761637956727,,,,,28.7483815038538,,,,,22.5328663671884,,,,,17.806496419555,,,,,20.4736639836027,,,,,16.4509756863035
BHS,BAHAMAS,9.26662561234736,,,,,9.6120186697783,,,,,10.0591417891651,,,,,10.1271201571148,,,,,10.4764022501541,,,,,10.8354212472942,,,,,11.4297920820279,,,,,14.409525523872,,,,,18.2550367273672,,,,,13.3910274261151,,,,,10.3454887423991
BIH,BOSNIA AND HERZEGOWINA,0.722322226957388,,,,,0.905736027473383,,,,,2.50370074411297,,,,,2.08239373177362,,,,,1.23715594637901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,BELARUS,11.4897576396207,,,,,11.4545896719445,,,,,11.2302448775612,,,,,11.6207965469884,,,,,12.2580920600648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,BELIZE,15.1677765355887,,,,,14.9429979405708,,,,,15.2934371673107,,,,,18.5787729148346,,,,,16.2109708240915,,,,,15.5673191200369,,,,,9.61422397347226,,,,,8.21920892083956,,,,,8.34595143191547,,,,,8.32163285306395,,,,,8.2775774427597
BMU,BERMUDA,30.6215834408206,,,,,29.2592823518409,,,,,28.5737389419889,,,,,27.8361731329294,,,,,26.4352897549135,,,,,26.2170902316426,,,,,25.9539052496799,,,,,27.0471698113208,,,,,25.9236363636364,,,,,22.1217564870259,,,,,19.704954954955
BOL,BOLIVIA,1.43568699804196,,,,,1.21817792514978,,,,,1.04832441484209,,,,,0.911535039203118,,,,,0.877091500410801,,,,,0.977245070443986,,,,,1.08925457928913,,,,,1.18944829439008,,,,,1.2235230178543,,,,,1.25149058382899,,,,,1.27370736253495
BRA,BRAZIL,0.352454001957296,,,,,0.368701053031963,,,,,0.392307613050494,,,,,0.451240544738498,,,,,0.53359562469189,,,,,0.693393701387217,,,,,0.914103824729134,,,,,1.08162697281511,,,,,1.28235412315388,,,,,1.55834538179587,,,,,1.91975547723688
BRB,BARBADOS,10.0144081941255,,,,,9.58957187975202,,,,,9.17287323627381,,,,,8.70062508312276,,,,,8.24875836752321,,,,,7.85715970655071,,,,,7.50490385233777,,,,,6.45192804777276,,,,,5.62409897073122,,,,,4.86327743163872,,,,,4.22770707534502
BRN,BRUNEI DARUSSALAM,36.9781485836398,,,,,33.7650721150578,,,,,31.3826661161359,,,,,29.594614292058,,,,,28.4903611503567,,,,,27.5169139306226,,,,,26.40624919062,,,,,25.5188412286757,,,,,25.3648270492372,,,,,25.3989621132311,,,,,25.131696346725
BTN,BHUTAN,5.61358776688114,,,,,5.74062486066631,,,,,5.69451581465403,,,,,5.43306390626688,,,,,4.44377662215486,,,,,4.36659818772323,,,,,4.27261384147597,,,,,4.34551076500229,,,,,4.48045823258047,,,,,4.44918440193432,,,,,4.31665588543642
BWA,BOTSWANA,5.83129077188765,,,,,4.27272557648583,,,,,3.18661254717653,,,,,2.46543471767081,,,,,1.98784315765742,,,,,1.69112240927121,,,,,1.50731704383008,,,,,1.52004239152364,,,,,1.50091751589784,,,,,1.45241515411878,,,,,1.37340152964765
CAF,CENTRAL AFRICAN REPUBLIC,1.85042441000653,,,,,1.90923924555473,,,,,1.95277155695107,,,,,2.03776603133076,,,,,2.15299654218724,,,,,2.24625417796262,,,,,2.43416154776704,,,,,2.57794891292117,,,,,2.67188345883164,,,,,2.78409538885149,,,,,2.86850490954113
CAN,CANADA,21.1800675389353,,,,,19.5098539242387,,,,,18.0535364335694,,,,,17.1938849901206,,,,,16.1833723147782,,,,,15.0356873024439,,,,,15.4945634936771,,,,,15.157245034254,,,,,15.2473879197149,,,,,15.3498932818376,,,,,15.4464381585826
CHE,SWITZERLAND,22.5280191756863,,,,,22.316261077044,,,,,21.7504401990465,,,,,20.8957591780461,,,,,20.4960629252929,,,,,18.5955815475634,,,,,16.8653139661183,,,,,17.1835657914831,,,,,17.6672339540166,,,,,15.1481984375576,,,,,13.4057468457591
CHL,CHILE,1.86812129608251,,,,,1.41693938375476,,,,,1.14745300400494,,,,,0.940727361847765,,,,,0.813542980778618,,,,,0.742939943049187,,,,,0.73177439230105,,,,,0.824682882888413,,,,,0.942391957843277,,,,,1.12722671214507,,,,,1.37017445096931
CHN,CHINA,0.0512650397509167,,,,,0.0452744454330685,,,,,0.0402356957022758,,,,,0.0362922509347598,,,,,0.0331541554900743,,,,,0.0308206157710458,,,,,0.0317145230245558,,,,,0.0325704526977995,,,,,0.0342660222530444,,,,,0.0364212057020212,,,,,0.036830317657817
CIV,COTE D'IVOIRE,12.6825380832424,,,,,13.6327343794645,,,,,14.4833793018456,,,,,13.9631986934347,,,,,14.9922010966501,,,,,16.3613861069363,,,,,18.3979672735592,,,,,21.0614714984496,,,,,22.7363516456012,,,,,22.6580601312072,,,,,22.0742424434286
CMR,CAMEROON,0.95309702713924,,,,,1.16817238581181,,,,,1.43387189359828,,,,,1.76725420553032,,,,,2.19831075446886,,,,,2.38569176401186,,,,,2.5879295634262,,,,,2.78743587371689,,,,,2.97409513294039,,,,,3.13905022503741,,,,,3.27211325022144
COD,"CONGO, THE DRC",0.715008359467674,,,,,0.888622516734516,,,,,1.31297108852275,,,,,4.56756180609382,,,,,2.16035872895993,,,,,2.41446759778245,,,,,4.56936450539311,,,,,5.31982958024912,,,,,7.11938019486552,,,,,7.61361966150675,,,,,6.60357919199362
COG,CONGO,3.48280462045643,,,,,3.63654633380254,,,,,3.35422768315823,,,,,4.80171342478019,,,,,5.43775120285757,,,,,4.77922607669197,,,,,4.24022996951701,,,,,3.75814963997109,,,,,3.35340688642713,,,,,2.96431917989818,,,,,2.59624045833535
COL,COLOMBIA,0.237479771146814,,,,,0.254614981937997,,,,,0.274723153931788,,,,,0.298756804545975,,,,,0.31307888646994,,,,,0.323611188460103,,,,,0.337291180697713,,,,,0.353371895749206,,,,,0.372882720136599,,,,,0.403669633814668,,,,,0.36657223565956
COM,COMOROS,1.97999944369701,,,,,2.27405519590234,,,,,2.61190357213162,,,,,2.99166121121712,,,,,3.41069308849536,,,,,3.95628367137836,,,,,4.67318031364996,,,,,2.72096847770669,,,,,1.55775862068966,,,,,1.02748942714341,,,,,0.791179944874655
CPV,CAPE VERDE,2.47189812982336,,,,,2.33635780558277,,,,,2.34502493072288,,,,,2.40965061818327,,,,,2.53750426184794,,,,,2.56672890870966,,,,,2.67912504020345,,,,,2.45988483193721,,,,,2.65407042181929,,,,,2.87719472479817,,,,,3.11570952710757
CRI,COSTA RICA,10.4761027778105,,,,,10.2461731475673,,,,,7.91294150938979,,,,,6.56483804683864,,,,,13.5657327099665,,,,,4.32610641899403,,,,,2.92353136801783,,,,,1.42143858219676,,,,,1.39574755804547,,,,,2.02598987541991,,,,,2.45066879353305
CUB,CUBA,0.135253623368252,,,,,0.135812026803215,,,,,0.159968886060639,,,,,0.226975580801084,,,,,0.325964704121116,,,,,0.476576257153101,,,,,0.681336256880342,,,,,0.988698679411245,,,,,1.49109804712627,,,,,1.71797589411156,,,,,2.01111028646727
CYM,CAYMAN ISLANDS,64.2850708894053,,,,,69.8105834687288,,,,,57.3827515893007,,,,,56.949355897954,,,,,50.8257027470111,,,,,44.4369660885322,,,,,35.3996535511012,,,,,25.0776270632456,,,,,17.344706911636,,,,,14.5741249552025,,,,,12.164738782255
CYP,CYPRUS,13.9761797976778,,,,,11.2491356652134,,,,,8.48903886091932,,,,,6.45355504922322,,,,,5.71411054628749,,,,,5.86363655741922,,,,,5.67050769908638,,,,,5.6344314395426,,,,,5.61993680117467,,,,,5.59115687357889,,,,,5.16451427663812
CZE,CZECH REPUBLIC,4.32521736307821,,,,,4.43889346773195,,,,,4.42209862582024,,,,,4.39335610350594,,,,,4.1080365476653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,GERMANY,13.1553740156301,,,,,12.8506963465804,,,,,12.1402979252004,,,,,11.008840061573,,,,,7.47318977348831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,DJIBOUTI,13.6860998805807,,,,,14.20745958266,,,,,15.244567961521,,,,,15.8421925334225,,,,,20.7180925000509,,,,,15.8377472438105,,,,,22.3328239345075,,,,,12.9060309305935,,,,,13.4279469145158,,,,,13.8157494150292,,,,,14.0681046439332
DMA,DOMINICA,7.72970618404598,,,,,6.41603583680644,,,,,5.34307323583863,,,,,4.29189961747026,,,,,3.5514888337469,,,,,2.81368821292776,,,,,2.35948641004873,,,,,2.65359060076847,,,,,2.8997129832855,,,,,3.41185153294997,,,,,3.98227139429485
DNK,DENMARK,8.71920764037888,,,,,7.76522336658159,,,,,6.94855210561958,,,,,5.68275947462564,,,,,4.57482572736226,,,,,3.82879998028821,,,,,3.19672334344519,,,,,2.74086526470485,,,,,2.38279144214251,,,,,2.10030989625578,,,,,2.05233947134719
DOM,DOMINICAN REPUBLIC,4.33614657459865,,,,,4.20630175733317,,,,,4.10474107168519,,,,,4.03324606798274,,,,,4.01857690003226,,,,,4.03827830113482,,,,,4.09177242621721,,,,,4.17300608274389,,,,,4.31409329569928,,,,,4.30775298602079,,,,,4.36570819146636
DZA,ALGERIA,0.653819649988857,,,,,0.713897389595324,,,,,0.788506761261836,,,,,1.01950973791545,,,,,1.04404363036357,,,,,1.26344587360061,,,,,0.949900191032659,,,,,0.952189667327967,,,,,1.15002836798811,,,,,1.63102051478167,,,,,3.81677846046869
ECU,ECUADOR,2.62408579866826,,,,,0.897334866018186,,,,,0.808675468382211,,,,,0.780757878364764,,,,,0.777026496422762,,,,,0.861064249927667,,,,,0.889494972584631,,,,,0.856077638873935,,,,,0.743381815453684,,,,,0.62974316868607,,,,,0.532960557020312
EGY,EGYPT,0.313431687872687,,,,,0.343762861763235,,,,,0.255757062769641,,,,,0.284952701964709,,,,,0.311651672924468,,,,,0.363321809273489,,,,,0.420388858525703,,,,,0.485816832403191,,,,,0.559992568432988,,,,,0.648657561076869,,,,,0.758546804394425
ERI,ERITREA,0.287119726173757,,,,,0.301025985225582,,,,,0.328785372604807,,,,,0.351486525665148,,,,,0.362040394638698,,,,,0.389845100134398,,,,,0.427515906051692,,,,,0.466039413757911,,,,,0.495071544961579,,,,,0.521643866046197,,,,,0.548330379197187
ESP,SPAIN,13.6924621663826,,,,,10.5557914427949,,,,,4.35352456693971,,,,,2.64348782747371,,,,,2.13563889310377,,,,,1.86596323358942,,,,,1.62759002736048,,,,,1.31025190169916,,,,,1.05199448130746,,,,,0.85184487892894,,,,,0.692487276309309
EST,ESTONIA,13.7038998103607,,,,,14.8846856489085,,,,,17.8607501154272,,,,,21.4896765634114,,,,,24.3438267521639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,ETHIOPIA,0.62917760148222,,,,,0.727374393505659,,,,,1.0033351559479,,,,,1.39357762189317,,,,,2.40492036728535,,,,,1.43133456305681,,,,,1.14693000458639,,,,,1.20381672554924,,,,,1.38863985179095,,,,,1.53337285058007,,,,,1.77534255678401
FIN,FINLAND,4.2071823740079,,,,,3.26709614158795,,,,,2.58161909613773,,,,,2.02273390252927,,,,,1.26854257082872,,,,,0.995918980148937,,,,,0.811564304895769,,,,,0.75034384392033,,,,,0.705358978461488,,,,,0.705475255777508,,,,,0.724303633212134
FJI,FIJI,2.15360015989607,,,,,2.08830810082628,,,,,1.96119741710374,,,,,1.90204322661416,,,,,1.87701056788117,,,,,1.84118044636296,,,,,2.2077713551702,,,,,2.6138066431723,,,,,3.14948830900872,,,,,3.87014857162567,,,,,5.10393179166359
FRA,FRANCE,10.2807120578701,,,,,10.2548020976112,,,,,10.3080102517348,,,,,10.2199048311667,,,,,10.0964690460931,,,,,10.4756769879989,,,,,10.6666694432036,,,,,10.311576636504,,,,,10.0399968837551,,,,,8.90417071049345,,,,,7.51854101743156
FRO,FAROE ISLANDS,6.57913313567697,,,,,6.15782085969445,,,,,4.8245897055344,,,,,3.96154107802898,,,,,5.99820948970457,,,,,6.60776614310646,,,,,6.11020692862125,,,,,5.62560142120457,,,,,5.12607873117889,,,,,4.71908258394522,,,,,4.34541528045293
FSM,"MICRONESIA, FEDERATED STATES OF",2.57481735975062,,,,,2.71003220399631,,,,,2.89025411896118,,,,,3.11372680278181,,,,,3.83780922029253,,,,,4.7824108111893,,,,,6.22473172804144,,,,,7.97200139359579,,,,,8.6142626926896,,,,,10.6493357326084,,,,,13.1300657850423
GAB,GABON,18.2574851145916,,,,,17.7278872606409,,,,,17.1751417961416,,,,,15.171725080682,,,,,13.4854331295031,,,,,13.3200568990043,,,,,13.0529944084553,,,,,9.54789917522147,,,,,6.85563466940501,,,,,5.4577825572804,,,,,4.18284642047379
GBR,UNITED KINGDOM,10.2789304430805,,,,,9.66495602753362,,,,,8.13291482173778,,,,,7.22283188808913,,,,,6.49157678019821,,,,,6.25271484124531,,,,,5.96102412222164,,,,,5.59881228902034,,,,,5.29235357259952,,,,,4.6771558501179,,,,,3.17154198473282
GEO,GEORGIA,3.75649029823931,,,,,4.38437199064521,,,,,4.94760428218998,,,,,5.27883396704689,,,,,7.04498125780925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,GHANA,7.63228601559228,,,,,7.80613704598487,,,,,7.99315953426698,,,,,6.19505748071437,,,,,4.89809308323033,,,,,3.88812922533636,,,,,3.89403486990091,,,,,3.91373317726572,,,,,4.09407415239476,,,,,5.54311046600978,,,,,7.96270163048086
GIB,GIBRALTAR,31.6543564491862,,,,,31.6801375752365,,,,,29.7242942811174,,,,,31.0119854854671,,,,,32.9742825195677,,,,,35.3427540589296,,,,,36.6911349520045,,,,,37.0911949685535,,,,,36.7932181390444,,,,,33.0394012388162,,,,,31.4387954270843
GIN,GUINEA,3.62776574877991,,,,,4.18967347724301,,,,,8.11620868114439,,,,,10.3832466120118,,,,,4.00525704417841,,,,,0.606963532454738,,,,,0.560118287728627,,,,,0.473880157857377,,,,,0.40097871306217,,,,,0.356574684436049,,,,,0.316298560342485
GMB,GAMBIA,17.2615194211729,,,,,16.1316460489687,,,,,15.0640063212905,,,,,13.8750696695085,,,,,12.8841167917924,,,,,12.8888172524765,,,,,12.4714786116475,,,,,11.5550693764753,,,,,10.8184303897085,,,,,9.74717174110985,,,,,8.5752957771744
GNB,GUINEA-BISSAU,1.21288975838006,,,,,1.35200824472482,,,,,1.51047033248725,,,,,2.7858137508588,,,,,1.36290588125439,,,,,1.38564222440945,,,,,1.57268905509117,,,,,1.61304003619091,,,,,1.79232933996714,,,,,1.81052159037139,,,,,1.83078703558108
GNQ,EQUATORIAL GUINEA,1.06971459434302,,,,,0.960824851569126,,,,,0.871706495245851,,,,,0.796235647727967,,,,,0.732912309984459,,,,,1.21334390546468,,,,,2.38316507169442,,,,,3.05662008839937,,,,,3.46711125625204,,,,,5.18507796174845,,,,,7.67546556135097
GRC,GREECE,10.1564412243956,,,,,8.78944060951348,,,,,6.70214981806244,,,,,5.16360842681547,,,,,4.05727061263365,,,,,3.11306282274544,,,,,1.78122801077106,,,,,1.36485315216059,,,,,1.01869642068755,,,,,0.803559346752928,,,,,0.630061601889165
GRD,GRENADA,12.0341622323911,,,,,10.532194927684,,,,,7.81637472938398,,,,,5.80431508284041,,,,,4.4274349334275,,,,,3.12590709359705,,,,,2.76167363264572,,,,,3.00476999123879,,,,,3.32521444456211,,,,,3.75241861301134,,,,,4.46356038770991
GRL,GREENLAND,10.2328442140409,,,,,11.7414595591464,,,,,12.9110320284698,,,,,14.1129032258065,,,,,15.3723021582734,,,,,17.437969924812,,,,,17.5697211155378,,,,,17.2802419354839,,,,,15.5711206896552,,,,,10.890306122449,,,,,7.97230769230769
GTM,GUATEMALA,0.414577867871704,,,,,0.421463375544871,,,,,0.429473527877936,,,,,0.456066044990009,,,,,2.97240968247632,,,,,1.03011739833235,,,,,0.600205596234078,,,,,0.616720302708106,,,,,0.752859877805221,,,,,1.00670170214662,,,,,1.04595042887131
GUM,GUAM,49.4775464124436,,,,,48.2938870335415,,,,,47.7576483312732,,,,,49.418117365796,,,,,53.4594810012109,,,,,51.3278891023881,,,,,48.973888659477,,,,,47.0220879662361,,,,,45.071530758226,,,,,45.6920630253785,,,,,46.4497085749389
GUY,GUYANA,1.47546322090861,,,,,1.31224419518581,,,,,1.0709617970344,,,,,0.744778447982245,,,,,0.564794088074776,,,,,0.679109242803171,,,,,0.818995864476328,,,,,1.19899529562265,,,,,1.76397305276242,,,,,2.10041199548507,,,,,2.50492596770279
HKG,HONG KONG,39.033626605165,,,,,39.9392209240885,,,,,40.0468417104276,,,,,39.4961420379786,,,,,38.8898764133579,,,,,40.0339613650526,,,,,41.487408899686,,,,,42.2380311995697,,,,,43.3309926749179,,,,,47.1616220573112,,,,,52.9160279034531
HND,HONDURAS,0.319424594854041,,,,,0.38163020514363,,,,,0.456430463914955,,,,,0.551758917083264,,,,,5.51467934173707,,,,,1.95572030608484,,,,,0.901216822860714,,,,,0.464454015545083,,,,,0.766355702745393,,,,,1.60700524560313,,,,,2.99770317924142
HRV,CROATIA (LOCAL NAME: HRVATSKA),15.8438591682114,,,,,14.8889013957677,,,,,13.9154089471306,,,,,15.4417219961448,,,,,9.94640167364017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,HAITI,0.353320399337133,,,,,0.324526429942557,,,,,0.301134242782372,,,,,0.283265084602528,,,,,0.268406310108021,,,,,0.256721106628704,,,,,0.247683523072358,,,,,0.235583900276351,,,,,0.236148600909713,,,,,0.297487681675549,,,,,0.375598818180502
HUN,HUNGARY,3.68075153427147,,,,,3.30174337133745,,,,,2.90821509531268,,,,,2.83925833808131,,,,,3.34982072468177,,,,,3.18369928835532,,,,,3.44538135220568,,,,,3.81112895230551,,,,,4.2298588399396,,,,,4.69055034349353,,,,,5.18969063098866
IDN,INDONESIA,0.0510677227149964,,,,,0.0604162756812884,,,,,0.139900843069291,,,,,0.112893263844303,,,,,0.26065249816133,,,,,0.36507578585844,,,,,0.520192343829028,,,,,0.718473257407482,,,,,1.02590684358731,,,,,1.47027189625895,,,,,2.09652661706747
IMN,ISLE OF MAN,52.322840270502,,,,,51.7169705644408,,,,,50.7798869879957,,,,,49.5158005569333,,,,,49.4495960860166,,,,,50.0605157806536,,,,,45.978988757142,,,,,45.5801512938744,,,,,45.4489349696713,,,,,47.1595054522509,,,,,45.8124316178444
IND,INDIA,0.45088759665106,,,,,0.522282189384453,,,,,0.615130695412121,,,,,0.734686441138888,,,,,0.862387409601691,,,,,1.04012246827384,,,,,1.26550810460158,,,,,1.44821109471236,,,,,1.65373267951366,,,,,1.87780162861051,,,,,2.09311152585875
IRL,IRELAND,19.7061284101089,,,,,14.8469175083908,,,,,10.1144389192189,,,,,7.30672257381248,,,,,6.4872705375737,,,,,6.36743297639795,,,,,6.54119784341303,,,,,5.37470803091345,,,,,4.40987403838025,,,,,3.2807493135926,,,,,2.58145372268967
IRN,IRAN (ISLAMIC REPUBLIC OF),2.85874140306733,,,,,2.9396263995818,,,,,4.25392239225676,,,,,4.98697070494,,,,,7.61436970116037,,,,,6.00699869182151,,,,,1.4282896780418,,,,,0.478032542322484,,,,,0.301206883002878,,,,,0.214841361627713,,,,,0.220297780445441
IRQ,IRAQ,0.269294543894881,,,,,0.46796504151562,,,,,0.617238927386552,,,,,0.656740626125502,,,,,0.477453402225121,,,,,0.716853885841115,,,,,0.504095768967605,,,,,0.609512447382598,,,,,0.754891468849207,,,,,0.939720200754771,,,,,1.2037709339911
ISL,ICELAND,11.7038369266856,,,,,7.60849784655618,,,,,5.65139311178678,,,,,4.02552828749607,,,,,3.76099770039164,,,,,2.94028706944761,,,,,2.52697928446817,,,,,2.42179292500654,,,,,2.40366272415109,,,,,2.3480648617164,,,,,1.88923189082666
ISR,ISRAEL,38.5709376147752,,,,,38.4014804981169,,,,,35.8759262203848,,,,,34.6134174932372,,,,,35.0365665236052,,,,,35.9716749350343,,,,,36.9000773594636,,,,,41.8593921852388,,,,,47.368661735037,,,,,50.3777604369879,,,,,56.0814467223584
ITA,ITALY,7.52970224731621,,,,,5.29184631003443,,,,,3.72604400244543,,,,,3.0318112969034,,,,,2.51805031238077,,,,,2.21372330192154,,,,,1.96486922581599,,,,,1.815216143013,,,,,1.6026130651399,,,,,1.20814931585315,,,,,0.915449693922474
JAM,JAMAICA,1.11348791299617,,,,,1.02806739746278,,,,,0.952039264861324,,,,,0.901653225806452,,,,,0.868619246861925,,,,,0.948293020639522,,,,,1.0868260665729,,,,,1.22195727769498,,,,,1.39646869983949,,,,,1.36329545454545,,,,,1.34462613021584
JOR,JORDAN,49.1727257691035,,,,,43.3419885418592,,,,,40.1885553470919,,,,,38.3232657926103,,,,,36.162429022082,,,,,35.6580181543116,,,,,37.1538743695553,,,,,37.3280662983425,,,,,35.2531167108753,,,,,40.2057624113475,,,,,45.7095971563981
JPN,JAPAN,1.69924182087921,,,,,1.56440249504981,,,,,1.32964925143682,,,,,1.08619488356891,,,,,0.870691371815731,,,,,0.704552230153867,,,,,0.687111027384357,,,,,0.688174021797392,,,,,0.694943696391777,,,,,0.720906525894239,,,,,0.748807261429691
KAZ,KAZAKHSTAN,18.8676023480814,,,,,19.6314009829915,,,,,19.2916699196822,,,,,20.8363551338404,,,,,22.1384878884267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,KENYA,1.99893207380229,,,,,2.2077830043818,,,,,2.41441519192074,,,,,1.92508395100065,,,,,0.695120482901476,,,,,0.771433678239766,,,,,0.982867739707864,,,,,1.19019080261134,,,,,1.41341462395887,,,,,1.06874471182789,,,,,0.731977536074538
KGZ,KYRGYZSTAN,4.0883826795646,,,,,5.57961104869639,,,,,7.6051772007186,,,,,10.5645776686256,,,,,14.1893559846967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
