Country code,Country name,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
BGR,BULGARIA,9.853,,,,,13.169,,,,,15.251,,,,,15.397,,,,,14.282,,,,,17.832,,,,,22.063,,,,,25.965,,,,,30.682,,,,,37.47,,,,,65.598,,,,,91.957
BHR,BAHRAIN,7.958,,,,,9.759,,,,,11.98,,,,,14.851,,,,,18.54,,,,,23.141,,,,,31.963,,,,,47.472,,,,,70.81,,,,,105.438,,,,,146.781,,,,,172.56
BHS,BAHAMAS,10.041,,,,,11.577,,,,,14.161,,,,,15.56,,,,,18.306,,,,,22.236,,,,,26.996,,,,,32.757,,,,,39.723,,,,,48.14,,,,,58.306,,,,,70.581
BIH,BOSNIA AND HERZEGOWINA,9.03,,,,,9.859,,,,,11.142,,,,,21.88,,,,,17.567,,,,,25.622,,,,,34.033,,,,,49.211,,,,,72.644,,,,,98.07,,,,,135.738,,,,,188.603
BLR,BELARUS,6.271,,,,,9.589,,,,,14.911,,,,,15.09,,,,,16.402,,,,,19.551,,,,,21.928,,,,,21.194,,,,,25.787,,,,,37.746,,,,,56.523,,,,,95.618
BLZ,BELIZE,15.555,,,,,17.724,,,,,22.758,,,,,29.708,,,,,35.2,,,,,39.87,,,,,50.494,,,,,59.568,,,,,68.543,,,,,78.198,,,,,88.566,,,,,100.176
BOL,BOLIVIA,45.626,,,,,55.626,,,,,66.662,,,,,75.114,,,,,90.175,,,,,109.213,,,,,131.299,,,,,151.432,,,,,157.62,,,,,163.77,,,,,169.866,,,,,175.924
BRA,BRAZIL,23.595,,,,,27.353,,,,,34.129,,,,,42.543,,,,,52.378,,,,,63.349,,,,,78.895,,,,,90.64,,,,,100.192,,,,,109.497,,,,,122.011,,,,,134.813
BRB,BARBADOS,11.592,,,,,13.94,,,,,16.756,,,,,20.134,,,,,24.18,,,,,29.022,,,,,34.814,,,,,41.734,,,,,49.997,,,,,59.857,,,,,71.625,,,,,85.545
BRN,BRUNEI DARUSSALAM,5.144,,,,,6.63,,,,,8.542,,,,,11.0,,,,,14.158,,,,,18.211,,,,,23.402,,,,,30.044,,,,,38.526,,,,,49.344,,,,,67.24,,,,,83.993
BTN,BHUTAN,40.831,,,,,50.328,,,,,61.743,,,,,75.636,,,,,92.036,,,,,109.962,,,,,131.125,,,,,158.79,,,,,188.632,,,,,212.126,,,,,238.945,,,,,269.088
BWA,BOTSWANA,38.9,,,,,51.832,,,,,57.192,,,,,51.119,,,,,53.418,,,,,62.383,,,,,73.612,,,,,88.964,,,,,104.059,,,,,113.402,,,,,123.812,,,,,135.262
CAF,CENTRAL AFRICAN REPUBLIC,105.483,,,,,112.061,,,,,114.315,,,,,114.743,,,,,112.843,,,,,111.922,,,,,119.225,,,,,138.462,,,,,159.772,,,,,175.855,,,,,189.593,,,,,204.135
CAN,CANADA,5.215,,,,,5.237,,,,,5.465,,,,,6.33,,,,,7.51,,,,,9.241,,,,,12.607,,,,,16.775,,,,,21.271,,,,,26.532,,,,,32.592,,,,,38.502
CHE,SWITZERLAND,4.212,,,,,4.557,,,,,4.773,,,,,6.068,,,,,7.025,,,,,7.799,,,,,9.698,,,,,13.677,,,,,16.829,,,,,20.912,,,,,23.537,,,,,29.026
CHL,CHILE,7.193,,,,,8.021,,,,,11.479,,,,,14.145,,,,,18.353,,,,,23.714,,,,,45.17,,,,,68.608,,,,,89.256,,,,,109.111,,,,,118.323,,,,,120.365
CHN,CHINA,18.366,,,,,21.308,,,,,27.338,,,,,30.35,,,,,33.758,,,,,37.596,,,,,41.964,,,,,46.959,,,,,63.154,,,,,121.202,,,,,117.925,,,,,121.652
CIV,COTE D'IVOIRE,86.575,,,,,93.621,,,,,99.247,,,,,103.27,,,,,106.634,,,,,112.622,,,,,124.873,,,,,144.209,,,,,169.468,,,,,200.222,,,,,236.914,,,,,268.034
CMR,CAMEROON,82.474,,,,,86.777,,,,,88.19,,,,,89.851,,,,,93.407,,,,,98.346,,,,,107.567,,,,,120.01,,,,,133.084,,,,,144.967,,,,,157.849,,,,,169.542
COD,"CONGO, THE DRC",115.898,,,,,119.945,,,,,128.555,,,,,119.945,,,,,121.199,,,,,124.106,,,,,129.217,,,,,133.788,,,,,143.564,,,,,151.313,,,,,157.669,,,,,166.749
COG,CONGO,72.923,,,,,79.586,,,,,79.435,,,,,77.302,,,,,76.48,,,,,78.732,,,,,84.062,,,,,89.94,,,,,96.63,,,,,106.989,,,,,122.772,,,,,142.119
COL,COLOMBIA,19.078,,,,,20.481,,,,,23.99,,,,,27.637,,,,,35.355,,,,,42.974,,,,,56.723,,,,,73.06,,,,,82.21,,,,,92.133,,,,,105.387,,,,,123.225
COM,COMOROS,72.262,,,,,77.799,,,,,83.474,,,,,89.315,,,,,95.27,,,,,105.646,,,,,116.382,,,,,127.522,,,,,141.459,,,,,153.761,,,,,166.69,,,,,178.324
CPV,CAPE VERDE,21.6,,,,,28.031,,,,,35.699,,,,,42.718,,,,,48.999,,,,,61.898,,,,,77.889,,,,,97.529,,,,,119.031,,,,,124.674,,,,,128.452,,,,,132.374
CRI,COSTA RICA,9.889,,,,,10.475,,,,,11.835,,,,,14.514,,,,,17.37,,,,,19.215,,,,,30.413,,,,,52.578,,,,,67.709,,,,,81.336,,,,,87.725,,,,,93.821
CUB,CUBA,5.121,,,,,6.13,,,,,7.984,,,,,9.94,,,,,13.009,,,,,17.65,,,,,22.343,,,,,38.486,,,,,49.689,,,,,59.45,,,,,69.928,,,,,80.694
CUW,CURAÇAO,13.02,,,,,14.696,,,,,15.195,,,,,14.781,,,,,16.865,,,,,17.734,,,,,21.576,,,,,27.216,,,,,34.131,,,,,40.963,,,,,49.581,,,,,66.325
CYP,CYPRUS,4.353,,,,,5.59,,,,,7.158,,,,,9.185,,,,,11.785,,,,,15.089,,,,,19.297,,,,,24.682,,,,,31.512,,,,,40.175,,,,,51.136,,,,,64.934
CZE,CZECH REPUBLIC,3.149,,,,,4.009,,,,,5.805,,,,,9.412,,,,,11.501,,,,,14.807,,,,,17.84,,,,,20.287,,,,,21.885,,,,,20.108,,,,,24.329,,,,,46.268
DEU,GERMANY,3.701,,,,,4.202,,,,,4.845,,,,,6.195,,,,,8.28,,,,,11.075,,,,,15.529,,,,,20.804,,,,,22.635,,,,,30.237,,,,,38.564,,,,,46.385
DJI,DJIBOUTI,63.448,,,,,68.132,,,,,71.785,,,,,76.14,,,,,81.261,,,,,87.401,,,,,96.413,,,,,104.062,,,,,120.304,,,,,131.376,,,,,143.47,,,,,154.401
DNK,DENMARK,3.822,,,,,4.654,,,,,4.904,,,,,6.462,,,,,8.084,,,,,7.848,,,,,9.201,,,,,12.43,,,,,16.351,,,,,20.437,,,,,23.565,,,,,28.287
DOM,DOMINICAN REPUBLIC,29.583,,,,,34.955,,,,,41.347,,,,,47.654,,,,,62.937,,,,,75.234,,,,,86.024,,,,,95.976,,,,,109.025,,,,,123.985,,,,,138.722,,,,,153.231
DZA,ALGERIA,29.72,,,,,34.838,,,,,40.532,,,,,47.674,,,,,55.385,,,,,75.369,,,,,105.496,,,,,122.249,,,,,132.349,,,,,142.883,,,,,153.566,,,,,163.059
ECU,ECUADOR,21.081,,,,,24.911,,,,,33.269,,,,,44.25,,,,,55.535,,,,,68.509,,,,,82.387,,,,,95.074,,,,,107.175,,,,,119.249,,,,,129.481,,,,,139.669
EGY,EGYPT,23.457,,,,,29.345,,,,,36.679,,,,,59.545,,,,,74.289,,,,,106.863,,,,,133.163,,,,,165.434,,,,,170.173,,,,,184.068,,,,,204.628,,,,,248.71
ERI,ERITREA,53.913,,,,,61.789,,,,,73.268,,,,,89.888,,,,,104.647,,,,,116.028,,,,,125.321,,,,,140.379,,,,,161.488,,,,,179.085,,,,,190.353,,,,,199.885
ESH,WESTERN SAHARA,44.085,,,,,52.97,,,,,64.455,,,,,75.923,,,,,87.968,,,,,110.068,,,,,133.93,,,,,160.096,,,,,173.643,,,,,187.371,,,,,201.682,,,,,217.091
ESP,SPAIN,3.636,,,,,3.908,,,,,4.802,,,,,6.512,,,,,8.03,,,,,10.353,,,,,15.205,,,,,22.371,,,,,32.055,,,,,41.247,,,,,51.027,,,,,64.865
EST,ESTONIA,4.759,,,,,7.393,,,,,11.988,,,,,16.34,,,,,18.26,,,,,20.307,,,,,21.852,,,,,21.141,,,,,23.494,,,,,33.436,,,,,50.123,,,,,84.914
ETH,ETHIOPIA,60.154,,,,,78.241,,,,,96.861,,,,,114.483,,,,,126.199,,,,,140.302,,,,,136.724,,,,,140.516,,,,,148.087,,,,,160.194,,,,,181.669,,,,,199.539
FIN,FINLAND,2.771,,,,,3.277,,,,,3.859,,,,,5.109,,,,,6.012,,,,,6.505,,,,,8.769,,,,,11.951,,,,,15.075,,,,,19.526,,,,,26.069,,,,,34.471
FJI,FIJI,17.934,,,,,18.992,,,,,21.874,,,,,25.189,,,,,29.002,,,,,33.384,,,,,38.42,,,,,42.041,,,,,46.768,,,,,52.016,,,,,57.84,,,,,64.303
FRA,FRANCE,3.681,,,,,4.273,,,,,4.744,,,,,6.802,,,,,8.011,,,,,9.481,,,,,11.822,,,,,16.262,,,,,20.724,,,,,25.431,,,,,33.598,,,,,45.641
FSM,"MICRONESIA, FEDERATED STATES OF",34.864,,,,,37.926,,,,,39.978,,,,,42.287,,,,,44.627,,,,,47.019,,,,,49.355,,,,,58.322,,,,,67.649,,,,,76.903,,,,,86.522,,,,,96.517
GAB,GABON,51.159,,,,,57.73,,,,,58.288,,,,,58.895,,,,,63.163,,,,,77.679,,,,,95.011,,,,,113.62,,,,,134.391,,,,,157.688,,,,,166.771,,,,,179.543
GBR,UNITED KINGDOM,4.898,,,,,5.337,,,,,5.896,,,,,6.884,,,,,9.124,,,,,10.835,,,,,14.127,,,,,17.299,,,,,19.023,,,,,22.183,,,,,24.256,,,,,28.677
GEO,GEORGIA,22.004,,,,,29.005,,,,,37.546,,,,,45.01,,,,,44.019,,,,,46.685,,,,,49.353,,,,,52.022,,,,,59.022,,,,,66.027,,,,,73.029,,,,,80.032
GHA,GHANA,55.353,,,,,60.913,,,,,66.913,,,,,72.515,,,,,82.755,,,,,92.7,,,,,99.266,,,,,106.539,,,,,113.315,,,,,122.088,,,,,133.571,,,,,147.491
GIN,GUINEA,80.991,,,,,95.249,,,,,111.788,,,,,128.311,,,,,142.474,,,,,156.557,,,,,171.491,,,,,185.535,,,,,192.289,,,,,195.119,,,,,200.111,,,,,207.038
GLP,GUADELOUPE,6.984,,,,,8.748,,,,,10.958,,,,,13.718,,,,,17.16,,,,,21.453,,,,,26.808,,,,,33.465,,,,,41.733,,,,,51.999,,,,,64.743,,,,,80.552
GMB,GAMBIA,60.389,,,,,64.717,,,,,69.616,,,,,75.207,,,,,81.568,,,,,89.963,,,,,100.972,,,,,113.457,,,,,127.492,,,,,144.182,,,,,150.076,,,,,156.293
GNB,GUINEA-BISSAU,101.937,,,,,108.054,,,,,114.96,,,,,121.552,,,,,128.532,,,,,134.832,,,,,139.428,,,,,142.532,,,,,145.007,,,,,148.583,,,,,152.68,,,,,157.058
GNQ,EQUATORIAL GUINEA,101.729,,,,,112.161,,,,,114.998,,,,,118.913,,,,,127.709,,,,,138.187,,,,,148.731,,,,,157.778,,,,,166.783,,,,,176.294,,,,,186.226,,,,,196.613
GRC,GREECE,4.226,,,,,4.793,,,,,6.916,,,,,8.277,,,,,11.524,,,,,14.708,,,,,20.836,,,,,24.972,,,,,33.619,,,,,38.022,,,,,41.185,,,,,45.801
GRD,GRENADA,10.184,,,,,12.034,,,,,13.876,,,,,17.534,,,,,22.117,,,,,27.89,,,,,35.101,,,,,44.128,,,,,55.387,,,,,69.384,,,,,86.734,,,,,107.892
GTM,GUATEMALA,30.141,,,,,38.657,,,,,45.543,,,,,54.816,,,,,67.078,,,,,79.341,,,,,90.962,,,,,102.478,,,,,115.527,,,,,126.784,,,,,133.848,,,,,140.913
GUF,FRENCH GUIANA,14.023,,,,,15.401,,,,,16.961,,,,,20.672,,,,,25.564,,,,,32.098,,,,,42.694,,,,,45.679,,,,,51.227,,,,,72.981,,,,,89.105,,,,,103.419
GUM,GUAM,11.413,,,,,13.535,,,,,17.025,,,,,20.821,,,,,24.376,,,,,28.709,,,,,34.316,,,,,41.329,,,,,49.914,,,,,59.86,,,,,71.106,,,,,82.926
GUY,GUYANA,30.967,,,,,35.851,,,,,39.648,,,,,44.786,,,,,50.276,,,,,55.734,,,,,57.512,,,,,59.357,,,,,61.272,,,,,63.261,,,,,65.326,,,,,67.472
HKG,HONG KONG,1.867,,,,,2.313,,,,,3.798,,,,,5.196,,,,,7.106,,,,,9.713,,,,,13.268,,,,,18.107,,,,,24.681,,,,,33.592,,,,,46.229,,,,,61.821
HND,HONDURAS,27.813,,,,,31.221,,,,,35.056,,,,,43.048,,,,,52.985,,,,,65.008,,,,,81.059,,,,,103.714,,,,,119.017,,,,,135.539,,,,,153.972,,,,,169.297
HRV,CROATIA (LOCAL NAME: HRVATSKA),5.75,,,,,6.518,,,,,7.107,,,,,10.214,,,,,13.515,,,,,18.246,,,,,21.895,,,,,25.382,,,,,34.945,,,,,49.72,,,,,70.764,,,,,95.532
HTI,HAITI,48.586,,,,,56.067,,,,,70.107,,,,,85.346,,,,,100.139,,,,,122.173,,,,,131.021,,,,,134.985,,,,,150.327,,,,,170.578,,,,,193.561,,,,,219.655
HUN,HUNGARY,5.594,,,,,7.433,,,,,9.587,,,,,13.173,,,,,17.059,,,,,19.987,,,,,25.858,,,,,35.991,,,,,37.246,,,,,42.926,,,,,54.733,,,,,71.894
IDN,INDONESIA,29.291,,,,,34.955,,,,,41.689,,,,,49.69,,,,,59.193,,,,,70.479,,,,,83.892,,,,,99.75,,,,,118.187,,,,,138.856,,,,,161.947,,,,,188.352
IND,INDIA,50.572,,,,,58.282,,,,,66.993,,,,,75.7,,,,,85.604,,,,,97.803,,,,,111.193,,,,,125.584,,,,,132.489,,,,,142.305,,,,,152.93,,,,,164.352
IRL,IRELAND,3.737,,,,,5.511,,,,,6.106,,,,,6.785,,,,,8.383,,,,,10.227,,,,,15.198,,,,,18.284,,,,,22.912,,,,,28.094,,,,,34.268,,,,,41.446
IRN,IRAN (ISLAMIC REPUBLIC OF),20.703,,,,,26.404,,,,,33.603,,,,,42.702,,,,,54.802,,,,,71.301,,,,,95.468,,,,,123.745,,,,,153.621,,,,,174.806,,,,,197.621,,,,,220.219
IRQ,IRAQ,32.87,,,,,34.323,,,,,35.83,,,,,36.62,,,,,36.518,,,,,43.286,,,,,56.987,,,,,72.743,,,,,91.403,,,,,128.624,,,,,169.944,,,,,225.438
ISL,ICELAND,2.011,,,,,2.616,,,,,4.01,,,,,4.786,,,,,5.624,,,,,6.397,,,,,9.424,,,,,11.851,,,,,13.407,,,,,16.736,,,,,18.496,,,,,21.43
ISR,ISRAEL,3.904,,,,,5.013,,,,,6.459,,,,,8.359,,,,,10.778,,,,,13.723,,,,,17.091,,,,,20.665,,,,,24.33,,,,,28.321,,,,,33.065,,,,,38.927
ITA,ITALY,3.445,,,,,4.226,,,,,5.646,,,,,7.591,,,,,9.652,,,,,12.923,,,,,17.944,,,,,26.727,,,,,33.184,,,,,40.973,,,,,48.645,,,,,60.401
JAM,JAMAICA,24.419,,,,,26.817,,,,,27.885,,,,,28.817,,,,,31.188,,,,,35.827,,,,,37.473,,,,,45.014,,,,,51.615,,,,,61.419,,,,,78.33,,,,,91.937
JOR,JORDAN,19.69,,,,,22.399,,,,,25.579,,,,,29.057,,,,,33.965,,,,,42.714,,,,,54.011,,,,,65.707,,,,,77.394,,,,,95.535,,,,,119.694,,,,,147.462
JPN,JAPAN,2.6,,,,,3.035,,,,,3.755,,,,,4.438,,,,,4.955,,,,,6.63,,,,,8.754,,,,,11.95,,,,,16.483,,,,,25.844,,,,,37.253,,,,,50.075
KAZ,KAZAKHSTAN,27.007,,,,,32.057,,,,,43.475,,,,,51.074,,,,,52.021,,,,,60.308,,,,,68.598,,,,,76.891,,,,,85.174,,,,,93.463,,,,,101.786,,,,,110.121
KEN,KENYA,59.719,,,,,67.863,,,,,73.684,,,,,70.421,,,,,67.664,,,,,69.936,,,,,80.468,,,,,91.599,,,,,104.479,,,,,117.091,,,,,133.793,,,,,147.172
KGZ,KYRGYZSTAN,36.402,,,,,40.335,,,,,48.303,,,,,59.884,,,,,70.031,,,,,80.035,,,,,90.031,,,,,100.062,,,,,110.104,,,,,120.133,,,,,130.164,,,,,140.19
KHM,CAMBODIA,51.102,,,,,66.721,,,,,85.391,,,,,88.284,,,,,86.099,,,,,107.615,,,,,320.436,,,,,138.777,,,,,132.074,,,,,134.357,,,,,135.702,,,,,142.636
KIR,KIRIBATI,40.783,,,,,47.42,,,,,54.992,,,,,64.69,,,,,72.476,,,,,85.282,,,,,96.43,,,,,108.19,,,,,120.414,,,,,133.024,,,,,146.311,,,,,160.481
KOR,"KOREA, REPUBLIC OF",4.603,,,,,5.324,,,,,6.608,,,,,9.752,,,,,14.855,,,,,24.607,,,,,33.231,,,,,38.111,,,,,64.207,,,,,89.745,,,,,114.469,,,,,138.119
KWT,KUWAIT,9.65,,,,,10.22,,,,,10.88,,,,,12.691,,,,,16.271,,,,,23.902,,,,,33.074,,,,,41.534,,,,,53.936,,,,,70.697,,,,,93.825,,,,,123.804
LAO,LAOS ,47.3,,,,,58.371,,,,,72.068,,,,,89.398,,,,,109.276,,,,,121.918,,,,,130.517,,,,,138.538,,,,,147.658,,,,,156.966,,,,,166.952,,,,,177.0
LBN,LEBANON,10.014,,,,,13.805,,,,,18.839,,,,,25.133,,,,,30.425,,,,,34.97,,,,,38.055,,,,,41.732,,,,,47.257,,,,,52.951,,,,,59.736,,,,,68.437
LBR,LIBERIA,71.802,,,,,96.884,,,,,128.816,,,,,154.592,,,,,157.777,,,,,154.231,,,,,163.829,,,,,177.637,,,,,194.994,,,,,212.21,,,,,218.485,,,,,224.449
LBY,LIBYA,16.793,,,,,20.767,,,,,26.277,,,,,32.933,,,,,41.209,,,,,51.029,,,,,67.165,,,,,90.012,,,,,121.472,,,,,166.22,,,,,230.077,,,,,254.077
LCA,SAINT LUCIA,11.853,,,,,14.228,,,,,15.299,,,,,17.32,,,,,20.414,,,,,23.59,,,,,32.982,,,,,45.685,,,,,57.293,,,,,90.267,,,,,130.142,,,,,148.206
LKA,SRI LANKA,10.521,,,,,13.077,,,,,16.208,,,,,19.989,,,,,24.246,,,,,29.222,,,,,35.794,,,,,44.433,,,,,52.959,,,,,61.514,,,,,73.726,,,,,89.054
LSO,LESOTHO,75.686,,,,,84.141,,,,,79.165,,,,,69.365,,,,,83.613,,,,,93.776,,,,,109.566,,,,,122.96,,,,,130.178,,,,,134.197,,,,,150.241,,,,,169.177
LTU,LITHUANIA,5.971,,,,,7.663,,,,,11.019,,,,,16.484,,,,,14.916,,,,,18.35,,,,,22.455,,,,,22.08,,,,,27.025,,,,,42.706,,,,,63.878,,,,,107.829
LUX,LUXEMBURG,2.323,,,,,4.953,,,,,4.86,,,,,7.25,,,,,8.993,,,,,11.992,,,,,13.132,,,,,17.843,,,,,20.912,,,,,29.204,,,,,36.947,,,,,43.441
LVA,LATVIA,7.799,,,,,9.921,,,,,15.728,,,,,17.56,,,,,14.569,,,,,18.501,,,,,22.855,,,,,20.038,,,,,22.274,,,,,30.276,,,,,45.343,,,,,76.868
MAC,MACAU,5.076,,,,,6.474,,,,,8.254,,,,,10.519,,,,,13.399,,,,,17.056,,,,,21.694,,,,,27.57,,,,,35.001,,,,,44.387,,,,,56.225,,,,,66.014
MAR,MOROCCO,32.228,,,,,37.978,,,,,44.054,,,,,53.006,,,,,66.584,,,,,83.855,,,,,101.999,,,,,113.139,,,,,122.682,,,,,132.948,,,,,143.083,,,,,151.252
MDA,"MOLDOVA, REPUBLIC OF",15.548,,,,,18.858,,,,,24.5,,,,,29.009,,,,,31.265,,,,,35.557,,,,,46.023,,,,,46.023,,,,,49.028,,,,,59.033,,,,,69.041,,,,,81.291
MDG,MADAGASCAR,45.502,,,,,57.995,,,,,77.761,,,,,100.093,,,,,107.878,,,,,109.09,,,,,122.447,,,,,133.906,,,,,144.718,,,,,156.523,,,,,168.649,,,,,182.759
MDV,MALDIVES,15.223,,,,,29.732,,,,,52.724,,,,,68.748,,,,,83.387,,,,,103.204,,,,,125.548,,,,,148.857,,,,,174.982,,,,,204.74,,,,,226.498,,,,,246.485
MEX,MEXICO,16.658,,,,,20.509,,,,,27.702,,,,,33.091,,,,,39.518,,,,,47.075,,,,,56.899,,,,,69.022,,,,,79.526,,,,,88.18,,,,,101.624,,,,,121.328
MKD,MACEDONIA,11.885,,,,,12.95,,,,,18.443,,,,,26.547,,,,,40.045,,,,,51.54,,,,,62.256,,,,,68.721,,,,,82.035,,,,,94.81,,,,,112.567,,,,,136.32
MLI,MALI,100.285,,,,,108.935,,,,,118.191,,,,,128.119,,,,,139.078,,,,,150.761,,,,,162.847,,,,,176.432,,,,,191.709,,,,,207.168,,,,,223.841,,,,,242.337
MLT,MALTA,5.823,,,,,7.089,,,,,8.628,,,,,10.499,,,,,12.771,,,,,15.531,,,,,18.878,,,,,22.936,,,,,27.851,,,,,33.797,,,,,40.986,,,,,52.267
MMR,MYANMAR (Burma) ,52.676,,,,,58.401,,,,,65.237,,,,,72.798,,,,,81.292,,,,,90.509,,,,,100.601,,,,,111.716,,,,,124.123,,,,,156.254,,,,,175.82,,,,,213.868
MNE,MONTENEGRO,10.89,,,,,11.571,,,,,15.809,,,,,17.918,,,,,21.5,,,,,25.8,,,,,28.502,,,,,33.047,,,,,49.57,,,,,71.877,,,,,104.223,,,,,120.101
MNG,MONGOLIA,30.517,,,,,40.825,,,,,53.948,,,,,67.562,,,,,91.76,,,,,102.392,,,,,104.571,,,,,106.581,,,,,118.756,,,,,134.687,,,,,165.089,,,,,183.196
MOZ,MOZAMBIQUE,87.119,,,,,99.843,,,,,115.342,,,,,134.044,,,,,142.982,,,,,143.728,,,,,146.48,,,,,158.549,,,,,172.228,,,,,184.978,,,,,201.601,,,,,220.367
MRT,MAURITANIA,76.331,,,,,77.327,,,,,78.258,,,,,79.678,,,,,82.697,,,,,89.249,,,,,98.882,,,,,106.182,,,,,113.649,,,,,122.796,,,,,135.489,,,,,147.98
MTQ,MARTINIQUE,7.585,,,,,8.502,,,,,10.791,,,,,13.7,,,,,17.375,,,,,22.024,,,,,27.898,,,,,35.306,,,,,44.638,,,,,54.557,,,,,66.394,,,,,80.767
MUS,MAURITIUS,13.214,,,,,13.352,,,,,19.702,,,,,18.473,,,,,23.12,,,,,26.005,,,,,37.686,,,,,60.776,,,,,67.267,,,,,60.651,,,,,73.858,,,,,103.134
MWI,MALAWI,95.239,,,,,107.434,,,,,120.814,,,,,133.146,,,,,143.47,,,,,151.008,,,,,159.328,,,,,168.501,,,,,180.125,,,,,185.946,,,,,192.579,,,,,197.99
MYS,MALAYSIA,4.764,,,,,6.767,,,,,8.985,,,,,11.923,,,,,15.81,,,,,20.944,,,,,27.71,,,,,36.613,,,,,48.301,,,,,63.625,,,,,81.12,,,,,102.393
MYT,MAYOTTE,5.634,,,,,7.62,,,,,10.301,,,,,13.912,,,,,18.772,,,,,25.296,,,,,34.038,,,,,45.721,,,,,61.31,,,,,82.107,,,,,109.592,,,,,141.953
NAM,NAMIBIA,43.198,,,,,57.174,,,,,57.633,,,,,60.443,,,,,67.108,,,,,76.44,,,,,87.475,,,,,100.745,,,,,115.121,,,,,130.582,,,,,149.197,,,,,171.956
NCL,NEW CALEDONIA,15.077,,,,,17.431,,,,,20.461,,,,,24.32,,,,,29.339,,,,,35.997,,,,,44.178,,,,,53.961,,,,,65.572,,,,,79.517,,,,,96.369,,,,,116.728
