Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
DZA,ALGERIA,2559445.0,2526977.0,2494920.0,2463271.0,2432023.0,2401172.0,2370754.0,2340639.0,2310947.0,2281632.0,2252728.0,2224112.0,2195898.0,2168042.0,2140577.0,2113386.0,2086577.0,2048125.0,2010271.0,1973014.0,1936498.0,1900658.0,1865529.0,1830955.0,1797068.0,1763809.0,1731209.0,1699125.0,1682707.0,1672335.0,1662042.0,1651783.0,1641602.0,1631484.0,1621442.0,1611434.0,1601502.0,1591631.0,1556390.0,1506658.0,1458580.0,1412036.0,1367038.0,1323356.0,1281127.0,1240246.0,1200723.0,1162355.0,1125264.0,1081394.0,1036876.0,994074.0,953095.0,913806.0,871636.0
ECU,ECUADOR,4363083.0,4293117.0,4224275.0,4156539.0,4089890.0,4024311.0,3959873.0,3896294.0,3833824.0,3772356.0,3711957.0,3652366.0,3593811.0,3522998.0,3434623.0,3348260.0,3264210.0,3182297.0,3102576.0,3024665.0,2948841.0,2874941.0,2803016.0,2732722.0,2659260.0,2580514.0,2504202.0,2429946.0,2357989.0,2288164.0,2220498.0,2154654.0,2078196.0,1987090.0,1900096.0,1816691.0,1737055.0,1660913.0,1588209.0,1518502.0,1451946.0,1390140.0,1331167.0,1274546.0,1220411.0,1168580.0,1119019.0,1071437.0,1025942.0,982382.0,940731.0,900741.0,859670.0,816500.0,775586.0
EGY,EGYPT,2.3113442E7,2.2627879E7,2.2152524E7,2.1687163E7,2.1231585E7,2.0785585E7,2.0348962E7,1.9921517E7,1.9503058E7,1.9093395E7,1.8692891E7,1.8299724E7,1.7915357E7,1.7539069E7,1.7171193E7,1.6810055E7,1.6457001E7,1.6111368E7,1.5708651E7,1.520573E7,1.4721249E7,1.4253855E7,1.3803531E7,1.3367845E7,1.2948048E7,1.254297E7,1.2152604E7,1.1774844E7,1.1440099E7,1.1162024E7,1.0891083E7,1.0626004E7,1.0367734E7,1.0115746E7,9870223.0,9630012.0,9395969.0,9167620.0,8934608.0,8691138.0,8454660.0,8224653.0,8001241.0,7783341.0,7571695.0,7365838.0,7165881.0,6970852.0,6781419.0,6489989.0,6202211.0,5926965.0,5664781.0,5414670.0,5183989.0
ESP,SPAIN,1.13395E7,1.1181533E7,1.1025771E7,1.0872181E7,1.072094E7,1.0571806E7,1.042495E7,1.027974E7,1.0136751E7,9995752.0,9856908.0,9719621.0,9584432.0,9463867.0,9369836.0,9276614.0,9184574.0,9093574.0,9003724.0,8914642.0,8826686.0,8739721.0,8653849.0,8568709.0,8514678.0,8476058.0,8437697.0,8399435.0,8361429.0,8323627.0,8286077.0,8248623.0,8211421.0,8174416.0,8089951.0,7982568.0,7876931.0,7772865.0,7670486.0,7569347.0,7469845.0,7371814.0,7275366.0,7180078.0,7002908.0,6750209.0,6506988.0,6271926.0,6045690.0,5827642.0,5617770.0,5414934.0,5219711.0,5031551.0,4859469.0
ETH,ETHIOPIA,3168043.0,3103874.0,3041005.0,2979240.0,2918813.0,2859611.0,2801689.0,2744785.0,2688909.0,2634150.0,2580579.0,2527954.0,2476473.0,2426040.0,2376701.0,2328234.0,2280820.0,2234371.0,2188930.0,2144292.0,2090056.0,2010869.0,1934786.0,1861383.0,1790860.0,1723009.0,1657818.0,1594922.0,1534495.0,1476357.0,1420498.0,1356006.0,1292824.0,1232586.0,1175232.0,1120400.0,1068196.0,1018424.0,971036.0,925730.0,882597.0,841473.0,802318.0,764885.0,729246.0,695267.0,662915.0,631986.0,614478.0,597455.0,580926.0,564810.0,549163.0,533949.0,519177.0
FIN,FINLAND,1169903.0,1157724.0,1145673.0,1133747.0,1121945.0,1110266.0,1098103.0,1086667.0,1076589.0,1067073.0,1058114.0,1049206.0,1040385.0,1031639.0,1019206.0,1003178.0,987424.0,971917.0,956674.0,942910.0,930620.0,918491.0,906536.0,894705.0,871274.0,837210.0,804522.0,773025.0,742802.0,723405.0,713995.0,704682.0,695503.0,686444.0,673850.0,654397.0,635531.0,617209.0,599439.0,582134.0,565351.0,549052.0,533245.0,517851.0,507298.0,501262.0,495306.0,489404.0,483581.0,477827.0,472149.0,466524.0,460973.0,455488.0,448192.0
FRA,FRANCE,1.4981623E7,1.4882536E7,1.4784135E7,1.4686415E7,1.4589371E7,1.4492999E7,1.4397425E7,1.430225E7,1.4207864E7,1.4114133E7,1.4021176E7,1.3928607E7,1.3836807E7,1.3745642E7,1.365523E7,1.3565197E7,1.3501532E7,1.3450352E7,1.339944E7,1.3348583E7,1.3297994E7,1.3247599E7,1.3197469E7,1.3147392E7,1.3097578E7,1.3021834E7,1.2934334E7,1.2847296E7,1.2761075E7,1.2675541E7,1.2590808E7,1.2506521E7,1.2423022E7,1.234717E7,1.2275774E7,1.2205015E7,1.2135172E7,1.2066136E7,1.1997986E7,1.1930431E7,1.1836777E7,1.1728989E7,1.1622344E7,1.1516397E7,1.1411576E7,1.1307724E7,1.1204975E7,1.1080472E7,1.0946853E7,1.0815273E7,1.0685874E7,1.0558083E7,1.0432393E7,1.0255584E7,1.0058209E7
GBR,UNITED KINGDOM,1.8409907E7,1.8210766E7,1.801401E7,1.781961E7,1.7627534E7,1.7437753E7,1.7250495E7,1.7064958E7,1.6881889E7,1.6700999E7,1.6522508E7,1.6345654E7,1.617114E7,1.5998701E7,1.5912917E7,1.584515E7,1.5777924E7,1.5711144E7,1.5644898E7,1.5578907E7,1.5513444E7,1.5448417E7,1.5383909E7,1.5319652E7,1.5318776E7,1.5339369E7,1.5361971E7,1.5386745E7,1.5413664E7,1.5442834E7,1.5474283E7,1.5508223E7,1.5544603E7,1.5583552E7,1.5583567E7,1.5591361E7,1.5599603E7,1.5608309E7,1.5617469E7,1.5627131E7,1.563726E7,1.5647876E7,1.5658969E7,1.5670594E7,1.5734544E7,1.5810829E7,1.588771E7,1.5965515E7,1.6043929E7,1.6123066E7,1.6202821E7,1.6283534E7,1.6364878E7,1.6446972E7,1.646192E7
GEO,GEORGIA,1149575.0,1143972.0,1138396.0,1132832.0,1127303.0,1121801.0,1116333.0,1110877.0,1105455.0,1100060.0,1094698.0,1089347.0,1084031.0,1088126.0,1099798.0,1111629.0,1123569.0,1135639.0,1147821.0,1160168.0,1172630.0,1185226.0,1197940.0,1210826.0,1223833.0,1236979.0,1232999.0,1214148.0,1195610.0,1177355.0,1159403.0,1141676.0,1124245.0,1107079.0,1090199.0,1073531.0,1054397.0,1033338.0,1012728.0,992474.0,972652.0,953226.0,934213.0,915529.0,897244.0,878251.0,858803.0,839733.0,821112.0,802904.0,785124.0,767690.0,750667.0,734021.0,717766.0
GHA,GHANA,4723348.0,4548947.0,4382081.0,4222391.0,4069744.0,3923594.0,3783823.0,3649576.0,3521143.0,3398071.0,3280271.0,3167029.0,3058596.0,2954597.0,2854965.0,2743626.0,2631752.0,2524683.0,2422338.0,2324097.0,2230179.0,2140257.0,2054270.0,1971699.0,1892729.0,1817089.0,1744730.0,1675218.0,1608712.0,1544986.0,1483998.0,1436114.0,1394452.0,1354007.0,1314799.0,1276631.0,1239630.0,1203712.0,1168889.0,1134991.0,1102128.0,1070225.0,1039295.0,1009184.0,979993.0,940264.0,896768.0,855172.0,815560.0,777783.0,741805.0,707399.0,674633.0,643385.0,613626.0
GIN,GUINEA,1885989.0,1828300.0,1772376.0,1718162.0,1665606.0,1614658.0,1565269.0,1517390.0,1470976.0,1425981.0,1382363.0,1340079.0,1299088.0,1259352.0,1220830.0,1183487.0,1147286.0,1112193.0,1078173.0,1045105.0,1013094.0,982063.0,952024.0,922825.0,894559.0,867159.0,840635.0,814852.0,789893.0,765699.0,742278.0,719512.0,698046.0,677609.0,657796.0,638511.0,619817.0,601669.0,584077.0,566954.0,550354.0,534241.0,496778.0,438760.0,387584.0,342377.0,302495.0,267167.0,236005.0,208478.0,184193.0,162682.0,143707.0,126945.0,112158.0
GRC,GREECE,3059914.0,3069353.0,3078820.0,3088317.0,3097843.0,3107398.0,3116970.0,3126598.0,3136242.0,3145916.0,3155606.0,3165353.0,3175117.0,3184911.0,3179434.0,3167780.0,3156184.0,3144631.0,3133137.0,3121652.0,3110226.0,3098841.0,3087513.0,3076196.0,3069647.0,3065038.0,3060443.0,3055841.0,3051253.0,3046672.0,3042104.0,3037530.0,3032969.0,3028415.0,2987463.0,2935751.0,2885004.0,2835134.0,2786192.0,2737965.0,2690636.0,2644126.0,2598482.0,2553503.0,2484538.0,2407223.0,2332415.0,2259735.0,2189416.0,2121284.0,2055363.0,1991316.0,1929349.0,1869311.0,1813686.0
GTM,GUATEMALA,2846890.0,2778627.0,2712000.0,2646971.0,2583587.0,2521721.0,2461418.0,2402397.0,2344870.0,2288720.0,2233989.0,2180422.0,2118536.0,2044389.0,1972933.0,1903788.0,1837156.0,1772856.0,1710891.0,1650930.0,1593148.0,1552618.0,1517030.0,1482163.0,1448143.0,1414904.0,1382473.0,1350698.0,1319696.0,1289406.0,1259851.0,1230895.0,1202642.0,1175038.0,1152427.0,1131800.0,1111571.0,1091703.0,1072216.0,1053025.0,1034204.0,1015719.0,984839.0,950362.0,917137.0,885073.0,854172.0,824269.0,795452.0,767642.0,740841.0,705858.0,670411.0,636744.0,604810.0
HKG,HONG KONG,7259569.0,7203836.0,7148493.0,7096359.0,7049514.0,7006930.0,6967866.0,6934748.0,6910671.0,6896686.0,6896523.0,6906631.0,6912079.0,6892752.0,6835301.0,6732627.0,6591717.0,6430651.0,6275363.0,6144498.0,6044449.0,5969419.0,5909798.0,5846011.0,5766038.0,5670921.0,5549906.0,5390325.0,5171473.0,5031426.0,4957377.0,4887823.0,4815227.0,4729302.0,4623027.0,4493735.0,4346264.0,4190605.0,4040675.0,3906492.0,3789502.0,3686958.0,3599470.0,3526615.0,3472484.0,3436886.0,3414741.0,3392803.0,3353683.0,3285590.0,3183244.0,3051724.0,2902627.0,2752766.0,2620541.0
HND,HONDURAS,1100588.0,1071011.0,1042228.0,1014219.0,986962.0,960438.0,934627.0,909510.0,885067.0,861282.0,838135.0,815611.0,793692.0,772362.0,751634.0,731407.0,711751.0,692624.0,674036.0,655897.0,638271.0,621118.0,604448.0,588182.0,572376.0,556994.0,542045.0,518440.0,494191.0,471077.0,449073.0,428040.0,408019.0,388935.0,370768.0,353402.0,336873.0,321116.0,306117.0,291779.0,278132.0,263769.0,249562.0,236085.0,223353.0,211307.0,199926.0,189129.0,178929.0,169280.0,160162.0,151513.0,143342.0,135611.0,128157.0
HTI,HAITI,2375913.0,2314837.0,2255331.0,2197197.0,2140638.0,2642763.0,2516051.0,2395089.0,2280097.0,2170626.0,2066551.0,1967052.0,1871226.0,1780069.0,1693468.0,1610859.0,1569463.0,1529130.0,1489888.0,1427274.0,1367371.0,1309983.0,1255078.0,1193105.0,1134271.0,1078338.0,1025234.0,974610.0,926550.0,880860.0,837482.0,796129.0,758240.0,728826.0,700592.0,673377.0,647255.0,622146.0,598044.0,574813.0,552515.0,531082.0,510507.0,488850.0,459514.0,431938.0,406052.0,381652.0,358749.0,337220.0,317011.0,297961.0,280080.0,263273.0,247495.0
HUN,HUNGARY,1717321.0,1721576.0,1725841.0,1730117.0,1734398.0,1738689.0,1742984.0,1747303.0,1751626.0,1755959.0,1760298.0,1764659.0,1769025.0,1773401.0,1787247.0,1807957.0,1828879.0,1850043.0,1871422.0,1893108.0,1915015.0,1937175.0,1959561.0,1982269.0,2005208.0,2018811.0,2023036.0,2027281.0,2031530.0,2035788.0,2040048.0,2044330.0,2048614.0,2052908.0,2057204.0,2053170.0,2040971.0,2028845.0,2016807.0,2004808.0,1992896.0,1981056.0,1969301.0,1957585.0,1945954.0,1933138.0,1919201.0,1905327.0,1891572.0,1877916.0,1864378.0,1850900.0,1837537.0,1824272.0,1811120.0
IDN,INDONESIA,2.5637976E7,2.5218176E7,2.4811917E7,2.4418459E7,2.4037113E7,2.3667232E7,2.3308705E7,2.2959512E7,2.262059E7,2.2290965E7,2.1970621E7,2.1657823E7,2.1353482E7,2.1056791E7,2.0767794E7,2.0534068E7,2.0313754E7,2.0104799E7,1.9906117E7,1.971574E7,1.9533484E7,1.9358235E7,1.9189493E7,1.9025956E7,1.8737402E7,1.8200448E7,1.7681131E7,1.7176744E7,1.6688817E7,1.621609E7,1.5758661E7,1.5314151E7,1.4883939E7,1.4466936E7,1.399222E7,1.3398132E7,1.2833371E7,1.2295546E7,1.1783892E7,1.1294974E7,1.0829573E7,1.0385794E7,9963071.0,9577076.0,9266898.0,8968102.0,8680601.0,8402779.0,8135369.0,7877574.0,7629341.0,7389288.0,7158070.0,6891343.0,6553027.0
IND,INDIA,1.83378086E8,1.78337316E8,1.73461847E8,1.68745527E8,1.64182455E8,1.5976697E8,1.55499439E8,1.51357291E8,1.47352893E8,1.4347567E8,1.39726105E8,1.36084517E8,1.3256194E8,1.29149208E8,1.25358087E8,1.21446768E8,1.17679049E8,1.14043995E8,1.10541149E8,1.07151276E8,1.03883842E8,1.00729524E8,9.7688076E7,9.474292E7,9.1489107E7,8.8203996E7,8.5066207E7,8.2055448E7,7.9177327E7,7.6420973E7,7.3783722E7,7.1249064E7,6.88222E7,6.6494438E7,6.4059505E7,6.1619188E7,5.9284554E7,5.7047349E7,5.4905914E7,5.2847278E7,5.0876022E7,4.89854E7,4.7174197E7,4.5431601E7,4.3840823E7,4.2336912E7,4.0892081E7,3.9498071E7,3.8158487E7,3.6869214E7,3.5629848E7,3.4433384E7,3.3282978E7,3.2175134E7,3.1142192E7
IRL,IRELAND,1154896.0,1140982.0,1127236.0,1113655.0,1100238.0,1086983.0,1073906.0,1060950.0,1048168.0,1037262.0,1026882.0,1016577.0,1006390.0,997311.0,988539.0,979819.0,971189.0,962634.0,954167.0,946490.0,939041.0,931651.0,924328.0,917043.0,916371.0,917457.0,918542.0,919631.0,920720.0,920037.0,918868.0,917696.0,916528.0,915361.0,903491.0,888927.0,874616.0,860537.0,846702.0,833053.0,819642.0,806447.0,793483.0,780692.0,771083.0,762337.0,753703.0,745143.0,736692.0,723149.0,708563.0,694233.0,680212.0,666474.0,661202.0
IRN,IRAN (ISLAMIC REPUBLIC OF),2.0406469E7,2.0038796E7,1.9679392E7,1.9328042E7,1.8985005E7,1.8649593E7,1.8322058E7,1.800087E7,1.7677138E7,1.7339889E7,1.7010333E7,1.6686943E7,1.6370896E7,1.6061574E7,1.5759227E7,1.5462459E7,1.5172353E7,1.4888346E7,1.4624807E7,1.4407388E7,1.4194219E7,1.3984912E7,1.3779666E7,1.354268E7,1.3210487E7,1.2888622E7,1.2577122E7,1.2274352E7,1.1911684E7,1.1340466E7,1.0806898E7,1.03057E7,9836182.0,9395101.0,8980736.0,8589371.0,8220821.0,7872857.0,7520767.0,7145814.0,6790618.0,6453605.0,6134233.0,5830285.0,5542187.0,5268686.0,5009366.0,4762447.0,4522567.0,4285584.0,4061741.0,3849419.0,3648842.0,3459070.0,3279743.0
IRQ,IRAQ,9257104.0,9020500.0,8790025.0,8565518.0,8346821.0,8133783.0,7926536.0,7296062.0,7363719.0,7436988.0,7515789.0,7600499.0,7399009.0,7202896.0,7012275.0,6826227.0,6645392.0,6469261.0,6297914.0,6130875.0,5968706.0,5811035.0,5657940.0,5508667.0,5363720.0,5222771.0,5085888.0,4941400.0,4776562.0,4618173.0,4466128.0,4319521.0,4178694.0,4043184.0,3912923.0,3787152.0,3666181.0,3532618.0,3366256.0,3207475.0,3056545.0,2912866.0,2776263.0,2645844.0,2521839.0,2403755.0,2291457.0,2184211.0,2082213.0,1962923.0,1800299.0,1651151.0,1514914.0,1390273.0,1276373.0
ISR,ISRAEL,4649577.0,4574844.0,4501366.0,4428922.0,4357793.0,4287858.0,4219190.0,4151486.0,4085009.0,4019646.0,3955464.0,3892182.0,3816662.0,3729636.0,3644742.0,3561583.0,3480462.0,3401218.0,3323911.0,3229029.0,3118566.0,3011881.0,2908986.0,2809336.0,2713231.0,2620413.0,2530891.0,2444194.0,2360580.0,2279825.0,2201940.0,2125369.0,2050467.0,1978211.0,1908601.0,1841263.0,1776395.0,1713817.0,1653529.0,1595209.0,1539026.0,1484827.0,1432611.0,1390332.0,1350406.0,1311640.0,1274052.0,1237455.0,1201969.0,1167514.0,1134103.0,1101574.0,1070031.0,1039402.0,992763.0
ITA,ITALY,1.0758861E7,1.0718933E7,1.0679248E7,1.0639805E7,1.0600657E7,1.0561745E7,1.0523124E7,1.0484632E7,1.0446427E7,1.0408453E7,1.0370764E7,1.0333198E7,1.0295914E7,1.0276213E7,1.0295821E7,1.0315554E7,1.0335333E7,1.0355185E7,1.0375084E7,1.039511E7,1.0415182E7,1.043533E7,1.0455523E7,1.0475561E7,1.0495022E7,1.0514604E7,1.0534277E7,1.0554127E7,1.0574068E7,1.0594134E7,1.0614294E7,1.063463E7,1.0655065E7,1.0653645E7,1.0605345E7,1.0557192E7,1.0509381E7,1.0461847E7,1.041465E7,1.0367595E7,1.0320876E7,1.0274425E7,1.0228303E7,1.0127668E7,9911616.0,9700393.0,9494169.0,9291991.0,9094597.0,8901603.0,8713162.0,8528411.0,8348018.0,8161833.0,7956906.0
JOR,JORDAN,1147703.0,1137856.0,1128094.0,1118415.0,1108820.0,1099306.0,1089875.0,1080524.0,1071254.0,1062063.0,1052951.0,1043892.0,1034923.0,1026031.0,1017228.0,1008476.0,999812.0,991222.0,982717.0,974262.0,957100.0,929529.0,902789.0,876747.0,851491.0,826962.0,803172.0,780004.0,757534.0,735712.0,714547.0,693936.0,673945.0,654531.0,635702.0,612571.0,582238.0,553407.0,526041.0,499958.0,475202.0,451672.0,429336.0,408048.0,387843.0,368638.0,350409.0,333035.0,315782.0,299279.0,283660.0,268815.0,254767.0,238254.0,218113.0
JPN,JAPAN,8.2953769E7,8.237156E7,8.1798529E7,8.1234422E7,8.0678987E7,8.0131984E7,7.9593922E7,7.9062366E7,7.8539316E7,7.7990298E7,7.736563E7,7.6769018E7,7.619989E7,7.565466E7,7.5223543E7,7.5074403E7,7.4927889E7,7.4783754E7,7.4642144E7,7.4414766E7,7.3930374E7,7.3449311E7,7.2972208E7,7.2497075E7,7.1924017E7,7.1056904E7,7.0201908E7,6.9355369E7,6.8520665E7,6.7738431E7,6.7089751E7,6.644606E7,6.5809946E7,6.5180452E7,6.4526547E7,6.3784613E7,6.3053409E7,6.233176E7,6.1620503E7,6.0737685E7,5.9351419E7,5.8001069E7,5.6687376E7,5.540397E7,5.4092451E7,5.2633282E7,5.1217548E7,4.9838235E7,4.8499905E7,4.6984427E7,4.4910183E7,4.2926684E7,4.1037596E7,3.9235658E7,3.7518937E7
KAZ,KAZAKHSTAN,1510486.0,1482267.0,1454575.0,1427400.0,1400733.0,1374564.0,1348884.0,1323615.0,1298853.0,1274554.0,1250743.0,1227312.0,1204352.0,1181821.0,1159742.0,1138016.0,1126031.0,1120185.0,1114378.0,1108585.0,1102831.0,1097106.0,1091418.0,1085745.0,1080109.0,1074502.0,1065422.0,1053356.0,1041442.0,1029662.0,1018032.0,1006502.0,995118.0,983863.0,972750.0,961733.0,941178.0,913323.0,886329.0,860062.0,834607.0,809906.0,785969.0,762676.0,740104.0,716728.0,692924.0,669847.0,647570.0,626033.0,605241.0,585085.0,565626.0,546815.0,528653.0
KEN,KENYA,4836060.0,4662069.0,4494367.0,4332724.0,4176922.0,4026748.0,3882195.0,3742477.0,3607993.0,3478364.0,3353583.0,3232974.0,3116880.0,3004975.0,2897252.0,2789488.0,2665809.0,2547679.0,2434994.0,2327061.0,2224107.0,2125762.0,2031944.0,1942074.0,1856342.0,1775080.0,1701066.0,1630037.0,1562150.0,1497173.0,1435062.0,1375443.0,1318454.0,1263897.0,1211737.0,1161369.0,1111611.0,1064043.0,1018630.0,975092.0,933523.0,893778.0,855825.0,819433.0,784680.0,750391.0,712028.0,675544.0,640992.0,608223.0,577186.0,547666.0,518709.0,484653.0,452924.0
KHM,CAMBODIA,1684308.0,1638852.0,1594624.0,1551589.0,1509715.0,1468972.0,1429328.0,1390754.0,1353271.0,1316798.0,1281357.0,1246775.0,1213173.0,1180476.0,1148703.0,1117702.0,1087578.0,1011148.0,919470.0,835885.0,759998.0,691000.0,664712.0,639356.0,615000.0,571723.0,531545.0,494091.0,459322.0,427000.0,413027.0,399475.0,386386.0,373725.0,238267.0,100000.0,100000.0,100000.0,100000.0,100000.0,1805165.0,1516870.0,1274923.0,1071053.0,900000.0,756807.0,636548.0,535143.0,450000.0,436001.0,422455.0,409295.0,396562.0,391899.0,389280.0
KOR,"KOREA, REPUBLIC OF",2.3129899E7,2.3111959E7,2.3094722E7,2.3078186E7,2.3062369E7,2.3047245E7,2.3032831E7,2.3019064E7,2.3006002E7,2.2990419E7,2.2969456E7,2.2949416E7,2.2930378E7,2.2912305E7,2.287244E7,2.2791839E7,2.2716443E7,2.2646016E7,2.2580524E7,2.2513621E7,2.2440157E7,2.2371692E7,2.2308192E7,2.2249292E7,2.1982437E7,2.1320125E7,2.068216E7,2.0064969E7,1.9470209E7,1.8898245E7,1.83506E7,1.7819896E7,1.7307637E7,1.6812389E7,1.6273929E7,1.559831E7,1.4952476E7,1.4334202E7,1.3743071E7,1.3139908E7,1.2468E7,1.1835564E7,1.124042E7,1.0677491E7,1.0086909E7,9366591.0,8702137.0,8086593.0,7544184.0,7112322.0,6708374.0,6328839.0,5973594.0,5640480.0,5323142.0
KWT,KUWAIT,2680322.0,2522266.0,2373531.0,2233567.0,2101856.0,1977912.0,1861432.0,1751519.0,1648233.0,1551039.0,1491144.0,1440836.0,1392292.0,1345383.0,1300115.0,1256253.0,1213927.0,1173028.0,1133560.0,1095316.0,1142231.0,1217753.0,1298153.0,1384106.0,1391862.0,1333072.0,1276841.0,1222836.0,1171185.0,1121716.0,1071833.0,1023436.0,977286.0,933218.0,891193.0,846924.0,804058.0,763361.0,724777.0,688044.0,657646.0,629618.0,602821.0,577095.0,552500.0,496199.0,438645.0,387635.0,342615.0,302823.0,271793.0,244707.0,220352.0,198421.0,178698.0
LBN,LEBANON,2178834.0,2130079.0,2082415.0,2035818.0,1990263.0,1945728.0,1902189.0,1859625.0,1818013.0,1777348.0,1743568.0,1710339.0,1677788.0,1554245.0,1486686.0,1421889.0,1360000.0,1303080.0,1285337.0,1267788.0,1250502.0,1233452.0,1216657.0,1200045.0,1292529.0,1392477.0,1500000.0,1527875.0,1556228.0,1585107.0,1614481.0,1644483.0,1675000.0,1648802.0,1623050.0,1597630.0,1572642.0,1548045.0,1523866.0,1500000.0,1355495.0,1224912.0,1107063.0,1000273.0,922842.0,881288.0,841659.0,803709.0,767520.0,732959.0,700000.0,662237.0,626558.0,592802.0,560908.0
LBR,LIBERIA,1223881.0,1179592.0,1136906.0,1095654.0,1055952.0,1017688.0,980861.0,1027462.0,1111324.0,1202031.0,1300000.0,1163810.0,1042046.0,933022.0,835532.0,748000.0,776341.0,805755.0,836241.0,464002.0,588417.0,746192.0,945962.0,1200000.0,1041858.0,904557.0,785503.0,681853.0,591995.0,513979.0,446331.0,403490.0,375323.0,349123.0,324785.0,302083.0,280995.0,261380.0,243158.0,226162.0,210374.0,197015.0,185392.0,174425.0,164121.0,154426.0,145315.0,136719.0,128643.0,121043.0,113902.0,107164.0,100834.0,88055.0,75057.0
LBY,LIBYA,1126013.0,1118216.0,1110473.0,1102785.0,1095149.0,1087566.0,1080036.0,1072557.0,1065131.0,1057756.0,1050442.0,1043158.0,1035935.0,1028762.0,1021648.0,1014564.0,1007539.0,1000563.0,993644.0,984073.0,958413.0,933422.0,909116.0,885378.0,862291.0,839807.0,817938.0,796581.0,775810.0,755580.0,735905.0,716690.0,698002.0,679801.0,662099.0,644811.0,627997.0,611622.0,595695.0,580141.0,565014.0,546718.0,492073.0,442762.0,398449.0,358572.0,322733.0,290391.0,261328.0,235174.0,212636.0,202292.0,192464.0,183113.0,174229.0
MAR,MOROCCO,7670806.0,7559938.0,7451224.0,7344323.0,7239630.0,7136953.0,7036382.0,6937458.0,6840554.0,6745485.0,6650864.0,6550942.0,6452757.0,6356141.0,6261200.0,6167515.0,6075453.0,5984857.0,5895826.0,5807967.0,5709449.0,5555733.0,5406559.0,5261192.0,5120116.0,4983007.0,4849930.0,4720227.0,4594334.0,4471962.0,4353171.0,4237376.0,4119285.0,3978781.0,3843410.0,3712444.0,3586257.0,3464500.0,3347170.0,3233635.0,3124225.0,3018636.0,2916868.0,2816663.0,2690481.0,2570572.0,2456748.0,2348224.0,2245155.0,2147101.0,2053920.0,1964978.0,1880417.0,1799883.0,1723270.0
MDG,MADAGASCAR,2486592.0,2361030.0,2241809.0,2128608.0,2021267.0,1919339.0,1822681.0,1730644.0,1643372.0,1560716.0,1519875.0,1479995.0,1441214.0,1403449.0,1361482.0,1320660.0,1281115.0,1242754.0,1205593.0,1169444.0,1134427.0,1098709.0,1046090.0,995856.0,948098.0,902631.0,859403.0,818134.0,778899.0,741546.0,706033.0,672128.0,639896.0,609209.0,580033.0,552179.0,525699.0,500489.0,476519.0,453637.0,433211.0,413819.0,395320.0,377600.0,362619.0,348232.0,334435.0,321149.0,308408.0,297960.0,288175.0,278685.0,269521.0,260657.0,252097.0
MEX,MEXICO,4.4910177E7,4.4264872E7,4.3630493E7,4.3006831E7,4.2393684E7,4.1790849E7,4.1198937E7,4.0615333E7,4.0042277E7,3.9478773E7,3.8925396E7,3.83797E7,3.7843785E7,3.7316722E7,3.6799052E7,3.6101123E7,3.5309329E7,3.4537421E7,3.3785837E7,3.3050929E7,3.2335222E7,3.1637163E7,3.0957165E7,3.0291952E7,2.964383E7,2.8845159E7,2.8007804E7,2.7200306E7,2.6424441E7,2.5677551E7,2.4959183E7,2.4265075E7,2.3596894E7,2.2952473E7,2.2331545E7,2.1416175E7,2.0519922E7,1.9664873E7,1.8849836E7,1.806939E7,1.732486E7,1.6613312E7,1.5933956E7,1.528245E7,1.4660052E7,1.400499E7,1.3339725E7,1.2705161E7,1.2102379E7,1.1528951E7,1.0984167E7,1.0464446E7,9970677.0,9500884.0,9054486.0
MLI,MALI,2386064.0,2263807.0,2147815.0,2037766.0,1933356.0,1834295.0,1740310.0,1650901.0,1566198.0,1485842.0,1409710.0,1337286.0,1268674.0,1203582.0,1141913.0,1083247.0,1027669.0,984992.0,946774.0,909939.0,874585.0,840605.0,807989.0,776554.0,746382.0,717383.0,689548.0,662721.0,634923.0,607890.0,582043.0,557229.0,533504.0,510789.0,489071.0,468220.0,448285.0,429198.0,400679.0,362992.0,328895.0,298000.0,270044.0,244644.0,221663.0,200841.0,182000.0,173401.0,165218.0,158092.0,151920.0,145973.0,140267.0,134784.0,130017.0
MMR,MYANMAR (Burma) ,6859430.0,6725455.0,6594162.0,6465499.0,6339412.0,6215847.0,6094752.0,5976079.0,5859777.0,4899150.0,4746307.0,4644969.0,4548885.0,4454982.0,4363166.0,4273009.0,4184847.0,4098514.0,4014089.0,3931187.0,3850118.0,3770731.0,3693097.0,3616863.0,3542314.0,3469310.0,3397918.0,3327812.0,3259255.0,3192118.0,3126462.0,3061988.0,2998939.0,2937195.0,2876811.0,2817515.0,2759527.0,2702740.0,2647204.0,2592667.0,2539332.0,2487101.0,2431170.0,2374860.0,2320060.0,2266647.0,2214655.0,2163833.0,2114357.0,2066119.0,2019147.0,1973219.0,1928493.0,1884872.0,1842385.0
