Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
ABW,ARUBA,102911.0,102384.0,101932.0,101597.0,101418.0,101344.0,101219.0,100830.0,100031.0,98742.0,97015.0,94995.0,92894.0,90858.0,89004.0,87276.0,85447.0,83195.0,80326.0,76700.0,72498.0,68235.0,64623.0,62148.0,61032.0,61077.0,61835.0,62644.0,63028.0,62831.0,62204.0,61344.0,60567.0,60096.0,59978.0,60106.0,60366.0,60589.0,60655.0,60525.0,60239.0,59849.0,59438.0,59065.0,58724.0,58385.0,58049.0,57712.0,57360.0,57029.0,56697.0,56226.0,55435.0,54208.0
AFG,AFGHANISTAN,3.0551674E7,2.9824536E7,2.910548E7,2.8397812E7,2.7708187E7,2.7032197E7,2.6349243E7,2.5631282E7,2.4860855E7,2.4018682E7,2.3116142E7,2.2202806E7,2.1347782E7,2.059536E7,1.9987071E7,1.9496836E7,1.9021226E7,1.8415307E7,1.7586073E7,1.6485018E7,1.5175325E7,1.3811876E7,1.2612043E7,1.1731193E7,1.1215323E7,1.1013345E7,1.1063107E7,1.1262439E7,1.1528977E7,1.1854205E7,1.2241928E7,1.2634494E7,1.2963788E7,1.3180431E7,1.3257128E7,1.3199597E7,1.303446E7,1.280681E7,1.255179E7,1.2273589E7,1.1966352E7,1.1644377E7,1.1323446E7,1.1015621E7,1.0729191E7,1.046577E7,1.0221902E7,9990125.0,9765015.0,9547131.0,9339507.0,9141783.0,8953544.0,8774440.0
AGO,ANGOLA,2.1471618E7,2.0820525E7,2.018049E7,1.9549124E7,1.892665E7,1.8314441E7,1.7712824E7,1.7122409E7,1.6544376E7,1.5976715E7,1.5421075E7,1.4886574E7,1.4385283E7,1.392493E7,1.3510616E7,1.3137542E7,1.2791388E7,1.2451945E7,1.2104952E7,1.1743432E7,1.1372156E7,1.1002758E7,1.0652727E7,1.0333844E7,1.0051133E7,9798055.0,9561022.0,9320678.0,9063646.0,8784753.0,8489864.0,8190093.0,7901870.0,7637141.0,7399204.0,7184444.0,6989550.0,6808733.0,6637628.0,6475333.0,6323057.0,6180863.0,6049214.0,5928087.0,5817283.0,5715372.0,5619643.0,5526653.0,5433841.0,5339893.0,5245015.0,5150076.0,5056688.0,4965988.0
ALB,ALBANIA,2897366.0,2900489.0,2904780.0,2913021.0,2927519.0,2947314.0,2970017.0,2992547.0,3011487.0,3026939.0,3039616.0,3051010.0,3060173.0,3089027.0,3108778.0,3128530.0,3148281.0,3168033.0,3187784.0,3207536.0,3227287.0,3247039.0,3266790.0,3286542.0,3227943.0,3142336.0,3083605.0,3022635.0,2964762.0,2904429.0,2843960.0,2784278.0,2726056.0,2671997.0,2617832.0,2566266.0,2513546.0,2458526.0,2404831.0,2350124.0,2296752.0,2243126.0,2187853.0,2135479.0,2081695.0,2022272.0,1965598.0,1914573.0,1864791.0,1814135.0,1762621.0,1711319.0,1659800.0,1608800.0
AND,ANDORRA,79218.0,78360.0,77865.0,77907.0,78659.0,79969.0,81292.0,81877.0,81223.0,79060.0,75643.0,71639.0,68000.0,65399.0,64084.0,63799.0,64090.0,64274.0,63854.0,62707.0,61003.0,58904.0,56674.0,54511.0,52449.0,50431.0,48458.0,46515.0,44597.0,42704.0,40862.0,39112.0,37502.0,36063.0,34819.0,33746.0,32769.0,31781.0,30706.0,29514.0,28231.0,26892.0,25560.0,24279.0,23061.0,21888.0,20755.0,19646.0,18551.0,17470.0,16410.0,15376.0,14376.0,13414.0
ARE,UNITED ARAB EMIRATES,9346129.0,9205651.0,8925096.0,8441537.0,7718319.0,6798635.0,5797347.0,4875639.0,4148883.0,3658658.0,3369254.0,3223969.0,3132104.0,3026352.0,2893648.0,2753498.0,2608993.0,2470810.0,2346305.0,2232159.0,2121143.0,2012977.0,1908002.0,1806498.0,1707085.0,1609170.0,1514798.0,1426915.0,1347218.0,1277300.0,1215380.0,1155765.0,1090660.0,1014825.0,926112.0,827191.0,723617.0,623450.0,532742.0,452848.0,382599.0,322439.0,272211.0,231529.0,201157.0,180762.0,167360.0,156890.0,146341.0,134411.0,121574.0,108774.0,97727.0,89608.0
ARG,ARGENTINA,4.1446246E7,4.1086927E7,4.0728738E7,4.0374224E7,4.0023641E7,3.9676083E7,3.9331357E7,3.8988923E7,3.8647854E7,3.8308779E7,3.7970411E7,3.7627545E7,3.7273361E7,3.6903067E7,3.6514558E7,3.6109342E7,3.5690778E7,3.526407E7,3.4833168E7,3.4399343E7,3.3961947E7,3.3520803E7,3.3075194E7,3.2624874E7,3.2170407E7,3.1713147E7,3.1254574E7,3.0796481E7,3.0340419E7,2.9886564E7,2.9435404E7,2.8989069E7,2.8550123E7,2.8120135E7,2.7701412E7,2.7293093E7,2.6889764E7,2.6483835E7,2.6070443E7,2.5646533E7,2.5215328E7,2.478583E7,2.437066E7,2.3978532E7,2.3612675E7,2.3269302E7,2.2941477E7,2.2618887E7,2.2293817E7,2.1963952E7,2.1630854E7,2.129529E7,2.0959241E7,2.0623998E7
ARM,ARMENIA,2976566.0,2969081.0,2964120.0,2963496.0,2968154.0,2977488.0,2989882.0,3002911.0,3014917.0,3025652.0,3036032.0,3047002.0,3059960.0,3076098.0,3093820.0,3112958.0,3137652.0,3173425.0,3223173.0,3289943.0,3369673.0,3449497.0,3511912.0,3544695.0,3542720.0,3510439.0,3457054.0,3396511.0,3339147.0,3287588.0,3239212.0,3192877.0,3145885.0,3096298.0,3044564.0,2991954.0,2938181.0,2882831.0,2825650.0,2766495.0,2705584.0,2643464.0,2580894.0,2518408.0,2456370.0,2394635.0,2332624.0,2269475.0,2204650.0,2138133.0,2070427.0,2002170.0,1934239.0,1867396.0
ASM,AMERICAN SAMOA,55165.0,55128.0,55274.0,55636.0,56245.0,57053.0,57919.0,58652.0,59117.0,59262.0,59117.0,58729.0,58176.0,57522.0,56768.0,55899.0,54942.0,53926.0,52874.0,51807.0,50725.0,49597.0,48379.0,47044.0,45591.0,44049.0,42448.0,40835.0,39247.0,37687.0,36165.0,34740.0,33488.0,32456.0,31670.0,31105.0,30690.0,30325.0,29932.0,29491.0,29014.0,28490.0,27916.0,27292.0,26615.0,25886.0,25116.0,24320.0,23518.0,22701.0,21883.0,21118.0,20478.0,20012.0
ATG,ANTIGUA AND BARBUDA,89985.0,89069.0,88152.0,87233.0,86300.0,85349.0,84397.0,83467.0,82565.0,81718.0,80904.0,80030.0,78972.0,77648.0,76041.0,74206.0,72232.0,70245.0,68349.0,66550.0,64868.0,63434.0,62412.0,61906.0,61967.0,62538.0,63484.0,64605.0,65744.0,66863.0,67958.0,68950.0,69750.0,70301.0,70553.0,70508.0,70223.0,69782.0,69253.0,68655.0,67972.0,67205.0,66338.0,65369.0,64307.0,63176.0,62002.0,60818.0,59653.0,58500.0,57368.0,56311.0,55403.0,54681.0
