Country code,Country name,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
SUR,SURINAME,7327.0,7140.0,6947.0,6899.0,6788.0,6562.0,6171.0,5990.0,,,,,4960.0,,,,,,,,,,5253.0,,,,,,,,,,5331.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),19696.0,19209.0,18924.0,18291.0,19058.0,18722.0,16966.0,15720.0,,,,,12660.0,,,,,,,,,,12695.0,,,,,,,,,,
SVN,SLOVENIA,23999.0,24555.0,24686.0,24318.0,26463.0,25765.0,24472.0,23280.0,,,,,19779.0,,,,,,,,,,,,,,,,,,,,
SWE,SWEDEN,36143.0,35812.0,34683.0,32904.0,35500.0,35571.0,34350.0,32940.0,,,,,28899.0,,,,,,,,,,24264.0,,,,,,,,,,20510.0
SWZ,SWAZILAND,5104.0,5236.0,5019.0,5076.0,5287.0,5300.0,5086.0,5240.0,,,,,4543.0,,,,,,,,,,4098.0,,,,,,,,,,
SYC,SEYCHELLES,22615.0,22207.0,20417.0,19249.0,18919.0,19705.0,18464.0,17220.0,,,,,17957.0,,,,,,,,,,13597.0,,,,,,,,,,10912.0
SYR,SYRIAN ARAB REPUBLIC,4674.0,4600.0,4586.0,4593.0,4412.0,4331.0,4137.0,4010.0,,,,,3585.0,,,,,,,,,,2880.0,,,,,,,,,,3435.0
TCD,CHAD,1258.0,1202.0,1225.0,1148.0,1013.0,1083.0,1075.0,1110.0,,,,,744.0,,,,,,,,,,817.0,,,,,,,,,,649.0
TGO,TOGO,928.0,903.0,892.0,875.0,875.0,866.0,862.0,840.0,,,,,891.0,,,,,,,,,,942.0,,,,,,,,,,1152.0
THA,THAILAND,7722.0,7359.0,7343.0,6881.0,7111.0,6986.0,6675.0,6350.0,,,,,5411.0,,,,,,,,,,3891.0,,,,,,,,,,2199.0
TJK,TAJIKISTAN,2119.0,2026.0,1910.0,1823.0,1778.0,1469.0,1211.0,1450.0,,,,,924.0,,,,,,,,,,2963.0,,,,,,,,,,
TKM,TURKMENISTAN,7782.0,7323.0,6722.0,6416.0,6171.0,5451.0,4921.0,4430.0,,,,,2176.0,,,,,,,,,,,,,,,,,,,,
TLS,EAST TIMOR,5446.0,5069.0,4694.0,4019.0,5508.0,3728.0,2693.0,1830.0,,,,,1195.0,,,,,,,,,,,,,,,,,,,,
TON,TONGA,4153.0,4113.0,4109.0,4183.0,4219.0,4142.0,4185.0,4140.0,,,,,3911.0,,,,,,,,,,3074.0,,,,,,,,,,
TTO,TRINIDAD AND TOBAGO,21941.0,21874.0,21985.0,22083.0,23377.0,22567.0,21477.0,19560.0,,,,,12839.0,,,,,,,,,,9983.0,,,,,,,,,,14536.0
TUN,TUNISIA,8103.0,7972.0,8073.0,7920.0,7728.0,7494.0,7169.0,6820.0,,,,,5805.0,,,,,,,,,,4348.0,,,,,,,,,,3917.0
TUR,TURKEY,13710.0,13344.0,12440.0,11499.0,12259.0,12348.0,11941.0,11320.0,,,,,9675.0,,,,,,,,,,7960.0,,,,,,,,,,5872.0
TZA,"TANZANIA, UNITED REPUBLIC OF",1383.0,1324.0,1288.0,1230.0,1197.0,1149.0,1095.0,1050.0,,,,,857.0,,,,,,,,,,817.0,,,,,,,,,,
UGA,UGANDA,1168.0,1158.0,1126.0,1103.0,1059.0,1007.0,949.0,880.0,,,,,755.0,,,,,,,,,,554.0,,,,,,,,,,
UKR,UKRAINE,6428.0,6210.0,5938.0,5642.0,6678.0,6449.0,5938.0,5520.0,,,,,3585.0,,,,,,,,,,8252.0,,,,,,,,,,
URY,URUGUAY,13333.0,12928.0,12218.0,11310.0,11071.0,10441.0,9833.0,9400.0,,,,,9581.0,,,,,,,,,,7034.0,,,,,,,,,,7519.0
USA,UNITED STATES,43480.0,42879.0,42627.0,41414.0,43586.0,44060.0,44252.0,43170.0,,,,,40230.0,,,,,,,,,,31638.0,,,,,,,,,,25406.0
UZB,UZBEKISTAN,3201.0,3017.0,2838.0,2679.0,2607.0,2382.0,2112.0,2000.0,,,,,1612.0,,,,,,,,,,,,,,,,,,,,
VCT,SAINT VINCENT AND THE GRENADINES,9367.0,9262.0,9235.0,9478.0,9579.0,9650.0,9271.0,8380.0,,,,,7135.0,,,,,,,,,,5220.0,,,,,,,,,,3246.0
VEN,VENEZUELA,11475.0,11068.0,10848.0,11210.0,11891.0,11599.0,10656.0,9770.0,,,,,9446.0,,,,,,,,,,9415.0,,,,,,,,,,11645.0
VNM,VIET NAM,2970.0,2859.0,2757.0,2588.0,2524.0,2410.0,2257.0,2120.0,,,,,1578.0,,,,,,,,,,845.0,,,,,,,,,,
VUT,VANUATU,3960.0,3947.0,3874.0,3819.0,3896.0,3596.0,3487.0,3270.0,,,,,3618.0,,,,,,,,,,3517.0,,,,,,,,,,2346.0
WSM,SAMOA,3928.0,3885.0,3829.0,3755.0,3767.0,3841.0,3604.0,3610.0,,,,,3055.0,,,,,,,,,,3849.0,,,,,,,,,,
YEM,YEMEN,1820.0,1912.0,2225.0,2169.0,2091.0,2099.0,2092.0,2020.0,,,,,1950.0,,,,,,,,,,1800.0,,,,,,,,,,
ZAF,SOUTH AFRICA,9594.0,9463.0,9307.0,9150.0,9294.0,9057.0,8796.0,8420.0,,,,,7462.0,,,,,,,,,,7671.0,,,,,,,,,,8399.0
ZMB,ZAMBIA,1358.0,1307.0,1234.0,1185.0,1151.0,1083.0,1066.0,1060.0,,,,,981.0,,,,,,,,,,1135.0,,,,,,,,,,1424.0
ZWE,ZIMBABWE,424.0,404.0,373.0,342.0,318.0,378.0,395.0,412.0,,,,,604.0,,,,,,,,,,622.0,,,,,,,,,,585.0
