Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
ABW,ARUBA,,,,,,,,,,,,,,,-82.9176216799245,129.015995233512,293.398246866479,234.749684476231,321.191146079725,238.070404172099,342.906011200309,439.363962775702,386.394936787212,482.39685911051,398.643334644121,315.830836485093,338.158001132045,645.393014494604,191.026210573079,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,AFGHANISTAN,172.362077442958,225.516668557727,236.548237651466,226.302646133442,225.038180953521,180.365288104404,188.419834300363,115.549038865867,114.140080862062,96.2371707156954,68.9418675486593,58.9911923745134,19.2226058894549,6.60391466815826,7.1476205793235,8.42187932441961,12.1311843936873,9.21135878972857,12.085131228558,13.7348955275633,14.7476248449374,14.8350593358933,40.2416959726509,10.375756327596,13.2247640125924,6.57021095770631,4.09288276792406,0.169590263707533,1.41556358382882,0.548328631063829,1.08479644709559,0.738454583143575,1.84436832814606,2.50447045320445,7.95572012278979,6.25170601799434,6.56797443085483,5.57750134498755,5.5330753621595,4.00697791004734,4.67561041159411,4.73876790488662,3.92460033809496,2.5064406264522,2.5398000650748,2.7938699207034,3.97186355337784,5.04097796574117,5.52277697474095,4.83600780171551,3.92633144340488,1.85193632358152,3.87220970824514,1.95795971024932
AGO,ANGOLA,13.3948918055453,11.6399562450995,9.62563347074328,12.1862237919203,12.6123746146307,20.1382067844713,13.9825247515585,9.55005805549908,25.0580620266367,71.6329983979811,32.0165747199855,27.8123092660541,19.6541145558276,21.7028020966712,28.684110332201,25.5199945317016,27.7264672137222,36.8866068714566,34.4007972935374,38.0697908413827,25.4472414905318,31.2276249282225,26.0102413213067,25.7184064323015,16.621011780463,16.0266501872055,14.0602123915205,13.9743053026829,9.98384093994845,10.6331959475696,8.70214175397863,7.21237231372098,7.62098085643019,6.86644386950562,6.36014360463639,6.5238172919157,6.79585953316022,2.56729115387547,0.717123647182397,0.0571399185184762,0.0253042159828703,0.01456107342939,0.0,-0.00506065447420053,-0.0189091711714902,0.0017496673882295,3.23508094731285,0.517492232640623,0.204275391937305,,0.00571971672149651,,4.65719854576751,-0.0100684898956663
ALB,ALBANIA,102.983192320197,117.780139831594,120.749247791571,116.957618911776,121.932598900297,123.25459723667,103.430384405207,107.527133241349,105.974224693648,99.0935066745646,116.626573883017,100.760076171497,87.7499409347119,102.89647840566,157.023113261867,85.8614109501907,53.3973936888099,71.5112500406404,56.6537757890748,50.8490006035786,83.8723051281153,126.158016580645,101.613510510317,3.36219649710851,3.20327837263545,1.76938430517933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,,,,,2.3057530883666,-3.59741398350207,-4.79458480639919,-4.83363694667152,-4.01467084416054,1.95959253760591,-3.47375789723417,-7.43861742388933,75.7064638321413,23.9537744014184,3.00619498848739,2.59923275659594,3.5462159982886,4.05791834845319,0.302569086608109,4.02039760549849,7.59087453785287,2.04305897912332,48.1746559298634,1.66813697970968,7.60217891587297,1.30286542062679,1.98641397389957,14.514373261299,20.6090128613465,22.8481097400326,4.32497999075349,6.25131388234253,9.38097514340344,8.28606029702339,0.136667099445815,4.31512301820536,3.20792274663991,3.95315056906981,5.52559681561902,4.57548433175609
ARG,ARGENTINA,0.727448271189627,4.35466979557756,2.1351017554239,2.99993381916145,3.1663785910932,3.2911514979944,2.57657013969795,2.95160756299937,2.48862459478345,2.38430987320165,2.80850265223624,2.16649797375832,3.90520189472583,1.42237500205606,2.09669798002211,2.1894611095378,2.85816128749001,3.70859064197638,4.09265100435309,4.25066257806145,6.66157331910329,7.87212645234066,8.27447905520977,5.17212725480564,6.54949749314642,4.81188448437489,3.17809482861613,2.78798087352902,1.28607320815181,1.62246821012947,1.59671666133748,1.02590393641134,1.5257377350003,0.692742051202813,1.55154545912678,1.03176287128762,1.03831331505922,1.15428902196378,1.00918883503437,1.400579173801,1.81080333359138,0.940860160825762,1.13702296121648,0.389515087912805,1.07908146789807,1.74994505636654,0.945449153077633,-0.42840304211255,-2.79001123943917,0.784011911881796,1.74750382023752,1.86895787754006,1.39222598757274,1.38576429264588
ARM,ARMENIA,98.3549499658331,91.8701780113106,134.981039903918,115.680938999074,177.207786388442,101.642727023585,117.068165231939,71.7670287264591,56.4990678018665,83.7538487572265,83.5959568278595,98.3228760598122,69.1610347847684,70.1830695901106,67.6122075621723,62.3843945212239,52.9376744138611,92.0645674625996,67.5080115153608,58.1377853658863,32.4838641612999,6.50819525281512,0.774506878304468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,ANTIGUA AND BARBUDA,17.336222703784,26.3840393402867,173.904165532262,218.609929728428,65.3534183082271,102.52024042461,87.4438664881453,39.2969676638672,94.3499061345607,19.9466457818351,76.1396222683674,168.311883043859,108.139593780074,126.081805069029,141.239594429321,133.142872543999,59.5304020378779,55.0928891736067,33.2118977600257,62.5093914350113,46.2477646913732,73.6198253302645,115.843107094789,74.4677414144025,70.0372779059822,135.117848348204,87.5811228025959,78.1673245104868,44.8710148454612,35.2960531235511,49.589452308779,71.7911530094271,129.605734767025,78.2350179940541,46.4898728615367,51.0580359675498,76.6130754880879,44.5673669427646,29.7460037832296,43.6967445925279,0.14711940210675,,,,,,,,,,,,,
AZE,AZERBAIJAN,-6.70397516099151,30.6483024992835,31.22505609347,17.5739082684399,25.9063043219012,26.8331925964808,26.2442753428968,24.3253914468063,25.8000321740737,21.1593330524288,36.5188666642377,42.744999663483,28.3262649176447,17.2849936634943,21.2232626601109,15.1965120687476,23.4822823972188,12.412727038516,15.5549772283669,19.6182703698828,3.1847898599066,1.00650230289894,0.0412597992023106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,BURUNDI,53.7533362748575,53.0723730144943,60.2545270294775,68.2288370543434,62.8867126180183,60.5546202117742,57.5146560311381,53.5760979158551,46.8393357761101,48.4690586359243,31.3531580294975,24.4382881006893,20.3439612034782,13.952054197258,11.4464285905263,10.6627632422989,8.85459668960541,17.5582359279127,46.2083024217853,50.897766181771,36.1360253603442,52.5746857851669,44.593057048851,46.8348105638497,37.8467920604683,37.9674949008992,38.5023068682029,38.7609149934294,28.7296914323058,29.7674519173595,30.6690219477069,28.7655650036393,28.4565645272944,28.0986143832918,23.4744003626912,18.8653046347237,12.4535149810766,11.6965998144567,12.9100125619018,10.3067123050279,7.49661591705159,7.26178948421843,6.18087674368149,5.11120116698529,4.40030192024696,3.90978848858188,3.21780456705691,2.83143392628569,1.57841712693007,2.68596132016493,2.08749660697082,3.82448151846081,2.53135589490824,2.70208200262672
