Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900
ECU,ECUADOR,28758.0,80826.0,3750.0,13493.0,119307.0,289162.0,69.0,357939.0,,,32941.0,207190.0,32300.0,100687.0,24200.0,3041.0,83194.0,30745.0,4289.0,90.0,75065.0,205000.0,15131.0,6510.0,30000.0,0.0,166006.0,,800.0,575.0,200000.0,700000.0,,40.0,,,300.0,45000.0,0.0,,30000.0,,2406.0,238712.0,40000.0,,21028.0,1292.0,50000.0,600000.0,,,,,,,,,,,0.0,,,0.0,100000.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,
EGY,EGYPT,161.0,66.0,82.0,3540.0,85.0,922.0,2060.0,696.0,95.0,264.0,161.0,2259.0,510.0,250.0,238.0,94.0,2436.0,290.0,3185.0,160671.0,446.0,92662.0,1808.0,0.0,0.0,0.0,114.0,0.0,23.0,26.0,0.0,0.0,,,81000.0,,150.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,28.0,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,ERITREA,,,,,,1700000.0,,,30.0,7013.0,0.0,,,,2300000.0,,,0.0,25.0,,1615700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,SPAIN,600.0,641.0,17700.0,40.0,0.0,41.0,4479.0,39.0,1.0,1700.0,245.0,1803.0,776.0,1334.0,44.0,46675.0,2227.0,4227.0,70.0,16647.0,0.0,42.0,50.0,6000026.0,0.0,,2003.0,,300.0,60060.0,507662.0,226600.0,20000.0,90.0,120.0,200.0,,0.0,0.0,129.0,0.0,100.0,0.0,0.0,,,,,0.0,,,0.0,,,500.0,,0.0,70.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
EST,ESTONIA,,0.0,0.0,,,,,,100.0,,,,30.0,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,ETHIOPIA,6500.0,1000000.0,40200.0,4887346.0,6213652.0,6519574.0,247386.0,467030.0,2852424.0,72.0,1.2710026E7,4120.0,47724.0,37840.0,5047639.0,24.0,1051222.0,115090.0,96465.0,43043.0,34840.0,0.0,50200.0,350000.0,6500000.0,88544.0,7000000.0,0.0,33315.0,,7750000.0,,70000.0,25000.0,,1000.0,16000.0,70000.0,,,3000000.0,,,4000.0,1700585.0,16000.0,,,1500000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,
FIN,FINLAND,,,,,,,,,400.0,15.0,,,,,,33.0,,,,,,,,0.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,FIJI,,27945.0,,39101.0,14401.0,0.0,969.0,392.0,0.0,5600.0,30000.0,,0.0,0.0,1772.0,263455.0,3500.0,,,,160003.0,2000.0,,6000.0,0.0,,3369.0,218000.0,122000.0,,242146.0,,4700.0,35250.0,35900.0,0.0,,,23000.0,,6150.0,120000.0,,,,,,,10000.0,18000.0,,,,,,0.0,,,,,,800.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,FRANCE,2000.0,0.0,2300.0,500079.0,200.0,2706.0,924.0,622.0,4080.0,54.0,30165.0,3757.0,34984.0,2531.0,3504439.0,713.0,11415.0,1380.0,5032.0,410.0,1804.0,2625.0,2570.0,22.0,0.0,343.0,16.0,2000.0,435.0,0.0,4732.0,18.0,0.0,313.0,2.0,1000.0,25000.0,0.0,,0.0,6.0,111.0,,37.0,0.0,0.0,0.0,0.0,,,,,,,6000.0,0.0,,,,,,15.0,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,300.0,,0.0,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,33.0,,,0.0,,,
FSM,"MICRONESIA, FEDERATED STATES OF",,,,,,0.0,,,,6008.0,1000.0,1623.0,,3431.0,,28800.0,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,GABON,0.0,77845.0,0.0,2316.0,800.0,0.0,17900.0,,,111.0,0.0,0.0,10.0,,,,,15.0,,0.0,0.0,,0.0,,,10132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,UNITED KINGDOM,,3785.0,,0.0,4127.0,3300.0,374701.0,,3000.0,1161.0,0.0,754.0,340.0,21544.0,775.0,253300.0,1160.0,12201.0,280.0,901.0,600.0,0.0,1773.0,0.0,375.0,500.0,602.0,0.0,445.0,160.0,12.0,0.0,0.0,10087.0,,99.0,0.0,0.0,83.0,3100.0,164.0,0.0,167.0,,,745.0,78.0,0.0,173.0,,,33.0,,,,89.0,900.0,,173.0,,,340.0,0.0,,,3.0,183.0,300.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,246.0,,0.0,2200.0,,,,,,0.0,,,,,,
GEO,GEORGIA,20000.0,106036.0,1750.0,,7306.0,,,600.0,2500.0,90.0,,19156.0,900.0,696000.0,0.0,,500.0,18.0,300.0,16.0,0.0,46.0,3740.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,GHANA,25565.0,5441.0,104076.0,17274.0,159545.0,58040.0,332730.0,71.0,2248.0,40.0,,2240.0,145259.0,0.0,325798.0,1546.0,159.0,3757.0,700000.0,,9.0,,2000000.0,0.0,2819.0,138.0,,,1500.0,1500.0,,,,1.25E7,,35.0,6558.0,,,,,,12000.0,,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,GUINEA,11106.0,5577.0,20190.0,48035.0,40000.0,4220.0,23110.0,1548.0,1899.0,1919.0,43.0,134.0,220186.0,338.0,148.0,0.0,,,0.0,24000.0,6066.0,0.0,,,0.0,,30.0,,,,21436.0,,5000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLP,GUADELOUPE,,,,33000.0,,,0.0,,,153.0,,,0.0,,899.0,0.0,,,0.0,,,,,0.0,11084.0,0.0,,,,,,,,,0.0,,,75003.0,,,,,,0.0,,0.0,,10000.0,,10100.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,GAMBIA,3300.0,428000.0,,38961.0,16608.0,706.0,315.0,,,6137.0,8019.0,0.0,250.0,116.0,32000.0,1000.0,793.0,4000.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,500000.0,,0.0,85000.0,0.0,,,5000.0,,,,150000.0,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
GNB,GUINEA-BISSAU,,0.0,,56792.0,3.0,14754.0,3.0,32400.0,25119.0,1199.0,0.0,100000.0,,,2169.0,1500.0,22299.0,26967.0,0.0,8631.0,1722.0,2000.0,,,2625.0,,9703.0,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
GNQ,EQUATORIAL GUINEA,,,,250.0,,0.0,,750.0,650.0,3596.0,150.0,500.0,250.0,100.0,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,GREECE,,200.0,11.0,150.0,1040.0,3708.0,5998.0,3690.0,0.0,7.0,540.0,569.0,1350.0,7503.0,115139.0,1200.0,0.0,1500.0,30974.0,1000.0,2121.0,,200.0,61.0,0.0,25.0,0.0,45300.0,186.0,200.0,487.0,,80904.0,17.0,140.0,600100.0,1600.0,,,,,0.0,,,,7618.0,16583.0,26173.0,30253.0,,,,0.0,,,,,0.0,,200.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,GRENADA,,,,0.0,,,,,1650.0,60000.0,,,,,210.0,,,,,,,,,1000.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,GUATEMALA,4416.0,1598227.0,537921.0,455908.0,2513828.0,197329.0,6001.0,49.0,477854.0,79.0,220.0,102762.0,122116.0,3881.0,6577.0,107653.0,0.0,893.0,10837.0,600.0,,5000.0,50690.0,0.0,0.0,8050.0,82550.0,2500.0,5000.0,3000.0,3500.0,20256.0,,,2040.0,,,4993000.0,,,1000.0,,,,10208.0,290.0,,,,,,,,1900.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,
GUF,FRENCH GUIANA,,,,,,,,,,,,,,,,,,70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GUAM,,,,,,,,,,300.0,,15144.0,,,,,6420.0,,,,71.0,5542.0,,,,,502.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,GUYANA,,,,0.0,,100000.0,,35000.0,274774.0,,,,,0.0,,,607200.0,38000.0,200.0,,,,,,0.0,281.0,,,,,,,,,200.0,250000.0,,,,,,,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,HONG KONG,,100.0,,15000.0,350.0,263.0,,,0.0,,3553.0,1456.0,,300.0,704.0,,255.0,80.0,0.0,4017.0,1446.0,2068.0,182.0,43.0,3512.0,104.0,1007.0,44.0,978.0,4650.0,12174.0,12999.0,0.0,368.0,12790.0,3196.0,225.0,2692.0,5315.0,2400.0,276.0,23172.0,1486.0,1438.0,2374.0,3111.0,1503.0,11301.0,203.0,385.0,,0.0,1306.0,22127.0,0.0,,111.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,
HND,HONDURAS,,125596.0,69798.0,56685.0,106907.0,313375.0,36883.0,1500.0,105019.0,137530.0,3175.0,89219.0,281321.0,1185.0,503001.0,2114452.0,0.0,75000.0,41020.0,15500.0,82447.0,,,48000.0,0.0,16137.0,,30000.0,0.0,0.0,,20500.0,0.0,0.0,40000.0,7500.0,,15000.0,,600000.0,0.0,300000.0,123.0,,8002.0,,,,106170.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
HRV,CROATIA (LOCAL NAME: HRVATSKA),,1500.0,,1110.0,,30.0,26.0,0.0,250.0,,0.0,0.0,1200.0,800.0,,,0.0,2000.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,HAITI,33265.0,242179.0,7493.0,4314227.0,12787.0,246476.0,220062.0,39700.0,42061.0,353377.0,197790.0,38614.0,5091.0,1200.0,50.0,12151.0,0.0,159.0,0.0,1587000.0,5000.0,1000154.0,,0.0,28116.0,876081.0,10175.0,147160.0,,,,,,1278000.0,1110.0,,950000.0,,,507000.0,,45000.0,,,,210217.0,,67881.0,,80000.0,2724.0,0.0,,,0.0,,,,,250000.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,
HUN,HUNGARY,2300.0,0.0,2.0,9270.0,,500.0,0.0,32300.0,0.0,393.0,5.0,1462.0,10000.0,2000.0,133495.0,,0.0,220.0,0.0,59.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,INDONESIA,510649.0,52630.0,29189.0,225449.0,2877480.0,487533.0,1260336.0,3949939.0,153302.0,799532.0,688271.0,609947.0,122287.0,804629.0,37600.0,173228.0,1103489.0,868532.0,352740.0,3594278.0,271121.0,402196.0,279905.0,40576.0,99038.0,111570.0,74986.0,628700.0,15385.0,403747.0,433532.0,396270.0,402182.0,78991.0,149251.0,298890.0,327002.0,496775.0,,2000.0,34.0,3500000.0,,0.0,250097.0,150094.0,212511.0,775160.0,0.0,,78000.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,16096.0,0.0,,,,4710.0,,20.0,,,,3075.0,0.0,0.0,,0.0,50.0,,,11250.0,,,,,0.0,,0.0,,,20.0,,,,,0.0,,0.0,,,,,,,
IND,INDIA,2059461.0,4281193.0,1.2829805E7,4790863.0,8999040.0,1.46994E7,3.8163386E7,7387865.0,2.8668727E7,3.386155E7,8101169.0,3.42029621E8,2.7020326E7,1.00429097E8,4.2053583E7,3.452957E7,3.0520296E7,1.6456095E7,3.3864488E7,1.2496863E7,1.29339386E8,3072035.0,8779733.0,4140283.0,3702419.0,4.4225128E7,3.183815E8,6207100.0,1.1539289E7,2.0675107E7,1807200.0,1.38800493E8,1.61317E7,3.2051071E7,3.9772364E7,3.201435E7,1.5533891E7,600000.0,3.4002E7,25100.0,0.0,2.04530075E8,7065000.0,1.0353E7,280092.0,8515000.0,1065848.0,1050000.0,1.0E8,1436610.0,5000000.0,40000.0,2000.0,160000.0,13000.0,25000.0,10000.0,1077219.0,375000.0,0.0,0.0,1000000.0,,25000.0,0.0,0.0,0.0,0.0,2000.0,0.0,30000.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,2000.0,40010.0,0.0,0.0,1000000.0,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,0.0
IRL,IRELAND,,,600.0,,0.0,,,,0.0,200.0,,301.0,,1374.0,700.0,0.0,,0.0,,0.0,3500.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,129.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,IRAN (ISLAMIC REPUBLIC OF),4936.0,68350.0,64.0,4868.0,336.0,22486.0,160041.0,171390.0,130279.0,8303.0,298632.0,351885.0,1206962.0,9056.0,3.7032904E7,65947.0,224645.0,4085.0,6461.0,111641.0,503825.0,42775.0,216515.0,732400.0,151717.0,166554.0,3975.0,41904.0,7080.0,,7482.0,,34100.0,950240.0,20278.0,40272.0,421406.0,0.0,0.0,,,23458.0,,10101.0,48300.0,84150.0,,70.0,2500.0,625000.0,,103000.0,0.0,0.0,,984.0,15000.0,0.0,,0.0,0.0,,0.0,0.0,,6000.0,0.0,,,,,,,,,,,,,,,,,0.0,1121.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
IRQ,IRAQ,,0.0,2001.0,205.0,3005.0,1521.0,4697.0,60004.0,901.0,8000.0,0.0,,,7.0,,0.0,185.0,,0.0,0.0,,,500.0,,0.0,0.0,,,,,,,,0.0,,51.0,,,,,,6071.0,,,500000.0,150000.0,260000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,ICELAND,,,,0.0,,,,,,,,,,199.0,,,,0.0,83.0,,,,,,,280.0,,,,0.0,0.0,,,,,,,6.0,,0.0,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,ISRAEL,,,,20022.0,,28.0,,,200.0,,,,247.0,549.0,0.0,1000.0,0.0,,240.0,,,22.0,0.0,81.0,,,,,0.0,,300.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,ITALY,8.0,26764.0,49.0,325.0,61257.0,300.0,7.0,268.0,103.0,207.0,1662.0,29655.0,7.0,46022.0,10.0,4747.0,38800.0,700.0,0.0,17707.0,1120.0,1200.0,7000.0,2986.0,30.0,0.0,6189.0,10.0,71.0,10585.0,21050.0,10000.0,306.0,408000.0,5024.0,11039.0,1000.0,441115.0,0.0,,5000.0,450.0,4220.0,1301850.0,,58563.0,,1300000.0,0.0,,0.0,,,0.0,,,,,0.0,5466.0,4000.0,,173500.0,,,0.0,,,,14000.0,,,,,0.0,0.0,,,0.0,,,,,10000.0,,,,,,,,0.0,,650.0,,,,,0.0,,,,,,,150000.0,,0.0,0.0,,,,,
JAM,JAMAICA,,215850.0,,2506.0,,4000.0,33188.0,5280.0,10396.0,350126.0,,26500.0,200.0,0.0,,,,800.0,,0.0,4372.0,,551340.0,300.0,,810000.0,26000.0,40000.0,300.0,,,,0.0,30009.0,250000.0,,0.0,,62.0,,2510.0,,,,,100000.0,,,,,0.0,,,,,,0.0,,,,,,20200.0,,,,,,,2000.0,,,,2000.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,,1300.0,,,,,,0.0,,,,,94820.0,,,0.0,,90000.0,,,,0.0,,,0.0
JOR,JORDAN,32.0,,,,,33.0,,15.0,,12.0,25.0,25.0,0.0,150212.0,180000.0,,0.0,,,90.0,250.0,0.0,18000.0,,0.0,,29.0,,,,,,715.0,,,,,,,,,,,,,,,5792.0,500.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,JAPAN,65159.0,102288.0,392615.0,15004.0,32848.0,50934.0,109222.0,23450.0,278834.0,421619.0,24484.0,101047.0,21380.0,590998.0,372083.0,74027.0,67475.0,15949.0,561127.0,1919.0,58140.0,40624.0,101857.0,148366.0,0.0,0.0,87662.0,177358.0,30220.0,9.0,30871.0,176849.0,82878.0,17335.0,28050.0,2021167.0,23119.0,325107.0,175.0,644.0,0.0,0.0,0.0,425.0,56.0,2981.0,3235.0,16253.0,3030770.0,35376.0,120.0,400.0,1302249.0,0.0,1500000.0,0.0,258240.0,0.0,0.0,47049.0,2886760.0,229.0,318534.0,643161.0,194046.0,414153.0,0.0,0.0,1881672.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,203733.0,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,0.0
KAZ,KAZAKHSTAN,0.0,14400.0,16000.0,29200.0,15.0,13161.0,,3.0,25000.0,164.0,36626.0,,3680.0,2614.0,166.0,593.0,608000.0,,32.0,4.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,KENYA,110799.0,4030670.0,116899.0,4515044.0,149320.0,3862482.0,42702.0,784032.0,3537953.0,2342369.0,60300.0,175008.0,814.0,1317.0,2.3329899E7,1382.0,943036.0,1601000.0,,7700083.0,43.0,14.0,2700240.0,0.0,114.0,0.0,0.0,,,,600000.0,17000.0,,,40000.0,,20000.0,,16000.0,0.0,,,150000.0,,,0.0,,,260000.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,KYRGYZSTAN,,11050.0,0.0,8491.0,2000000.0,4222.0,845.0,21125.0,2050.0,105.0,221.0,1002.0,0.0,0.0,,9386.0,1566.0,,0.0,58500.0,,136806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,CAMBODIA,26500.0,71500.0,1640023.0,388.0,178104.0,,36000.0,42368.0,600000.0,0.0,,2120000.0,1989182.0,3448053.0,661253.0,915069.0,227.0,1300000.0,,5029000.0,,380400.0,900000.0,,,,0.0,,,,,,,,,,,,,10164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,KIRIBATI,,,,,,85.0,,,,,,,,,84000.0,,,,,,,,,,,,,,,,,,,,,,352.0,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,SAINT KITTS AND NEVIS,,,,,,,,,,,,,,,1180.0,10000.0,,,1800.0,,,,,0.0,1300.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"KOREA, REPUBLIC OF",,6298.0,31003.0,41571.0,14.0,23.0,1602.0,4633.0,17847.0,9768.0,80196.0,92708.0,310300.0,44283.0,30797.0,125745.0,135.0,60365.0,6312.0,519.0,10318.0,711.0,22326.0,189260.0,75207.0,0.0,210000.0,6696.0,34.0,355251.0,,5042.0,14493.0,20017.0,35000.0,6000.0,87343.0,0.0,,0.0,,1128339.0,50.0,9500.0,349226.0,0.0,2800000.0,200044.0,344459.0,86830.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,KUWAIT,,,,,76.0,,,,,,,1.0,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,LAOS ,152518.0,,467000.0,,128887.0,204190.0,,,,0.0,,150000.0,453000.0,459690.0,20000.0,0.0,,420000.0,1591644.0,198000.0,120.0,269027.0,370315.0,,,730000.0,2000.0,,0.0,2000.0,,,0.0,,,459000.0,3500000.0,,,,,,115000.0,,0.0,9600.0,,72000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,LEBANON,,,,0.0,39.0,,15.0,,,,17028.0,500.0,,27.0,,,,,,,,104075.0,,0.0,,,1500.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,LIBERIA,0.0,,,15502.0,500584.0,340.0,20500.0,,674.0,,19418.0,661.0,,112.0,0.0,5560.0,,0.0,2359.0,,,,,1000000.0,,,,,,,,200.0,,1887.0,,,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,LIBYA,7.0,0.0,50.0,1.0,23.0,0.0,,,,51.0,,10.0,,18.0,,,,0.0,0.0,,,0.0,,,121.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,SAINT LUCIA,,,,3000.0,,,0.0,,,0.0,,,,,200.0,,,175.0,,750.0,,,,,,0.0,0.0,0.0,,,3000.0,,,80000.0,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,SRI LANKA,188961.0,2316021.0,1355308.0,239247.0,415007.0,826905.0,406057.0,333002.0,145030.0,1234306.0,695000.0,500100.0,1000200.0,775113.0,380936.0,364485.0,6753.0,10040.0,120000.0,728150.0,330130.0,655950.0,297151.0,440000.0,501000.0,806000.0,2200000.0,112485.0,8000.0,575000.0,1250000.0,2130000.0,20000.0,0.0,0.0,1007000.0,250728.0,,,0.0,,,,,1000000.0,,247000.0,352347.0,,380000.0,,,,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,LESOTHO,,,730515.0,,,4500.0,475060.0,,,,,500000.0,2001.0,1834.0,1862.0,,,250.0,,,,,,331500.0,0.0,,100000.0,,80000.0,,500000.0,,,,,,,,,500.0,,,,,,204000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,LITHUANIA,,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,,780000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,LUXEMBURG,,,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,LATVIA,,0.0,,,,,,,0.0,,0.0,,0.0,102.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
