Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900
MAC,MACAU,,,,,,133.0,,,,,,1.0,,,,,,,,,3986.0,,,,,,,,,,,,,,,,,1418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,MOROCCO,42.0,7537.0,40.0,77085.0,9520.0,20096.0,42.0,2266.0,36.0,13596.0,10053.0,15202.0,300.0,1005.0,275162.0,0.0,0.0,60000.0,38052.0,0.0,106.0,27.0,18.0,0.0,0.0,0.0,0.0,,,0.0,0.0,12216.0,,,6292.0,,38000.0,,12000.0,,0.0,,137000.0,266444.0,5520.0,,,2942.0,47813.0,0.0,35010.0,,,25000.0,2000.0,4.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
MDA,"MOLDOVA, REPUBLIC OF",,13204.0,,12000.0,,4000.0,210394.0,,6500.0,,,500.0,,2600000.0,3360.0,,2244.0,,,50580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,MADAGASCAR,44879.0,335599.0,115218.0,192132.0,131501.0,1253686.0,255511.0,6516.0,81602.0,1032434.0,186158.0,1150075.0,14.0,1337499.0,18228.0,20000.0,600000.0,100000.0,5.0,540051.0,,,250000.0,,55346.0,950000.0,,112532.0,,100215.0,13560.0,70000.0,1118000.0,,,18000.0,30000.0,508876.0,10050.0,,,2510056.0,,10000.0,43040.0,75000.0,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,MALDIVES,,,1289.0,,,,1649.0,,,27314.0,,,,,0.0,,,,,,,,23849.0,,,,300.0,,,,,,,,,11258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,MEXICO,17194.0,136079.0,3650602.0,1600374.0,293986.0,520080.0,1858220.0,270720.0,2983703.0,4090.0,241673.0,516917.0,6400.0,73499.0,827463.0,46383.0,821763.0,29130.0,140525.0,75760.0,338320.0,42600.0,91899.0,17900.0,850.0,145143.0,3262.0,0.0,2135303.0,72448.0,282850.0,95717.0,6028.0,106360.0,67535.0,11250.0,50000.0,578900.0,55.0,0.0,150027.0,101870.0,0.0,0.0,0.0,500.0,279345.0,90069.0,0.0,4000.0,,0.0,0.0,,0.0,,29.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,3000.0,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
MHL,MARSHALL ISLANDS,6384.0,,,,,600.0,,,,,,,,218.0,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,MACEDONIA,3000.0,5100.0,,,38.0,,1000202.0,1500.0,2003.0,100000.0,4750.0,1850.0,6.0,0.0,,,,,1500.0,,10015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,MALI,46000.0,,3516706.0,632074.0,20492.0,2500.0,88858.0,31297.0,1002028.0,10.0,11216.0,22827.0,3500.0,97.0,2200.0,6434.0,9666.0,2208.0,,,,32.0,302000.0,,14635.0,10159.0,305.0,0.0,0.0,4502.0,,,4153.0,1500000.0,80.0,,,0.0,,,,,,,4023.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
MLT,MALTA,,,,,,8.0,17.0,0.0,2.0,4.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,MYANMAR (Burma) ,73349.0,86486.0,57076.0,405107.0,1351.0,2420044.0,166664.0,70106.0,16.0,40730.0,,50000.0,3763.0,,50000.0,20.0,137418.0,,41076.0,70061.0,10030.0,4625.0,363109.0,7984.0,31828.0,42008.0,9700.0,21540.0,4050.0,23000.0,800.0,48700.0,83588.0,,40000.0,132000.0,3000.0,200000.0,0.0,1400000.0,,20000.0,,0.0,7615.0,90000.0,157519.0,,508300.0,3300.0,200.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,150000.0,,,,,,0.0,,,,40000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,
MNE,MONTENEGRO,32.0,5300.0,,6350.0,450.0,,1086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,MONGOLIA,,,,,784113.0,3151.0,8.0,,,,1650.0,665009.0,179000.0,1521000.0,,0.0,,5169.0,0.0,0.0,100000.0,,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,270000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,NORTHERN MARIANA ISLANDS,,,,,,,,,,200.0,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,MOZAMBIQUE,241144.0,109958.0,64349.0,480188.0,33833.0,745846.0,1092846.0,7168.0,1447837.0,16.0,681647.0,6713.0,1449937.0,4519987.0,70000.0,5100.0,427201.0,200000.0,,2502000.0,63.0,275673.0,100.0,3304000.0,48.0,4000.0,8000.0,0.0,500360.0,350000.0,5679.0,,5250000.0,200.0,6000000.0,305000.0,440051.0,,75000.0,,,,500000.0,,,,50000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,MAURITANIA,4265.0,25.0,700023.0,846750.0,10000.0,,54120.0,10643.0,10085.0,0.0,21000.0,27500.0,1003000.0,0.0,23977.0,347.0,21400.0,0.0,600.0,7.0,446507.0,,300.0,0.0,,575.0,178.0,,6900.0,3000.0,,12.0,,1600000.0,,27000.0,,1420000.0,,,,,,,1300000.0,,,,46000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
MSR,MONTSERRAT,,,,,,,,200.0,,,,,,,,,4000.0,4000.0,5000.0,,,,,0.0,12040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTQ,MARTINIQUE,,,0.0,29200.0,,,106.0,,,,,,,,600.0,,,0.0,0.0,,3010.0,,,1500.0,0.0,,,,,,,,,0.0,20003.0,,,,,,,,,5000.0,,,1000.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
MUS,MAURITIUS,82.0,,0.0,,,,0.0,,2553.0,,,1050.0,,,1000.0,,,0.0,,2300.0,,,7500.0,,4507.0,,0.0,,0.0,0.0,351.0,32500.0,,108.0,105257.0,,,,826258.0,,,25016.0,,,,,23524.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,MALAWI,33000.0,1996735.0,83587.0,21290.0,32215.0,21675.0,721977.0,16852.0,5144514.0,17.0,19500.0,3226624.0,549020.0,23447.0,2000.0,15200.0,400622.0,,1300.0,,,7000000.0,150000.0,2800000.0,150587.0,,1429267.0,,,,,6000.0,,,20000.0,,,,,,,,,,2300.0,,1200.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,MALAYSIA,207.0,,20006.0,11.0,10875.0,8000.0,166533.0,106518.0,30600.0,77101.0,18800.0,158.0,33200.0,9488.0,2000.0,7660.0,28799.0,10263.0,3042.0,0.0,25000.0,,3811.0,,0.0,60300.0,3576.0,25000.0,,6.0,15000.0,,,3200.0,,3000.0,50.0,,,,,,,243000.0,,10005.0,143000.0,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYT,MAYOTTE,,0.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,NAMIBIA,345500.0,650.0,500000.0,110000.0,350000.0,65203.0,15250.0,2347.0,,25000.0,12000.0,345009.0,12098.0,5058.0,,25000.0,,,163200.0,,,,0.0,250000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCL,NEW CALEDONIA,,,,,,,,,,,1537.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,2000.0,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,NIGER,165943.0,535826.0,3043305.0,234443.0,7983642.0,34862.0,57274.0,47513.0,3000387.0,20140.0,31861.0,4559.0,3652651.0,5310.0,25136.0,20000.0,10656.0,10475.0,63691.0,61992.0,,,90147.0,1630000.0,1785.0,1080000.0,0.0,0.0,,0.0,,3000.0,,3500000.0,,,,,,16000.0,,,,2677.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,32000.0,,,,0.0,,,0.0,,,
NGA,NIGERIA,81535.0,7016036.0,52417.0,1526772.0,185327.0,79.0,55145.0,13137.0,38087.0,37466.0,210486.0,24320.0,92854.0,8441.0,121121.0,107411.0,0.0,42586.0,0.0,580000.0,0.0,0.0,11233.0,0.0,5041.0,301500.0,1120.0,1430.0,6000.0,0.0,0.0,,3000000.0,,27.0,0.0,,,,,0.0,100.0,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,NICARAGUA,12000.0,29500.0,143018.0,76255.0,28832.0,39188.0,212726.0,800.0,26143.0,5969.0,,29846.0,212866.0,15487.0,112800.0,871822.0,290000.0,10724.0,40491.0,75000.0,123000.0,306254.0,381.0,106411.0,,360278.0,50.0,,,,25500.0,52000.0,,40000.0,30000.0,,,8000.0,,,,720000.0,8250.0,,0.0,3560.0,574.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
NIU,NIUE,,,,,,,,,,702.0,,,,,297.0,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4000.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,NETHERLANDS,,117.0,,0.0,,0.0,0.0,0.0,16.0,,0.0,0.0,180.0,3000.0,200.0,2000.0,100.0,7.0,250007.0,0.0,13000.0,56.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,104.0,,,0.0,,,,,,,,,,0.0,,,,,,,,7.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,,,,,,,,,,,,,,,,,
NOR,NORWAY,,,500.0,,,100.0,,,0.0,12.0,,,1500.0,630.0,0.0,,0.0,0.0,4000.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,NEPAL,50056.0,2072.0,194811.0,13372.0,619737.0,250038.0,640741.0,280052.0,31744.0,800086.0,59298.0,266072.0,21268.0,50662.0,23048.0,70372.0,1364.0,153098.0,14344.0,,553753.0,100081.0,46300.0,6300.0,60.0,301016.0,351010.0,0.0,62557.0,0.0,200050.0,1475.0,10000.0,240600.0,3500000.0,27748.0,,0.0,75000.0,,,900000.0,,20000.0,,1000.0,24.0,20100.0,,0.0,5000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,NEW ZEALAND,9388.0,457.0,301845.0,300024.0,,,300.0,1200.0,500.0,5350.0,0.0,301.0,0.0,0.0,350.0,200.0,340.0,2000.0,70.0,157.0,,0.0,248.0,,154.0,1958.0,7855.0,3030.0,270.0,6805.0,140.0,,2250.0,4400.0,600.0,2726.0,120.0,129.0,,,12643.0,,,,,1314.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,11000.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
OMN,OMAN,,,200.0,0.0,,,20011.0,,,13.0,0.0,91.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,6596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,PAKISTAN,3019114.0,5050613.0,5401830.0,2.0397957E7,75381.0,366143.0,1653011.0,8277.0,1.2659596E7,13575.0,1269004.0,160083.0,1320211.0,453.0,2737880.0,213850.0,863484.0,1303651.0,1855035.0,840306.0,261627.0,1.284223E7,205382.0,996.0,142400.0,1016000.0,0.0,1000.0,12038.0,3224.0,64943.0,10000.0,2987.0,86223.0,3300.0,2246000.0,1022000.0,5566000.0,0.0,50200.0,4800000.0,,,1105.0,,1075.0,150000.0,,0.0,474427.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,10000.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,PANAMA,0.0,9448.0,4000.0,32941.0,4258.0,23837.0,1254.0,7884.0,7000.0,22748.0,2415.0,29673.0,775.0,1000.0,895.0,7500.0,,,2624.0,0.0,,50.0,42214.0,0.0,,8732.0,,6000.0,,1000.0,81000.0,0.0,,,,2000.0,,,,,4000.0,2300.0,,44345.0,,,,2600.0,1018.0,3744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,PERU,269473.0,364823.0,839180.0,170679.0,276234.0,450136.0,1590685.0,18544.0,2652.0,2145123.0,1905456.0,119265.0,420732.0,300.0,500582.0,36425.0,612078.0,76822.0,0.0,101160.0,219145.0,1130030.0,330688.0,2307400.0,500.0,6025.0,28904.0,208546.0,4400.0,3000.0,702700.0,85000.0,17271.0,39000.0,1100.0,22000.0,940.0,,,57174.0,0.0,1575000.0,330000.0,3367542.0,131820.0,420.0,50300.0,269956.0,0.0,500.0,,0.0,,0.0,,0.0,,,,,0.0,,,200.0,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
PHL,PHILIPPINES,1696477.0,1.2531449E7,1.1759985E7,5583541.0,1.3353441E7,8465070.0,2037243.0,8645460.0,217807.0,3284184.0,687952.0,1211300.0,3625009.0,6425049.0,3493477.0,9934399.0,472004.0,137309.0,3408697.0,3147807.0,4094420.0,2101704.0,2614623.0,8920568.0,2446910.0,4530276.0,4243342.0,1243351.0,1634678.0,4605456.0,1868626.0,1229914.0,1410676.0,2905543.0,609729.0,1949088.0,229578.0,2914400.0,7325.0,1305976.0,3450088.0,3263325.0,46511.0,1812747.0,3956.0,277904.0,137000.0,296430.0,65785.0,1225546.0,2000.0,0.0,0.0,425000.0,0.0,,0.0,0.0,2000.0,101.0,,452.0,60000.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,2500.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,199.0,,,,,,0.0,,,,,
PLW,PALAU,,,,,,,,,,,,,,,,,,12004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,PAPUA NEW GUINEA,35000.0,200000.0,4.0,,7391.0,75300.0,162140.0,25999.0,17693.0,19600.0,621.0,20859.0,1596.0,5000.0,38000.0,9867.0,515500.0,1837.0,0.0,152062.0,114240.0,90000.0,5000.0,0.0,,1000.0,4000.0,1000.0,0.0,,38000.0,,,40000.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,2000.0,,,3200.0,,,,,,0.0,,,,,,,,,,,,,,7500.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,POLAND,0.0,370.0,0.0,100701.0,274.0,1060.0,0.0,670.0,3640.0,600.0,,1.0,15000.0,0.0,0.0,1200.0,224512.0,,0.0,255.0,,0.0,0.0,39.0,,,0.0,,,,900.0,17874.0,,4552.0,77.0,,1000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,PUERTO RICO,,0.0,2271.0,,1500.0,,0.0,,,3514.0,2505.0,0.0,9480.0,0.0,0.0,0.0,,57405.0,98000.0,0.0,,600.0,,,2000.0,,,0.0,0.0,,,,2200.0,,4500.0,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
PRK,"KOREA, D.P.R.O.",848690.0,3137550.0,57592.0,95785.0,,,1172167.0,94824.0,16298.0,242005.0,,65844.0,187584.0,627180.0,42135.0,10172.0,29000.0,3270200.0,1.42E7,,2896.0,,0.0,,,,20071.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,PORTUGAL,32.0,,,618.0,,110.0,23.0,240.0,136.0,0.0,150036.0,60.0,222.0,70.0,,,200.0,3050.0,,,,90.0,0.0,37.0,0.0,2245.0,0.0,50.0,145.0,,2000.0,,900.0,,45220.0,,32.0,,280.0,,0.0,,,,,,1100.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,PARAGUAY,52000.0,1495945.0,18264.0,13681.0,212759.0,71612.0,125000.0,100000.0,52990.0,300.0,,15265.0,,10.0,42273.0,0.0,75077.0,2.0,275000.0,,,65575.0,,15000.0,,45000.0,,,,,100000.0,85000.0,,,190000.0,,,,,,,,27000.0,,,,,7390.0,25000.0,,13400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,STATE OF PALESTINE,12500.0,1500.0,,500.0,,0.0,765.0,,,,,,,,20.0,,,,,,,,,,,,,,,,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,FRENCH POLYNESIA,,,,3411.0,,,0.0,,,,,,,,,511.0,,,,,,,,,,,0.0,,,,5050.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,QATAR,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REU,REUNION,,,,,,,90.0,,157000.0,,,3100.0,,600.0,,,,,,,0.0,,0.0,,6261.0,,4000.0,,,0.0,,,,7000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,ROMANIA,559.0,7539.0,,12239.0,7.0,11110.0,4260.0,24788.0,57083.0,30541.0,600.0,8702.0,14905.0,63831.0,14106.0,13700.0,122382.0,727.0,5000.0,5406.0,200.0,,20850.0,700.0,0.0,,,0.0,,2000.0,0.0,,,,,,386300.0,,1000000.0,,,,,238755.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,
RUS,RUSSIA,9018.0,49029.0,14427.0,55836.0,117.0,5256.0,21827.0,19915.0,9355.0,14435.0,1002799.0,409842.0,394079.0,99796.0,738677.0,291264.0,5302.0,235666.0,153439.0,804137.0,15013.0,1920.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
RWA,RWANDA,,11160.0,3611.0,5937.0,,11998.0,4500.0,2300.0,,540.0,1007039.0,22279.0,3000.0,245.0,895170.0,2951.0,,82106.0,0.0,,,,214.0,,60000.0,21678.0,,,,420000.0,,,,,,2000.0,,1700000.0,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,SAUDI ARABIA,0.0,165.0,2.0,85.0,10000.0,285.0,38.0,262.0,67.0,670.0,13100.0,106.0,74.0,499.0,138.0,250.0,1500.0,48.0,,0.0,,,0.0,0.0,,,,0.0,5000.0,,,0.0,98.0,0.0,,,,,0.0,,,,,,,,,317.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,SUDAN,200035.0,3336096.0,57.0,26475.0,4411455.0,93188.0,572974.0,195769.0,172399.0,8159.0,325403.0,104918.0,97061.0,2380.0,2286016.0,3622445.0,100030.0,282200.0,0.0,5965.0,2015.0,,8600000.0,608029.0,0.0,2538805.0,3450000.0,0.0,,,8532000.0,,,0.0,,100000.0,,299.0,145000.0,,,,,,,,,0.0,2300.0,,,,,,,,,,,,,,,72162.0,,,,,,,0.0,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,SENEGAL,163319.0,57032.0,855237.0,102516.0,264000.0,23647.0,8145.0,25.0,73022.0,2052.0,8034.0,463222.0,353.0,210.0,95853.0,302709.0,29.0,,3031.0,17500.0,5000.0,425.0,,,,10000.0,0.0,0.0,6100.0,0.0,5000.0,,,1200000.0,950000.0,298.0,,3715000.0,,,,,,,1400000.0,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
SGP,SINGAPORE,,,,,,,,,,,,205.0,,2022.0,,11.0,1200.0,,,,117.0,120.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHN,ST. HELENA,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,SOLOMON ISLANDS,3329.0,4836.0,0.0,17733.0,7000.0,0.0,2384.0,,,,425.0,1110.0,,,,380.0,0.0,,,,88500.0,0.0,24.0,,,500.0,,150000.0,650.0,,,30000.0,,,6000.0,,1001.0,,0.0,,,,6000.0,,,200.0,0.0,1000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,SIERRA LEONE,2257.0,23009.0,0.0,239.0,1477.0,1746.0,4543.0,26.0,15000.0,633.0,90.0,,3.0,0.0,3231.0,1770.0,2046.0,200953.0,0.0,,,0.0,,,,,0.0,,3000.0,0.0,0.0,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,EL SALVADOR,,,300000.0,12042.0,94598.0,3040.0,3300.0,16470.0,77224.0,52.0,50000.0,3029.0,1991550.0,752.0,5480.0,85670.0,2500.0,0.0,10796.0,0.0,0.0,8350.0,5625.0,0.0,0.0,39060.0,,770000.0,,,,100500.0,990000.0,,,,,,,,,,,,4659.0,,,,139720.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,
SOM,SOMALIA,50000.0,3032205.0,2800.0,4016200.0,1753.0,3352663.0,45748.0,497386.0,9729.0,306610.0,300.0,1231.0,6650.0,375990.0,1200185.0,14564.0,1233044.0,5657.0,8500.0,17000.0,,0.0,0.0,,50000.0,53500.0,530000.0,7093.0,4815.0,,0.0,,30000.0,0.0,,,42671.0,,,,230000.0,,,,0.0,,,,0.0,700000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,SERBIA,3000.0,88234.0,,31930.0,3710.0,,12370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,SOUTH SUDAN,,157000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
