Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
TUR,TURKEY,7.56,,6.5,6.5,6.5,6.4,6.3,6.2,6.1,6.1,,,,,5.5,,,,,,,,,,4.5,,,,,,,,,,2.9
TZA,"TANZANIA, UNITED REPUBLIC OF",5.11,,5.1,5.1,5.1,5.0,5.0,4.9,4.8,4.8,,,,,4.6,,,,,,,,,,3.6,,,,,,,,,,2.5
UGA,UGANDA,5.36,,4.7,4.7,4.7,4.6,4.5,4.5,4.4,4.3,,,,,3.9,,,,,,,,,,2.8,,,,,,,,,,1.9
UKR,UKRAINE,11.28,,11.3,11.3,11.3,11.2,11.2,11.2,11.2,11.1,,,,,10.7,,,,,,,,,,9.1,,,,,,,,,,7.4
URY,URUGUAY,8.45,,8.5,8.5,8.5,8.3,8.2,8.1,8.0,7.9,,,,,8.0,,,,,,,,,,7.2,,,,,,,,,,6.3
USA,UNITED STATES,12.94,,13.3,13.3,13.3,13.3,13.2,13.2,13.2,13.2,,,,,13.0,,,,,,,,,,12.3,,,,,,,,,,11.9
UZB,UZBEKISTAN,9.95,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,SAINT VINCENT AND THE GRENADINES,8.62,,8.6,8.6,8.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,VENEZUELA,8.64,,7.6,7.6,7.6,7.4,7.2,6.9,6.7,6.5,,,,,5.9,,,,,,,,,,4.8,,,,,,,,,,4.9
VNM,VIET NAM,5.49,,5.5,5.5,5.5,5.4,5.3,5.2,5.1,4.9,,,,,4.5,,,,,,,,,,4.0,,,,,,,,,,4.3
VUT,VANUATU,9.03,,6.7,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,SAMOA,10.32,,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,,,,,10.3,,,,,,,,,,,,,,,,,,,,
YEM,YEMEN,2.51,,2.5,2.5,2.5,2.4,2.2,2.1,1.9,1.8,,,,,1.1,,,,,,,,,,0.3,,,,,,,,,,0.0
ZAF,SOUTH AFRICA,9.94,,8.5,8.5,8.5,8.5,8.4,8.3,8.2,8.2,,,,,8.2,,,,,,,,,,6.5,,,,,,,,,,4.8
ZMB,ZAMBIA,6.49,,6.7,6.7,6.7,6.6,6.6,6.5,6.4,6.4,,,,,5.9,,,,,,,,,,4.7,,,,,,,,,,3.3
ZWE,ZIMBABWE,7.25,,7.2,7.2,7.2,7.1,7.0,6.9,6.8,6.7,,,,,5.9,,,,,,,,,,4.5,,,,,,,,,,3.2
