Country code,Country name,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
DJI,DJIBOUTI,35.95,35.425,34.918,34.426,33.946,33.473,33.008,32.547,32.088,31.626,31.159,30.675,30.169,29.651,29.133,28.621,28.138,27.668,27.128,26.405,25.428,24.143,22.603,20.972,19.48,18.286,17.467,16.959,16.603,16.166,15.485,14.503,13.292,11.972,10.72,9.666,8.845,8.214,7.725,7.301,6.882,6.461,6.054,5.664,5.296,4.955,4.637,4.337,4.06,3.815,3.605,3.432,3.291,3.177,3.082,3.0,2.926,2.857,2.791,2.729,2.672
DMA,DOMINICA,94.763,94.535,94.385,94.268,94.128,93.931,93.642,93.286,92.951,92.756,92.782,93.079,93.602,94.216,94.735,95.029,95.036,94.814,94.511,94.34,94.445,94.863,95.53,96.362,97.237,98.056,98.822,99.534,100.091,100.368,100.284,99.764,98.854,97.751,96.735,95.993,95.621,95.533,95.522,95.294,94.642,93.491,91.933,90.123,88.289,86.602,85.115,83.782,82.535,81.272,79.915,78.455,76.931,75.407,73.961,72.646,71.491,70.499,69.638,68.85,68.044
DNK,DENMARK,128.81,128.195,127.538,126.875,126.257,125.718,125.274,124.91,124.588,124.256,123.875,123.437,122.956,122.446,121.928,121.423,120.929,120.449,120.001,119.606,119.282,119.03,118.845,118.725,118.665,118.657,118.701,118.786,118.875,118.922,118.89,118.765,118.551,118.252,117.881,117.448,116.952,116.391,115.774,115.108,114.404,113.667,112.901,112.109,111.295,110.462,109.609,108.743,107.885,107.063,106.296,105.586,104.924,104.291,103.664,103.021,102.345,101.618,100.831,99.975,99.046
DOM,DOMINICAN REPUBLIC,206.485,203.753,200.989,198.203,195.405,192.603,189.8,186.995,184.19,181.388,178.587,175.793,173.003,170.198,167.355,164.457,161.497,158.484,155.437,152.386,149.35,146.338,143.347,140.376,137.421,134.479,131.55,128.638,125.753,122.901,120.091,117.324,114.599,111.903,109.223,106.547,103.873,101.203,98.54,95.89,93.255,90.64,88.043,85.467,82.913,80.384,77.882,75.411,72.98,70.596,68.269,66.003,63.802,61.671,59.612,57.629,55.728,53.912,52.191,50.572,49.063
DZA,ALGERIA,15.561,15.276,15.0,14.736,14.488,14.259,14.049,13.857,13.676,13.499,13.318,13.132,12.94,12.741,12.531,12.308,12.072,11.822,11.561,11.292,11.017,10.739,10.457,10.171,9.883,9.593,9.3,9.007,8.719,8.441,8.177,7.929,7.696,7.477,7.268,7.068,6.875,6.691,6.513,6.339,6.168,5.998,5.831,5.667,5.51,5.362,5.224,5.096,4.973,4.854,4.735,4.616,4.498,4.382,4.27,4.164,4.064,3.971,3.885,3.803,3.725
ECU,ECUADOR,52.902,52.04,51.179,50.319,49.455,48.586,47.711,46.832,45.951,45.073,44.199,43.331,42.469,41.611,40.757,39.906,39.058,38.215,37.375,36.538,35.702,34.867,34.035,33.21,32.399,31.605,30.832,30.077,29.339,28.612,27.893,27.182,26.481,25.788,25.106,24.435,23.774,23.125,22.487,21.861,21.247,20.646,20.058,19.484,18.926,18.383,17.857,17.348,16.855,16.38,15.921,15.479,15.054,14.644,14.25,13.872,13.507,13.156,12.818,12.492,12.176
EGY,EGYPT,77.963,76.664,75.383,74.122,72.885,71.674,70.489,69.332,68.204,67.107,66.041,65.004,63.992,63.003,62.034,61.08,60.145,59.222,58.286,57.305,56.255,55.127,53.933,52.7,51.47,50.274,49.119,48.002,46.923,45.879,44.867,43.888,42.944,42.033,41.153,40.301,39.477,38.678,37.891,37.098,36.29,35.459,34.61,33.75,32.889,32.038,31.197,30.366,29.548,28.744,27.957,27.189,26.442,25.719,25.021,24.352,23.712,23.104,22.529,21.988,21.483
ERI,ERITREA,48.819,47.261,45.767,44.301,42.815,41.276,39.673,38.032,36.408,34.878,33.498,32.274,31.193,30.275,29.536,28.978,28.622,28.441,28.333,28.161,27.828,27.293,26.582,25.754,24.898,24.081,23.316,22.587,21.887,21.205,20.533,19.871,19.23,18.615,18.033,17.489,16.986,16.521,16.088,15.677,15.28,14.894,14.522,14.161,13.812,13.475,13.148,12.832,12.525,12.23,11.946,11.673,11.412,11.161,10.921,10.691,10.471,10.262,10.063,9.877,9.705
ESH,WESTERN SAHARA,1.935,1.873,1.813,1.753,1.685,1.608,1.519,1.42,1.32,1.227,1.149,1.088,1.043,1.009,0.98,0.952,0.924,0.896,0.868,0.841,0.815,0.789,0.761,0.734,0.709,0.686,0.667,0.65,0.632,0.606,0.567,0.514,0.449,0.38,0.322,0.282,0.264,0.265,0.276,0.287,0.289,0.279,0.261,0.237,0.213,0.192,0.174,0.159,0.146,0.134,0.123,0.112,0.102,0.093,0.086,0.08,0.075,0.07,0.066,0.06,0.052
ESP,SPAIN,91.27,90.425,89.415,88.27,87.034,85.747,84.409,83.037,81.714,80.548,79.612,78.943,78.519,78.27,78.092,77.907,77.693,77.466,77.234,77.023,76.845,76.698,76.562,76.42,76.249,76.032,75.764,75.443,75.063,74.616,74.099,73.509,72.85,72.138,71.393,70.632,69.858,69.074,68.293,67.529,66.791,66.089,65.422,64.775,64.129,63.468,62.789,62.099,61.411,60.746,60.118,59.532,58.985,58.47,57.979,57.506,57.049,56.609,56.192,55.81,55.475
EST,ESTONIA,28.792,28.891,28.998,29.116,29.244,29.382,29.533,29.7,29.882,30.079,30.291,30.504,30.721,30.977,31.32,31.776,32.369,33.067,33.773,34.351,34.708,34.804,34.675,34.39,34.058,33.758,33.509,33.292,33.098,32.903,32.694,32.472,32.246,32.016,31.778,31.531,31.275,31.009,30.734,30.451,30.16,29.864,29.561,29.252,28.936,28.613,28.281,27.943,27.607,27.284,26.981,26.699,26.436,26.187,25.945,25.704,25.459,25.209,24.95,24.684,24.412
ETH,ETHIOPIA,78.869,76.825,74.818,72.843,70.896,68.973,67.071,65.19,63.342,61.538,59.788,58.099,56.465,54.862,53.26,51.638,49.986,48.318,46.659,45.046,43.505,42.05,40.674,39.371,38.125,36.926,35.763,34.646,33.605,32.685,31.913,31.305,30.838,30.441,30.015,29.494,28.848,28.099,27.289,26.484,25.731,25.042,24.4,23.798,23.219,22.651,22.093,21.551,21.028,20.53,20.059,19.616,19.199,18.803,18.426,18.063,17.713,17.372,17.042,16.723,16.416
FIN,FINLAND,15.874,15.804,15.728,15.651,15.579,15.515,15.462,15.417,15.379,15.344,15.308,15.274,15.24,15.203,15.159,15.106,15.042,14.968,14.89,14.814,14.747,14.691,14.644,14.601,14.554,14.497,14.429,14.352,14.272,14.198,14.134,14.085,14.047,14.015,13.979,13.933,13.875,13.807,13.736,13.673,13.624,13.591,13.572,13.557,13.536,13.499,13.445,13.375,13.292,13.2,13.102,12.999,12.891,12.776,12.655,12.525,12.39,12.25,12.111,11.976,11.854
FJI,FIJI,47.092,46.65,46.178,45.715,45.314,45.008,44.818,44.721,44.667,44.582,44.415,44.153,43.812,43.4,42.938,42.442,41.899,41.311,40.732,40.233,39.857,39.639,39.548,39.487,39.318,38.944,38.327,37.508,36.567,35.623,34.763,34.012,33.345,32.738,32.151,31.553,30.939,30.322,29.704,29.091,28.485,27.89,27.3,26.7,26.066,25.385,24.65,23.87,23.07,22.28,21.527,20.819,20.155,19.526,18.92,18.331,17.756,17.202,16.68,16.209,15.814
FLK,FALKLAND ISLANDS (MALVINAS),0.248,0.247,0.246,0.245,0.244,0.243,0.243,0.242,0.242,0.24,0.237,0.231,0.225,0.217,0.209,0.2,0.192,0.184,0.176,0.169,0.164,0.159,0.156,0.155,0.153,0.152,0.152,0.152,0.152,0.152,0.152,0.153,0.154,0.155,0.156,0.157,0.159,0.16,0.161,0.162,0.164,0.165,0.166,0.168,0.169,0.17,0.172,0.173,0.174,0.175,0.176,0.177,0.178,0.179,0.18,0.181,0.182,0.183,0.184,0.185,0.186
FRA,FRANCE,114.653,114.031,113.423,112.803,112.14,111.414,110.612,109.751,108.881,108.07,107.367,106.79,106.32,105.926,105.56,105.184,104.791,104.388,103.969,103.532,103.075,102.593,102.087,101.562,101.023,100.48,99.925,99.361,98.805,98.283,97.808,97.395,97.03,96.667,96.246,95.722,95.07,94.308,93.486,92.68,91.938,91.289,90.708,90.127,89.452,88.619,87.605,86.445,85.207,83.989,82.862,81.857,80.963,80.151,79.386,78.644,77.921,77.232,76.615,76.128,75.851
FRO,FAROE ISLANDS,35.44,35.454,35.455,35.421,35.321,35.137,34.869,34.53,34.132,33.692,33.232,32.729,32.202,31.746,31.492,31.522,31.886,32.532,33.295,33.95,34.332,34.385,34.159,33.734,33.239,32.766,32.337,31.924,31.526,31.136,30.743,30.356,29.983,29.626,29.288,28.97,28.675,28.4,28.134,27.865,27.582,27.279,26.961,26.632,26.307,25.992,25.694,25.411,25.127,24.825,24.493,24.133,23.757,23.385,23.04,22.743,22.514,22.367,22.315,22.364,22.519
FSM,"MICRONESIA, FEDERATED STATES OF",147.605,148.124,148.858,149.711,150.55,151.279,151.816,152.16,152.397,152.664,153.034,153.573,154.182,154.567,154.333,153.214,151.078,148.058,144.462,140.741,137.224,134.033,131.083,128.239,125.282,122.064,118.578,114.926,111.192,107.496,103.942,100.499,97.181,94.174,91.718,89.952,88.999,88.731,88.744,88.472,87.511,85.708,83.197,80.234,77.209,74.413,71.913,69.623,67.503,65.464,63.446,61.429,59.437,57.51,55.687,53.983,52.385,50.846,49.282,47.578,45.584
GAB,GABON,5.814,5.676,5.54,5.407,5.279,5.154,5.033,4.916,4.802,4.69,4.579,4.468,4.358,4.249,4.142,4.037,3.933,3.831,3.732,3.633,3.537,3.442,3.349,3.258,3.171,3.086,3.005,2.927,2.853,2.782,2.714,2.649,2.587,2.529,2.473,2.422,2.374,2.329,2.286,2.244,2.201,2.157,2.111,2.066,2.025,1.987,1.955,1.927,1.903,1.882,1.864,1.847,1.833,1.821,1.81,1.802,1.796,1.79,1.785,1.778,1.768
GBR,UNITED KINGDOM,255.522,254.017,252.504,251.01,249.571,248.215,246.95,245.772,244.677,243.655,242.698,241.807,240.981,240.208,239.475,238.77,238.092,237.441,236.806,236.177,235.547,234.908,234.266,233.653,233.113,232.675,232.345,232.109,231.952,231.854,231.794,231.767,231.762,231.743,231.671,231.511,231.25,230.882,230.402,229.804,229.087,228.254,227.307,226.241,225.055,223.754,222.339,220.833,219.287,217.766,216.321,214.981,213.755,212.64,211.629,210.723,209.928,209.263,208.756,208.446,208.382
GEO,GEORGIA,62.965,63.143,63.307,63.502,63.788,64.208,64.782,65.494,66.31,67.178,68.057,68.914,69.754,70.624,71.594,72.699,73.975,75.364,76.695,77.74,78.34,78.431,78.074,77.403,76.615,75.858,75.17,74.521,73.915,73.34,72.787,72.27,71.801,71.356,70.904,70.42,69.894,69.333,68.744,68.143,67.537,66.932,66.319,65.681,64.992,64.237,63.409,62.516,61.58,60.627,59.681,58.75,57.832,56.92,56.006,55.086,54.158,53.23,52.315,51.43,50.603
GHA,GHANA,101.717,99.322,96.884,94.434,92.011,89.648,87.349,85.111,82.95,80.884,78.92,77.072,75.331,73.652,71.978,70.267,68.499,66.688,64.862,63.065,61.328,59.669,58.077,56.516,54.938,53.313,51.615,49.87,48.164,46.61,45.287,44.234,43.411,42.72,42.022,41.217,40.265,39.199,38.082,37.007,36.042,35.205,34.466,33.78,33.082,32.326,31.499,30.619,29.705,28.788,27.889,27.021,26.184,25.373,24.583,23.815,23.076,22.384,21.763,21.248,20.881
GIB,GIBRALTAR,4875.5,4877.833,4882.667,4884.0,4873.667,4846.667,4799.333,4735.5,4665.333,4603.0,4558.5,4535.833,4531.833,4539.0,4546.667,4547.5,4539.167,4524.333,4505.833,4487.333,4472.167,4460.0,4450.0,4442.167,4437.167,4435.167,4436.833,4441.667,4445.167,4441.833,4428.0,4401.5,4364.167,4320.333,4277.667,4240.5,4211.0,4186.833,4165.167,4140.667,4110.167,4073.0,4030.833,3983.5,3931.667,3876.0,3815.667,3751.667,3688.833,3632.833,3588.167,3556.0,3534.667,3521.167,3512.167,3503.667,3493.5,3479.833,3462.167,3440.667,3416.333
GIN,GUINEA,44.237,43.087,41.954,40.865,39.856,38.951,38.151,37.439,36.793,36.181,35.574,34.983,34.399,33.745,32.925,31.877,30.563,29.025,27.391,25.835,24.486,23.391,22.517,21.814,21.198,20.61,20.035,19.496,19.01,18.601,18.285,18.063,17.919,17.828,17.762,17.694,17.619,17.535,17.431,17.295,17.121,16.9,16.635,16.343,16.046,15.762,15.497,15.246,15.007,14.776,14.548,14.322,14.101,13.886,13.682,13.489,13.306,13.131,12.957,12.778,12.583
GLP,GUADELOUPE,268.956,267.396,265.757,264.035,262.229,260.337,258.37,256.327,254.188,251.924,249.523,246.948,244.223,241.463,238.826,236.413,234.296,232.406,230.54,228.402,225.794,222.681,219.162,215.344,211.389,207.445,203.48,199.534,195.911,193.004,191.063,190.229,190.357,191.056,191.774,192.097,191.897,191.25,190.198,188.85,187.29,185.482,183.379,181.05,178.588,176.053,173.513,170.944,168.192,165.051,161.389,157.211,152.629,147.834,143.042,138.452,134.237,130.528,127.418,124.959,123.167
GMB,GAMBIA,148.795,144.164,139.706,135.406,131.237,127.185,123.235,119.393,115.685,112.146,108.797,105.635,102.636,99.777,97.028,94.356,91.773,89.264,86.734,84.062,81.17,78.012,74.64,71.194,67.871,64.816,62.071,59.604,57.388,55.371,53.508,51.807,50.273,48.856,47.491,46.133,44.755,43.37,42.013,40.743,39.6,38.583,37.672,36.861,36.138,35.49,34.932,34.446,33.955,33.354,32.575,31.604,30.479,29.27,28.057,26.917,25.915,25.1,24.504,24.145,24.026
GNB,GUINEA-BISSAU,43.92,42.932,41.991,41.089,40.212,39.35,38.499,37.663,36.84,36.035,35.247,34.478,33.726,32.987,32.262,31.548,30.844,30.152,29.472,28.809,28.163,27.538,26.935,26.348,25.771,25.2,24.625,24.053,23.51,23.035,22.651,22.38,22.201,22.055,21.853,21.539,21.083,20.513,19.899,19.339,18.906,18.619,18.454,18.373,18.32,18.252,18.161,18.053,17.926,17.777,17.604,17.406,17.179,16.92,16.627,16.299,15.941,15.557,15.155,14.746,14.344
GNQ,EQUATORIAL GUINEA,24.818,24.129,23.458,22.802,22.157,21.52,20.89,20.269,19.657,19.058,18.473,17.902,17.345,16.801,16.27,15.751,15.24,14.737,14.246,13.776,13.328,12.918,12.541,12.154,11.702,11.15,10.475,9.708,8.94,8.296,7.864,7.668,7.679,7.858,8.147,8.493,8.897,9.354,9.8,10.157,10.371,10.41,10.292,10.069,9.82,9.605,9.438,9.304,9.195,9.094,8.988,8.873,8.756,8.645,8.55,8.473,8.413,8.36,8.298,8.201,8.04
GRC,GREECE,84.194,84.104,83.99,83.867,83.758,83.676,83.628,83.601,83.56,83.458,83.261,82.964,82.578,82.1,81.529,80.873,80.121,79.286,78.435,77.652,76.999,76.496,76.123,75.838,75.575,75.284,74.968,74.631,74.232,73.723,73.073,72.256,71.296,70.283,69.341,68.557,67.965,67.538,67.224,66.943,66.635,66.285,65.909,65.521,65.147,64.801,64.489,64.194,63.893,63.553,63.153,62.685,62.156,61.582,60.98,60.368,59.756,59.15,58.549,57.949,57.337
GRD,GRENADA,304.294,303.186,302.128,301.122,300.174,299.276,298.416,297.584,296.799,296.073,295.407,294.887,294.483,293.968,293.012,291.433,288.962,285.762,282.561,280.392,279.901,281.602,285.067,288.898,291.122,290.427,286.163,279.015,270.613,263.299,258.733,257.474,258.924,262.172,265.799,268.759,270.788,272.177,273.073,273.779,274.506,275.238,275.799,276.052,275.808,274.939,273.448,271.378,268.674,265.291,261.224,256.558,251.439,246.067,240.689,235.547,230.907,227.044,224.23,222.75,222.895
GRL,GREENLAND,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.021,0.021,0.02,0.019,0.018,0.017,0.017,0.016,0.016,0.015,0.014,0.014,0.013,0.013,0.012,0.012,0.012,0.011,0.011,0.011,0.011
GTM,GUATEMALA,131.708,128.47,125.341,122.307,119.345,116.439,113.582,110.781,108.053,105.419,102.895,100.487,98.183,95.966,93.808,91.688,89.599,87.544,85.527,83.559,81.646,79.79,77.984,76.216,74.469,72.733,71.001,69.276,67.571,65.907,64.296,62.744,61.246,59.783,58.335,56.886,55.428,53.971,52.524,51.108,49.735,48.409,47.127,45.883,44.674,43.493,42.341,41.218,40.125,39.061,38.026,37.02,36.04,35.084,34.151,33.237,32.34,31.459,30.592,29.737,28.892
GUF,FRENCH GUIANA,2.569,2.505,2.444,2.382,2.316,2.245,2.165,2.081,1.994,1.91,1.833,1.765,1.703,1.646,1.594,1.544,1.496,1.45,1.405,1.355,1.3,1.239,1.171,1.101,1.034,0.972,0.917,0.869,0.826,0.788,0.753,0.723,0.697,0.674,0.653,0.633,0.614,0.595,0.577,0.559,0.54,0.519,0.499,0.477,0.457,0.437,0.419,0.402,0.386,0.372,0.36,0.349,0.339,0.331,0.324,0.317,0.311,0.305,0.299,0.291,0.283
GUM,GUAM,290.419,288.927,288.361,288.399,288.577,288.526,288.149,287.474,286.413,284.913,282.929,280.421,277.368,273.781,269.69,265.14,260.12,254.681,248.991,243.266,237.672,232.286,227.098,222.084,217.18,212.342,207.579,202.923,198.381,193.964,189.674,185.512,181.472,177.552,173.745,170.044,166.45,162.956,159.536,156.153,152.787,149.439,146.118,142.821,139.546,136.297,133.056,129.852,126.789,123.995,121.568,119.532,117.847,116.439,115.22,114.107,113.038,111.969,110.878,109.765,108.652
GUY,GUYANA,3.657,3.633,3.609,3.584,3.56,3.539,3.521,3.506,3.492,3.478,3.463,3.447,3.431,3.415,3.4,3.387,3.376,3.368,3.363,3.364,3.373,3.388,3.41,3.437,3.466,3.497,3.529,3.561,3.589,3.608,3.614,3.604,3.58,3.547,3.513,3.484,3.461,3.443,3.423,3.395,3.353,3.295,3.224,3.144,3.061,2.98,2.902,2.826,2.752,2.679,2.606,2.533,2.461,2.389,2.318,2.249,2.18,2.112,2.043,1.97,1.891
HKG,HONG KONG,6414.48,6375.732,6340.187,6310.053,6288.145,6275.419,6275.271,6284.469,6289.426,6271.84,6219.564,6126.139,5997.923,5851.366,5710.066,5590.99,5499.954,5431.682,5378.575,5328.362,5272.096,5207.249,5136.817,5063.736,4992.816,4927.015,4868.487,4814.568,4757.792,4687.95,4598.439,4486.167,4355.396,4215.95,4081.722,3962.967,3861.248,3773.973,3701.916,3644.914,3601.635,3575.003,3562.416,3550.185,3520.015,3459.339,3362.271,3233.872,3086.101,2936.693,2798.682,2676.849,2568.974,2468.768,2369.224,2265.759,2157.259,2046.71,1941.404,1852.73,1796.177
HND,HONDURAS,67.993,66.643,65.327,64.043,62.785,61.548,60.331,59.134,57.953,56.786,55.631,54.487,53.352,52.215,51.064,49.889,48.687,47.461,46.222,44.981,43.749,42.529,41.321,40.129,38.956,37.805,36.68,35.583,34.511,33.463,32.438,31.433,30.453,29.503,28.593,27.726,26.904,26.124,25.384,24.681,24.011,23.375,22.77,22.182,21.592,20.989,20.366,19.727,19.085,18.459,17.864,17.304,16.776,16.274,15.79,15.319,14.859,14.415,13.993,13.605,13.268
HRV,CROATIA (LOCAL NAME: HRVATSKA),76.728,76.938,77.119,77.281,77.445,77.627,77.819,78.025,78.285,78.651,79.154,79.801,80.563,81.389,82.207,82.956,83.635,84.234,84.68,84.882,84.784,84.348,83.611,82.684,81.725,80.849,80.097,79.446,78.878,78.352,77.838,77.341,76.879,76.443,76.021,75.606,75.191,74.779,74.389,74.049,73.774,73.573,73.434,73.328,73.213,73.062,72.859,72.613,72.338,72.06,71.793,71.542,71.296,71.039,70.755,70.428,70.05,69.621,69.144,68.631,68.101
HTI,HAITI,356.627,351.897,347.325,342.837,338.329,333.725,329.007,324.188,319.266,314.243,309.126,303.904,298.583,293.203,287.815,282.459,277.153,271.891,266.662,261.443,256.22,251.006,245.813,240.63,235.443,230.25,225.041,219.846,214.734,209.801,205.115,200.695,196.525,192.596,188.883,185.363,182.041,178.904,175.883,172.884,169.843,166.729,163.556,160.355,157.177,154.059,151.008,148.014,145.084,142.222,139.434,136.723,134.092,131.546,129.085,126.71,124.422,122.218,120.097,118.053,116.082
HUN,HUNGARY,107.647,107.824,107.985,108.143,108.318,108.521,108.757,109.019,109.302,109.598,109.899,110.211,110.531,110.835,111.089,111.273,111.372,111.4,111.41,111.469,111.629,111.895,112.249,112.675,113.15,113.649,114.182,114.734,115.226,115.555,115.649,115.473,115.059,114.487,113.875,113.309,112.815,112.375,111.977,111.593,111.204,110.814,110.432,110.058,109.689,109.322,108.948,108.565,108.185,107.828,107.504,107.202,106.901,106.567,106.163,105.652,104.998,104.17,103.139,101.88,100.371
IDN,INDONESIA,126.368,124.693,122.99,121.273,119.56,117.864,116.191,114.538,112.907,111.296,109.704,108.133,106.581,105.037,103.487,101.919,100.33,98.72,97.091,95.447,93.792,92.126,90.448,88.755,87.039,85.3,83.535,81.75,79.955,78.166,76.392,74.64,72.908,71.198,69.509,67.842,66.199,64.583,62.993,61.429,59.891,58.38,56.897,55.449,54.041,52.678,51.365,50.101,48.883,47.706,46.568,45.47,44.414,43.407,42.454,41.562,40.735,39.976,39.286,38.666,38.115
IMN,ISLE OF MAN,146.839,145.617,144.337,143.028,141.727,140.463,139.262,138.114,136.955,135.692,134.276,132.649,130.853,129.045,127.444,126.191,125.395,124.976,124.661,124.061,122.923,121.093,118.71,116.17,114.03,112.668,112.25,112.594,113.316,113.86,113.825,113.077,111.745,110.024,108.217,106.54,105.066,103.717,102.383,100.893,99.147,97.122,94.911,92.649,90.517,88.659,87.094,85.82,84.93,84.533,84.687,85.383,86.551,88.075,89.815,91.624,93.353,94.857,95.99,96.615,96.596
IND,INDIA,366.756,362.045,357.337,352.602,347.794,342.882,337.857,332.735,327.539,322.305,317.061,311.814,306.561,301.302,296.036,290.76,285.481,280.205,274.925,269.631,264.32,258.992,253.656,248.331,243.042,237.808,232.64,227.541,222.508,217.538,212.628,207.782,203.007,198.322,193.743,189.286,184.957,180.756,176.682,172.729,168.894,165.178,161.582,158.102,154.735,151.479,148.332,145.293,142.356,139.516,136.769,134.112,131.546,129.073,126.694,124.412,122.227,120.142,118.156,116.269,114.48
IRL,IRELAND,63.574,62.761,61.925,61.055,60.138,59.169,58.142,57.072,56.008,55.012,54.128,53.376,52.746,52.222,51.775,51.384,51.039,50.744,50.507,50.341,50.25,50.235,50.277,50.335,50.353,50.29,50.133,49.886,49.55,49.13,48.635,48.065,47.424,46.733,46.019,45.305,44.597,43.903,43.247,42.661,42.164,41.775,41.487,41.272,41.089,40.908,40.712,40.515,40.346,40.25,40.255,40.365,40.558,40.801,41.054,41.284,41.463,41.573,41.606,41.563,41.454
IRN,IRAN (ISLAMIC REPUBLIC OF),45.178,44.62,44.085,43.568,43.063,42.563,42.072,41.587,41.092,40.564,39.99,39.351,38.656,37.946,37.278,36.688,36.199,35.786,35.377,34.87,34.196,33.332,32.308,31.172,29.997,28.839,27.71,26.607,25.543,24.536,23.595,22.731,21.946,21.231,20.569,19.948,19.366,18.823,18.313,17.827,17.356,16.898,16.45,16.014,15.591,15.182,14.788,14.405,14.034,13.673,13.323,12.983,12.653,12.333,12.023,11.723,11.434,11.155,10.887,10.631,10.387
IRQ,IRAQ,70.639,68.816,67.143,65.57,64.027,62.459,60.854,59.225,57.58,55.934,54.301,52.682,51.075,49.493,47.95,46.458,45.017,43.63,42.314,41.089,39.965,38.952,38.038,37.192,36.369,35.537,34.685,33.817,32.935,32.044,31.15,30.248,29.339,28.43,27.533,26.658,25.808,24.985,24.183,23.398,22.627,21.869,21.128,20.413,19.737,19.109,18.53,17.998,17.508,17.055,16.631,16.234,15.859,15.503,15.164,14.836,14.511,14.182,13.837,13.464,13.048
ISL,ICELAND,3.088,3.047,3.004,2.961,2.919,2.881,2.846,2.815,2.786,2.758,2.73,2.703,2.675,2.649,2.622,2.597,2.572,2.547,2.523,2.499,2.474,2.449,2.423,2.397,2.37,2.344,2.317,2.29,2.263,2.238,2.215,2.194,2.175,2.157,2.137,2.116,2.092,2.065,2.038,2.01,1.984,1.961,1.938,1.916,1.893,1.867,1.838,1.806,1.773,1.739,1.704,1.669,1.634,1.599,1.564,1.53,1.496,1.464,1.434,1.407,1.385
ISR,ISRAEL,335.081,328.463,320.922,312.941,305.205,298.202,292.091,286.691,281.732,276.793,271.561,266.031,260.293,254.236,247.741,240.76,233.186,225.137,217.069,209.6,203.168,197.938,193.762,190.371,187.345,184.366,181.361,178.381,175.369,172.286,169.098,165.783,162.315,158.66,154.783,150.678,146.289,141.659,137.002,132.611,128.68,125.318,122.434,119.788,117.028,113.91,110.332,106.386,102.249,98.183,94.373,90.863,87.58,84.379,81.102,77.623,73.867,69.823,65.545,61.147,56.806
ITA,ITALY,200.814,199.856,198.706,197.418,196.066,194.717,193.374,192.05,190.833,189.833,189.123,188.747,188.672,188.794,188.961,189.06,189.05,188.959,188.819,188.689,188.611,188.586,188.586,188.582,188.533,188.411,188.204,187.913,187.542,187.097,186.582,186.001,185.348,184.613,183.781,182.846,181.804,180.665,179.457,178.216,176.971,175.737,174.513,173.288,172.041,170.761,169.438,168.087,166.753,165.492,164.343,163.312,162.377,161.5,160.634,159.737,158.773,157.716,156.552,155.272,153.88
JAM,JAMAICA,249.43,248.354,247.372,246.397,245.312,244.031,242.533,240.844,238.988,237.007,234.939,232.789,230.564,228.318,226.115,224.006,221.985,220.047,218.239,216.614,215.195,214.04,213.095,212.132,210.84,209.011,206.536,203.513,200.191,196.935,194.002,191.493,189.319,187.331,185.297,183.057,180.556,177.868,175.113,172.461,170.032,167.88,165.951,164.126,162.233,160.156,157.83,155.312,152.745,150.332,148.212,146.408,144.849,143.403,141.92,140.27,138.358,136.128,133.571,130.717,127.64
JOR,JORDAN,72.245,69.187,66.164,63.306,60.765,58.645,56.997,55.78,54.879,54.119,53.362,52.599,51.832,50.949,49.818,48.355,46.492,44.279,41.897,39.605,37.591,35.923,34.549,33.381,32.281,31.149,29.958,28.75,27.568,26.479,25.527,24.72,24.027,23.412,22.824,22.219,21.602,20.971,20.28,19.475,18.522,17.389,16.106,14.779,13.554,12.534,11.761,11.199,10.776,10.385,9.946,9.433,8.861,8.275,7.72,7.228,6.806,6.435,6.068,5.631,5.024
JPN,JAPAN,337.025,337.026,336.937,336.75,336.452,336.036,335.491,334.831,334.105,333.376,332.69,332.073,331.505,330.928,330.256,329.432,328.421,327.25,325.983,324.719,323.52,322.413,321.359,320.271,319.026,317.537,315.765,313.735,311.504,309.156,306.749,304.317,301.833,299.222,296.377,293.232,289.767,286.037,282.149,278.249,274.451,270.789,267.256,263.875,260.655,257.605,254.723,252.01,249.459,247.06,244.793,242.626,240.513,238.4,236.224,233.915,231.397,228.59,225.406,221.753,217.532
KAZ,KAZAKHSTAN,5.843,5.778,5.713,5.65,5.588,5.528,5.469,5.412,5.367,5.343,5.349,5.387,5.453,5.536,5.624,5.706,5.78,5.846,5.898,5.929,5.935,5.913,5.865,5.799,5.725,5.653,5.583,5.516,5.451,5.389,5.328,5.271,5.217,5.164,5.108,5.049,4.983,4.911,4.836,4.759,4.682,4.606,4.529,4.448,4.357,4.253,4.135,4.005,3.865,3.718,3.565,3.41,3.255,3.103,2.957,2.82,2.697,2.593,2.514,2.467,2.46
