Country code,Country name,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
AZE,AZERBAIJAN,47.569,,,,,61.252,,,,,82.935,,,,,99.956,,,,,111.086,,,,,119.533,,,,,123.096,,,,,125.48,,,,,135.126,,,,,147.523,,,,,160.483,,,,,174.284
BDI,BURUNDI,150.681,,,,,160.083,,,,,174.081,,,,,203.322,,,,,187.838,,,,,196.483,,,,,211.099,,,,,230.85,,,,,237.323,,,,,251.379,,,,,265.968,,,,,280.926
BEL,BELGIUM,4.72,,,,,5.425,,,,,6.548,,,,,9.354,,,,,10.907,,,,,13.218,,,,,16.714,,,,,22.144,,,,,26.184,,,,,31.6,,,,,40.58,,,,,52.549
BEN,BENIN,116.081,,,,,131.421,,,,,149.001,,,,,168.414,,,,,187.587,,,,,205.333,,,,,225.898,,,,,249.17,,,,,273.848,,,,,297.199,,,,,322.151,,,,,349.241
BFA,BURKINA FASO,156.501,,,,,173.0,,,,,190.341,,,,,203.882,,,,,212.373,,,,,228.984,,,,,258.458,,,,,282.794,,,,,301.357,,,,,327.473,,,,,351.046,,,,,376.304
BGD,BANGLADESH,56.045,,,,,73.877,,,,,96.908,,,,,125.048,,,,,151.194,,,,,180.016,,,,,208.716,,,,,257.755,,,,,228.224,,,,,239.21,,,,,266.63,,,,,284.413
BGR,BULGARIA,11.795,,,,,15.82,,,,,19.174,,,,,19.249,,,,,18.07,,,,,22.144,,,,,26.36,,,,,30.27,,,,,36.146,,,,,45.753,,,,,83.757,,,,,118.276
BHR,BAHRAIN,10.637,,,,,11.796,,,,,13.898,,,,,18.579,,,,,21.077,,,,,26.72,,,,,40.337,,,,,64.445,,,,,102.445,,,,,160.279,,,,,228.655,,,,,268.278
BHS,BAHAMAS,14.947,,,,,17.479,,,,,21.388,,,,,23.23,,,,,27.012,,,,,32.536,,,,,39.172,,,,,47.132,,,,,56.67,,,,,68.081,,,,,81.716,,,,,97.988
BIH,BOSNIA AND HERZEGOWINA,10.64,,,,,11.771,,,,,13.005,,,,,24.394,,,,,20.781,,,,,30.009,,,,,38.938,,,,,55.372,,,,,80.615,,,,,107.552,,,,,147.095,,,,,202.998
BLR,BELARUS,8.109,,,,,12.17,,,,,18.062,,,,,18.17,,,,,19.783,,,,,23.054,,,,,26.332,,,,,26.176,,,,,30.414,,,,,43.966,,,,,70.957,,,,,127.711
BLZ,BELIZE,18.494,,,,,21.206,,,,,27.592,,,,,36.526,,,,,43.345,,,,,50.057,,,,,64.242,,,,,76.345,,,,,88.473,,,,,103.92,,,,,118.998,,,,,135.934
BOL,BOLIVIA,60.402,,,,,71.499,,,,,85.41,,,,,98.987,,,,,127.272,,,,,163.722,,,,,206.173,,,,,244.303,,,,,259.652,,,,,274.716,,,,,289.527,,,,,304.097
BRA,BRAZIL,29.223,,,,,33.659,,,,,42.302,,,,,54.047,,,,,65.627,,,,,77.661,,,,,106.979,,,,,124.937,,,,,139.093,,,,,152.237,,,,,169.621,,,,,187.338
BRB,BARBADOS,13.437,,,,,16.367,,,,,19.95,,,,,24.332,,,,,29.696,,,,,36.264,,,,,44.31,,,,,54.167,,,,,66.244,,,,,81.036,,,,,99.146,,,,,121.036
BRN,BRUNEI DARUSSALAM,6.059,,,,,7.892,,,,,10.282,,,,,13.398,,,,,17.46,,,,,22.752,,,,,29.642,,,,,38.6,,,,,50.233,,,,,65.308,,,,,91.401,,,,,115.908
BTN,BHUTAN,63.295,,,,,79.873,,,,,100.126,,,,,124.845,,,,,153.607,,,,,184.384,,,,,219.553,,,,,262.121,,,,,304.177,,,,,332.457,,,,,362.945,,,,,395.175
BWA,BOTSWANA,50.531,,,,,69.556,,,,,74.499,,,,,66.259,,,,,71.188,,,,,85.591,,,,,103.193,,,,,127.182,,,,,150.434,,,,,165.395,,,,,182.262,,,,,201.367
CAF,CENTRAL AFRICAN REPUBLIC,172.099,,,,,182.79,,,,,186.08,,,,,186.881,,,,,184.313,,,,,184.424,,,,,200.142,,,,,233.759,,,,,269.368,,,,,295.672,,,,,317.763,,,,,340.772
CAN,CANADA,6.014,,,,,6.133,,,,,6.561,,,,,7.626,,,,,9.18,,,,,11.206,,,,,15.197,,,,,19.964,,,,,25.012,,,,,30.798,,,,,37.811,,,,,45.318
CHE,SWITZERLAND,4.85,,,,,5.494,,,,,5.892,,,,,7.5,,,,,8.697,,,,,9.789,,,,,12.02,,,,,16.859,,,,,20.548,,,,,25.438,,,,,28.967,,,,,35.696
CHL,CHILE,8.769,,,,,9.765,,,,,13.799,,,,,16.886,,,,,21.802,,,,,28.06,,,,,52.871,,,,,79.89,,,,,105.615,,,,,134.116,,,,,149.004,,,,,155.054
CHN,CHINA,20.979,,,,,24.614,,,,,34.262,,,,,40.046,,,,,47.319,,,,,56.53,,,,,68.347,,,,,83.621,,,,,109.566,,,,,208.095,,,,,212.376,,,,,199.953
CIV,COTE D'IVOIRE,122.555,,,,,133.687,,,,,142.616,,,,,149.018,,,,,154.387,,,,,163.988,,,,,184.055,,,,,215.51,,,,,253.768,,,,,298.948,,,,,351.187,,,,,393.839
CMR,CAMEROON,130.552,,,,,137.597,,,,,140.327,,,,,143.959,,,,,151.1,,,,,160.485,,,,,178.111,,,,,201.649,,,,,224.871,,,,,244.884,,,,,266.327,,,,,285.533
COD,"CONGO, THE DRC",193.934,,,,,201.535,,,,,217.167,,,,,201.535,,,,,203.888,,,,,209.352,,,,,218.289,,,,,226.03,,,,,242.504,,,,,255.467,,,,,266.003,,,,,280.944
COG,CONGO,113.826,,,,,125.67,,,,,125.133,,,,,120.935,,,,,119.7,,,,,124.814,,,,,134.531,,,,,144.961,,,,,157.647,,,,,177.086,,,,,206.871,,,,,240.239
COL,COLOMBIA,26.411,,,,,28.754,,,,,33.228,,,,,38.012,,,,,48.497,,,,,59.752,,,,,80.224,,,,,101.136,,,,,114.703,,,,,131.242,,,,,153.48,,,,,188.706
COM,COMOROS,100.128,,,,,108.806,,,,,117.672,,,,,126.843,,,,,136.222,,,,,152.696,,,,,169.91,,,,,188.273,,,,,211.302,,,,,230.025,,,,,249.436,,,,,266.802
CPV,CAPE VERDE,25.657,,,,,33.923,,,,,44.125,,,,,54.147,,,,,63.591,,,,,83.914,,,,,109.163,,,,,140.23,,,,,174.602,,,,,184.004,,,,,190.288,,,,,196.627
CRI,COSTA RICA,11.54,,,,,12.314,,,,,13.967,,,,,17.06,,,,,20.356,,,,,23.889,,,,,39.447,,,,,64.376,,,,,87.407,,,,,110.573,,,,,126.296,,,,,142.612
CUB,CUBA,6.495,,,,,7.742,,,,,10.427,,,,,13.957,,,,,16.855,,,,,21.451,,,,,27.12,,,,,43.757,,,,,58.778,,,,,76.202,,,,,94.249,,,,,112.807
CUW,CURAÇAO,15.417,,,,,17.413,,,,,18.043,,,,,17.465,,,,,19.77,,,,,21.022,,,,,25.929,,,,,33.509,,,,,42.887,,,,,51.92,,,,,63.61,,,,,87.2
CYP,CYPRUS,5.183,,,,,6.652,,,,,8.523,,,,,10.934,,,,,14.023,,,,,17.97,,,,,23.016,,,,,29.471,,,,,37.708,,,,,48.189,,,,,61.527,,,,,78.429
CZE,CZECH REPUBLIC,3.888,,,,,5.013,,,,,7.146,,,,,11.096,,,,,13.317,,,,,16.892,,,,,20.092,,,,,23.11,,,,,25.335,,,,,24.011,,,,,29.231,,,,,54.346
DEU,GERMANY,4.481,,,,,5.129,,,,,5.95,,,,,7.663,,,,,10.039,,,,,13.299,,,,,18.31,,,,,24.229,,,,,26.719,,,,,35.129,,,,,44.543,,,,,54.733
DJI,DJIBOUTI,97.516,,,,,105.549,,,,,112.05,,,,,119.967,,,,,129.493,,,,,140.504,,,,,157.221,,,,,171.069,,,,,202.188,,,,,221.953,,,,,242.345,,,,,260.599
DNK,DENMARK,4.521,,,,,5.613,,,,,6.061,,,,,7.864,,,,,9.826,,,,,9.663,,,,,11.33,,,,,14.893,,,,,19.363,,,,,23.862,,,,,27.306,,,,,33.362
DOM,DOMINICAN REPUBLIC,32.828,,,,,38.419,,,,,46.468,,,,,54.73,,,,,71.393,,,,,86.069,,,,,104.201,,,,,130.079,,,,,160.14,,,,,187.899,,,,,218.531,,,,,252.12
DZA,ALGERIA,35.847,,,,,42.557,,,,,50.209,,,,,60.176,,,,,71.499,,,,,103.472,,,,,156.643,,,,,188.181,,,,,208.718,,,,,231.037,,,,,255.018,,,,,278.151
ECU,ECUADOR,25.83,,,,,29.969,,,,,41.342,,,,,57.036,,,,,73.88,,,,,94.139,,,,,116.124,,,,,136.104,,,,,155.595,,,,,174.811,,,,,190.84,,,,,206.63
EGY,EGYPT,30.018,,,,,38.238,,,,,48.709,,,,,80.344,,,,,102.151,,,,,149.016,,,,,188.655,,,,,237.717,,,,,250.948,,,,,277.889,,,,,315.549,,,,,387.368
ERI,ERITREA,71.685,,,,,83.798,,,,,101.951,,,,,130.147,,,,,155.696,,,,,175.218,,,,,188.575,,,,,209.894,,,,,239.474,,,,,263.885,,,,,279.312,,,,,292.193
ESH,WESTERN SAHARA,56.06,,,,,69.831,,,,,87.874,,,,,105.858,,,,,124.805,,,,,159.94,,,,,199.137,,,,,239.613,,,,,259.849,,,,,280.067,,,,,300.836,,,,,322.902
ESP,SPAIN,4.766,,,,,5.158,,,,,6.354,,,,,8.48,,,,,10.276,,,,,13.253,,,,,18.963,,,,,27.037,,,,,37.547,,,,,48.942,,,,,62.054,,,,,82.617
EST,ESTONIA,6.056,,,,,9.385,,,,,14.94,,,,,19.84,,,,,22.038,,,,,25.043,,,,,26.389,,,,,25.641,,,,,28.076,,,,,38.628,,,,,62.177,,,,,111.911
ETH,ETHIOPIA,91.586,,,,,122.834,,,,,155.794,,,,,190.849,,,,,212.734,,,,,236.988,,,,,230.554,,,,,237.06,,,,,250.009,,,,,270.095,,,,,305.101,,,,,333.573
FIN,FINLAND,3.485,,,,,3.998,,,,,4.735,,,,,6.106,,,,,7.185,,,,,7.862,,,,,10.758,,,,,14.566,,,,,18.543,,,,,23.648,,,,,32.526,,,,,42.125
FJI,FIJI,22.497,,,,,23.829,,,,,28.593,,,,,34.52,,,,,41.949,,,,,51.331,,,,,63.256,,,,,74.11,,,,,88.045,,,,,105.009,,,,,125.662,,,,,150.761
FRA,FRANCE,4.465,,,,,5.232,,,,,5.822,,,,,8.193,,,,,9.717,,,,,11.621,,,,,14.316,,,,,19.296,,,,,24.131,,,,,29.753,,,,,39.612,,,,,53.892
FSM,"MICRONESIA, FEDERATED STATES OF",43.125,,,,,47.473,,,,,50.429,,,,,53.757,,,,,57.166,,,,,60.736,,,,,64.357,,,,,78.422,,,,,93.071,,,,,107.581,,,,,122.734,,,,,138.565
GAB,GABON,76.664,,,,,87.597,,,,,87.94,,,,,89.397,,,,,97.206,,,,,122.264,,,,,153.824,,,,,188.904,,,,,224.149,,,,,262.348,,,,,276.967,,,,,297.241
GBR,UNITED KINGDOM,5.741,,,,,6.254,,,,,6.978,,,,,8.235,,,,,10.8,,,,,12.708,,,,,16.381,,,,,20.11,,,,,22.211,,,,,25.659,,,,,27.967,,,,,33.581
GEO,GEORGIA,24.995,,,,,32.009,,,,,39.785,,,,,49.007,,,,,46.487,,,,,49.59,,,,,52.213,,,,,55.798,,,,,63.805,,,,,72.522,,,,,81.305,,,,,90.356
GHA,GHANA,83.858,,,,,93.654,,,,,104.295,,,,,114.333,,,,,132.778,,,,,150.855,,,,,163.079,,,,,176.762,,,,,189.322,,,,,205.438,,,,,225.949,,,,,249.394
GIN,GUINEA,139.474,,,,,161.208,,,,,187.394,,,,,215.891,,,,,240.858,,,,,264.767,,,,,289.123,,,,,311.466,,,,,321.921,,,,,326.932,,,,,335.226,,,,,346.102
GLP,GUADELOUPE,7.849,,,,,10.012,,,,,12.812,,,,,16.425,,,,,21.133,,,,,27.274,,,,,35.299,,,,,45.859,,,,,59.764,,,,,78.129,,,,,102.379,,,,,134.423
GMB,GAMBIA,109.413,,,,,123.109,,,,,138.416,,,,,155.654,,,,,174.983,,,,,200.05,,,,,232.189,,,,,267.701,,,,,306.533,,,,,351.318,,,,,366.794,,,,,382.935
GNB,GUINEA-BISSAU,168.069,,,,,179.609,,,,,192.454,,,,,204.5,,,,,217.2,,,,,228.217,,,,,236.217,,,,,241.141,,,,,245.234,,,,,251.244,,,,,258.034,,,,,265.27
GNQ,EQUATORIAL GUINEA,165.371,,,,,185.107,,,,,191.137,,,,,198.936,,,,,215.683,,,,,233.389,,,,,251.113,,,,,265.699,,,,,280.955,,,,,296.418,,,,,312.407,,,,,328.915
GRC,GREECE,4.932,,,,,5.587,,,,,8.0,,,,,9.304,,,,,13.074,,,,,16.465,,,,,23.442,,,,,28.228,,,,,38.036,,,,,44.468,,,,,50.495,,,,,58.009
GRD,GRENADA,13.925,,,,,16.397,,,,,18.857,,,,,23.635,,,,,29.619,,,,,37.127,,,,,46.516,,,,,58.252,,,,,72.878,,,,,91.066,,,,,113.59,,,,,141.059
GTM,GUATEMALA,39.632,,,,,48.627,,,,,58.773,,,,,74.318,,,,,95.871,,,,,117.76,,,,,139.742,,,,,164.014,,,,,193.814,,,,,219.189,,,,,240.947,,,,,259.046
GUF,FRENCH GUIANA,16.289,,,,,17.95,,,,,19.813,,,,,24.388,,,,,30.61,,,,,39.184,,,,,54.19,,,,,58.617,,,,,66.95,,,,,100.869,,,,,126.233,,,,,148.881
GUM,GUAM,13.207,,,,,15.697,,,,,19.863,,,,,24.519,,,,,29.021,,,,,34.613,,,,,42.115,,,,,51.914,,,,,64.986,,,,,80.525,,,,,98.159,,,,,116.7
GUY,GUYANA,37.722,,,,,44.398,,,,,49.838,,,,,57.347,,,,,66.469,,,,,75.498,,,,,78.432,,,,,81.506,,,,,84.727,,,,,88.103,,,,,91.643,,,,,95.355
HKG,HONG KONG,3.132,,,,,3.908,,,,,5.107,,,,,6.932,,,,,9.408,,,,,12.763,,,,,17.304,,,,,23.441,,,,,31.716,,,,,42.846,,,,,66.009,,,,,87.264
HND,HONDURAS,40.096,,,,,44.652,,,,,49.676,,,,,59.957,,,,,73.977,,,,,100.798,,,,,131.281,,,,,164.651,,,,,190.041,,,,,217.013,,,,,249.546,,,,,276.784
HRV,CROATIA (LOCAL NAME: HRVATSKA),6.816,,,,,7.597,,,,,8.23,,,,,11.867,,,,,15.467,,,,,20.771,,,,,24.618,,,,,28.357,,,,,38.775,,,,,54.899,,,,,77.739,,,,,104.3
HTI,HAITI,80.588,,,,,92.714,,,,,107.296,,,,,126.581,,,,,145.847,,,,,171.856,,,,,187.564,,,,,204.012,,,,,221.946,,,,,253.506,,,,,289.117,,,,,329.08
HUN,HUNGARY,6.633,,,,,8.733,,,,,11.294,,,,,15.078,,,,,19.18,,,,,22.218,,,,,28.368,,,,,39.71,,,,,41.424,,,,,48.624,,,,,62.169,,,,,82.684
IDN,INDONESIA,35.393,,,,,43.049,,,,,52.41,,,,,63.864,,,,,77.886,,,,,95.056,,,,,116.078,,,,,141.7,,,,,172.561,,,,,208.404,,,,,249.627,,,,,297.818
IND,INDIA,64.434,,,,,77.435,,,,,92.341,,,,,107.247,,,,,121.876,,,,,137.785,,,,,157.696,,,,,182.697,,,,,202.404,,,,,228.116,,,,,256.537,,,,,288.776
IRL,IRELAND,4.53,,,,,6.503,,,,,7.34,,,,,8.12,,,,,10.092,,,,,12.478,,,,,17.984,,,,,21.457,,,,,26.277,,,,,32.484,,,,,39.798,,,,,49.737
IRN,IRAN (ISLAMIC REPUBLIC OF),28.305,,,,,37.104,,,,,47.205,,,,,57.102,,,,,70.302,,,,,87.603,,,,,122.607,,,,,167.011,,,,,206.166,,,,,236.317,,,,,267.775,,,,,298.391
IRQ,IRAQ,37.612,,,,,41.268,,,,,44.677,,,,,47.829,,,,,49.17,,,,,59.238,,,,,80.796,,,,,103.751,,,,,131.805,,,,,185.216,,,,,245.375,,,,,326.597
ISL,ICELAND,2.919,,,,,3.371,,,,,5.225,,,,,5.893,,,,,6.852,,,,,7.773,,,,,12.296,,,,,14.675,,,,,17.12,,,,,21.28,,,,,22.442,,,,,26.732
ISR,ISRAEL,4.914,,,,,6.223,,,,,7.906,,,,,10.077,,,,,12.831,,,,,16.175,,,,,20.021,,,,,24.18,,,,,28.601,,,,,33.692,,,,,40.159,,,,,48.745
ITA,ITALY,4.054,,,,,4.979,,,,,6.656,,,,,8.847,,,,,10.991,,,,,14.69,,,,,20.115,,,,,29.954,,,,,37.817,,,,,47.831,,,,,58.184,,,,,75.208
JAM,JAMAICA,28.902,,,,,32.192,,,,,33.541,,,,,34.588,,,,,37.153,,,,,42.323,,,,,45.961,,,,,56.026,,,,,64.647,,,,,78.036,,,,,101.334,,,,,120.177
JOR,JORDAN,22.799,,,,,26.152,,,,,30.007,,,,,34.189,,,,,40.182,,,,,51.873,,,,,67.374,,,,,86.388,,,,,107.934,,,,,140.447,,,,,185.112,,,,,238.911
JPN,JAPAN,3.528,,,,,4.121,,,,,5.222,,,,,6.116,,,,,6.797,,,,,8.895,,,,,11.687,,,,,15.883,,,,,21.243,,,,,33.281,,,,,50.424,,,,,76.615
KAZ,KAZAKHSTAN,32.798,,,,,38.508,,,,,53.948,,,,,60.595,,,,,63.661,,,,,74.042,,,,,84.662,,,,,94.281,,,,,105.018,,,,,117.49,,,,,130.52,,,,,144.185
KEN,KENYA,90.409,,,,,103.01,,,,,112.087,,,,,107.182,,,,,104.886,,,,,109.087,,,,,128.067,,,,,148.194,,,,,172.115,,,,,196.102,,,,,225.924,,,,,248.426
KGZ,KYRGYZSTAN,45.742,,,,,48.551,,,,,58.443,,,,,72.377,,,,,82.245,,,,,94.938,,,,,107.152,,,,,118.459,,,,,130.81,,,,,144.938,,,,,159.795,,,,,175.262
KHM,CAMBODIA,64.018,,,,,86.267,,,,,111.308,,,,,117.707,,,,,119.951,,,,,155.969,,,,,461.869,,,,,206.983,,,,,196.097,,,,,199.807,,,,,201.989,,,,,213.113
KIR,KIRIBATI,51.131,,,,,61.143,,,,,72.746,,,,,87.912,,,,,100.228,,,,,120.363,,,,,138.006,,,,,156.69,,,,,176.328,,,,,197.471,,,,,218.433,,,,,239.877
KOR,"KOREA, REPUBLIC OF",5.865,,,,,6.782,,,,,8.662,,,,,12.911,,,,,19.647,,,,,32.391,,,,,43.733,,,,,50.058,,,,,88.52,,,,,125.506,,,,,160.832,,,,,194.315
KWT,KUWAIT,12.451,,,,,13.313,,,,,14.31,,,,,16.486,,,,,20.761,,,,,30.042,,,,,41.999,,,,,54.611,,,,,74.109,,,,,101.912,,,,,141.608,,,,,193.094
LAO,LAOS ,58.566,,,,,75.474,,,,,97.877,,,,,126.553,,,,,157.725,,,,,179.826,,,,,193.62,,,,,206.344,,,,,220.903,,,,,235.152,,,,,250.126,,,,,265.063
LBN,LEBANON,11.597,,,,,16.01,,,,,22.053,,,,,29.96,,,,,36.928,,,,,43.046,,,,,47.318,,,,,52.529,,,,,60.884,,,,,69.783,,,,,80.394,,,,,94.082
LBR,LIBERIA,99.875,,,,,139.765,,,,,191.94,,,,,233.56,,,,,236.698,,,,,231.095,,,,,246.038,,,,,266.718,,,,,291.613,,,,,316.475,,,,,325.359,,,,,332.693
LBY,LIBYA,19.478,,,,,24.197,,,,,30.895,,,,,39.246,,,,,49.877,,,,,62.997,,,,,86.028,,,,,118.993,,,,,164.107,,,,,228.093,,,,,316.557,,,,,346.18
LCA,SAINT LUCIA,16.039,,,,,19.213,,,,,21.075,,,,,24.225,,,,,28.707,,,,,33.165,,,,,44.814,,,,,63.105,,,,,80.132,,,,,119.125,,,,,173.511,,,,,198.827
LKA,SRI LANKA,13.119,,,,,16.397,,,,,20.566,,,,,25.637,,,,,32.045,,,,,40.312,,,,,50.89,,,,,64.961,,,,,79.337,,,,,94.931,,,,,116.609,,,,,144.172
LSO,LESOTHO,104.911,,,,,115.948,,,,,106.36,,,,,93.711,,,,,118.028,,,,,134.074,,,,,159.265,,,,,181.159,,,,,193.064,,,,,199.576,,,,,224.826,,,,,253.283
LTU,LITHUANIA,7.393,,,,,9.834,,,,,13.659,,,,,19.574,,,,,18.598,,,,,22.772,,,,,27.108,,,,,26.745,,,,,32.278,,,,,48.588,,,,,77.497,,,,,137.954
LUX,LUXEMBURG,3.337,,,,,6.078,,,,,6.197,,,,,8.785,,,,,10.566,,,,,14.342,,,,,16.189,,,,,21.747,,,,,24.72,,,,,35.084,,,,,46.048,,,,,55.025
LVA,LATVIA,9.36,,,,,12.299,,,,,19.125,,,,,21.445,,,,,18.526,,,,,23.557,,,,,27.849,,,,,24.749,,,,,27.398,,,,,35.988,,,,,58.656,,,,,106.77
MAC,MACAU,6.879,,,,,8.733,,,,,11.085,,,,,14.066,,,,,17.842,,,,,22.621,,,,,28.66,,,,,36.28,,,,,45.879,,,,,57.944,,,,,73.079,,,,,90.029
MAR,MOROCCO,39.188,,,,,46.828,,,,,55.197,,,,,68.201,,,,,89.434,,,,,118.112,,,,,150.305,,,,,171.085,,,,,189.836,,,,,211.088,,,,,232.877,,,,,252.07
MDA,"MOLDOVA, REPUBLIC OF",19.198,,,,,23.254,,,,,30.366,,,,,34.648,,,,,36.913,,,,,42.977,,,,,52.928,,,,,52.928,,,,,55.742,,,,,67.95,,,,,83.459,,,,,101.205
MDG,MADAGASCAR,67.423,,,,,86.837,,,,,117.183,,,,,152.339,,,,,170.496,,,,,172.509,,,,,193.487,,,,,210.177,,,,,229.456,,,,,249.559,,,,,270.767,,,,,294.574
MDV,MALDIVES,18.334,,,,,37.342,,,,,69.584,,,,,94.364,,,,,117.206,,,,,149.903,,,,,192.345,,,,,237.162,,,,,292.25,,,,,357.179,,,,,393.413,,,,,409.091
MEX,MEXICO,20.368,,,,,24.775,,,,,32.887,,,,,40.342,,,,,48.465,,,,,57.327,,,,,73.902,,,,,98.279,,,,,118.629,,,,,134.59,,,,,158.799,,,,,193.449
MKD,MACEDONIA,12.479,,,,,13.629,,,,,19.858,,,,,29.458,,,,,43.78,,,,,56.05,,,,,67.478,,,,,74.828,,,,,89.903,,,,,105.247,,,,,126.458,,,,,155.466
MLI,MALI,187.302,,,,,205.093,,,,,225.137,,,,,246.32,,,,,267.763,,,,,294.084,,,,,325.807,,,,,356.296,,,,,389.699,,,,,408.236,,,,,414.427,,,,,427.742
MLT,MALTA,7.875,,,,,9.269,,,,,10.944,,,,,12.958,,,,,15.383,,,,,18.303,,,,,21.819,,,,,26.054,,,,,31.154,,,,,37.293,,,,,44.681,,,,,57.903
MMR,MYANMAR (Burma) ,69.319,,,,,78.291,,,,,88.976,,,,,100.85,,,,,114.161,,,,,128.653,,,,,144.619,,,,,162.323,,,,,182.397,,,,,233.38,,,,,262.524,,,,,317.624
MNE,MONTENEGRO,11.75,,,,,12.679,,,,,17.95,,,,,20.293,,,,,24.223,,,,,28.917,,,,,31.936,,,,,36.978,,,,,55.274,,,,,79.953,,,,,115.525,,,,,132.903
MNG,MONGOLIA,36.989,,,,,49.435,,,,,70.714,,,,,91.383,,,,,136.325,,,,,154.756,,,,,158.591,,,,,162.15,,,,,183.313,,,,,210.902,,,,,270.487,,,,,294.078
MOZ,MOZAMBIQUE,136.399,,,,,157.768,,,,,188.867,,,,,226.436,,,,,241.395,,,,,242.544,,,,,247.126,,,,,267.402,,,,,289.838,,,,,310.457,,,,,336.862,,,,,366.051
MRT,MAURITANIA,113.948,,,,,116.503,,,,,118.886,,,,,122.512,,,,,130.18,,,,,146.655,,,,,170.482,,,,,188.236,,,,,206.151,,,,,227.767,,,,,257.178,,,,,285.494
MTQ,MARTINIQUE,8.884,,,,,9.96,,,,,12.829,,,,,16.523,,,,,21.307,,,,,27.491,,,,,35.494,,,,,45.841,,,,,59.2,,,,,73.86,,,,,91.753,,,,,113.922
MUS,MAURITIUS,15.238,,,,,16.075,,,,,21.69,,,,,21.234,,,,,26.818,,,,,31.276,,,,,46.697,,,,,84.394,,,,,81.286,,,,,86.167,,,,,113.183,,,,,168.032
MWI,MALAWI,135.735,,,,,159.207,,,,,185.096,,,,,209.094,,,,,237.016,,,,,254.272,,,,,274.042,,,,,294.165,,,,,317.862,,,,,329.25,,,,,342.209,,,,,352.674
MYS,MALAYSIA,6.072,,,,,8.74,,,,,11.666,,,,,15.562,,,,,20.742,,,,,27.618,,,,,36.725,,,,,48.754,,,,,64.592,,,,,85.373,,,,,108.686,,,,,136.962
MYT,MAYOTTE,6.551,,,,,8.983,,,,,12.326,,,,,16.92,,,,,23.233,,,,,31.902,,,,,43.791,,,,,60.066,,,,,82.29,,,,,112.542,,,,,153.25,,,,,222.003
NAM,NAMIBIA,55.753,,,,,74.976,,,,,75.158,,,,,80.549,,,,,91.708,,,,,106.531,,,,,124.052,,,,,144.963,,,,,167.936,,,,,193.461,,,,,222.959,,,,,257.06
NCL,NEW CALEDONIA,17.529,,,,,20.386,,,,,24.121,,,,,28.988,,,,,35.482,,,,,44.39,,,,,56.193,,,,,71.231,,,,,89.48,,,,,111.445,,,,,138.143,,,,,170.801
