Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
MYS,MALAYSIA,,19.0,14.0,20.0,17.0,19.0,16.0,101.0,35.0,26.0,9.0,2.0,0.0,0.0,0.0,0.0,7.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,NAMIBIA,0.0,160.0,46.0,66.0,33.0,170.0,79.0,46.0,67.0,21.0,57.0,22.0,3.0,3.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,NIGER,0.0,386.0,686.0,287.0,524.0,322.0,138.0,203.0,315.0,823.0,14.0,5.0,3.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NGA,NIGERIA,0.0,378.0,529.0,362.0,292.0,314.0,123.0,117.0,138.0,98.0,135.0,44.0,126.0,23.0,29.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NIC,NICARAGUA,,152.0,67.0,89.0,105.0,118.0,90.0,209.0,5.0,45.0,26.0,6.0,30.0,31.0,36.0,34.0,34.0,6.0,19.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIU,NIUE,,7.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPL,NEPAL,0.0,287.0,407.0,293.0,414.0,620.0,771.0,776.0,965.0,594.0,247.0,98.0,59.0,0.0,11.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NRU,NAURU,,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,NEW ZEALAND,,5.0,11.0,148.0,1.0,37.0,1.0,2.0,1.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OMN,OMAN,,3.0,4.0,1.0,9.0,1.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,PAKISTAN,0.0,1375.0,1414.0,1351.0,2894.0,2155.0,513.0,656.0,1659.0,3146.0,34.0,93.0,112.0,84.0,73.0,29.0,10.0,0.0,3.0,5.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN,PANAMA,,45.0,66.0,75.0,86.0,67.0,137.0,12.0,45.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,PERU,,481.0,371.0,208.0,341.0,287.0,144.0,798.0,46.0,14.0,47.0,43.0,52.0,267.0,0.0,7.0,21.0,14.0,14.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
PHL,PHILIPPINES,0.0,2805.0,1689.0,1062.0,648.0,1822.0,924.0,292.0,782.0,170.0,323.0,68.0,34.0,76.0,77.0,32.0,15.0,3.0,3.0,13.0,9.0,9.0,2.0,4.0,6.0,8.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0
PLW,PALAU,,15.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNG,PAPUA NEW GUINEA,,45.0,93.0,19.0,36.0,54.0,43.0,43.0,21.0,28.0,14.0,10.0,58.0,0.0,14.0,9.0,104.0,56.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRK,"KOREA, D.P.R.O.",0.0,86.0,200.0,282.0,174.0,179.0,269.0,298.0,175.0,165.0,298.0,213.0,260.0,184.0,173.0,156.0,143.0,320.0,88.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRY,PARAGUAY,,78.0,139.0,34.0,67.0,178.0,96.0,73.0,1.0,4.0,38.0,4.0,9.0,0.0,4.0,5.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSE,STATE OF PALESTINE,,1000.0,1511.0,1242.0,1443.0,3614.0,1637.0,1194.0,1724.0,1109.0,447.0,397.0,668.0,179.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAT,QATAR,,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWA,RWANDA,0.0,150.0,163.0,123.0,164.0,192.0,118.0,89.0,108.0,186.0,194.0,171.0,133.0,123.0,122.0,130.0,180.0,277.0,199.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
SAU,SAUDI ARABIA,,8.0,3.0,6.0,8.0,15.0,0.0,5.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,SUDAN,0.0,1631.0,1606.0,2477.0,2497.0,2660.0,1727.0,2460.0,3002.0,2953.0,2960.0,758.0,798.0,501.0,441.0,508.0,486.0,270.0,157.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
SEN,SENEGAL,0.0,139.0,261.0,57.0,97.0,101.0,66.0,94.0,93.0,98.0,48.0,4.0,18.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,SINGAPORE,,1.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,SOLOMON ISLANDS,,108.0,25.0,5.0,42.0,47.0,25.0,295.0,0.0,0.0,6.0,144.0,10.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SLE,SIERRA LEONE,0.0,67.0,227.0,88.0,99.0,151.0,107.0,172.0,89.0,147.0,156.0,195.0,433.0,664.0,947.0,735.0,283.0,310.0,43.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SLV,EL SALVADOR,,120.0,103.0,255.0,141.0,265.0,43.0,19.0,20.0,209.0,3.0,24.0,95.0,786.0,4.0,70.0,115.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SOM,SOMALIA,0.0,1004.0,1701.0,2319.0,1050.0,1467.0,1251.0,1444.0,1349.0,692.0,385.0,401.0,445.0,339.0,324.0,290.0,146.0,247.0,62.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
SSD,SOUTH SUDAN,0.0,1445.0,1735.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR,SURINAME,,2.0,1.0,0.0,1.0,5.0,8.0,3.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZ,SWAZILAND,0.0,26.0,27.0,44.0,30.0,28.0,27.0,64.0,30.0,49.0,44.0,54.0,36.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SYC,SEYCHELLES,,12.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYR,SYRIAN ARAB REPUBLIC,0.0,2196.0,1963.0,615.0,37.0,47.0,18.0,24.0,20.0,1.0,2.0,14.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCD,CHAD,0.0,384.0,378.0,328.0,550.0,633.0,802.0,698.0,680.0,242.0,520.0,29.0,4.0,57.0,46.0,40.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0
TGO,TOGO,,15.0,25.0,31.0,70.0,47.0,48.0,32.0,27.0,212.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
THA,THAILAND,0.0,347.0,352.0,610.0,225.0,172.0,287.0,75.0,270.0,292.0,70.0,1.0,11.0,15.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,TAJIKISTAN,0.0,99.0,150.0,64.0,202.0,130.0,108.0,45.0,94.0,113.0,100.0,125.0,144.0,133.0,112.0,130.0,108.0,177.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKM,TURKMENISTAN,,5.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TON,TONGA,,13.0,12.0,8.0,18.0,36.0,0.0,4.0,0.0,0.0,0.0,1.0,23.0,4.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTO,TRINIDAD AND TOBAGO,,5.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,TUNISIA,0.0,63.0,123.0,138.0,3.0,8.0,1.0,9.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TUR,TURKEY,0.0,223.0,226.0,194.0,9.0,20.0,2.0,1.0,7.0,8.0,11.0,92.0,31.0,24.0,77.0,717.0,9.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TUV,TUVALU,,8.0,3.0,51.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA,"TANZANIA, UNITED REPUBLIC OF",0.0,95.0,111.0,91.0,84.0,118.0,47.0,71.0,125.0,52.0,42.0,88.0,51.0,46.0,44.0,29.0,9.0,52.0,34.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGA,UGANDA,0.0,413.0,624.0,391.0,580.0,589.0,621.0,845.0,798.0,607.0,491.0,346.0,217.0,100.0,153.0,77.0,20.0,75.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URY,URUGUAY,,17.0,19.0,4.0,11.0,47.0,1.0,60.0,0.0,13.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UZB,UZBEKISTAN,0.0,7.0,8.0,10.0,22.0,14.0,7.0,16.0,72.0,243.0,7.0,1.0,22.0,30.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCT,SAINT VINCENT AND THE GRENADINES,,10.0,4.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VEN,VENEZUELA,,52.0,97.0,192.0,145.0,15.0,0.0,2.0,2.0,40.0,3.0,1.0,19.0,7.0,132.0,206.0,0.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VNM,VIET NAM,,118.0,227.0,204.0,145.0,332.0,174.0,96.0,75.0,53.0,19.0,81.0,212.0,73.0,158.0,180.0,45.0,30.0,16.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
VUT,VANUATU,0.0,18.0,24.0,26.0,3.0,11.0,4.0,3.0,3.0,17.0,36.0,2.0,17.0,12.0,2.0,25.0,6.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSM,SAMOA,,35.0,56.0,11.0,26.0,160.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,YEMEN,0.0,614.0,742.0,690.0,492.0,477.0,186.0,48.0,20.0,11.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAF,SOUTH AFRICA,0.0,46.0,104.0,127.0,93.0,115.0,213.0,24.0,19.0,41.0,16.0,3.0,4.0,10.0,5.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMB,ZAMBIA,0.0,63.0,60.0,62.0,93.0,115.0,93.0,78.0,107.0,137.0,113.0,131.0,165.0,21.0,9.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,ZIMBABWE,0.0,417.0,483.0,390.0,471.0,1371.0,1403.0,397.0,448.0,866.0,219.0,316.0,381.0,68.0,79.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
