Country code,Country name,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
SWE,SWEDEN,9944.0,10014.0,9957.0,9946.0,9830.0,9821.0,9957.0,9867.0,9895.0,9882.0,9857.0,9865.0,10068.0,10221.0,10216.0,10228.0,10158.0,9782.0,9661.0,10361.0,9846.0,10970.0,10081.0,11022.0,11076.0,11194.0,11236.0,11266.0,11637.0,11760.0,11760.0,11340.0,11377.0
SWZ,SWAZILAND,300.0,300.0,300.0,300.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,SYRIAN ARAB REPUBLIC,2139.0,2139.0,2139.0,1801.0,2139.0,2043.0,2043.0,2702.0,,1888.0,2450.0,1771.0,1771.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,2408.0,2398.0,2387.0,2387.0,2333.0,2277.0,2247.0,2142.0,1684.0,1677.0,1617.0,1555.0,1545.0
THA,THAILAND,5327.0,5327.0,4429.0,4429.0,4429.0,,,,4044.0,4044.0,4044.0,4044.0,4103.0,4044.0,4044.0,4041.0,4041.0,4041.0,3870.0,3870.0,3870.0,3861.0,3861.0,3728.0,3818.0,3728.0,3728.0,3735.0,3735.0,3735.0,3735.0,3735.0,3735.0
TJK,TAJIKISTAN,621.0,621.0,621.0,616.0,616.0,,616.0,616.0,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,TURKMENISTAN,3115.0,3115.0,3115.0,3095.0,3181.0,3069.0,2529.0,2529.0,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,TUNISIA,2165.0,2165.0,1119.0,1991.0,2218.0,2218.0,2218.0,1909.0,1909.0,1909.0,1909.0,2163.0,2260.0,2000.0,1860.0,1820.0,1820.0,1860.0,1941.0,1941.0,2278.0,2270.0,2270.0,2270.0,2253.0,2253.0,2227.0,2211.0,2211.0,2186.0,2180.0,2051.0,2047.0
TUR,TURKEY,9642.0,9642.0,9594.0,8686.0,8699.0,8697.0,8697.0,8697.0,8697.0,8697.0,8671.0,8671.0,8671.0,8682.0,8607.0,8607.0,8607.0,8549.0,8452.0,8430.0,8430.0,8429.0,8429.0,8430.0,8164.0,8169.0,8170.0,8169.0,8169.0,8169.0,8156.0,8193.0,8193.0
TZA,"TANZANIA, UNITED REPUBLIC OF",,,,,,,2600.0,2600.0,4582.0,4582.0,4582.0,4582.0,4582.0,4581.5,2722.0,2722.0,2605.0,4465.0,4460.0,4460.0,4460.0,4460.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0
UGA,UGANDA,,,,,,,,,259.0,,259.0,259.0,261.0,,,1250.0,,1250.0,1241.0,1241.0,1241.0,1241.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0
UKR,UKRAINE,21643.0,21665.0,21705.0,21678.0,21676.0,21891.0,22001.0,22001.0,22011.0,,22079.0,22219.0,22302.0,22473.0,22510.0,22546.0,22602.0,22607.0,22564.0,22625.0,22631.0,22795.0,23316.0,22759.0,22800.0,22700.0,22700.0,22698.0,22698.0,22650.0,22650.0,22650.0,22600.0
URY,URUGUAY,,,,,2993.0,,,,3003.0,3003.0,3003.0,3003.0,3003.0,3003.0,3003.0,3003.0,3003.0,,,2993.3,2991.0,2991.0,2991.0,2991.0,2991.0,2991.0,2991.0,2991.0,3002.0,3001.0,3010.0,3050.0,3005.0
USA,UNITED STATES,228218.0,228218.0,228513.0,226205.0,227058.0,226706.0,227187.0,228999.0,156737.520128824,159095.00805153,160703.703703704,157515.297906602,159822.0,160112.721417069,161948.47020934,164457.32689211,170199.517296862,174619.35483871,176341.935483871,178104.838709677,182348.387096774,188106.451612903,193158.064516129,200380.64516129,205733.870967742,213258.064516129,225904.838709677,235103.225806452,245158.064516129,251417.741935484,256650.0,261548.387096774,265841.935483871
UZB,UZBEKISTAN,4192.0,4258.0,4227.0,4230.0,4230.0,4005.0,4014.0,4014.0,4126.0,,4126.0,,3645.0,3641.0,3641.0,3641.0,,,,,,,,,,,,,,,,,
VEN,VENEZUELA,,,,,336.0,336.0,336.0,,,,,,336.0,,,,396.0,,,,,,,,,,,,,,,,
VNM,VIET NAM,2347.0,2347.0,2347.0,2347.0,3147.0,3147.0,3147.0,2671.0,2600.0,2652.0,2545.0,,3142.0,2832.0,2832.0,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,2831.7,,,,,,
ZAF,SOUTH AFRICA,20500.0,20500.0,22051.0,22051.0,24487.0,24487.0,20047.0,20047.0,20247.0,20041.0,22657.0,22657.0,22657.0,20070.0,20189.0,20189.0,20319.0,20319.0,22621.0,22233.0,21635.0,21635.0,21617.063,21244.0,23507.0,23607.0,23790.0,23821.0,23720.0,23664.0,23581.0,23596.0,23596.0
ZMB,ZAMBIA,,,,,,,,,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1278.0,1278.0,1278.0,1278.0,1115.0,1115.0,1115.0,
ZWE,ZIMBABWE,,,,,2583.0,,,,,,,,,,,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,2759.0,3394.0,3394.0,3394.0,3394.0,3394.0,3394.0
