Country code,Country name,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
MOZ,MOZAMBIQUE,17.229,,,,,17.502,,,,,17.926,,,,,17.738,,,,,16.55,,,,,17.561,,,,,18.026,,,,,18.056,,,,,18.289,,,,,18.584,,,,,18.836,,,,,19.02,,,,,19.112
MRT,MAURITANIA,19.522,,,,,18.981,,,,,18.356,,,,,17.818,,,,,17.489,,,,,17.363,,,,,17.152,,,,,16.971,,,,,16.972,,,,,17.247,,,,,17.667,,,,,17.979,,,,,17.905
MTQ,MARTINIQUE,40.323,,,,,37.277,,,,,34.308,,,,,31.353,,,,,28.339,,,,,26.001,,,,,23.456,,,,,18.981,,,,,19.1,,,,,17.935,,,,,19.226,,,,,19.906,,,,,21.945
MUS,MAURITIUS,33.305,,,,,30.763,,,,,28.961,,,,,26.769,,,,,24.887,,,,,23.093,,,,,21.528,,,,,19.468,,,,,17.809,,,,,16.676,,,,,16.652,,,,,16.922,,,,,17.326
MWI,MALAWI,16.864,,,,,16.803,,,,,17.04,,,,,17.423,,,,,17.062,,,,,16.219,,,,,16.413,,,,,16.535,,,,,16.817,,,,,17.046,,,,,16.959,,,,,17.078,,,,,17.117
MYS,MALAYSIA,26.144,,,,,25.125,,,,,23.806,,,,,22.498,,,,,21.557,,,,,20.421,,,,,19.586,,,,,18.405,,,,,17.378,,,,,16.781,,,,,17.559,,,,,18.612,,,,,19.799
MYT,MAYOTTE,17.306,,,,,18.951,,,,,17.748,,,,,17.183,,,,,16.523,,,,,15.961,,,,,15.389,,,,,15.555,,,,,16.684,,,,,17.894,,,,,19.376,,,,,22.666,,,,,30.264
NAM,NAMIBIA,20.335,,,,,19.572,,,,,19.49,,,,,18.617,,,,,17.83,,,,,16.402,,,,,16.655,,,,,17.824,,,,,18.377,,,,,18.805,,,,,19.343,,,,,20.15,,,,,20.915
NCL,NEW CALEDONIA,32.35,,,,,29.054,,,,,27.161,,,,,25.52,,,,,24.104,,,,,22.958,,,,,22.221,,,,,21.778,,,,,21.557,,,,,21.58,,,,,21.996,,,,,22.415,,,,,22.495
NER,NIGER,15.089,,,,,15.516,,,,,16.071,,,,,16.189,,,,,16.17,,,,,16.024,,,,,16.265,,,,,16.058,,,,,16.074,,,,,16.246,,,,,16.196,,,,,15.84,,,,,15.247
NGA,NIGERIA,17.916,,,,,18.047,,,,,17.978,,,,,17.706,,,,,17.467,,,,,17.542,,,,,18.005,,,,,18.308,,,,,18.745,,,,,18.949,,,,,19.032,,,,,19.066,,,,,19.111
NIC,NICARAGUA,22.039,,,,,20.385,,,,,18.829,,,,,17.629,,,,,16.809,,,,,16.355,,,,,16.333,,,,,16.226,,,,,15.831,,,,,15.438,,,,,16.316,,,,,17.327,,,,,18.248
NLD,NETHERLANDS,40.836,,,,,38.853,,,,,37.332,,,,,35.784,,,,,34.416,,,,,32.938,,,,,31.158,,,,,29.368,,,,,28.618,,,,,28.587,,,,,28.733,,,,,28.574,,,,,27.973
NOR,NORWAY,38.654,,,,,37.921,,,,,36.869,,,,,36.091,,,,,35.374,,,,,34.584,,,,,33.298,,,,,32.443,,,,,32.946,,,,,34.09,,,,,34.338,,,,,33.578,,,,,32.583
NPL,NEPAL,21.299,,,,,20.18,,,,,19.561,,,,,19.126,,,,,18.779,,,,,19.006,,,,,19.212,,,,,19.399,,,,,19.643,,,,,20.13,,,,,20.183,,,,,20.139,,,,,19.918
NZL,NEW ZEALAND,36.559,,,,,35.524,,,,,34.324,,,,,32.566,,,,,31.103,,,,,29.493,,,,,27.871,,,,,26.299,,,,,25.612,,,,,25.823,,,,,27.432,,,,,28.726,,,,,29.406
OMN,OMAN,25.073,,,,,21.739,,,,,20.815,,,,,20.385,,,,,17.829,,,,,17.52,,,,,17.612,,,,,17.073,,,,,16.853,,,,,17.433,,,,,18.022,,,,,18.478,,,,,18.767
PAK,PAKISTAN,21.613,,,,,20.122,,,,,18.939,,,,,18.265,,,,,18.213,,,,,18.376,,,,,18.261,,,,,18.289,,,,,18.765,,,,,19.527,,,,,19.845,,,,,19.99,,,,,19.824
PAN,PANAMA,27.086,,,,,25.742,,,,,24.424,,,,,23.087,,,,,21.667,,,,,20.305,,,,,19.146,,,,,18.287,,,,,17.84,,,,,17.784,,,,,18.036,,,,,18.414,,,,,18.825
PER,PERU,25.528,,,,,24.203,,,,,22.902,,,,,21.602,,,,,20.488,,,,,19.551,,,,,18.709,,,,,18.207,,,,,17.915,,,,,17.979,,,,,18.448,,,,,18.849,,,,,19.129
PHL,PHILIPPINES,22.294,,,,,21.237,,,,,20.486,,,,,19.789,,,,,19.247,,,,,18.704,,,,,18.052,,,,,17.415,,,,,16.727,,,,,16.279,,,,,16.535,,,,,17.17,,,,,18.169
PNG,PAPUA NEW GUINEA,20.424,,,,,19.995,,,,,19.564,,,,,19.098,,,,,18.264,,,,,17.532,,,,,17.298,,,,,17.452,,,,,17.985,,,,,18.295,,,,,18.759,,,,,19.371,,,,,20.255
POL,POLAND,37.974,,,,,36.636,,,,,35.313,,,,,33.931,,,,,32.396,,,,,30.841,,,,,29.535,,,,,28.628,,,,,28.238,,,,,27.495,,,,,26.56,,,,,25.924,,,,,25.797
PRI,PUERTO RICO,34.721,,,,,33.412,,,,,32.284,,,,,30.374,,,,,28.525,,,,,26.319,,,,,24.642,,,,,22.669,,,,,21.612,,,,,21.127,,,,,18.463,,,,,18.469,,,,,18.403
PRK,"KOREA, D.P.R.O.",33.098,,,,,31.595,,,,,29.502,,,,,27.397,,,,,25.091,,,,,23.64,,,,,21.904,,,,,19.568,,,,,20.975,,,,,21.143,,,,,19.861,,,,,19.111,,,,,18.015
PRT,PORTUGAL,41.038,,,,,39.342,,,,,37.764,,,,,35.939,,,,,34.246,,,,,32.159,,,,,30.693,,,,,29.906,,,,,29.731,,,,,28.929,,,,,27.946,,,,,27.233,,,,,26.092
PRY,PARAGUAY,23.061,,,,,21.666,,,,,20.414,,,,,19.688,,,,,19.322,,,,,18.851,,,,,18.386,,,,,17.642,,,,,16.728,,,,,16.178,,,,,16.056,,,,,16.2,,,,,16.481
PSE,STATE OF PALESTINE,18.243,,,,,16.955,,,,,16.18,,,,,15.844,,,,,15.884,,,,,15.494,,,,,15.057,,,,,14.851,,,,,15.334,,,,,16.18,,,,,16.757,,,,,16.993,,,,,17.297
PYF,FRENCH POLYNESIA,29.972,,,,,27.131,,,,,25.727,,,,,23.566,,,,,21.976,,,,,20.898,,,,,19.483,,,,,18.134,,,,,17.186,,,,,17.433,,,,,18.327,,,,,18.506,,,,,18.668
QAT,QATAR,31.568,,,,,30.742,,,,,30.309,,,,,29.486,,,,,28.709,,,,,26.873,,,,,23.347,,,,,23.159,,,,,21.938,,,,,20.426,,,,,19.388,,,,,19.33,,,,,18.883
REU,REUNION,29.908,,,,,29.054,,,,,27.999,,,,,26.109,,,,,23.978,,,,,22.291,,,,,19.823,,,,,18.391,,,,,17.064,,,,,17.108,,,,,17.766,,,,,18.779,,,,,20.291
ROU,ROMANIA,38.486,,,,,36.756,,,,,34.373,,,,,34.602,,,,,32.768,,,,,31.769,,,,,30.749,,,,,30.599,,,,,30.988,,,,,30.362,,,,,28.439,,,,,27.295,,,,,26.27
RUS,RUSSIA,38.005,,,,,37.307,,,,,36.499,,,,,35.029,,,,,33.342,,,,,32.114,,,,,31.273,,,,,30.692,,,,,30.697,,,,,28.584,,,,,27.156,,,,,26.068,,,,,24.337
RWA,RWANDA,17.802,,,,,17.396,,,,,16.404,,,,,17.62,,,,,15.107,,,,,15.188,,,,,15.951,,,,,16.24,,,,,15.971,,,,,15.367,,,,,16.258,,,,,17.464,,,,,18.01
SAU,SAUDI ARABIA,26.112,,,,,23.657,,,,,21.052,,,,,19.837,,,,,19.545,,,,,19.024,,,,,18.019,,,,,17.991,,,,,17.892,,,,,18.122,,,,,18.507,,,,,18.863,,,,,19.031
SDN,SUDAN,18.741,,,,,18.248,,,,,17.912,,,,,17.512,,,,,17.077,,,,,16.642,,,,,16.47,,,,,16.616,,,,,16.915,,,,,17.237,,,,,17.551,,,,,17.841,,,,,18.111
SEN,SENEGAL,17.903,,,,,17.598,,,,,17.151,,,,,16.77,,,,,16.334,,,,,16.235,,,,,16.648,,,,,17.564,,,,,17.741,,,,,17.919,,,,,18.419,,,,,18.813,,,,,19.168
SGP,SINGAPORE,37.344,,,,,35.844,,,,,34.13,,,,,31.837,,,,,29.322,,,,,27.309,,,,,24.498,,,,,21.927,,,,,19.712,,,,,18.115,,,,,18.797,,,,,19.423,,,,,19.977
SLB,SOLOMON ISLANDS,19.47,,,,,19.129,,,,,18.701,,,,,17.853,,,,,16.945,,,,,16.205,,,,,16.292,,,,,16.296,,,,,18.197,,,,,18.286,,,,,18.347,,,,,18.602,,,,,18.315
SLE,SIERRA LEONE,18.791,,,,,18.416,,,,,18.121,,,,,17.832,,,,,17.524,,,,,17.628,,,,,18.303,,,,,19.368,,,,,20.517,,,,,20.877,,,,,20.912,,,,,20.757,,,,,20.405
SLV,EL SALVADOR,23.146,,,,,21.758,,,,,20.685,,,,,19.842,,,,,18.721,,,,,17.663,,,,,17.208,,,,,16.972,,,,,16.688,,,,,16.905,,,,,17.456,,,,,18.177,,,,,18.5
SOM,SOMALIA,16.1,,,,,16.125,,,,,16.42,,,,,17.072,,,,,17.543,,,,,17.895,,,,,18.082,,,,,18.193,,,,,18.298,,,,,18.506,,,,,18.889,,,,,19.158,,,,,19.546
SRB,SERBIA,37.77,,,,,36.135,,,,,35.164,,,,,34.009,,,,,32.886,,,,,31.692,,,,,30.355,,,,,29.469,,,,,29.53,,,,,28.69,,,,,27.487,,,,,26.392,,,,,25.832
SSD,SOUTH SUDAN,18.266,,,,,17.803,,,,,17.629,,,,,17.688,,,,,17.765,,,,,17.784,,,,,17.718,,,,,17.933,,,,,18.561,,,,,18.943,,,,,18.858,,,,,18.598,,,,,18.085
STP,SAO TOME AND PRINCIPE,18.954,,,,,18.351,,,,,17.273,,,,,16.194,,,,,15.87,,,,,16.311,,,,,16.312,,,,,16.125,,,,,16.305,,,,,20.239,,,,,24.554,,,,,24.536,,,,,24.535
SUR,SURINAME,27.541,,,,,26.075,,,,,25.674,,,,,24.496,,,,,22.973,,,,,21.283,,,,,18.818,,,,,16.011,,,,,15.748,,,,,15.92,,,,,16.441,,,,,18.856,,,,,20.139
SVK,SLOVAKIA (SLOVAK REPUBLIC),37.155,,,,,35.441,,,,,33.93,,,,,32.462,,,,,31.245,,,,,30.054,,,,,28.844,,,,,28.464,,,,,28.363,,,,,28.031,,,,,27.659,,,,,27.428,,,,,26.984
SVN,SLOVENIA,41.518,,,,,40.078,,,,,37.993,,,,,36.215,,,,,34.162,,,,,32.538,,,,,31.667,,,,,31.441,,,,,31.045,,,,,30.299,,,,,29.318,,,,,28.222,,,,,27.703
SWE,SWEDEN,40.732,,,,,40.244,,,,,39.401,,,,,38.461,,,,,38.332,,,,,37.648,,,,,36.25,,,,,35.34,,,,,35.368,,,,,36.143,,,,,36.036,,,,,35.054,,,,,34.17
SWZ,SWAZILAND,19.335,,,,,18.097,,,,,17.191,,,,,16.1,,,,,15.882,,,,,15.532,,,,,15.565,,,,,15.925,,,,,16.291,,,,,16.747,,,,,17.399,,,,,17.881,,,,,18.432
SYC,SEYCHELLES,31.604,,,,,29.437,,,,,27.176,,,,,25.385,,,,,22.788,,,,,22.095,,,,,20.047,,,,,18.914,,,,,18.467,,,,,20.094,,,,,22.088,,,,,24.04,,,,,26.137
SYR,SYRIAN ARAB REPUBLIC,21.867,,,,,19.874,,,,,18.835,,,,,17.603,,,,,16.35,,,,,15.724,,,,,15.592,,,,,15.874,,,,,15.969,,,,,15.897,,,,,17.099,,,,,18.816,,,,,20.278
TCD,CHAD,15.532,,,,,15.355,,,,,15.489,,,,,15.809,,,,,16.246,,,,,16.814,,,,,17.521,,,,,18.151,,,,,18.572,,,,,19.178,,,,,19.869,,,,,20.651,,,,,21.545
TGO,TOGO,18.673,,,,,18.158,,,,,17.525,,,,,16.92,,,,,16.758,,,,,16.658,,,,,16.774,,,,,17.148,,,,,17.636,,,,,18.094,,,,,18.489,,,,,18.888,,,,,19.441
THA,THAILAND,35.386,,,,,32.034,,,,,30.066,,,,,26.569,,,,,24.325,,,,,21.786,,,,,19.71,,,,,18.495,,,,,17.935,,,,,18.155,,,,,18.709,,,,,18.85,,,,,18.621
TJK,TAJIKISTAN,21.22,,,,,19.645,,,,,18.178,,,,,17.861,,,,,18.144,,,,,18.407,,,,,17.98,,,,,17.172,,,,,16.975,,,,,18.632,,,,,21.925,,,,,22.699,,,,,22.331
TKM,TURKMENISTAN,24.507,,,,,22.927,,,,,21.63,,,,,20.164,,,,,19.659,,,,,19.457,,,,,18.727,,,,,17.926,,,,,17.642,,,,,18.783,,,,,21.898,,,,,23.194,,,,,23.535
TLS,EAST TIMOR,16.076,,,,,15.924,,,,,15.112,,,,,19.56,,,,,19.381,,,,,19.393,,,,,19.168,,,,,19.2,,,,,18.904,,,,,18.823,,,,,19.023,,,,,19.264,,,,,19.638
TON,TONGA,21.265,,,,,21.087,,,,,19.941,,,,,19.857,,,,,19.707,,,,,18.384,,,,,18.335,,,,,16.931,,,,,15.936,,,,,16.87,,,,,17.313,,,,,17.25,,,,,15.535
TTO,TRINIDAD AND TOBAGO,31.941,,,,,29.853,,,,,27.769,,,,,25.674,,,,,24.094,,,,,22.703,,,,,21.66,,,,,20.14,,,,,18.812,,,,,18.267,,,,,18.678,,,,,19.439,,,,,20.877
TUN,TUNISIA,29.026,,,,,26.947,,,,,24.605,,,,,22.605,,,,,20.867,,,,,19.396,,,,,18.399,,,,,17.614,,,,,16.944,,,,,17.098,,,,,18.328,,,,,19.185,,,,,19.303
TUR,TURKEY,28.308,,,,,26.493,,,,,24.726,,,,,23.221,,,,,21.813,,,,,20.726,,,,,19.8,,,,,19.297,,,,,18.653,,,,,18.616,,,,,19.064,,,,,19.594,,,,,19.689
TZA,"TANZANIA, UNITED REPUBLIC OF",17.448,,,,,17.458,,,,,17.374,,,,,17.148,,,,,16.882,,,,,16.725,,,,,16.664,,,,,16.747,,,,,16.86,,,,,16.989,,,,,17.014,,,,,17.045,,,,,16.94
UGA,UGANDA,15.514,,,,,15.296,,,,,15.346,,,,,15.598,,,,,15.971,,,,,16.151,,,,,16.24,,,,,16.365,,,,,16.504,,,,,16.714,,,,,17.06,,,,,17.689,,,,,18.194
UKR,UKRAINE,39.413,,,,,38.806,,,,,37.618,,,,,36.158,,,,,35.093,,,,,33.952,,,,,33.523,,,,,33.374,,,,,32.116,,,,,29.808,,,,,28.887,,,,,28.333,,,,,27.637
URY,URUGUAY,33.734,,,,,32.657,,,,,31.575,,,,,31.125,,,,,30.741,,,,,30.363,,,,,30.147,,,,,30.018,,,,,29.648,,,,,29.274,,,,,28.887,,,,,28.393,,,,,27.847
USA,UNITED STATES,37.064,,,,,36.215,,,,,35.274,,,,,34.088,,,,,32.866,,,,,31.472,,,,,30.075,,,,,28.864,,,,,28.231,,,,,28.462,,,,,29.559,,,,,30.145,,,,,29.989
UZB,UZBEKISTAN,24.1,,,,,22.511,,,,,21.004,,,,,19.744,,,,,19.394,,,,,19.472,,,,,18.729,,,,,17.912,,,,,17.617,,,,,19.217,,,,,22.426,,,,,23.929,,,,,24.121
VCT,SAINT VINCENT AND THE GRENADINES,27.856,,,,,26.324,,,,,24.188,,,,,22.305,,,,,20.387,,,,,19.059,,,,,17.44,,,,,16.041,,,,,15.123,,,,,14.816,,,,,15.219,,,,,14.855,,,,,15.356
VEN,VENEZUELA,26.106,,,,,24.626,,,,,23.281,,,,,22.071,,,,,21.048,,,,,20.079,,,,,19.068,,,,,18.096,,,,,17.072,,,,,16.789,,,,,17.244,,,,,17.745,,,,,18.333
VIR,VIRGIN ISLANDS (U.S.),39.297,,,,,36.458,,,,,33.563,,,,,30.703,,,,,28.089,,,,,23.809,,,,,21.996,,,,,20.002,,,,,23.001,,,,,20.035,,,,,20.559,,,,,21.075,,,,,21.979
VNM,VIET NAM,28.526,,,,,26.374,,,,,24.176,,,,,22.178,,,,,20.992,,,,,19.979,,,,,19.031,,,,,18.275,,,,,18.1,,,,,19.147,,,,,21.813,,,,,23.603,,,,,24.483
VUT,VANUATU,21.206,,,,,19.817,,,,,18.851,,,,,18.5,,,,,18.075,,,,,17.756,,,,,17.482,,,,,17.338,,,,,17.298,,,,,16.811,,,,,16.783,,,,,16.76,,,,,16.783
WSM,SAMOA,20.813,,,,,20.318,,,,,19.536,,,,,19.14,,,,,18.735,,,,,17.629,,,,,16.392,,,,,15.027,,,,,14.677,,,,,14.492,,,,,15.21,,,,,15.626,,,,,16.556
YEM,YEMEN,18.195,,,,,16.781,,,,,15.614,,,,,14.868,,,,,14.203,,,,,14.726,,,,,15.461,,,,,16.331,,,,,18.318,,,,,19.302,,,,,19.436,,,,,19.352,,,,,18.865
ZAF,SOUTH AFRICA,25.192,,,,,24.164,,,,,23.197,,,,,21.727,,,,,20.13,,,,,19.471,,,,,19.053,,,,,18.853,,,,,18.82,,,,,19.235,,,,,19.709,,,,,20.347,,,,,20.939
ZMB,ZAMBIA,16.451,,,,,16.521,,,,,16.924,,,,,16.958,,,,,16.845,,,,,16.564,,,,,16.268,,,,,16.482,,,,,16.842,,,,,17.288,,,,,17.429,,,,,17.491,,,,,17.385
ZWE,ZIMBABWE,18.541,,,,,18.299,,,,,18.063,,,,,17.371,,,,,16.781,,,,,15.971,,,,,15.493,,,,,15.743,,,,,15.891,,,,,16.276,,,,,17.392,,,,,18.165,,,,,18.968
