Country code,Country name,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
RWA,RWANDA,,,,,,,,14008.0,,,,12000.0,12000.0,,,14900.0,14600.0,14300.0,14000.0,13800.0,13500.0,13173.0
SAU,SAUDI ARABIA,,,,,,,221372.0,,,,,152044.0,151470.0,147644.0,146524.0,144307.0,141716.0,156084.0,153932.0,151532.0,146282.0,139425.0
SDN,SUDAN,,,,,,,,,,,,11900.0,11900.0,11900.0,11900.0,11900.0,11700.0,11400.0,10830.0,10740.0,10560.0,10420.0
SEN,SENEGAL,14958.0,14785.1,14825.0,,14314.0,14805.0,,,13576.0,14634.0,14583.0,14583.0,14576.0,14576.0,14576.0,14576.0,14600.0,14500.0,14280.0,14280.0,14100.0,13800.0
SGP,SINGAPORE,3412.0,3377.0,3356.0,3325.0,3297.0,3262.0,3234.0,3188.0,3164.0,3130.34008789063,3104.0,3071.0,3052.23999023438,3018.0400390625,3017.0,2988.0,2972.0,2943.0,2905.0,2900.0,2883.0,2798.0
SLB,SOLOMON ISLANDS,,,,,,,,,,,,1391.0,1391.0,1360.0,1360.0,1360.0,1330.0,1300.0,1280.0,1250.0,1230.0,1210.0
SLE,SIERRA LEONE,,,,,,,,,,11300.0,,11330.0,11330.0,11300.0,11300.0,11300.0,11300.0,11674.0,11674.0,11674.0,11500.0,11300.0
SLV,EL SALVADOR,7298.0,7259.0,7239.0,7115.0,7032.0,6933.0,6927.767,6897.49,,,,10029.0,10029.0,10029.0,10029.0,9977.0,9936.0,9907.0,9847.0,12251.0,12253.0,12254.0
SMR,SAN MARINO,350.2908,,,,,,,,,,,,,,,,,,,,,
SOM,SOMALIA,,,,,,,,,,,,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,21700.0,21300.0,20800.0
SRB,SERBIA,43758.0,43753.0,43839.0,39665.0,38810.0,38799.0,38616.0,,,37981.0,44993.0,44779.0,38106.0,,,,,,,,,
STP,SAO TOME AND PRINCIPE,,,,,,,,,,,,320.0,320.0,320.0,320.0,320.0,,,,,,
SUR,SURINAME,,,,,,,,,4304.0,4492.0,4492.0,4492.0,4530.0,,,4470.0,4470.0,4470.0,4470.0,4470.0,4230.0,4150.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),43366.0,43325.0,43288.0,43848.0,43817.0,43760.69,43744.65,43000.0,42993.0,42970.0,42956.0,42958.0,,42689.0,42606.0,42439.0,42440.0,,,,,
SVN,SLOVENIA,39042.0,39069.0,38925.0,38873.0,38696.0,38559.0,38484.9,38449.8,38399.1,38521.0,38574.0,38404.0,,,,,,,,,,
SWE,SWEDEN,580140.0,578274.0,581061.0,574801.0,427045.0,426332.0,425383.0,424947.0,424781.0,,,,,,,,,,,,,
SWZ,SWAZILAND,,,,,,,,,,3594.0,3584.0,3107.0,2953.0,3247.0,2896.0,3810.0,3724.0,2885.0,2782.0,2960.0,2817.0,2801.0
SYC,SEYCHELLES,508.0,508.0,508.0,508.0,508.0,502.0,498.0,498.0,458.0,,,,,,373.0,345.0,,,,,,
SYR,SYRIAN ARAB REPUBLIC,,69873.0,68157.0,66857.0,55041.0,51967.0,49977.0,48767.0,47414.0,33880.0,,44575.0,,41792.0,41451.0,40480.0,37059.0,35375.0,36665.0,36057.0,33719.0,33213.0
TCD,CHAD,,,,,,40000.0,40000.0,,,,,33400.0,33400.0,33400.0,33400.0,33400.0,32700.0,32100.0,31400.0,30900.0,30200.0,29700.0
TGO,TOGO,,,,,11652.0,,,,,,,7520.0,7520.0,7520.0,7520.0,7520.0,7519.0,7519.0,7519.0,7390.0,7519.0,7390.0
THA,THAILAND,,,,,,180053.0,,,,,,,64600.0,64600.0,64600.0,64600.0,62000.0,59500.0,56903.0,54388.0,52339.0,72170.0
TJK,TAJIKISTAN,,,,,,,,,,,,27767.0,27147.0,27185.0,30471.0,28536.0,,,27678.0,25139.0,28615.0,29861.0
TKM,TURKMENISTAN,,,,,,,,,,,,24000.0,24000.0,,,,,,22600.0,22200.0,21700.0,21300.0
TON,TONGA,,,,,,,,,,,,680.0,680.0,680.0,680.0,680.0,,,,,,
TTO,TRINIDAD AND TOBAGO,,,,,,,,,,,,8320.0,8320.0,8320.0,8320.0,8320.0,8160.0,8000.0,7850.0,7690.0,7540.0,7400.0
TUN,TUNISIA,19417.673,19418.005,19371.2,19371.2,,,,19232.0,,,18997.0,18997.0,18997.0,18997.0,23100.0,23100.0,22500.0,21900.0,20830.0,20660.0,20270.0,20020.0
TUR,TURKEY,370276.0,367263.0,362660.0,351958.0,350708.0,349304.0,349238.0,349215.0,426444.0,,,,385960.0,382059.0,382397.0,381631.0,381300.0,381028.0,388093.0,386704.0,367608.0,367409.0
TZA,"TANZANIA, UNITED REPUBLIC OF",86472.0,83739.0,90807.04,87524.0,,,,,78891.0,,,88200.0,88200.0,88200.0,88200.0,88200.0,88100.0,88000.0,88000.0,,,
UGA,UGANDA,,,,,,,,,70746.0,,,,,,,,,,,,,
UKR,UKRAINE,169636.8,169496.2,169495.0,169502.0,169422.0,169104.0,169323.0,169447.0,169739.0,169679.0,169630.0,169491.0,166579.0,168546.0,172378.0,172565.0,172257.0,172315.0,170518.0,169964.0,168979.0,167804.0
URY,URUGUAY,,,,,,,,77732.0,,,,,,,,,,,,,,
USA,UNITED STATES,6561643.0,6545326.0,6518997.0,6506221.0,6489078.0,6464318.0,6430351.0,6407622.0,6395705.0,6383439.0,6354229.0,6334747.0,6327964.0,6310192.0,6348227.0,6308086.0,6296107.0,6286973.0,6284038.0,6277859.0,6257882.0,6243163.0
UZB,UZBEKISTAN,,,,,,,,,,,,81600.0,81600.0,81600.0,,81600.0,80000.0,78400.0,76900.0,42760.0,73900.0,72500.0
VCT,SAINT VINCENT AND THE GRENADINES,,,,,,,,,829.0,829.0,829.0,829.0,829.0,829.0,,,,,,,,
VEN,VENEZUELA,,,,,,,,,,,,96155.0,96155.0,96155.0,96155.0,94929.0,94923.0,94923.0,79500.0,77900.0,76400.0,74900.0
VNM,VIET NAM,,,,,160089.0,151632.0,,137359.0,,,,215628.0,,93300.0,93300.0,93300.0,106048.0,104000.0,102000.0,100000.0,98000.0,96100.0
VUT,VANUATU,,,,,,,,,,,,1070.0,1070.0,1070.0,1070.0,1070.0,1050.0,1030.0,1010.0,,,
WSM,SAMOA,,,,,,,,,,,2337.0,,,790.0,790.0,790.0,,,,,,
YEM,YEMEN,,,,,,,71300.0,,,,,65144.0,65144.0,,,64725.0,64605.0,61799.0,51709.0,51392.0,51376.0,51119.0
ZAF,SOUTH AFRICA,,,,,,,,,,,364131.0,362099.0,362099.0,357596.0,357596.0,357596.0,331265.0,,,,,
ZMB,ZAMBIA,,,,,,,,,,,91440.0,66781.0,66781.0,66781.0,66781.0,66781.0,66781.0,38200.0,37359.0,36700.0,36100.0,35300.0
ZWE,ZIMBABWE,,,,,,,,,,97267.0,,,,,,,,,91099.0,91078.0,90500.0,90200.0
