Indicator name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Number of Disasters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0
Number of reports in ReliefWeb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,723.0,1318.0,452.0,666.0,677.0,867.0,1688.0,1696.0,1231.0,1309.0,2050.0,1821.0,3317.0,3734.0,2477.0,2008.0,3232.0,2770.0,0.0
